1.407021512670797891e+00 5.339812789365399048e-01 3.510020202534420153e-01 9.205818917289899928e-02 5.974821450213220475e-02 9.859880831794720635e-02 -1.509156121580834009e+00 -1.910435891107948037e-01 -3.200351315263105789e-01 -1.292623873058168282e+00 -2.694152426395551858e-01 -2.548187459177821967e-01 2.373306077635251865e-01 -2.237499911882808168e-01 -9.307751816782694823e-03 1.223798066820760005e-01 1.563686878637071953e-01 5.956826420297374296e-03 1.451140169784124190e-01 -1.544712666927059996e-01 -8.458411964555478946e-02 1.186890816595516096e-01 1.407523317702057963e-01 6.587635842528380414e-02 1.481113255457932043e-01 -2.708687399957537822e-01 2.750685931312412125e-01 9.401183159418599611e-02 2.511869970677695907e-01 -1.966632749909777989e-01 2.578297216109042278e-01 -6.846392660281300224e-02 1.291325174954436050e-01 1.792339009608560074e-01 3.597524608954921765e-02 -6.022610014624679708e-02
5.323414656065479367e-01 2.505641730398967759e+00 -3.530357761469542499e-01 6.025612878230979241e-02 -2.575784332129495979e-01 -2.540519005935418240e-02 -8.876934775914400166e-01 -2.380367724268233953e+00 2.595752285787292224e-01 4.057064395654670363e-01 3.879764163699216395e-01 3.503396046312590162e-01 -1.206311507840441971e-01 3.995990829768606423e-01 1.523436235416331941e-01 8.866615091863160741e-03 -9.770548670867279517e-02 -8.410560288219659508e-02 1.194429709751316099e-01 -8.956576573894860227e-02 -3.517038997471133577e-01 -5.671879211473418968e-03 -2.449733895509672021e-01 -7.493126198505560553e-02 -1.703606924377919912e-02 -2.636471996626342240e-01 1.511927379779092195e-01 -5.106869949077480486e-02 -2.521853497573596226e-01 1.373755029912772097e-01 2.582802736891071788e-02 4.180993973579140155e-01 -1.662743689146670145e-01 -7.034037106871759981e-02 -1.252932782038964077e-01 4.629402014533378316e-03
3.528865852191463981e-01 -3.526441869812222407e-01 2.885243824944444313e+00 9.835309816960779994e-02 -2.522450758940398066e-02 -3.613336374891107927e-01 8.416652847835481843e-02 -4.104223095636559959e-01 9.328665925683239379e-01 -7.528189266034339688e-01 9.292770059252779546e-01 -2.280439057810983883e+00 -1.464228670741171967e-01 6.022744829350794304e-02 5.706498669575719995e-02 1.459422023686255954e-01 -5.530328864921860155e-02 1.091761752121866019e-01 -4.967047977627853800e-02 -1.128865080533947990e-01 -3.170212538186626405e-01 9.195609356212780527e-02 -3.504822866044899898e-01 2.553100122155184115e-01 2.351043892447123723e-02 2.306932533777668048e-01 -3.364792030581307825e-01 4.916525988878220343e-02 1.206273610763088089e-01 -9.640004909118060628e-02 -5.197986119206539357e-02 2.360095982774721990e-01 -4.197363852746099910e-01 1.549119280347802108e-01 -2.698715795089494107e-01 -4.282520050935519906e-01
9.205990405089579942e-02 5.974721767222039570e-02 9.859674226017919874e-02 1.407022400761996028e+00 5.339805825189040123e-01 3.510028828265095990e-01 -1.292632049509999881e+00 -2.694166044326514187e-01 -2.548159980342405984e-01 -1.509154323863322045e+00 -1.910432362990411859e-01 -3.200312335078862036e-01 1.223790235505479995e-01 1.563690232996843843e-01 5.956714175254935670e-03 2.373312958352800095e-01 -2.237505687416543876e-01 -9.307493857377986332e-03 1.186896480301708051e-01 1.407523620308802070e-01 6.587489212879060752e-02 1.451147367410618172e-01 -1.544708098017135989e-01 -8.458581689360980538e-02 9.401216661057480717e-02 2.511873282565946219e-01 -1.966643304659936031e-01 1.481109370340263909e-01 -2.708683871462381765e-01 2.750688432864968336e-01 1.792351270998132073e-01 3.597582503825218214e-02 -6.022702497387300014e-02 2.578311336589521607e-01 -6.846273239523720244e-02 1.291318230557502167e-01
6.025508034180299816e-02 -2.575804717776134511e-01 -2.540614158141814294e-02 5.323424288228120194e-01 2.505639975028509880e+00 -3.530332207231303698e-01 4.057083297303001879e-01 3.879763999785811879e-01 3.503385894436631953e-01 -8.876915118880459588e-01 -2.380362751291011936e+00 2.595804347457656425e-01 8.867101338507500305e-03 -9.770431217195360563e-02 -8.410612453773540220e-02 -1.206318927102943972e-01 3.995983727104417960e-01 1.523414879986944026e-01 -5.672848976089679869e-03 -2.449739821451339949e-01 -7.493156065071479577e-02 1.194426129033284156e-01 -8.956614840519699916e-02 -3.517044279342950164e-01 -5.106914755534899819e-02 -2.521858048527081952e-01 1.373753866300481963e-01 -1.703644538872423758e-02 -2.636470006367775953e-01 1.511922640452681987e-01 -7.034124621509579844e-02 -1.252931196464261987e-01 4.628163134430919763e-03 2.582753959684827919e-02 4.180988432092900275e-01 -1.662748505705763935e-01
9.835068793161819145e-02 -2.522788063492532179e-02 -3.613334321199149768e-01 3.528860829868397664e-01 -3.526461940978262155e-01 2.885244364115328253e+00 -7.528160789595019775e-01 9.292789661115139488e-01 -2.280440951794721727e+00 8.417542717270640185e-02 -4.104178316099579837e-01 9.328667791115879959e-01 1.459416700111051957e-01 -5.530183522393847945e-02 1.091755421164344042e-01 -1.464238839641520129e-01 6.022683191990685359e-02 5.706603947568700264e-02 9.195432106005879680e-02 -3.504821625336091984e-01 2.553097971918569797e-01 -4.967141966797727903e-02 -1.128865489331499911e-01 -3.170208534808062195e-01 4.916415212786619943e-02 1.206272802060562033e-01 -9.639935381261161007e-02 2.350967079088417747e-02 2.306928255944024064e-01 -3.364794713499703604e-01 1.549100195203445829e-01 -2.698718327822000052e-01 -4.282517391576100008e-01 -5.198064900979179614e-02 2.360083819837263674e-01 -4.197367202952619891e-01
-1.503276427705118046e+00 -8.850050124463400003e-01 8.529241687123420568e-02 -1.290570786155635918e+00 4.086853885333440184e-01 -7.504026912300019170e-01 7.733808043028599855e+01 1.371874020690083995e+01 1.177476866727266014e+01 8.183047592695060768e-01 1.040876489071635991e-01 1.839015358933643873e-01 -3.529520489279390105e+00 7.140465173742439609e-01 -4.654974106415640245e-01 -2.280338198718987908e+00 2.284395891604497908e-01 2.487710045919158119e+00 -2.144323983436187930e+01 -1.405785270957236044e+01 1.281257119110373921e+01 -2.532166631985959815e-01 1.750314847928740036e-01 3.062245115136119633e-01 -3.167863446823947982e+01 -1.171638686554669917e+01 -1.548522359018117989e+01 -6.784971290650940734e-01 -3.027738929771920384e-01 -5.778684443083779154e-01 -1.532009815731118074e+01 1.160056903773407910e+01 -1.066300864548611926e+01 -1.789930355200398115e-01 1.241860713963601967e-02 2.915324132734635754e-01
-1.822995693468064116e-01 -2.377487825435688151e+00 -4.054327878890360282e-01 -2.683994163958911550e-01 3.909386680089077526e-01 9.297247799770160803e-01 1.372458296795783994e+01 7.120753423631059320e+01 -1.996702755182550248e+01 1.014356253039052080e-01 -5.280973322221500510e+00 -2.076528037953692341e+00 1.942527385219001923e+00 -1.163346187762963879e+01 -4.261447134241780788e+00 -4.949995376755259580e-01 2.989905273263554264e+00 1.400582325170051989e+00 -1.424194012905315887e+01 -2.113064035689534137e+01 1.284014975888684162e+01 -6.741432366251580710e-01 1.100768480301080210e+00 7.888182838679020925e-01 -1.189871751841542036e+01 -1.280256985927552016e+01 -6.004837214038500015e+00 4.805734676740940348e-01 1.080573729200951849e+00 9.632469754460579736e-01 1.162333070332273977e+01 -2.492505490160190007e+01 1.584944176658282089e+01 -1.119507419656189939e-01 1.380467755974474020e+00 -5.669116398220340469e-02
-3.237815164513198063e-01 2.600970209818396217e-01 9.299129938016440500e-01 -2.535684043342235627e-01 3.520990846052752254e-01 -2.279963700098753598e+00 1.177842192604640026e+01 -1.995532832908476095e+01 6.732358607849920418e+01 1.827031965057208107e-01 -2.077689680903297642e+00 -4.511739527470400191e+00 -4.307214305613179528e-01 -2.681550464843926118e+00 -4.639296170050039692e+00 2.534171120329196114e+00 8.003722076488960502e-01 -2.497270106707711879e+00 1.298356085520343939e+01 1.241970601047083989e+01 -1.928211957286366385e+01 -2.810235935590533751e-01 -2.657805705349399611e-03 1.388484346843843920e+00 -1.587186313624122036e+01 -6.150997044882459797e+00 -1.705934371716239895e+01 4.528331681212920401e-01 8.092147910128939525e-01 1.335092386860265989e+00 -1.065793624076665935e+01 1.592958994728392064e+01 -2.167607260147249804e+01 -1.127959442922508021e-01 2.971442634161278185e-01 9.687295898205179334e-01
-1.290570902600844061e+00 4.086892737199659953e-01 -7.504029756854180278e-01 -1.503275625566157903e+00 -8.850030727496840388e-01 8.529202741551500377e-02 8.183036483540819805e-01 1.040788783302707965e-01 1.839006499951994222e-01 7.733807989156281337e+01 1.371873983057188084e+01 1.177476738254764044e+01 -2.280338165324535815e+00 2.284406792649024132e-01 2.487709894962120138e+00 -3.529521580841401551e+00 7.140460253166059923e-01 -4.654955629095860470e-01 -2.532146996934888095e-01 1.750320241278802147e-01 3.062250413333058030e-01 -2.144324057638917935e+01 -1.405785164012958077e+01 1.281257143962302081e+01 -6.784967707572460149e-01 -3.027725800763532149e-01 -5.778685464818320572e-01 -3.167863525003958003e+01 -1.171638714826070071e+01 -1.548522458096933896e+01 -1.789929327151454086e-01 1.241926785540705888e-02 2.915325973256197578e-01 -1.532009703598919970e+01 1.160056846202942182e+01 -1.066300736715622044e+01
