../../../pdielec -processors 4 -vmin 300 -vmax 800 -sphere -needle 0 0 1 -dielectric 3 -vf 0.1 -vf 0.2 -method maxwell -method bruggeman -method ap -sigma 10 -csv command.csv -program experiment data.expt -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,  388.28,         9.290762,               39259.045473,  2499.3085,    10.0
   1,  388.28,         9.290762,               39259.045473,  2499.3085,    10.0
   2,  388.28,         9.290762,               39259.045473,  2499.3085,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),bruggeman_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),bruggeman_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),ap_noshape_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),maxwell_sphere_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.2),maxwell_needle[0 0 1]_real_dielectric(vf=0.2),bruggeman_sphere_real_dielectric(vf=0.1),bruggeman_needle[0 0 1]_real_dielectric(vf=0.1),bruggeman_sphere_real_dielectric(vf=0.2),bruggeman_needle[0 0 1]_real_dielectric(vf=0.2),ap_noshape_real_dielectric(vf=0.1),ap_noshape_real_dielectric(vf=0.2),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.2),maxwell_needle[0 0 1]_imag_dielectric(vf=0.2),bruggeman_sphere_imag_dielectric(vf=0.1),bruggeman_needle[0 0 1]_imag_dielectric(vf=0.1),bruggeman_sphere_imag_dielectric(vf=0.2),bruggeman_needle[0 0 1]_imag_dielectric(vf=0.2),ap_noshape_imag_dielectric(vf=0.1),ap_noshape_imag_dielectric(vf=0.2),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.2),bruggeman_sphere_absorption_coefficent_cm-1(vf=0.1),bruggeman_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),bruggeman_sphere_absorption_coefficent_cm-1(vf=0.2),bruggeman_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.2),ap_noshape_absorption_coefficent_cm-1(vf=0.1),ap_noshape_absorption_coefficent_cm-1(vf=0.2)
,,,,,,  302.000000,    9.053732,          4.36428043,          4.37942137,          4.37572466,          4.38922792,          4.37009528,          4.37009528,          4.38604239,          4.38604239,          4.78392261,          4.74733075,          3.04503360,          3.04508525,          3.09051961,          3.09061234,          3.04505364,          3.04505364,          3.09059128,          3.09059128,          3.04715456,          3.09430911,          0.00153457,          0.00153991,          0.00310009,          0.00310970,          0.00153662,          0.00153662,          0.00310743,          0.00310743,          0.00168271,          0.00336542,          0.72470569,          0.72721990,          1.45321210,          1.45769664,          0.72567127,          0.72567127,          1.45663870,          1.45663870,          0.79438890,          1.57662537
,,,,,,  302.200000,    9.059728,          4.38718354,          4.40244583,          4.39870414,          4.41231570,          4.39304466,          4.39304466,          4.40910399,          4.40910399,          4.80963892,          4.77279948,          3.04509473,          3.04514659,          3.09064309,          3.09073620,          3.04511485,          3.04511485,          3.09071505,          3.09071505,          3.04722156,          3.09444313,          0.00154162,          0.00154699,          0.00311437,          0.00312405,          0.00154368,          0.00154368,          0.00312177,          0.00312177,          0.00169065,          0.00338131,          0.72850884,          0.73104320,          1.46084376,          1.46536427,          0.72948210,          0.72948210,          1.46429763,          1.46429763,          0.79865920,          1.58508373
,,,,,,  302.400000,    9.065724,          4.41024807,          4.42563297,          4.42184572,          4.43556669,          4.41615594,          4.41615594,          4.43232852,          4.43232852,          4.83554151,          4.79845228,          3.04515613,          3.04520821,          3.09076714,          3.09086063,          3.04517634,          3.04517634,          3.09083940,          3.09083940,          3.04728889,          3.09457777,          0.00154871,          0.00155413,          0.00312874,          0.00313850,          0.00155079,          0.00155079,          0.00313620,          0.00313620,          0.00169865,          0.00339731,          0.73233880,          0.73489352,          1.46852926,          1.47308610,          0.73331982,          0.73331982,          1.47201068,          1.47201068,          0.80296042,          1.59360322
,,,,,,  302.600000,    9.071720,          4.43347550,          4.44898429,          4.44515089,          4.45898240,          4.43943061,          4.43943061,          4.45571749,          4.45571749,          4.86163215,          4.82429090,          3.04521782,          3.04527011,          3.09089176,          3.09098564,          3.04523811,          3.04523811,          3.09096431,          3.09096431,          3.04735652,          3.09471305,          0.00155586,          0.00156131,          0.00314322,          0.00315305,          0.00155795,          0.00155795,          0.00315073,          0.00315073,          0.00170671,          0.00341342,          0.73619580,          0.73877110,          1.47626909,          1.48086264,          0.73718467,          0.73718467,          1.47977834,          1.47977834,          0.80729287,          1.60218443
,,,,,,  302.800000,    9.077716,          4.45686734,          4.47250130,          4.46862115,          4.48256436,          4.46287017,          4.46287017,          4.47927242,          4.47927242,          4.88791263,          4.85031709,          3.04527979,          3.04533229,          3.09101695,          3.09111122,          3.04530016,          3.04530016,          3.09108980,          3.09108980,          3.04742448,          3.09484896,          0.00156305,          0.00156854,          0.00315779,          0.00316769,          0.00156516,          0.00156516,          0.00316535,          0.00316535,          0.00171482,          0.00342964,          0.74008011,          0.74267619,          1.48406374,          1.48869439,          0.74107690,          0.74107690,          1.48760111,          1.48760111,          0.81165685,          1.61082793
,,,,,,  303.000000,    9.083711,          4.48042512,          4.49618554,          4.49225803,          4.50631410,          4.48647616,          4.48647616,          4.50299484,          4.50299484,          4.91438474,          4.87653262,          3.04534205,          3.04539477,          3.09114272,          3.09123738,          3.04536250,          3.04536250,          3.09121586,          3.09121586,          3.04749276,          3.09498552,          0.00157029,          0.00157583,          0.00317246,          0.00318244,          0.00157241,          0.00157241,          0.00318008,          0.00318008,          0.00172299,          0.00344598,          0.74399197,          0.74660905,          1.49191374,          1.49658187,          0.74499677,          0.74499677,          1.49547952,          1.49547952,          0.81605264,          1.61953431
,,,,,,  303.200000,    9.089707,          4.50415036,          4.52003857,          4.51606309,          4.53023319,          4.51025011,          4.51025011,          4.52688632,          4.52688632,          4.94105030,          4.90293931,          3.04540459,          3.04545753,          3.09126907,          3.09136412,          3.04542513,          3.04542513,          3.09134252,          3.09134252,          3.04756136,          3.09512272,          0.00157758,          0.00158316,          0.00318724,          0.00319728,          0.00157972,          0.00157972,          0.00319491,          0.00319491,          0.00173122,          0.00346243,          0.74793164,          0.75056993,          1.49981958,          1.50452558,          0.74894452,          0.74894452,          1.50341406,          1.50341406,          0.82048057,          1.62830418
,,,,,,  303.400000,    9.095703,          4.52804461,          4.54406195,          4.54003787,          4.55432319,          4.53419359,          4.53419359,          4.55094843,          4.55094843,          4.96791118,          4.92953897,          3.04546742,          3.04552058,          3.09139600,          3.09149146,          3.04548804,          3.04548804,          3.09146976,          3.09146976,          3.04763029,          3.09526058,          0.00158492,          0.00159054,          0.00320211,          0.00321223,          0.00158708,          0.00158708,          0.00320984,          0.00320984,          0.00173950,          0.00347900,          0.75189937,          0.75455911,          1.50778179,          1.51252606,          0.75292043,          0.75292043,          1.51140527,          1.51140527,          0.82494092,          1.63713813
,,,,,,  303.600000,    9.101699,          4.55210947,          4.56825727,          4.56418397,          4.57858572,          4.55830817,          4.55830817,          4.57518276,          4.57518276,          4.99496924,          4.95633345,          3.04553054,          3.04558392,          3.09152353,          3.09161938,          3.04555125,          3.04555125,          3.09159759,          3.09159759,          3.04769955,          3.09539909,          0.00159231,          0.00159797,          0.00321709,          0.00322729,          0.00159448,          0.00159448,          0.00322488,          0.00322488,          0.00174784,          0.00349568,          0.75589543,          0.75857684,          1.51580090,          1.52058383,          0.75692475,          0.75692475,          1.51945368,          1.51945368,          0.82943401,          1.64603678
,,,,,,  303.800000,    9.107695,          4.57634651,          4.59262615,          4.58850297,          4.60302238,          4.58259545,          4.58259545,          4.59959091,          4.59959091,          5.02222637,          4.98332460,          3.04559396,          3.04564756,          3.09165165,          3.09174790,          3.04561475,          3.04561475,          3.09172601,          3.09172601,          3.04776913,          3.09553826,          0.00159975,          0.00160545,          0.00323216,          0.00324244,          0.00160194,          0.00160194,          0.00324001,          0.00324001,          0.00175624,          0.00351248,          0.75992009,          0.76262338,          1.52387743,          1.52869944,          0.76095775,          0.76095775,          1.52755982,          1.52755982,          0.83396017,          1.65500075
,,,,,,  304.000000,    9.113691,          4.60075734,          4.61717022,          4.61299651,          4.62763481,          4.60705706,          4.60705706,          4.62417453,          4.62417453,          5.04968448,          5.01051432,          3.04565767,          3.04571150,          3.09178036,          3.09187702,          3.04567855,          3.04567855,          3.09185504,          3.09185504,          3.04783905,          3.09567810,          0.00160724,          0.00161299,          0.00324735,          0.00325770,          0.00160945,          0.00160945,          0.00325526,          0.00325526,          0.00176470,          0.00352941,          0.76397360,          0.76669902,          1.53201192,          1.53687342,          0.76501969,          0.76501969,          1.53572423,          1.53572423,          0.83851969,          1.66403067
,,,,,,  304.200000,    9.119687,          4.62534359,          4.64189110,          4.63766621,          4.65242466,          4.63169461,          4.63169461,          4.64893525,          4.64893525,          5.07734551,          5.03790451,          3.04572167,          3.04577573,          3.09190968,          3.09200675,          3.04574264,          3.04574264,          3.09198467,          3.09198467,          3.04790930,          3.09581860,          0.00161479,          0.00162058,          0.00326264,          0.00327307,          0.00161701,          0.00161701,          0.00327060,          0.00327060,          0.00177322,          0.00354645,          0.76805624,          0.77080402,          1.54020492,          1.54510632,          0.76911085,          0.76911085,          1.54394746,          1.54394746,          0.84311291,          1.67312717
,,,,,,  304.400000,    9.125682,          4.65010691,          4.66679049,          4.66251372,          4.67739359,          4.65650978,          4.65650978,          4.67387475,          4.67387475,          5.10521142,          5.06549711,          3.04578598,          3.04584026,          3.09203960,          3.09213708,          3.04580703,          3.04580703,          3.09211490,          3.09211490,          3.04797989,          3.09595978,          0.00162238,          0.00162822,          0.00327803,          0.00328854,          0.00162462,          0.00162462,          0.00328606,          0.00328606,          0.00178180,          0.00356361,          0.77216829,          0.77493866,          1.54845697,          1.55339869,          0.77323151,          0.77323151,          1.55223006,          1.55223006,          0.84774016,          1.68229088
,,,,,,  304.600000,    9.131678,          4.67504896,          4.69187004,          4.68754074,          4.70254331,          4.68150422,          4.68150422,          4.69899471,          4.69899471,          5.13328420,          5.09329408,          3.04585058,          3.04590510,          3.09217013,          3.09226803,          3.04587173,          3.04587173,          3.09224575,          3.09224575,          3.04805082,          3.09610164,          0.00163003,          0.00163591,          0.00329353,          0.00330412,          0.00163229,          0.00163229,          0.00330162,          0.00330162,          0.00179045,          0.00358089,          0.77631001,          0.77910322,          1.55676864,          1.56175111,          0.77738193,          0.77738193,          1.56057259,          1.56057259,          0.85240175,          1.69152247
,,,,,,  304.800000,    9.137674,          4.70017144,          4.71713148,          4.71274893,          4.72787552,          4.70667963,          4.70667963,          4.72429684,          4.72429684,          5.16156585,          5.12129738,          3.04591549,          3.04597024,          3.09230128,          3.09239959,          3.04593672,          3.04593672,          3.09237722,          3.09237722,          3.04812209,          3.09624419,          0.00163773,          0.00164366,          0.00330914,          0.00331981,          0.00164000,          0.00164000,          0.00331729,          0.00331729,          0.00179915,          0.00359830,          0.78048170,          0.78329798,          1.56514048,          1.57016413,          0.78156241,          0.78156241,          1.56897562,          1.56897562,          0.85709803,          1.70082259
,,,,,,  305.000000,    9.143670,          4.72547603,          4.74257652,          4.73814004,          4.75339196,          4.73203773,          4.73203773,          4.74978286,          4.74978286,          5.19005841,          5.14950903,          3.04598070,          3.04603569,          3.09243304,          3.09253178,          3.04600203,          3.04600203,          3.09250930,          3.09250930,          3.04819371,          3.09638742,          0.00164549,          0.00165146,          0.00332486,          0.00333561,          0.00164778,          0.00164778,          0.00333307,          0.00333307,          0.00180792,          0.00361583,          0.78468362,          0.78752322,          1.57357306,          1.57863834,          0.78577322,          0.78577322,          1.57743973,          1.57743973,          0.86182933,          1.71019189
,,,,,,  305.200000,    9.149666,          4.75096448,          4.76820691,          4.76371577,          4.77909437,          4.75758025,          4.75758025,          4.77545452,          4.77545452,          5.21876392,          5.17793105,          3.04604623,          3.04610144,          3.09256542,          3.09266459,          3.04606764,          3.04606764,          3.09264201,          3.09264201,          3.04826567,          3.09653135,          0.00165330,          0.00165931,          0.00334069,          0.00335152,          0.00165560,          0.00165560,          0.00334896,          0.00334896,          0.00181675,          0.00363349,          0.78891608,          0.79177925,          1.58206696,          1.58717431,          0.79001465,          0.79001465,          1.58596549,          1.58596549,          0.86659599,          1.71963107
,,,,,,  305.400000,    9.155662,          4.77663853,          4.79402442,          4.78947790,          4.80498452,          4.78330894,          4.78330894,          4.80131360,          4.80131360,          5.24768448,          5.20656549,          3.04611205,          3.04616751,          3.09269844,          3.09279803,          3.04613356,          3.04613356,          3.09277535,          3.09277535,          3.04833799,          3.09667597,          0.00166116,          0.00166722,          0.00335663,          0.00336755,          0.00166348,          0.00166348,          0.00336496,          0.00336496,          0.00182564,          0.00365128,          0.79317935,          0.79606635,          1.59062276,          1.59577263,          0.79428700,          0.79428700,          1.59455349,          1.59455349,          0.87139836,          1.72914079
,,,,,,  305.600000,    9.161658,          4.80249993,          4.82003083,          4.81542819,          4.83106422,          4.80922557,          4.80922557,          4.82736187,          4.82736187,          5.27682218,          5.23541443,          3.04617820,          3.04623389,          3.09283208,          3.09293210,          3.04619979,          3.04619979,          3.09290932,          3.09290932,          3.04841065,          3.09682130,          0.00166908,          0.00167519,          0.00337268,          0.00338368,          0.00167142,          0.00167142,          0.00338108,          0.00338108,          0.00183460,          0.00366919,          0.79747374,          0.80038481,          1.59924105,          1.60443390,          0.79859056,          0.79859056,          1.60320432,          1.60320432,          0.87623679,          1.73872174
,,,,,,  305.800000,    9.167653,          4.82855049,          4.84622794,          4.84156845,          4.85733527,          4.83533194,          4.83533194,          4.85360115,          4.85360115,          5.30617917,          5.26447996,          3.04624465,          3.04630059,          3.09296636,          3.09306681,          3.04626634,          3.04626634,          3.09304393,          3.09304393,          3.04848367,          3.09696734,          0.00167705,          0.00168321,          0.00338884,          0.00339993,          0.00167941,          0.00167941,          0.00339731,          0.00339731,          0.00184362,          0.00368724,          0.80179954,          0.80473495,          1.60792244,          1.61315872,          0.80292562,          0.80292562,          1.61191859,          1.61191859,          0.88111163,          1.74837463
,,,,,,  306.000000,    9.173649,          4.85479200,          4.87261760,          4.86790048,          4.88379951,          4.86162986,          4.86162986,          4.88003327,          4.88003327,          5.33575759,          5.29376422,          3.04631142,          3.04636760,          3.09310128,          3.09320217,          3.04633320,          3.04633320,          3.09317918,          3.09317918,          3.04855704,          3.09711409,          0.00168508,          0.00169129,          0.00340512,          0.00341630,          0.00168746,          0.00168746,          0.00341365,          0.00341365,          0.00185271,          0.00370541,          0.80615704,          0.80911705,          1.61666751,          1.62194770,          0.80729249,          0.80729249,          1.62069690,          1.62069690,          0.88602324,          1.75810016
,,,,,,  306.200000,    9.179645,          4.88122630,          4.89920164,          4.89442614,          4.91045880,          4.88812117,          4.88812117,          4.90666008,          4.90666008,          5.36555964,          5.32326936,          3.04637851,          3.04643493,          3.09323684,          3.09333818,          3.04640039,          3.04640039,          3.09331508,          3.09331508,          3.04863078,          3.09726156,          0.00169317,          0.00169942,          0.00342151,          0.00343278,          0.00169557,          0.00169557,          0.00343011,          0.00343011,          0.00186186,          0.00372372,          0.81054656,          0.81353143,          1.62547688,          1.63080146,          0.81169148,          0.81169148,          1.62953987,          1.62953987,          0.89097199,          1.76789904
,,,,,,  306.400000,    9.185641,          4.90785523,          4.92598194,          4.92114727,          4.93731502,          4.91480774,          4.91480774,          4.93348346,          4.93348346,          5.39558752,          5.35299755,          3.04644592,          3.04650259,          3.09337305,          3.09347483,          3.04646789,          3.04646789,          3.09345164,          3.09345164,          3.04870488,          3.09740975,          0.00170131,          0.00170761,          0.00343802,          0.00344937,          0.00170373,          0.00170373,          0.00344668,          0.00344668,          0.00187108,          0.00374216,          0.81496840,          0.81797840,          1.63435118,          1.63972061,          0.81612289,          0.81612289,          1.63844812,          1.63844812,          0.89595823,          1.77777201
,,,,,,  306.600000,    9.191637,          4.93468068,          4.95296039,          4.94806577,          4.96437007,          4.94169143,          4.94169143,          4.96050531,          4.96050531,          5.42584347,          5.38295100,          3.04651365,          3.04657057,          3.09350992,          3.09361214,          3.04653571,          3.04653571,          3.09358884,          3.09358884,          3.04877934,          3.09755868,          0.00170952,          0.00171587,          0.00345465,          0.00346609,          0.00171195,          0.00171195,          0.00346338,          0.00346338,          0.00188037,          0.00376074,          0.81942287,          0.82245828,          1.64329102,          1.64870581,          0.82058703,          0.82058703,          1.64742229,          1.64742229,          0.90098235,          1.78771978
,,,,,,  306.800000,    9.197633,          4.96170453,          4.98013892,          4.97518353,          4.99162587,          4.96877417,          4.96877417,          4.98772754,          4.98772754,          5.45632977,          5.41313195,          3.04658170,          3.04663887,          3.09364744,          3.09375012,          3.04660387,          3.04660387,          3.09372671,          3.09372671,          3.04885417,          3.09770833,          0.00171778,          0.00172418,          0.00347140,          0.00348293,          0.00172023,          0.00172023,          0.00348019,          0.00348019,          0.00188972,          0.00377945,          0.82391028,          0.82697138,          1.65229704,          1.65775767,          0.82508422,          0.82508422,          1.65646300,          1.65646300,          0.90604472,          1.79774311
,,,,,,  307.000000,    9.203628,          4.98892871,          5.00751946,          5.00250249,          5.01908439,          4.99605786,          4.99605786,          5.01515210,          5.01515210,          5.48704869,          5.44354265,          3.04665009,          3.04670751,          3.09378562,          3.09388876,          3.04667234,          3.04667234,          3.09386524,          3.09386524,          3.04892937,          3.09785873,          0.00172610,          0.00173254,          0.00348826,          0.00349988,          0.00172857,          0.00172857,          0.00349713,          0.00349713,          0.00189915,          0.00379830,          0.82843096,          0.83151803,          1.66136988,          1.66687686,          0.82961478,          0.82961478,          1.66557091,          1.66557091,          0.91114572,          1.80784274
