../../../pdielec -processors 4 -matrix ptfe -sigma 5 -plate 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -optical_tensor 2.3471 0 0.0786 0 2.3942 0 0.0786 0 2.2621 -csv command.csv -masses program LEUCINE_FREQUENCY_PBED3_631Gdp_FULLOPTIMIZATON.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
,,,,,,   66.600000,    1.996618,          4.27299720,          3.20406654,          3.57988601,          2.13599090,          2.12043222,          2.11809640,          0.00804515,          0.00601056,          0.00671187,          1.00039585,          0.75013737,          0.83812437
,,,,,,   66.800000,    2.002614,          4.34348294,          3.25642681,          3.62761481,          2.13613429,          2.12055240,          2.11812821,          0.00815365,          0.00609067,          0.00678104,          1.01689800,          0.76239597,          0.84929866
,,,,,,   67.000000,    2.008609,          4.40953447,          3.30550962,          3.66929918,          2.13629522,          2.12068341,          2.11817343,          0.00825324,          0.00616421,          0.00683856,          1.03236201,          0.77388726,          0.85905782
,,,,,,   67.200000,    2.014605,          4.47449745,          3.35350144,          3.70810305,          2.13647570,          2.12082675,          2.11823390,          0.00835026,          0.00623530,          0.00689041,          1.04757117,          0.78512312,          0.86814260
,,,,,,   67.400000,    2.020601,          4.54176623,          3.40263243,          3.74721465,          2.13667565,          2.12098254,          2.11830943,          0.00845104,          0.00630811,          0.00694255,          1.06332016,          0.79662569,          0.87729942
,,,,,,   67.600000,    2.026597,          4.61444606,          3.45494790,          3.78951808,          2.13689313,          2.12114969,          2.11839808,          0.00856131,          0.00638640,          0.00700030,          1.08033599,          0.80887381,          0.88720352
,,,,,,   67.800000,    2.032593,          4.69513114,          3.51216474,          3.83738673,          2.13712481,          2.12132616,          2.11849651,          0.00868578,          0.00647328,          0.00706798,          1.09922602,          0.82226944,          0.89841055
,,,,,,   68.000000,    2.038589,          4.78578449,          3.57560214,          3.89258071,          2.13736631,          2.12150927,          2.11860046,          0.00882795,          0.00657110,          0.00714873,          1.12044982,          0.83712143,          0.91133258
,,,,,,   68.200000,    2.044585,          4.88767621,          3.64615224,          3.95619962,          2.13761253,          2.12169584,          2.11870497,          0.00898998,          0.00668140,          0.00724444,          1.14430475,          0.85363865,          0.92622707
,,,,,,   68.400000,    2.050580,          5.00133110,          3.72425119,          4.02863641,          2.13785793,          2.12188236,          2.11880460,          0.00917265,          0.00680486,          0.00735569,          1.17091368,          0.87192321,          0.94318600
,,,,,,   68.600000,    2.056576,          5.12645254,          3.80982337,          4.10949603,          2.13809670,          2.12206509,          2.11889366,          0.00937525,          0.00694122,          0.00748161,          1.20020716,          0.89195740,          0.96211689
,,,,,,   68.800000,    2.062572,          5.26181762,          3.90219403,          4.19747517,          2.13832311,          2.12224020,          2.11896641,          0.00959534,          0.00708914,          0.00761969,          1.23189889,          0.91358326,          0.98271460
,,,,,,   69.000000,    2.068568,          5.40517157,          3.99999193,          4.29023517,          2.13853191,          2.12240410,          2.11901750,          0.00982866,          0.00724602,          0.00776560,          1.26546097,          0.93647974,          1.00443161
,,,,,,   69.200000,    2.074564,          5.55317780,          4.10108454,          4.38433035,          2.13871891,          2.12255376,          2.11904258,          0.01006905,          0.00740794,          0.00791303,          1.30011225,          0.96014759,          1.02646121
,,,,,,   69.400000,    2.080560,          5.70149603,          4.20260047,          4.47526897,          2.13888179,          2.12268732,          2.11903906,          0.01030859,          0.00756968,          0.00805388,          1.33483658,          0.98391454,          1.04775180
,,,,,,   69.600000,    2.086556,          5.84505630,          4.30109063,          4.55777767,          2.13902082,          2.12280461,          2.11900692,          0.01053813,          0.00772503,          0.00817873,          1.36844697,          1.00697309,          1.06706877
,,,,,,   69.800000,    2.092551,          5.97856174,          4.39285656,          4.62630260,          2.13913950,          2.12290767,          2.11894933,          0.01074824,          0.00786743,          0.00827780,          1.39970332,          1.02845737,          1.08311185
,,,,,,   70.000000,    2.098547,          6.09718598,          4.47442843,          4.67571147,          2.13924478,          2.12300095,          2.11887290,          0.01093045,          0.00799080,          0.00834215,          1.42747567,          1.04755501,          1.09467948
,,,,,,   70.200000,    2.104543,          6.19734582,          4.54311552,          4.70207429,          2.13934668,          2.12309115,          2.11878733,          0.01107862,          0.00809053,          0.00836512,          1.45092513,          1.06363606,          1.10085155
,,,,,,   70.400000,    2.110539,          6.27736466,          4.59750118,          4.70333431,          2.13945727,          2.12318655,          2.11870436,          0.01119008,          0.00816430,          0.00834342,          1.46965918,          1.07636885,          1.10114655
,,,,,,   70.600000,    2.116535,          6.33783870,          4.63774464,          4.67967828,          2.13958920,          2.12329601,          2.11863636,          0.01126622,          0.00821265,          0.00827781,          1.48381738,          1.08579067,          1.09560819
,,,,,,   70.800000,    2.122531,          6.38159715,          4.66560015,          4.63349487,          2.13975411,          2.12342789,          2.11859466,          0.01131240,          0.00823889,          0.00817288,          1.49406213,          1.09231221,          1.08479571
,,,,,,   71.000000,    2.128526,          6.41327789,          4.68415407,          4.56894298,          2.13996136,          2.12358902,          2.11858830,          0.01133708,          0.00824867,          0.00803631,          1.50147924,          1.09665606,          1.06968279
,,,,,,   71.200000,    2.134522,          6.43865936,          4.69736936,          4.49127177,          2.14021722,          2.12378414,          2.11862323,          0.01135066,          0.00824909,          0.00787757,          1.50742156,          1.09975003,          1.05149838
,,,,,,   71.400000,    2.140518,          6.46394075,          4.70957242,          4.40608701,          2.14052475,          2.12401574,          2.11870221,          0.01136412,          0.00824780,          0.00770665,          1.51334045,          1.10260702,          1.03155489
,,,,,,   71.600000,    2.146514,          6.49513553,          4.72500529,          4.31873040,          2.14088423,          2.12428426,          2.11882518,          0.01138803,          0.00825223,          0.00753297,          1.52064378,          1.10622017,          1.01110292
,,,,,,   71.800000,    2.152510,          6.53766830,          4.74751588,          4.23386302,          2.14129380,          2.12458858,          2.11898998,          0.01143176,          0.00826904,          0.00736466,          1.53060157,          1.11149035,          0.99123374
,,,,,,   72.000000,    2.158506,          6.59618700,          4.78040245,          4.15526502,          2.14175019,          2.12492653,          2.11919306,          0.01150328,          0.00830386,          0.00720821,          1.54430199,          1.11918977,          0.97283234
,,,,,,   72.200000,    2.164502,          6.67455019,          4.82638777,          4.08581077,          2.14224945,          2.12529540,          2.11943022,          0.01160905,          0.00836124,          0.00706848,          1.56264841,          1.12995587,          0.95657168
,,,,,,   72.400000,    2.170497,          6.77592946,          4.88768107,          4.02755856,          2.14278741,          2.12569231,          2.11969710,          0.01175429,          0.00844482,          0.00694890,          1.58638337,          1.14430589,          0.94293365
,,,,,,   72.600000,    2.176493,          6.90297049,          4.96608699,          3.98189787,          2.14336004,          2.12611444,          2.11998956,          0.01194328,          0.00855750,          0.00685166,          1.61612627,          1.16266231,          0.93224356
,,,,,,   72.800000,    2.182489,          7.05797137,          5.06313008,          3.94971204,          2.14396361,          2.12655923,          2.12030384,          0.01217963,          0.00870167,          0.00677811,          1.65241514,          1.18538208,          0.92470819
,,,,,,   73.000000,    2.188485,          7.24305310,          5.18017562,          3.93153087,          2.14459477,          2.12702440,          2.12063673,          0.01246661,          0.00887941,          0.00672895,          1.69574655,          1.21278483,          0.92045161
,,,,,,   73.200000,    2.194481,          7.46031024,          5.31853709,          3.92766110,          2.14525051,          2.12750796,          2.12098549,          0.01280743,          0.00909270,          0.00670452,          1.74661088,          1.24517807,          0.91954562
,,,,,,   73.400000,    2.200477,          7.71193842,          5.47956734,          3.93829140,          2.14592809,          2.12800818,          2.12134788,          0.01320542,          0.00934357,          0.00670492,          1.80552217,          1.28287854,          0.92203439
,,,,,,   73.600000,    2.206472,          8.00034017,          5.66473420,          3.96357363,          2.14662491,          2.12852348,          2.12172211,          0.01366426,          0.00963423,          0.00673022,          1.87304290,          1.32622988,          0.92795348
,,,,,,   73.800000,    2.212468,          8.32821219,          5.87568317,          4.00368411,          2.14733837,          2.12905240,          2.12210669,          0.01418806,          0.00996716,          0.00678052,          1.94980444,          1.37561734,          0.93734416
,,,,,,   74.000000,    2.218464,          8.69861759,          6.11428984,          4.05886944,          2.14806567,          2.12959343,          2.12250045,          0.01478155,          0.01034520,          0.00685603,          2.03652390,          1.43148003,          0.95026417
,,,,,,   74.200000,    2.224460,          9.11504529,          6.38270454,          4.12948085,          2.14880367,          2.13014498,          2.12290241,          0.01545010,          0.01077164,          0.00695716,          2.13401812,          1.49432139,          0.96679574
,,,,,,   74.400000,    2.230456,          9.58145743,          6.68339079,          4.21600044,          2.14954859,          2.13070517,          2.12331173,          0.01619983,          0.01125025,          0.00708452,          2.24321472,          1.56471818,          0.98705174
,,,,,,   74.600000,    2.236452,         10.10232312,          7.01915801,          4.31906191,          2.15029581,          2.13127174,          2.12372762,          0.01703766,          0.01178535,          0.00723895,          2.36516001,          1.64332814,          1.01118054
,,,,,,   74.800000,    2.242448,         10.68263445,          7.39318753,          4.43946760,          2.15103952,          2.13184187,          2.12414931,          0.01797131,          0.01238182,          0.00742160,          2.50102274,          1.73089608,          1.03936996
,,,,,,   75.000000,    2.248443,         11.32789668,          7.80904937,          4.57820278,          2.15177239,          2.13241196,          2.12457593,          0.01900927,          0.01304517,          0.00763389,          2.65209179,          1.82825782,          1.07185070
,,,,,,   75.200000,    2.254439,         12.04408040,          8.27070502,          4.73644773,          2.15248512,          2.13297742,          2.12500648,          0.02016071,          0.01378146,          0.00787754,          2.81976502,          1.93634083,          1.10889907
,,,,,,   75.400000,    2.260435,         12.83751744,          8.78248869,          4.91558697,          2.15316593,          2.13353238,          2.12543971,          0.02143527,          0.01459733,          0.00815463,          3.00552482,          2.05615984,          1.15083923
,,,,,,   75.600000,    2.266431,         13.71471503,          9.34905589,          5.11721466,          2.15380004,          2.13406933,          2.12587403,          0.02284278,          0.01549987,          0.00846753,          3.21089468,          2.18880478,          1.19804439
,,,,,,   75.800000,    2.272427,         14.68205418,          9.97528348,          5.34313368,          2.15436895,          2.13457880,          2.12630742,          0.02439269,          0.01649645,          0.00881893,          3.43736852,          2.33541744,          1.25093664
,,,,,,   76.000000,    2.278423,         15.74532885,         10.66609966,          5.59534503,          2.15484987,          2.13504883,          2.12673728,          0.02609334,          0.01759441,          0.00921184,          3.68630282,          2.49715161,          1.30998446
,,,,,,   76.200000,    2.284419,         16.90907427,         11.42621582,          5.87602229,          2.15521501,          2.13546458,          2.12716025,          0.02795081,          0.01880065,          0.00964950,          3.95875937,          2.67511031,          1.37569674
,,,,,,   76.400000,    2.290414,         18.17562937,         12.25972517,          6.18746388,          2.15543115,          2.13580775,          2.12757207,          0.02996738,          0.02012094,          0.01013533,          4.25528577,          2.87025186,          1.44861157
,,,,,,   76.600000,    2.296410,         19.54388647,         13.16952867,          6.53201335,          2.15545946,          2.13605625,          2.12796738,          0.03213951,          0.02155899,          0.01067277,          4.57562267,          3.08325543,          1.52927763
,,,,,,   76.800000,    2.302406,         21.00771093,         14.15654880,          6.91193525,          2.15525589,          2.13618381,          2.12833946,          0.03445529,          0.02311516,          0.01126511,          4.91833386,          3.31433698,          1.61822510
,,,,,,   77.000000,    2.308402,         22.55407903,         15.21870351,          7.32923143,          2.15477261,          2.13616009,          2.12868005,          0.03689148,          0.02478485,          0.01191516,          5.28037019,          3.56300908,          1.71592265
,,,,,,   77.200000,    2.314398,         24.16109548,         16.34964393,          7.78538084,          2.15396060,          2.13595115,          2.12897915,          0.03941046,          0.02655646,          0.01262482,          5.65660553,          3.82778531,          1.82271654
,,,,,,   77.400000,    2.320394,         25.79621813,         17.53732000,          8.28098692,          2.15277407,          2.13552083,          2.12922487,          0.04195754,          0.02840919,          0.01339458,          6.03942112,          4.10584451,          1.93874804
,,,,,,   77.600000,    2.326389,         27.41521344,         18.76253585,          8.81532183,          2.15117651,          2.13483311,          2.12940344,          0.04445967,          0.03031083,          0.01422273,          6.41846096,          4.39269255,          2.06384674
,,,,,,   77.800000,    2.332385,         28.96252643,         19.99778696,          9.38576997,          2.14914834,          2.13385577,          2.12949948,          0.04682641,          0.03221605,          0.01510452,          6.78071851,          4.68189004,          2.19740030
,,,,,,   78.000000,    2.338381,         30.37375585,         21.20680805,          9.98719698,          2.14669486,          2.13256533,          2.12949646,          0.04895447,          0.03406597,          0.01603119,          7.11111611,          4.96494655,          2.33820663
,,,,,,   78.200000,    2.344377,         31.58064408,         22.34534371,         10.61130717,          2.14385288,          2.13095277,          2.12937777,          0.05073612,          0.03578966,          0.01698897,          7.39367328,          5.23150099,          2.48432356
,,,,,,   78.400000,    2.350373,         32.51835794,         23.36359500,         11.24610170,          2.14069380,          2.12902928,          2.12912819,          0.05207113,          0.03730836,          0.01795832,          7.61321123,          5.46989439,          2.63294192
,,,,,,   78.600000,    2.356369,         33.13397370,         24.21051363,         11.87560475,          2.13732116,          2.12683047,          2.12873596,          0.05288033,          0.03854258,          0.01891357,          7.75733944,          5.66817533,          2.78032143
,,,,,,   78.800000,    2.362365,         33.39433718,         24.83960290,         12.48006994,          2.13386196,          2.12441757,          2.12819532,          0.05311761,          0.03942141,          0.01982332,          7.81829585,          5.81545797,          2.92183907
,,,,,,   79.000000,    2.368360,         33.29128056,         25.21526852,         13.03688522,          2.13045310,          2.12187431,          2.12750914,          0.05277738,          0.03989244,          0.02065203,          7.79416819,          5.90340896,          3.05220089
,,,,,,   79.200000,    2.374356,         32.84277097,         25.31830360,         13.52232206,          2.12722561,          2.11929942,          2.12669115,          0.05189539,          0.03993006,          0.02136283,          7.68916294,          5.92753157,          3.16585156
,,,,,,   79.400000,    2.380352,         32.08974873,         25.14906736,         13.91408965,          2.12429051,          2.11679574,          2.12576708,          0.05054272,          0.03953984,          0.02192164,          7.51286507,          5.88790991,          3.25757235
,,,,,,   79.600000,    2.386348,         31.08965513,         24.72744728,         14.19436743,          2.12172895,          2.11445844,          2.12477389,          0.04881481,          0.03875780,          0.02230183,          7.27872275,          5.78920005,          3.32319109
,,,,,,   79.800000,    2.392344,         29.90841976,         24.08961550,         14.35269019,          2.11958832,          2.11236483,          2.12375687,          0.04681854,          0.03764469,          0.02248868,          7.00217144,          5.63987061,          3.36025768
,,,,,,   80.000000,    2.398340,         28.61274666,         23.28251340,         14.38791622,          2.11788370,          2.11056806,          2.12276473,          0.04466012,          0.03627694,          0.02248226,          6.69882792,          5.45091154,          3.36850482
,,,,,,   80.200000,    2.404336,         27.26404001,         22.35752440,         14.30866363,          2.11660332,          2.10909526,          2.12184373,          0.04243581,          0.03473660,          0.02229782,          6.38306817,          5.23435274,          3.34995017
,,,,,,   80.400000,    2.410331,         25.91457068,         21.36475199,         14.13204731,          2.11571579,          2.10794989,          2.12103227,          0.04022642,          0.03310247,          0.02196360,          6.06712986,          5.00192445,          3.30860068
,,,,,,   80.600000,    2.416327,         24.60582083,         20.34883485,         13.88108932,          2.11517755,          2.10711655,          2.12035716,          0.03809508,          0.03144387,          0.02151660,          5.76072481,          4.76407752,          3.24984630
,,,,,,   80.800000,    2.422323,         23.36852834,         19.34659980,         13.58154043,          2.11493924,          2.10656692,          2.11983213,          0.03608775,          0.02981720,          0.02099756,          5.47104939,          4.52943384,          3.17971579
,,,,,,   81.000000,    2.428319,         22.22380974,         18.38634604,         13.25888867,          2.11495048,          2.10626532,          2.11945862,          0.03423520,          0.02826518,          0.02044630,          5.20304741,          4.30461884,          3.10417643
,,,,,,   81.200000,    2.434315,         21.18479125,         17.48828982,         12.93608906,          2.11516298,          2.10617319,          2.11922789,          0.03255577,          0.02681774,          0.01989829,          4.95979197,          4.09436555,          3.02860245
,,,,,,   81.400000,    2.440311,         20.25832403,         16.66565797,         12.63220320,          2.11553232,          2.10625231,          2.11912390,          0.03105816,          0.02549390,          0.01938262,          4.74288709,          3.90177064,          2.95745657
,,,,,,   81.600000,    2.446306,         19.44651996,         15.92601059,         12.36185172,          2.11601863,          2.10646673,          2.11912601,          0.02974386,          0.02430393,          0.01892131,          4.55282719,          3.72860410,          2.89416177
,,,,,,   81.800000,    2.452302,         18.74797692,         15.27251127,         12.13523353,          2.11658660,          2.10678377,          2.11921125,          0.02860910,          0.02325139,          0.01852939,          4.38928401,          3.57560657,          2.84110583
,,,,,,   82.000000,    2.458298,         18.15865445,         14.70499048,         11.95844238,          2.11720517,          2.10717433,          2.11935600,          0.02764621,          0.02233481,          0.01821553,          4.25131159,          3.44273837,          2.79971541
,,,,,,   82.200000,    2.464294,         17.67241937,         14.22074386,         11.83386650,          2.11784708,          2.10761284,          2.11953717,          0.02684450,          0.02154898,          0.01798268,          4.13747403,          3.32936636,          2.77054965
,,,,,,   82.400000,    2.470290,         17.28131847,         13.81507144,         11.76054319,          2.11848849,          2.10807707,          2.11973297,          0.02619064,          0.02088573,          0.01782870,          4.04590933,          3.23439016,          2.75338317
,,,,,,   82.600000,    2.476286,         16.97566511,         13.48160664,         11.73442983,          2.11910893,          2.10854794,          2.11992371,          0.02566885,          0.02033450,          0.01774684,          3.97434964,          3.15631925,          2.74726950
,,,,,,   82.800000,    2.482282,         16.74405635,         13.21251498,         11.74863312,          2.11969143,          2.10900956,          2.12009247,          0.02526094,          0.01988265,          0.01772610,          3.92012530,          3.09331940,          2.75059478
,,,,,,   83.000000,    2.488277,         16.57346575,         12.99866688,         11.79370288,          2.12022316,          2.10944941,          2.12022611,          0.02494644,          0.01951574,          0.01775179,          3.88018657,          3.04325319,          2.76114653
,,,,,,   83.200000,    2.494273,         16.44957197,         12.82990288,         11.85813412,          2.12069624,          2.10985874,          2.12031629,          0.02470319,          0.01921792,          0.01780624,          3.85118050,          3.00374210,          2.77623120
,,,,,,   83.400000,    2.500269,         16.35746085,         12.69550205,         11.92921156,          2.12110861,          2.11023312,          2.12036050,          0.02450833,          0.01897267,          0.01787020,          3.82961541,          2.97227612,          2.79287188
,,,,,,   83.600000,    2.506265,         16.28275529,         12.58491656,         11.99425288,          2.12146461,          2.11057274,          2.12036271,          0.02434007,          0.01876392,          0.01792466,          3.81212531,          2.94638580,          2.80809938
,,,,,,   83.800000,    2.512261,         16.21307728,         12.48874302,         12.04216040,          2.12177481,          2.11088243,          2.12033331,          0.02417983,          0.01857745,          0.01795318,          3.79581227,          2.92386961,          2.81931551
,,,,,,   84.000000,    2.518257,         16.13957133,         12.39978053,         12.06501599,          2.12205487,          2.11117091,          2.12028795,          0.02401447,          0.01840245,          0.01794424,          3.77860303,          2.90304168,          2.82466647
,,,,,,   84.200000,    2.524252,         16.05810061,         12.31392844,         12.05933612,          2.12232331,          2.11144949,          2.12024548,          0.02383800,          0.01823283,          0.01789301,          3.75952907,          2.88294195,          2.82333669
,,,,,,   84.400000,    2.530248,         15.96975315,         12.23066527,         12.02662996,          2.12259873,          2.11173013,          2.12022506,          0.02365220,          0.01806783,          0.01780211,          3.73884512,          2.86344834,          2.81567951
,,,,,,   84.600000,    2.536244,         15.88048488,         12.15295229,         11.97309322,          2.12289684,          2.11202340,          2.12024339,          0.02346603,          0.01791182,          0.01768104,          3.71794560,          2.84525415,          2.80314547
,,,,,,   84.800000,    2.542240,         15.79999905,         12.08658332,         11.90854345,          2.12322821,          2.11233676,          2.12031244,          0.02329384,          0.01777331,          0.01754452,          3.69910222,          2.82971582,          2.78803305
,,,,,,   85.000000,    2.548236,         15.74018001,         12.03916686,         11.84492227,          2.12359695,          2.11267350,          2.12043829,          0.02315306,          0.01766333,          0.01741024,          3.68509737,          2.81861466,          2.77313804
,,,,,,   85.200000,    2.554232,         15.71346500,         12.01899929,         11.79475619,          2.12400052,          2.11303227,          2.12062087,          0.02306169,          0.01759384,          0.01729655,          3.67884284,          2.81389302,          2.76139313
,,,,,,   85.400000,    2.560228,         15.73144846,         12.03404980,         11.76987967,          2.12443022,          2.11340744,          2.12085471,          0.02303634,          0.01757618,          0.01722060,          3.68305313,          2.81741665,          2.75556903
,,,,,,   85.600000,    2.566223,         15.80384705,         12.09117142,         11.78055747,          2.12487226,          2.11378958,          2.12112989,          0.02309069,          0.01761994,          0.01719707,          3.70000312,          2.83078999,          2.75806892
,,,,,,   85.800000,    2.572219,         15.93779940,         12.19554147,         11.83498710,          2.12530880,          2.11416621,          2.12143320,          0.02323452,          0.01773219,          0.01723748,          3.73136410,          2.85522514,          2.77081201
,,,,,,   86.000000,    2.578215,         16.13738565,         12.35026152,         11.93906786,          2.12571908,          2.11452255,          2.12174910,          0.02347304,          0.01791690,          0.01734993,          3.77809131,          2.89144827,          2.79517944
,,,,,,   86.200000,    2.584211,         16.40323594,         12.55602551,         12.09629535,          2.12608029,          2.11484208,          2.12206041,          0.02380641,          0.01817452,          0.01753892,          3.84033229,          2.93962182,          2.83198960
,,,,,,   86.400000,    2.590207,         16.73213740,         12.81078525,         12.30766078,          2.12636859,          2.11510728,          2.12234891,          0.02422920,          0.01850152,          0.01780529,          3.91733484,          2.99926627,          2.88147457
,,,,,,   86.600000,    2.596203,         17.11662337,         13.10939244,         12.57148044,          2.12656023,          2.11530038,          2.12259577,          0.02472985,          0.01888992,          0.01814601,          4.00735085,          3.06917631,          2.94324013
,,,,,,   86.800000,    2.602199,         17.54461901,         13.44326103,         12.88313704,          2.12663300,          2.11540442,          2.12278216,          0.02529026,          0.01932686,          0.01855384,          4.10755336,          3.14734176,          3.01620530
,,,,,,   87.000000,    2.608194,         17.99930340,         13.80016309,         13.23477516,          2.12656815,          2.11540461,          2.12288999,          0.02588566,          0.01979436,          0.01901693,          4.21400426,          3.23089981,          3.09853096
,,,,,,   87.200000,    2.614190,         18.45940230,         14.16432356,         13.61505187,          2.12635255,          2.11529005,          2.12290306,          0.02648514,          0.02026956,          0.01951855,          4.32172280,          3.31615721,          3.18756150
,,,,,,   87.400000,    2.620186,         18.90011066,         14.51698848,         14.00909032,          2.12598095,          2.11505551,          2.12280852,          0.02705307,          0.02072556,          0.02003705,          4.42490162,          3.39872327,          3.27981394
,,,,,,   87.600000,    2.626182,         19.29472787,         14.83757452,         14.39880100,          2.12545787,          2.11470311,          2.12259852,          0.02755149,          0.02113314,          0.02054643,          4.51728956,          3.47377900,          3.37105317
,,,,,,   87.800000,    2.632178,         19.61688185,         15.10535832,         14.76370182,          2.12479838,          2.11424321,          2.12227195,          0.02794337,          0.02146321,          0.02101753,          4.59271238,          3.53647265,          3.45648389
,,,,,,   88.000000,    2.638174,         19.84299290,         15.30146935,         15.08227665,          2.12402773,          2.11369437,          2.12183573,          0.02819611,          0.02168964,          0.02142006,          4.64564959,          3.58238625,          3.53106876
,,,,,,   88.200000,    2.644169,         19.95450860,         15.41080399,         15.33378139,          2.12317946,          2.11308210,          2.12130545,          0.02828463,          0.02179193,          0.02172516,          4.67175770,          3.60798372,          3.58995116
,,,,,,   88.400000,    2.650165,         19.93951133,         15.42347342,         15.50027992,          2.12229269,          2.11243667,          2.12070499,          0.02819354,          0.02175718,          0.02190828,          4.66824653,          3.61094989,          3.62893186
,,,,,,   88.600000,    2.656161,         19.79352665,         15.33555406,         15.56861070,          2.12140885,          2.11179040,          2.12006505,          0.02791812,          0.02158102,          0.02195188,          4.63406854,          3.59036617,          3.64492949
,,,,,,   88.800000,    2.662157,         19.51958962,         15.14913251,         15.53196190,          2.12056860,          2.11117506,          2.11942066,          0.02746427,          0.02126755,          0.02184755,          4.56993429,          3.54672108,          3.63634926
,,,,,,   89.000000,    2.668153,         19.12771729,         14.87178954,         15.39076060,          2.11980902,          2.11061951,          2.11880803,          0.02684759,          0.02082853,          0.02159716,          4.47818898,          3.48178944,          3.60329115
,,,,,,   89.200000,    2.674149,         18.63388540,         14.51568729,         15.15266135,          2.11916119,          2.11014790,          2.11826103,          0.02609179,          0.02028193,          0.02121262,          4.36257285,          3.39841863,          3.54754726
,,,,,,   89.400000,    2.680145,         18.05854677,         14.09636755,         14.83157248,          2.11864838,          2.10977840,          2.11780808,          0.02522653,          0.01965024,          0.02071444,          4.22787434,          3.30024732,          3.47237380
,,,,,,   89.600000,    2.686140,         17.42477106,         13.63134398,         14.44587588,          2.11828495,          2.10952239,          2.11746980,          0.02428474,          0.01895842,          0.02012911,          4.07949451,          3.19137581,          3.38207435
,,,,,,   89.800000,    2.692136,         16.75621597,         13.13861375,         14.01620454,          2.11807626,          2.10938453,          2.11725801,          0.02329979,          0.01823183,          0.01948591,          3.92297212,          3.07601761,          3.28147953
,,,,,,   90.000000,    2.698132,         16.07524197,         12.63527569,         13.56324084,          2.11801951,          2.10936329,          2.11717608,          0.02230289,          0.01749431,          0.01881390,          3.76354221,          2.95817590,          3.17543148
,,,,,,   90.200000,    2.704128,         15.40146506,         12.13644726,         13.10593500,          2.11810548,          2.10945223,          2.11722024,          0.02132111,          0.01676673,          0.01813943,          3.60579728,          2.84138998,          3.06836685
,,,,,,   90.400000,    2.710124,         14.75091040,         11.65460203,         12.66036335,          2.11832049,          2.10964141,          2.11738149,          0.02037635,          0.01606614,          0.01748462,          3.45348916,          2.72858018,          2.96404943
,,,,,,   90.600000,    2.716120,         14.13576288,         11.19934097,         12.23924306,          2.11864845,          2.10991893,          2.11764767,          0.01948499,          0.01540548,          0.01686676,          3.30947057,          2.62199428,          2.86545658
,,,,,,   90.800000,    2.722116,         13.56458684,         10.77751887,         11.85197576,          2.11907254,          2.11027219,          2.11800518,          0.01865834,          0.01479381,          0.01629847,          3.17574661,          2.52323712,          2.77478940
,,,,,,   91.000000,    2.728111,         13.04283699,         10.39360240,         11.50503351,          2.11957647,          2.11068891,          2.11844034,          0.01790335,          0.01423687,          0.01578820,          3.05359432,          2.43335443,          2.69356314
,,,,,,   91.200000,    2.734107,         12.57349454,         10.05013714,         11.20250995,          2.12014528,          2.11115772,          2.11894027,          0.01722355,          0.01373773,          0.01534115,          2.94371167,          2.35294221,          2.62273620
,,,,,,   91.400000,    2.740103,         12.15770642,          9.74822918,         10.94670463,          2.12076569,          2.11166852,          2.11949338,          0.01661997,          0.01329749,          0.01495998,          2.84636719,          2.28225939,          2.56284695
,,,,,,   91.600000,    2.746099,         11.79535514,          9.48798218,         10.73865928,          2.12142628,          2.11221259,          2.12008953,          0.01609192,          0.01291589,          0.01464567,          2.76153336,          2.22133026,          2.51413929
,,,,,,   91.800000,    2.752095,         11.48552697,          9.26886165,         10.57860786,          2.12211735,          2.11278255,          2.12072008,          0.01563763,          0.01259181,          0.01439810,          2.68899626,          2.17002967,          2.47666799
,,,,,,   92.000000,    2.758091,         11.22687287,          9.08997974,         10.46632972,          2.12283074,          2.11337221,          2.12137770,          0.01525480,          0.01232367,          0.01421651,          2.62844006,          2.12814977,          2.45038139
,,,,,,   92.200000,    2.764086,         11.01787087,          8.95030549,         10.40141148,          2.12355960,          2.11397643,          2.12205615,          0.01494090,          0.01210971,          0.01409994,          2.57950842,          2.09544917,          2.43518270
,,,,,,   92.400000,    2.770082,         10.85700392,          8.84881080,         10.38342932,          2.12429808,          2.11459085,          2.12275010,          0.01469344,          0.01194821,          0.01404739,          2.54184619,          2.07168720,          2.43097271
,,,,,,   92.600000,    2.776078,         10.74286745,          8.78456307,         10.41206436,          2.12504110,          2.11521177,          2.12345483,          0.01451010,          0.01183758,          0.01405804,          2.51512451,          2.05664549,          2.43767676
,,,,,,   92.800000,    2.782074,         10.67421780,          8.75677369,         10.48716142,          2.12578403,          2.11583589,          2.12416600,          0.01438882,          0.01177644,          0.01413129,          2.49905223,          2.05013943,          2.45525851
,,,,,,   93.000000,    2.788070,         10.64996912,          8.76480873,         10.60873778,          2.12652252,          2.11646015,          2.12487945,          0.01432775,          0.01176363,          0.01426676,          2.49337512,          2.05202060,          2.48372202
,,,,,,   93.200000,    2.794066,         10.66914173,          8.80816542,         10.77694501,          2.12725224,          2.11708159,          2.12559097,          0.01432520,          0.01179818,          0.01446429,          2.49786381,          2.06217128,          2.52310276
