../../../../pdielec -vmin 300 -vmax 800 -matrix ptfe -sigma 5 -sphere -needle 0 0 1 -plate 1 0 0 ZnO_noeckart.out -optical 5.73897 5.73897 5.67346 -csv command.csv
Calculated Integrated IR band intensities (espilon_max assumes a fwhm line width)
Mode,Freq(cm1),Intensity(Debye2/Angstrom2/amu),Integrated_Molar_Absorption_Coefficient(L/mole/cm/cm),epsilon_max(L/mole/cm),FWHM(cm-1)
6 , 373.577031918 , 16.2223846423 , 68549.3085446 , 8727.96904033 , 5.0
7 , 398.071436763 , 15.5592985036 , 65747.3717569 , 8371.21536833 , 5.0
8 , 398.071436763 , 15.5592985036 , 65747.3717569 , 8371.21536833 , 5.0
,,,,,cm-1,thz,maxwell_sphere_real_dielectric(vf=0.100000),maxwell_sphere_imag_dielectric(vf=0.100000),maxwell_sphere_absorption_coeficient_cm-1(vf=0.100000),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.100000),maxwell_needle[0 0 1]_real_dielectric(vf=0.100000),maxwell_needle[0 0 1]_imag_dielectric(vf=0.100000),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(vf=0.100000),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.100000),maxwell_plate(1 0 0)_real_dielectric(vf=0.100000),maxwell_plate(1 0 0)_imag_dielectric(vf=0.100000),maxwell_plate(1 0 0)_absorption_coeficient_cm-1(vf=0.100000),maxwell_plate(1 0 0)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.100000)
,,,,,303.800000,9.107695,2.46407523601,0.00274499145502,1.44965913516,0.429210482397,2.87054483309,0.0178010229101,8.70988966719,2.57879652879,3.17531032969,0.0246500058458,11.4676021185,3.39529129147
,,,,,304.000000,9.113691,2.46429501235,0.00275217665036,1.45434570431,0.430598066937,2.8719693713,0.0179016254092,8.76270552772,2.59443408138,3.17728320247,0.0247810528742,11.5325740523,3.4145279757
,,,,,304.200000,9.119687,2.46451536402,0.00275938835193,1.4590506992,0.431991106912,2.873401951,0.0180030862317,8.81596848236,2.61020400819,3.17926655339,0.024913150988,11.5980571781,3.43391601206
,,,,,304.400000,9.125682,2.46473629313,0.00276662669234,1.46377421292,0.433389629886,2.87484264068,0.018105415255,8.86968355379,2.6261077963,3.18126046636,0.0250463116577,11.6640568823,3.45345699531
,,,,,304.600000,9.131678,2.46495780183,0.00277389180503,1.46851633918,0.434793663598,2.87629150957,0.0182086224996,8.92385583532,2.64214695373,3.18326502616,0.0251805465125,11.7305786231,3.4731525415
,,,,,304.800000,9.137674,2.46517989225,0.00278118382426,1.47327717223,0.436203235962,2.87774862774,0.0183127181311,8.97849049204,2.65832300974,3.18528031852,0.0253158673432,11.7976279319,3.49300428836
,,,,,305.000000,9.143670,2.46540256654,0.00278850288517,1.47805680697,0.437618375065,2.87921406604,0.0184177124629,9.0335927621,2.67463751523,3.1873064301,0.0254522861048,11.8652104144,3.51301389559
,,,,,305.200000,9.149666,2.46562582688,0.00279584912371,1.48285533883,0.439039109172,2.88068789615,0.018523615959,9.08916795789,2.69109204306,3.18934344851,0.0255898149195,11.9333317518,3.53318304527
,,,,,305.400000,9.155662,2.46584967543,0.00280322267669,1.4876728639,0.440465466727,2.88217019057,0.0186304392364,9.14522146735,2.7076881885,3.19139146235,0.0257284660793,12.001997702,3.5535134422
,,,,,305.600000,9.161658,2.46607411439,0.00281062368181,1.49250947884,0.44189747635,2.88366102268,0.0187381930678,9.20175875524,2.72442756951,3.19345056115,0.0258682520488,12.0712141011,3.57400681429
,,,,,305.800000,9.167653,2.46629914596,0.00281805227761,1.49736528094,0.443335166846,2.88516046667,0.0188468883845,9.25878536448,2.74131182725,3.19552083547,0.0260091854686,12.1409868644,3.59466491292
,,,,,306.000000,9.173649,2.46652477234,0.00282550860351,1.50224036809,0.444778567198,2.88666859763,0.0189565362791,9.31630691745,2.75834262635,3.19760237686,0.0261512791579,12.2113219878,3.61548951334
,,,,,306.200000,9.179645,2.46675099575,0.00283299279983,1.5071348388,0.446227706575,2.88818549152,0.0190671480083,9.37432911741,2.77552165543,3.1996952779,0.0262945461177,12.2822255493,3.6364824151
,,,,,306.400000,9.185641,2.46697781842,0.00284050500774,1.51204879222,0.44768261433,2.8897112252,0.019178734996,9.43285774987,2.79285062743,3.20179963219,0.0264389995341,12.35370371,3.65764544239
,,,,,306.600000,9.191637,2.46720524261,0.00284804536935,1.51698232812,0.449143320002,2.89124587643,0.0192913088363,9.49189868404,2.81033128011,3.20391553439,0.0265846527812,12.4257627159,3.67898044448
,,,,,306.800000,9.197633,2.46743327055,0.00285561402764,1.52193554689,0.450609853318,2.8927895239,0.0194048812963,9.55145787424,2.82796537638,3.20604308023,0.0267315194245,12.4984088991,3.70048929618
,,,,,307.000000,9.203628,2.46766190452,0.0028632111265,1.52690854957,0.452082244193,2.89434224723,0.0195194643195,9.61154136144,2.84575470485,3.20818236649,0.0268796132243,12.5716486794,3.72217389821
,,,,,307.200000,9.209624,2.4678911468,0.00287083681076,1.53190143786,0.453560522734,2.895904127,0.0196350700287,9.67215527473,2.8637010802,3.21033349108,0.0270289481391,12.6454885654,3.74403617766
,,,,,307.400000,9.215620,2.46812099967,0.00287849122615,1.53691431409,0.455044719239,2.89747524474,0.0197517107295,9.73330583293,2.88180634367,3.212496553,0.0271795383288,12.7199351566,3.76607808843
,,,,,307.600000,9.221616,2.46835146544,0.00288617451934,1.54194728123,0.456534864199,2.89905568296,0.0198693989136,9.79499934607,2.90007236352,3.21467165237,0.0273313981587,12.7949951443,3.78830161171
,,,,,307.800000,9.227612,2.46858254641,0.00289388683792,1.54700044293,0.458030988301,2.90064552516,0.0199881472618,9.85724221711,2.91850103551,3.21685889047,0.0274845422028,12.8706753137,3.81070875641
,,,,,308.000000,9.233608,2.46881424491,0.00290162833045,1.5520739035,0.459533122428,2.90224485587,0.0201079686481,9.92004094349,2.93709428339,3.21905836974,0.0276389852474,12.9469825452,3.83330155966
,,,,,308.200000,9.239604,2.46904656328,0.00290939914642,1.55716776792,0.461041297661,2.90385376061,0.0202288761427,9.98340211888,2.95585405939,3.22127019377,0.0277947422951,13.023923816,3.85608208727
,,,,,308.400000,9.245599,2.46927950386,0.00291719943629,1.56228214183,0.462555545278,2.90547232595,0.0203508830159,10.0473324349,2.97478234474,3.22349446736,0.0279518285688,13.101506202,3.87905243424
,,,,,308.600000,9.251595,2.46951306901,0.00292502935148,1.56741713155,0.464075896762,2.90710063954,0.0204740027415,10.1118386827,2.99388115015,3.22573129653,0.0281102595149,13.1797368793,3.90221472524
,,,,,308.800000,9.257591,2.46974726111,0.0029328890444,1.57257284411,0.465602383796,2.90873879005,0.0205982490009,10.176927755,3.01315251639,3.22798078851,0.0282700508083,13.258623126,3.92557111516
,,,,,309.000000,9.263587,2.46998208255,0.00294077866841,1.57774938719,0.467135038266,2.91038686729,0.0207236356868,10.2426066477,3.03259851481,3.23024305179,0.0284312183557,13.338172324,3.94912378959
,,,,,309.200000,9.269583,2.4702175357,0.00294869837788,1.5829468692,0.468673892266,2.91204496213,0.020850176907,10.308882462,3.05222124786,3.23251819611,0.0285937783,13.4183919607,3.9728749654
,,,,,309.400000,9.275579,2.470453623,0.00295664832817,1.58816539922,0.470218978096,2.91371316659,0.0209778869887,10.375762406,3.07202284972,3.2348063325,0.0287577470249,13.499289631,3.99682689123
,,,,,309.600000,9.281574,2.47069034685,0.00296462867565,1.59340508706,0.471770328265,2.91539157381,0.0211067804824,10.4432537968,3.09200548681,3.23710757329,0.0289231411589,13.580873039,4.02098184811
,,,,,309.800000,9.287570,2.47092770969,0.0029726395777,1.59866604322,0.473327975492,2.9170802781,0.021236872166,10.5113640624,3.11217135839,3.23942203214,0.0290899775797,13.66315,4.04534214996
,,,,,310.000000,9.293566,2.47116571397,0.00298068119272,1.60394837893,0.474891952708,2.91877937492,0.0213681770493,10.5801007439,3.13252269719,3.24174982405,0.029258273419,13.7461284424,4.06991014422
,,,,,310.200000,9.299562,2.47140436214,0.00298875368012,1.60925220613,0.476462293058,2.92048896095,0.0215007103784,10.6494714973,3.15306177001,3.24409106536,0.0294280460672,13.82981641,4.09468821243
,,,,,310.400000,9.305558,2.47164365669,0.00299685720038,1.61457763751,0.478039029903,2.92220913406,0.0216344876398,10.7194840959,3.17379087831,3.24644587382,0.0295993131776,13.9142220635,4.11967877082
,,,,,310.600000,9.311554,2.47188360008,0.003004991915,1.61992478646,0.479622196819,2.92393999335,0.0217695245656,10.7901464322,3.19471235891,3.24881436856,0.0297720926719,13.999353683,4.14488427092
,,,,,310.800000,9.317550,2.47212419483,0.00301315798652,1.62529376714,0.481211827602,2.92568163919,0.0219058371375,10.8614665204,3.21582858458,3.25119667016,0.029946402745,14.0852196701,4.17030720024
,,,,,311.000000,9.323545,2.47236544344,0.00302135557858,1.63068469443,0.482807956268,2.9274341732,0.0220434415922,10.9334524982,3.23714196476,3.25359290061,0.0301222618696,14.1718285497,4.19595008284
,,,,,311.200000,9.329541,2.47260734843,0.00302958485586,1.63609768397,0.484410617057,2.92919769828,0.0221823544257,11.0061126297,3.25865494619,3.25600318339,0.030299688802,14.2591889729,4.22181548005
,,,,,311.400000,9.335537,2.47284991234,0.00303784598412,1.64153285216,0.486019844429,2.93097231867,0.0223225923987,11.079455307,3.28037001366,3.25842764348,0.030478702587,14.3473097183,4.2479059911
,,,,,311.600000,9.341533,2.47309313773,0.0030461391302,1.64699031616,0.487635673073,2.9327581399,0.0224641725418,11.1534890534,3.30228969067,3.26086640734,0.0306593225633,14.4361996955,4.27422425381
,,,,,311.800000,9.347529,2.47333702715,0.00305446446205,1.65247019389,0.489258137904,2.93455526888,0.0226071121602,11.2282225254,3.3244165402,3.263319603,0.0308415683694,14.5258679462,4.30077294531
,,,,,312.000000,9.353525,2.47358158318,0.00306282214873,1.65797260405,0.490887274066,2.93636381389,0.0227514288395,11.3036645151,3.34675316541,3.26578736002,0.0310254599487,14.6163236478,4.32755478274
,,,,,312.200000,9.359521,2.47382680842,0.00307121236037,1.66349766612,0.492523116934,2.9381838846,0.0228971404512,11.3798239531,3.36930221044,3.26826980956,0.0312110175557,14.7075761148,4.35457252398
,,,,,312.400000,9.365516,2.47407270547,0.00307963526827,1.66904550037,0.494165702117,2.94001559209,0.023044265158,11.4567099109,3.39206636115,3.27076708438,0.0313982617617,14.7996348022,4.38182896838
,,,,,312.600000,9.371512,2.47431927694,0.00308809104482,1.67461622786,0.495815065456,2.9418590489,0.0231928214194,11.5343316036,3.41504834595,3.27327931889,0.0315872134607,14.8925093074,4.40932695755
,,,,,312.800000,9.377508,2.47456652546,0.00309657986357,1.68020997044,0.49747124303,2.94371436901,0.0233428279983,11.612698393,3.43825093656,3.27580664914,0.031777893876,14.9862093734,4.43706937613
,,,,,313.000000,9.383504,2.47481445369,0.00310510189921,1.68582685077,0.499134271157,2.9455816679,0.023494303966,11.6918197895,3.46167694891,3.27834921286,0.031970324566,15.080744891,4.46505915256
,,,,,313.200000,9.389500,2.47506306428,0.00311365732759,1.69146699233,0.500804186395,2.94746106258,0.0236472687092,11.7717054561,3.48532924389,3.28090714952,0.0321645274311,15.1761259017,4.49329925993
,,,,,313.400000,9.395496,2.47531235991,0.00312224632572,1.6971305194,0.502481025542,2.94935267156,0.0238017419355,11.8523652105,3.50921072832,3.2834806003,0.0323605247199,15.2723626007,4.52179271678
,,,,,313.600000,9.401491,2.47556234326,0.0031308690718,1.70281755711,0.504164825643,2.95125661495,0.0239577436805,11.9338090282,3.53332435576,3.28606970815,0.0325583390361,15.3694653396,4.55054258797
,,,,,313.800000,9.407487,2.47581301703,0.00313952574518,1.70852823139,0.505855623986,2.95317301441,0.0241152943138,12.016047046,3.55767312744,3.28867461783,0.0327579933456,15.4674446292,4.57955198551
,,,,,314.000000,9.413483,2.47606438395,0.00314821652645,1.71426266904,0.50755345811,2.95510199325,0.0242744145461,12.0990895647,3.5822600932,3.2912954759,0.0329595109831,15.5663111428,4.60882406951
,,,,,314.200000,9.419479,2.47631644674,0.00315694159736,1.72002099767,0.509258365801,2.95704367641,0.024435125436,12.1829470525,3.60708835242,3.29393243079,0.0331629156598,15.6660757189,4.63836204902
,,,,,314.400000,9.425475,2.47656920814,0.00316570114091,1.72580334576,0.510970385099,2.95899819048,0.0245974483967,12.2676301481,3.63216105499,3.29658563279,0.0333682314704,15.7667493646,4.668169183
,,,,,314.600000,9.431471,2.47682267093,0.00317449534128,1.73160984265,0.512689554296,2.96096566378,0.0247614052036,12.3531496643,3.6574814023,3.29925523413,0.0335754829009,15.8683432589,4.69824878123
,,,,,314.800000,9.437467,2.47707683787,0.00318332438393,1.73744061854,0.514415911942,2.96294622633,0.0249270180017,12.4395165911,3.68305264827,3.30194138896,0.0337846948363,15.9708687554,4.72860420532
,,,,,315.000000,9.443462,2.47733171175,0.00319218845554,1.7432958045,0.516149496843,2.96494000991,0.0250943093127,12.5267420995,3.70887810036,3.3046442534,0.0339958925682,16.0743373864,4.75923886967
,,,,,315.200000,9.449458,2.47758729537,0.00320108774402,1.74917553247,0.517890348067,2.96694714809,0.0252633020432,12.6148375449,3.73496112065,3.30736398559,0.0342091018035,16.1787608658,4.79015624249
,,,,,315.400000,9.455454,2.47784359157,0.00321002243859,1.75507993529,0.519638504942,2.96896777625,0.0254340194923,12.703814471,3.76130512692,3.31010074571,0.0344243486721,16.2841510926,4.82135984685
,,,,,315.600000,9.461450,2.47810060316,0.0032189927297,1.76100914669,0.521394007062,2.97100203162,0.0256064853601,12.7936846131,3.78791359377,3.312854696,0.0346416597356,16.3905201549,4.8528532617
,,,,,315.800000,9.467446,2.47835833301,0.00322799880911,1.76696330129,0.523156894285,2.97305005331,0.0257807237552,12.8844599024,3.81479005373,3.3156260008,0.034861061996,16.4978803331,4.88464012301
,,,,,316.000000,9.473442,2.47861678397,0.00323704086987,1.77294253462,0.524927206741,2.97511198232,0.0259567592044,12.9761524697,3.84193809846,3.31841482662,0.0350825829047,16.6062441038,4.9167241248
,,,,,316.200000,9.479438,2.47887595893,0.00324611910631,1.77894698314,0.526704984828,2.97718796162,0.0261346166601,13.0687746494,3.8693613799,3.32122134211,0.0353062503714,16.7156241437,4.94910902037
,,,,,316.400000,9.485433,2.47913586079,0.00325523371411,1.78497678421,0.528490269218,2.97927813613,0.0263143215103,13.1623389839,3.89706361152,3.32404571816,0.0355320927734,16.8260333336,4.98179862338
,,,,,316.600000,9.491429,2.47939649245,0.00326438489025,1.79103207612,0.530283100856,2.98138265279,0.0264958995871,13.2568582274,3.92504856957,3.32688812789,0.0357601389653,16.9374847619,5.01479680907
,,,,,316.800000,9.497425,2.47965785685,0.00327357283307,1.79711299811,0.532083520967,2.9835016606,0.0266793771763,13.3523453504,3.95332009433,3.32974874671,0.0359904182886,17.0499917295,5.04810751546
,,,,,317.000000,9.503421,2.47991995692,0.00328279774222,1.80321969036,0.533891571055,2.98563531061,0.026864781027,13.4488135442,3.98188209143,3.33262775236,0.036222960582,17.1635677532,5.08173474462
,,,,,317.200000,9.509417,2.48018279563,0.00329205981874,1.809352294,0.535707292904,2.98778375602,0.0270521383612,13.5462762254,4.0107385332,3.33552532496,0.0364577961912,17.2782265707,5.11568256391
,,,,,317.400000,9.515413,2.48044637595,0.00330135926504,1.81551095111,0.537530728584,2.98994715216,0.0272414768844,13.6447470404,4.03989346002,3.33844164699,0.0366949559797,17.3939821443,5.1499551073
,,,,,317.600000,9.521408,2.48071070088,0.00331069628488,1.82169580476,0.539361920451,2.99212565655,0.0274328247951,13.7442398702,4.06935098174,3.34137690341,0.0369344713395,17.5108486661,5.18455657668
,,,,,317.800000,9.527404,2.48097577342,0.00332007108345,1.82790699897,0.541200911148,2.99431942897,0.0276262107964,13.8447688353,4.09911527913,3.34433128165,0.0371763742021,17.628840562,5.21949124327
,,,,,318.000000,9.533400,2.4812415966,0.00332948386732,1.83414467876,0.543047743611,2.99652863144,0.0278216641059,13.9463483007,4.12919060531,3.34730497169,0.0374206970498,17.7479724967,5.25476344895
,,,,,318.200000,9.539396,2.48150817345,0.00333893484448,1.84040899013,0.54490246107,2.99875342831,0.0280192144675,14.0489928809,4.1595812873,3.35029816605,0.0376674729271,17.8682593787,5.29037760775
,,,,,318.400000,9.545392,2.48177550705,0.00334842422434,1.8467000801,0.546765107049,3.00099398627,0.0282188921624,14.1527174451,4.19029172754,3.3533110599,0.0379167354529,17.9897163649,5.32633820728
,,,,,318.600000,9.551388,2.48204360045,0.00335795221777,1.85301809667,0.548635725371,3.00325047441,0.0284207280211,14.2575371227,4.22132640549,3.35634385103,0.0381685188322,18.1123588657,5.36264981023
,,,,,318.800000,9.557384,2.48231245676,0.00336751903706,1.85936318887,0.55051436016,3.00552306425,0.0286247534351,14.3634673087,4.25268987924,3.35939673998,0.038422857869,18.2362025504,5.39931705592
,,,,,319.000000,9.563379,2.48258207908,0.00337712489599,1.86573550675,0.552401055844,3.00781192982,0.0288310003693,14.4705236692,4.28438678718,3.36246993003,0.0386797879786,18.3612633525,5.43634466186
,,,,,319.200000,9.569375,2.48285247054,0.0033867700098,1.8721352014,0.554295857154,3.01011724764,0.0290395013748,14.5787221474,4.3164218497,3.36556362724,0.0389393452012,18.4875574749,5.47373742536
,,,,,319.400000,9.575371,2.48312363427,0.00339645459522,1.87856242495,0.556198809133,3.01243919683,0.0292502896017,14.6880789692,4.34879987092,3.36867804055,0.0392015662147,18.6151013956,5.51150022517
,,,,,319.600000,9.581367,2.48339557345,0.00340617887048,1.88501733057,0.558109957132,3.01477795911,0.0294633988122,14.7986106495,4.38152574052,3.37181338178,0.039466488349,18.7439118735,5.54963802322
,,,,,319.800000,9.587363,2.48366829124,0.00341594305531,1.8915000725,0.560029346816,3.01713371889,0.0296788633944,14.9103339983,4.41460443552,3.37496986574,0.0397341495999,18.8740059539,5.58815586627
,,,,,320.000000,9.593359,2.48394179085,0.00342574737098,1.89801080603,0.561957024166,3.01950666327,0.0298967183765,15.0232661268,4.44804102222,3.3781477102,0.0400045886434,19.0054009753,5.62705888776
,,,,,320.200000,9.599355,2.48421607548,0.0034355920403,1.90454968755,0.563893035482,3.02189698213,0.0301169994405,15.1374244544,4.48184065806,3.38134713601,0.0402778448506,19.1381145743,5.66635230956
,,,,,320.400000,9.605350,2.48449114837,0.00344547728761,1.91111687451,0.565837427385,3.02430486819,0.0303397429377,15.252826715,4.51600859365,3.38456836713,0.0405539583032,19.2721646931,5.7060414439
,,,,,320.600000,9.611346,2.48476701276,0.00345540333883,1.91771252548,0.56779024682,3.02673051701,0.0305649859032,15.3694909641,4.55055017478,3.38781163071,0.0408329698087,19.4075695852,5.74613169522
,,,,,320.800000,9.617342,2.48504367193,0.00346537042144,1.9243368001,0.569751541057,3.02917412708,0.0307927660715,15.4874355854,4.58547084447,3.39107715708,0.0411149209165,19.5443478224,5.78662856219
,,,,,321.000000,9.623338,2.48532112915,0.00347537876453,1.93098985917,0.571721357699,3.03163589989,0.0310231218927,15.6066792986,4.62077614516,3.3943651799,0.0413998539347,19.6825183011,5.82753763963
,,,,,321.200000,9.629334,2.48559938774,0.00348542859878,1.93767186455,0.573699744677,3.03411603994,0.0312560925487,15.7272411662,4.65647172082,3.39767593615,0.0416878119464,19.8221002499,5.86886462066
,,,,,321.400000,9.635330,2.485878451,0.00349552015649,1.94438297929,0.575686750259,3.03661475484,0.0314917179697,15.8491406014,4.69256331927,3.40100966622,0.0419788388273,19.9631132362,5.91061529874
,,,,,321.600000,9.641325,2.48615832229,0.00350565367157,1.95112336754,0.57768242305,3.03913225534,0.0317300388517,15.9723973759,4.72905679442,3.40436661397,0.0422729792635,20.1055771738,5.95279556987
,,,,,321.800000,9.647321,2.48643900496,0.00351582937962,1.95789319462,0.579686811996,3.04166875541,0.0319710966743,16.0970316275,4.76595810864,3.40774702678,0.0425702787694,20.2495123301,5.9954114348
,,,,,322.000000,9.653317,2.48672050239,0.00352604751784,1.964692627,0.581699966386,3.0442244723,0.0322149337185,16.2230638688,4.80327333522,3.41115115564,0.0428707837069,20.3949393342,6.03846900128
,,,,,322.200000,9.659313,2.48700281798,0.00353630832515,1.97152183232,0.583721935855,3.04679962657,0.0324615930857,16.3505149952,4.84100866081,3.41457925518,0.0431745413041,20.5418791845,6.08197448644
,,,,,322.400000,9.665309,2.48728595514,0.00354661204212,1.97838097941,0.585752770387,3.04939444221,0.0327111187165,16.4794062937,4.87917038798,3.41803158379,0.0434815996752,20.6903532565,6.12593421914
,,,,,322.600000,9.671305,2.48756991731,0.00355695891105,1.98527023828,0.587792520318,3.05200914666,0.0329635554107,16.6097594517,4.91776493785,3.42150840364,0.0437920078411,20.8403833119,6.17035464245
,,,,,322.800000,9.677301,2.48785470794,0.00356734917593,1.99218978013,0.589841236339,3.05464397089,0.0332189488475,16.7415965657,4.95679885277,3.42500998076,0.0441058157495,20.9919915062,6.21524231615
,,,,,323.000000,9.683296,2.48814033051,0.00357778308249,1.99913977739,0.591898969501,3.05729914947,0.0334773456061,16.8749401516,4.99627879905,3.42853658515,0.0444230742967,21.1452003982,6.26060391934
,,,,,323.200000,9.689292,2.48842678851,0.0035882608782,2.00612040369,0.593965771214,3.05997492067,0.0337387931872,17.0098131529,5.03621156985,3.4320884908,0.0447438353495,21.3000329585,6.30644625308
,,,,,323.400000,9.695288,2.48871408545,0.0035987828123,2.01313183391,0.596041693251,3.06267152645,0.0340033400349,17.1462389518,5.07660408802,3.43566597582,0.0450681517678,21.4565125787,6.3527762431
,,,,,323.600000,9.701284,2.48900222487,0.00360934913579,2.02017424414,0.598126787755,3.06538921265,0.0342710355593,17.2842413784,5.11746340912,3.43926932247,0.0453960774273,21.6146630811,6.39960094263
,,,,,323.800000,9.707280,2.48929121033,0.00361996010147,2.02724781176,0.600221107238,3.06812822896,0.0345419301597,17.4238447215,5.1587967245,3.44289881726,0.0457276672438,21.7745087281,6.44692753521
,,,,,324.000000,9.713276,2.48958104539,0.00363061596393,2.03435271538,0.602324704585,3.07088882905,0.0348160752485,17.5650737389,5.20061136439,3.44655475104,0.0460629771975,21.9360742325,6.4947633377
,,,,,324.200000,9.719271,2.48987173365,0.00364131697959,2.0414891349,0.604437633058,3.07367127066,0.0350935232754,17.7079536688,5.2429148012,3.45023741908,0.0464020643578,22.0993847673,6.54311580326
