../../../pdielec -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -LO 1 1 1 -csv command1.csv -masses program -program qe phonon.dynG
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
,,,,,   65.000000,    1.948651,          2.13518705,          0.00756702,          0.91850956,          9.29158028,          2.13082972,          0.00824107,          1.00135057,         10.12959424,          2.13901677,          0.00699027,          0.84774211,          8.57570157
,,,,,   65.200000,    1.954647,          2.13558195,          0.00761464,          0.92704869,          9.37796144,          2.13121885,          0.00829699,          1.01115442,         10.22876937,          2.13930439,          0.00697522,          0.84846322,          8.58299617
,,,,,   65.400000,    1.960643,          2.13599104,          0.00767585,          0.93727733,          9.48143376,          2.13162378,          0.00836982,          1.02306201,         10.34922566,          2.13961287,          0.00696607,          0.84988728,          8.59740194
,,,,,   65.600000,    1.966639,          2.13641347,          0.00775323,          0.94952735,          9.60535404,          2.13204335,          0.00846313,          1.03752827,         10.49556538,          2.13994125,          0.00696656,          0.85248099,          8.62363969
,,,,,   65.800000,    1.972634,          2.13684799,          0.00784914,          0.96410557,          9.75282639,          2.13247576,          0.00858017,          1.05497656,         10.67207117,          2.14028793,          0.00697988,          0.85664567,          8.66576931
,,,,,   66.000000,    1.978630,          2.13729302,          0.00796567,          0.98129082,          9.92667121,          2.13291875,          0.00872387,          1.07579388,         10.88265773,          2.14065091,          0.00700860,          0.86271236,          8.72713959
,,,,,   66.200000,    1.984626,          2.13774675,          0.00810469,          1.00133613,         10.12944817,          2.13336968,          0.00889684,          1.10033307,         11.13089446,          2.14102799,          0.00705475,          0.87094731,          8.81044377
,,,,,   66.400000,    1.990622,          2.13820716,          0.00826788,          1.02447326,         10.36350181,          2.13382555,          0.00910145,          1.12891777,         11.42005540,          2.14141693,          0.00711987,          0.88156272,          8.91782853
,,,,,   66.600000,    1.996618,          2.13867200,          0.00845674,          1.05091672,         10.63100205,          2.13428298,          0.00933979,          1.16184628,         11.75315795,          2.14181545,          0.00720518,          0.89472866,          9.05101427
,,,,,   66.800000,    2.002614,          2.13913876,          0.00867264,          1.08086505,         10.93395734,          2.13473818,          0.00961377,          1.19939113,         12.13295907,          2.14222128,          0.00731159,          0.91058318,          9.21139753
,,,,,   67.000000,    2.008609,          2.13960458,          0.00891678,          1.11449770,         11.27418296,          2.13518677,          0.00992497,          1.24179201,         12.56188351,          2.14263212,          0.00743983,          0.92923886,          9.40011709
,,,,,   67.200000,    2.014605,          2.14006619,          0.00919011,          1.15196597,         11.65320935,          2.13562372,          0.01027457,          1.28923977,         13.04186183,          2.14304555,          0.00759041,          0.95078463,          9.61807263
,,,,,   67.400000,    2.020601,          2.14051981,          0.00949323,          1.19337660,         12.07211656,          2.13604324,          0.01066316,          1.34184950,         13.57405823,          2.14345903,          0.00776362,          0.97528221,          9.86588849
,,,,,   67.600000,    2.026597,          2.14096110,          0.00982617,          1.23876702,         12.53128296,          2.13643871,          0.01109038,          1.39962112,         14.15847208,          2.14386979,          0.00795948,          1.00275657,         10.14381725
,,,,,   67.800000,    2.032593,          2.14138516,          0.01018813,          1.28807129,         13.03004153,          2.13680273,          0.01155453,          1.46238699,         14.79340732,          2.14427480,          0.00817755,          1.03318015,         10.45158013
,,,,,   68.000000,    2.038589,          2.14178662,          0.01057719,          1.34107754,         13.56624917,          2.13712729,          0.01205213,          1.52974793,         15.47482598,          2.14467084,          0.00841684,          1.06645110,         10.78814681
,,,,,   68.200000,    2.044585,          2.14215990,          0.01098989,          1.39737976,         14.13579856,          2.13740423,          0.01257734,          1.60100339,         16.19564144,          2.14505453,          0.00867556,          1.10236681,         11.15146765
,,,,,   68.400000,    2.050580,          2.14249961,          0.01142093,          1.45633042,         14.73213942,          2.13762588,          0.01312155,          1.67508719,         16.94506803,          2.14542255,          0.00895094,          1.14059588,         11.53819036
,,,,,   68.600000,    2.056576,          2.14280122,          0.01186292,          1.51700575,         15.34592700,          2.13778613,          0.01367304,          1.75052761,         17.70821820,          2.14577198,          0.00923905,          1.18065444,         11.94341998
,,,,,   68.800000,    2.062572,          2.14306190,          0.01230633,          1.57820033,         15.96496723,          2.13788175,          0.01421718,          1.82545782,         18.46620709,          2.14610071,          0.00953471,          1.22189556,         12.36061232
,,,,,   69.000000,    2.068568,          2.14328153,          0.01273992,          1.63847036,         16.57465473,          2.13791376,          0.01473713,          1.89770365,         19.19704100,          2.14640805,          0.00983167,          1.26352314,         12.78171410
,,,,,   69.200000,    2.074564,          2.14346363,          0.01315157,          1.69624146,         17.15906318,          2.13788870,          0.01521529,          1.96496725,         19.87747500,          2.14669526,          0.01012295,          1.30464084,         13.19765795
,,,,,   69.400000,    2.080560,          2.14361594,          0.01352963,          1.74998336,         17.70271264,          2.13781922,          0.01563549,          2.02510130,         20.48578700,          2.14696600,          0.01040159,          1.34434109,         13.59926307
,,,,,   69.600000,    2.086556,          2.14375039,          0.01386468,          1.79843137,         18.19280942,          2.13772369,          0.01598540,          2.07643385,         21.00506361,          2.14722646,          0.01066156,          1.38182775,         13.97847551
,,,,,   69.800000,    2.092551,          2.14388225,          0.01415116,          1.84080956,         18.62150426,          2.13762463,          0.01625885,          2.11807101,         21.42626229,          2.14748503,          0.01089881,          1.41655075,         14.32973108
,,,,,   70.000000,    2.098547,          2.14402853,          0.01438862,          1.87699712,         18.98757524,          2.13754614,          0.01645721,          2.15009380,         21.75020261,          2.14775150,          0.01111209,          1.44832019,         14.65110855
,,,,,   70.200000,    2.104543,          2.14420591,          0.01458207,          1.90758813,         19.29703179,          2.13751095,          0.01658951,          2.17358893,         21.98787779,          2.14803592,          0.01130340,          1.47736651,         14.94493914
,,,,,   70.400000,    2.110539,          2.14442880,          0.01474141,          1.93382657,         19.56245806,          2.13753774,          0.01667123,          2.19050553,         22.15900497,          2.14834735,          0.01147782,          1.50432832,         15.21768295
,,,,,   70.600000,    2.116535,          2.14470783,          0.01488011,          1.95743936,         19.80132337,          2.13763938,          0.01672215,          2.20338539,         22.28929676,          2.14869289,          0.01164287,          1.53017233,         15.47911918
,,,,,   70.800000,    2.122531,          2.14504922,          0.01501346,          1.98041886,         20.03378249,          2.13782238,          0.01676388,          2.21504679,         22.40726266,          2.14907708,          0.01180754,          1.55607085,         15.74110692
,,,,,   71.000000,    2.128526,          2.14545493,          0.01515701,          2.00481220,         20.28054382,          2.13808735,          0.01681772,          2.22829915,         22.54132266,          2.14950181,          0.01198128,          1.58327090,         16.01626076
,,,,,   71.200000,    2.134522,          2.14592327,          0.01532529,          2.03255866,         20.56122518,          2.13843005,          0.01690308,          2.24573749,         22.71772764,          2.14996662,          0.01217316,          1.61298350,         16.31683133
,,,,,   71.400000,    2.140518,          2.14644989,          0.01553114,          2.06539230,         20.89336805,          2.13884281,          0.01703671,          2.26963028,         22.95942553,          2.15046921,          0.01239131,          1.64630848,         16.65394457
,,,,,   71.600000,    2.146514,          2.14702866,          0.01578544,          2.10480529,         21.29206716,          2.13931573,          0.01723249,          2.30188807,         23.28574313,          2.15100599,          0.01264265,          1.68419628,         17.03721505
,,,,,   71.800000,    2.152510,          2.14765245,          0.01609719,          2.15205622,         21.77005436,          2.13983767,          0.01750166,          2.34408731,         23.71262778,          2.15157264,          0.01293285,          1.72743938,         17.47465930
,,,,,   72.000000,    2.158506,          2.14831367,          0.01647384,          2.20820484,         22.33804999,          2.14039689,          0.01785324,          2.39752363,         24.25318599,          2.15216448,          0.01326640,          1.77668318,         17.97280617
,,,,,   72.200000,    2.164502,          2.14900456,          0.01692159,          2.27415794,         23.00522698,          2.14098140,          0.01829455,          2.46327421,         24.91831439,          2.15277679,          0.01364683,          1.83244770,         18.53691632
,,,,,   72.400000,    2.170497,          2.14971732,          0.01744583,          2.35071625,         23.77968569,          2.14157903,          0.01883163,          2.54225642,         25.71729303,          2.15340501,          0.01407690,          1.89515499,         19.17125895
,,,,,   72.600000,    2.176493,          2.15044414,          0.01805139,          2.43861720,         24.66888567,          2.14217731,          0.01946962,          2.63527602,         26.65827293,          2.15404490,          0.01455885,          1.96516046,         19.87942955
,,,,,   72.800000,    2.182489,          2.15117699,          0.01874286,          2.53857096,         25.68001112,          2.14276328,          0.02021305,          2.74306169,         27.74862551,          2.15469259,          0.01509466,          2.04278908,         20.66471540
,,,,,   73.000000,    2.188485,          2.15190745,          0.01952478,          2.65128863,         26.82025542,          2.14332308,          0.02106595,          2.86628324,         28.99512629,          2.15534459,          0.01568638,          2.12837676,         21.53051448
,,,,,   73.200000,    2.194481,          2.15262634,          0.02040177,          2.77749943,         28.09699534,          2.14384147,          0.02203183,          3.00554819,         30.40392104,          2.15599759,          0.01633645,          2.22231491,         22.48078642
,,,,,   73.400000,    2.200477,          2.15332324,          0.02137853,          2.91795122,         29.51779610,          2.14430126,          0.02311341,          3.16136762,         31.98017985,          2.15664822,          0.01704798,          2.32509158,         23.52046825
,,,,,   73.600000,    2.206472,          2.15398603,          0.02245962,          3.07338515,         31.09015508,          2.14468266,          0.02431209,          3.33407784,         33.72730467,          2.15729253,          0.01782495,          2.43731797,         24.65574284
,,,,,   73.800000,    2.212468,          2.15460021,          0.02364904,          3.24447369,         32.82087516,          2.14496270,          0.02562692,          3.52370355,         35.64554544,          2.15792539,          0.01867220,          2.55972760,         25.89403030
,,,,,   74.000000,    2.218464,          2.15514845,          0.02494944,          3.43171252,         34.71497045,          2.14511494,          0.02705316,          3.72975281,         37.72992568,          2.15853983,          0.01959509,          2.69313781,         27.24359890
,,,,,   74.200000,    2.224460,          2.15561024,          0.02636093,          3.63526107,         36.77405375,          2.14510968,          0.02858033,          3.95094503,         39.96749119,          2.15912646,          0.02059894,          2.83836950,         28.71275276
,,,,,   74.400000,    2.230456,          2.15596197,          0.02787963,          3.85473436,         38.99423057,          2.14491505,          0.03018998,          4.18489127,         42.33407539,          2.15967308,          0.02168816,          2.99612735,         30.30862049
,,,,,   74.600000,    2.236452,          2.15617761,          0.02949593,          4.08895886,         41.36362966,          2.14449915,          0.03185348,          4.42776958,         44.79101587,          2.16016454,          0.02286513,          3.16684774,         32.03561636
,,,,,   74.800000,    2.242448,          2.15623013,          0.03119280,          4.33571937,         43.85984218,          2.14383354,          0.03353034,          4.67406721,         47.28254595,          2.16058302,          0.02412899,          3.35052390,         33.89367183
,,,,,   75.000000,    2.248443,          2.15609388,          0.03294425,          4.59154237,         46.44773030,          2.14289796,          0.03516779,          4.91648934,         49.73487170,          2.16090871,          0.02547433,          3.54652104,         35.87636564
,,,,,   75.200000,    2.254439,          2.15574790,          0.03471479,          4.85158277,         49.07828133,          2.14168584,          0.03670238,          5.14615007,         52.05810405,          2.16112111,          0.02689001,          3.75340093,         37.96914846
,,,,,   75.400000,    2.260435,          2.15517990,          0.03646002,          5.10969643,         51.68934151,          2.14020960,          0.03806437,          5.35314343,         54.15203485,          2.16120086,          0.02835823,          3.96878664,         40.14797568
,,,,,   75.600000,    2.266431,          2.15439037,          0.03812930,          5.35877571,         54.20901055,          2.13850426,          0.03918480,          5.52751959,         55.91601216,          2.16113215,          0.02985436,          4.18931251,         42.37880042
,,,,,   75.800000,    2.272427,          2.15339566,          0.03967036,          5.59138194,         56.56203941,          2.13662774,          0.04000457,          5.66056220,         57.26186216,          2.16090558,          0.03134762,          4.41071160,         44.61845847
,,,,,   76.000000,    2.278423,          2.15222903,          0.04103559,          5.80062111,         58.67868855,          2.13465679,          0.04048368,          5.74611370,         58.12729528,          2.16052074,          0.03280312,          4.62808370,         46.81737990
,,,,,   76.200000,    2.284419,          2.15093856,          0.04218876,          5.98109892,         60.50438987,          2.13267865,          0.04060798,          5.78160111,         58.48628351,          2.15998814,          0.03418518,          4.83635042,         48.92419192
,,,,,   76.400000,    2.290414,          2.14958200,          0.04311033,          6.12971147,         62.00774432,          2.13078020,          0.04039155,          5.76845083,         58.35325627,          2.15932954,          0.03546151,          5.03084218,         50.89165731
,,,,,   76.600000,    2.296410,          2.14821958,          0.04379994,          6.24603716,         63.18448707,          2.12903727,          0.03987380,          5.71175923,         57.77976783,          2.15857636,          0.03660740,          5.20789862,         52.68274824
,,,,,   76.800000,    2.302406,          2.14690665,          0.04427515,          6.33221723,         64.05627873,          2.12750682,          0.03911228,          5.61933212,         56.84478154,          2.15776640,          0.03760886,          5.36533528,         54.27536673
,,,,,   77.000000,    2.308402,          2.14568816,          0.04456722,          6.39239724,         64.66505562,          2.12622347,          0.03817343,          5.50039901,         55.64166225,          2.15693960,          0.03846400,          5.50266485,         55.66458336
,,,,,   77.200000,    2.314398,          2.14459619,          0.04471548,          6.43195580,         65.06522734,          2.12520048,          0.03712385,          5.36436059,         54.26550686,          2.15613394,          0.03918249,          5.62105344,         56.86219426
,,,,,   77.400000,    2.320394,          2.14365026,          0.04476227,          6.45678895,         65.31643778,          2.12443382,          0.03602380,          5.21984312,         52.80357794,          2.15538238,          0.03978378,          5.72308977,         57.89438677
,,,,,   77.600000,    2.326389,          2.14285943,          0.04474961,          6.47283729,         65.47878175,          2.12390753,          0.03492385,          5.07417655,         51.33002478,          2.15471104,          0.04029488,          5.81249016,         58.79875508
,,,,,   77.800000,    2.332385,          2.14222455,          0.04471799,          6.48589454,         65.61086795,          2.12359882,          0.03386419,          4.93326519,         49.90457509,          2.15413815,          0.04074836,          5.89383080,         59.62159151
,,,,,   78.000000,    2.338381,          2.14173960,          0.04470629,          6.50160286,         65.76977224,          2.12348192,          0.03287578,          4.80172740,         48.57394778,          2.15367323,          0.04118075,          5.97232298,         60.41561302
,,,,,   78.200000,    2.344377,          2.14139181,          0.04475210,          6.52548225,         66.01133455,          2.12353029,          0.03198226,          4.68315537,         47.37448113,          2.15331625,          0.04163091,          6.05358456,         61.23764967
,,,,,   78.400000,    2.350373,          2.14116089,          0.04489126,          6.56286655,         66.38951161,          2.12371750,          0.03120187,          4.58037279,         46.33473957,          2.15305667,          0.04213796,          6.14334951,         62.14570579
,,,,,   78.600000,    2.356369,          2.14101809,          0.04515646,          6.61869325,         66.95425067,          2.12401728,          0.03054873,          4.49562050,         45.47739120,          2.15287290,          0.04273874,          6.24709098,         63.19514739
,,,,,   78.800000,    2.362365,          2.14092586,          0.04557494,          6.69716612,         67.74807691,          2.12440319,          0.03003354,          4.43065155,         44.82016969,          2.15273240,          0.04346477,          6.36957747,         64.43421247
,,,,,   79.000000,    2.368360,          2.14083829,          0.04616584,          6.80134540,         68.80194742,          2.12484823,          0.02966376,          4.38675023,         44.37606692,          2.15259271,          0.04433915,          6.51440395,         65.89926720
,,,,,   79.200000,    2.374356,          2.14070248,          0.04693733,          6.93271755,         70.13089913,          2.12532468,          0.02944341,          4.36469972,         44.15300548,          2.15240323,          0.04537355,          6.68353447,         67.61018009
,,,,,   79.400000,    2.380352,          2.14046080,          0.04788395,          7.09077799,         71.72982781,          2.12580402,          0.02937267,          4.36471713,         44.15318160,          2.15210793,          0.04656547,          6.87687739,         69.56602391
,,,,,   79.600000,    2.386348,          2.14005415,          0.04898423,          7.27265050,         73.56963775,          2.12625717,          0.02944732,          4.38636450,         44.37216493,          2.15164881,          0.04789591,          7.09190828,         71.74126173
,,,,,   79.800000,    2.392344,          2.13942632,          0.05019885,          7.47278114,         75.59414566,          2.12665488,          0.02965805,          4.42843827,         44.79778034,          2.15097049,          0.04932759,          7.32337418,         74.08275504
,,,,,   80.000000,    2.398340,          2.13852953,          0.05146991,          7.68278184,         77.71849850,          2.12696851,          0.02998966,          4.48884206,         45.40882099,          2.15002596,          0.05080434,          7.56315200,         76.50833118
,,,,,   80.200000,    2.404336,          2.13733118,          0.05272205,          7.89154318,         79.83031404,          2.12717132,          0.03042027,          4.56445867,         46.17375342,          2.14878339,          0.05225232,          7.80037910,         78.90810439
,,,,,   80.400000,    2.410331,          2.13582091,          0.05386634,          8.08575908,         81.79498884,          2.12724029,          0.03092082,          4.65105472,         47.04975320,          2.14723326,          0.05358407,          8.02199686,         81.14997458
,,,,,   80.600000,    2.416327,          2.13401689,          0.05480759,          8.25097304,         83.46628201,          2.12715868,          0.03145506,          4.74327121,         47.98260890,          2.14539459,          0.05470594,          8.21381356,         83.09037928
,,,,,   80.800000,    2.422323,          2.13196912,          0.05545490,          8.37313957,         84.70211034,          2.12691888,          0.03198068,          4.83476713,         48.90817542,          2.14331820,          0.05552881,          8.36207622,         84.59019421
,,,,,   81.000000,    2.428319,          2.12975803,          0.05573417,          8.44050574,         85.38358190,          2.12652540,          0.03245178,          4.91857996,         49.75602035,          2.14108519,          0.05598048,          8.45535332,         85.53377899
,,,,,   81.200000,    2.434315,          2.12748723,          0.05559962,          8.44542389,         85.43333362,          2.12599693,          0.03282291,          4.98773127,         50.45555026,          2.13879957,          0.05601734,          8.48633933,         85.84723142
,,,,,   81.400000,    2.440311,          2.12527133,          0.05504147,          8.38561726,         84.82833375,          2.12536677,          0.03305446,          5.03603337,         50.94417102,          2.13657601,          0.05563188,          8.45310603,         85.51104558
,,,,,   81.600000,    2.446306,          2.12322119,          0.05408741,          8.26452140,         83.60333635,          2.12468063,          0.03311821,          5.05895919,         51.17608702,          2.13452508,          0.05485406,          8.35942939,         84.56341909
,,,,,   81.800000,    2.452302,          2.12143046,          0.05279727,          8.09060315,         81.84399113,          2.12399203,          0.03300188,          5.05436489,         51.12961143,          2.13273979,          0.05374596,          8.21409903,         83.09326704
,,,,,   82.000000,    2.458298,          2.11996628,          0.05125280,          7.87588583,         79.67192530,          2.12335576,          0.03271123,          5.02285475,         50.81085694,          2.13128635,          0.05239152,          8.02944163,         81.22528533
,,,,,   82.200000,    2.464294,          2.11886578,          0.04954555,          7.63412510,         77.22629026,          2.12282103,          0.03226904,          4.96767094,         50.25262132,          2.13020073,          0.05088436,          7.81950180,         79.10154833
,,,,,   82.400000,    2.470290,          2.11813794,          0.04776575,          7.37909730,         74.64644631,          2.12242600,          0.03171127,          4.89414310,         49.50881874,          2.12949046,          0.04931673,          7.59833923,         76.86428283
,,,,,   82.600000,    2.476286,          2.11776892,          0.04599419,          7.12331697,         72.05898988,          2.12219470,          0.03108156,          4.80886757,         48.64617721,          2.12914005,          0.04777144,          7.37875522,         74.64298593
,,,,,   82.800000,    2.482282,          2.11772901,          0.04429781,          6.87729735,         69.57027215,          2.12213670,          0.03042557,          4.71884153,         47.73547992,          2.12911778,          0.04631745,          7.17155934,         72.54700646
,,,,,   83.000000,    2.488277,          2.11797916,          0.04272841,          6.64930187,         67.26388542,          2.12224886,          0.02978633,          4.63074087,         46.84425961,          2.12938222,          0.04500857,          6.98532242,         70.66304644
,,,,,   83.200000,    2.494273,          2.11847645,          0.04132360,          6.44544901,         65.20172371,          2.12251829,          0.02920128,          4.55044040,         46.03194555,          2.12988754,          0.04388443,          6.82647698,         69.05617674
,,,,,   83.400000,    2.500269,          2.11917786,          0.04010899,          6.27001838,         63.42707944,          2.12292552,          0.02870086,          4.48278374,         45.34753535,          2.13058720,          0.04297255,          6.69961179,         67.77281710
,,,,,   83.600000,    2.506265,          2.12004255,          0.03910079,          6.12583358,         61.96851582,          2.12344725,          0.02830842,          4.43154974,         44.82925575,          2.13143605,          0.04229083,          6.60783459,         66.84440526
,,,,,   83.800000,    2.512261,          2.12103291,          0.03830828,          6.01463796,         60.84366852,          2.12405841,          0.02804089,          4.39954047,         44.50545213,          2.13239128,          0.04184987,          6.55311718,         66.29088768
,,,,,   84.000000,    2.518257,          2.12211483,          0.03773598,          5.93741677,         60.06250412,          2.12473348,          0.02790976,          4.38872036,         44.39599667,          2.13341253,          0.04165478,          6.53657353,         66.12353324
,,,,,   84.200000,    2.524252,          2.12325726,          0.03738519,          5.89464525,         59.62983039,          2.12544706,          0.02792196,          4.40035404,         44.51368213,          2.13446147,          0.04170642,          6.55864801,         66.34683718
,,,,,   84.400000,    2.530248,          2.12443164,          0.03725508,          5.88645848,         59.54701355,          2.12617416,          0.02808061,          4.43510925,         44.86526350,          2.13550112,          0.04200203,          6.61920735,         66.95945131
,,,,,   84.600000,    2.536244,          2.12561106,          0.03734336,          5.91274629,         59.81293932,          2.12689013,          0.02838537,          4.49310794,         45.45197430,          2.13649536,          0.04253518,          6.71754042,         67.95418190
,,,,,   84.800000,    2.542240,          2.12676954,          0.03764635,          5.97318084,         60.42429111,          2.12757066,          0.02883239,          4.57392100,         46.26947373,          2.13740855,          0.04329533,          6.85227859,         69.31718412
,,,,,   85.000000,    2.548236,          2.12788146,          0.03815886,          6.06718613,         61.37524222,          2.12819186,          0.02941405,          4.67651359,         47.30729340,          2.13820576,          0.04426699,          7.02125998,         71.02658837
,,,,,   85.200000,    2.554232,          2.12892114,          0.03887368,          6.19386245,         62.65669121,          2.12873081,          0.03011845,          4.79915968,         48.54797283,          2.13885359,          0.04542879,          7.22137548,         73.05094311
,,,,,   85.400000,    2.560228,          2.12986291,          0.03978096,          6.35188406,         64.25522707,          2.12916648,          0.03092892,          4.93935854,         49.96621498,          2.13932178,          0.04675284,          7.44845296,         75.34804345
,,,,,   85.600000,    2.566223,          2.13068150,          0.04086758,          6.53939652,         66.15209034,          2.12948124,          0.03182387,          5.09380097,         51.52854407,          2.13958545,          0.04820478,          7.69725191,         77.86487676
,,,,,   85.800000,    2.572219,          2.13135279,          0.04211677,          6.75394752,         68.32247373,          2.12966276,          0.03277736,          5.25844297,         53.19405135,          2.13962763,          0.04974502,          7.96164242,         80.53943314
,,,,,   86.000000,    2.578215,          2.13185486,          0.04350813,          6.99248678,         70.73552064,          2.12970591,          0.03376058,          5.42874034,         54.91676801,          2.13944139,          0.05133141,          8.23501403,         83.30484180
,,,,,   86.200000,    2.584211,          2.13216891,          0.04501828,          7.25145760,         73.35525184,          2.12961412,          0.03474455,          5.60006675,         56.64989429,          2.13903064,          0.05292311,          8.51089125,         86.09559699
,,,,,   86.400000,    2.590207,          2.13227979,          0.04662194,          7.52697023,         76.14231886,          2.12939949,          0.03570360,          5.76827694,         58.35149712,          2.13840877,          0.05448498,          8.78363254,         88.85462929
,,,,,   86.600000,    2.596203,          2.13217559,          0.04829322,          7.81499788,         79.05598698,          2.12908100,          0.03661902,          5.93029973,         59.99050865,          2.13759504,          0.05599102,          9.04899891,         91.53905746
,,,,,   86.800000,    2.602199,          2.13184646,          0.05000629,          8.11149146,         82.05529589,          2.12868098,          0.03748170,          6.08458667,         61.55126486,          2.13660908,          0.05742540,          9.30435386,         94.12221076
,,,,,   87.000000,    2.608194,          2.13128289,          0.05173493,          8.41230048,         85.09825942,          2.12822019,          0.03829280,          6.23124294,         63.03482977,          2.13546546,          0.05878030,          9.54833942,         96.59035207
,,,,,   87.200000,    2.614190,          2.13047461,          0.05345047,          8.71284166,         88.13851359,          2.12771306,          0.03906182,          6.37174393,         64.45612814,          2.13417003,          0.06005067,          9.78004936,         98.93431410
,,,,,   87.400000,    2.620186,          2.12941097,          0.05511860,          9.00757034,         91.11996884,          2.12716417,          0.03980240,          6.50826765,         65.83719283,          2.13271985,          0.06122737,          9.99791906,        101.13826914
,,,,,   87.600000,    2.626182,          2.12808394,          0.05669623,          9.28944054,         93.97134865,          2.12656726,          0.04052675,          6.64279353,         67.19804746,          2.13110724,          0.06229096,         10.19868685,        103.16922247
,,,,,   87.800000,    2.632178,          2.12649347,          0.05813000,          9.54962696,         96.60337679,          2.12590699,          0.04124003,          6.77618284,         68.54740469,          2.12932716,          0.06320827,         10.37680274,        104.97103065
,,,,,   88.000000,    2.638174,          2.12465419,          0.05935804,          9.77777230,         98.91127953,          2.12516331,          0.04193615,          6.90745628,         69.87535790,          2.12738607,          0.06393363,         10.52456257,        106.46575907
,,,,,   88.200000,    2.644169,          2.12260136,          0.06031578,          9.96289761,        100.78399455,          2.12431745,          0.04259578,          7.03343989,         71.14979948,          2.12530960,          0.06441489,         10.63305556,        107.56326682
,,,,,   88.400000,    2.650165,          2.12039369,          0.06094505,         10.09489425,        102.11926353,          2.12335853,          0.04318731,          7.14888772,         72.31766190,          2.12314641,          0.06460328,         10.69376954,        108.17744529
,,,,,   88.600000,    2.656161,          2.11811131,          0.06120455,         10.16627591,        102.84135559,          2.12228946,          0.04367093,          7.24711349,         73.31130715,          2.12096663,          0.06446468,         10.70046536,        108.24517969
,,,,,   88.800000,    2.662157,          2.11584848,          0.06107872,         10.17371445,        102.91660330,          2.12113060,          0.04400522,          7.32106537,         74.05939929,          2.11885459,          0.06398897,         10.65079956,        107.74276387
,,,,,   89.000000,    2.668153,          2.11370269,          0.06058233,         10.11890735,        102.36217844,          2.11992016,          0.04415520,          7.36466001,         74.50039971,          2.11689780,          0.06319494,         10.54722485,        106.69500915
,,,,,   89.200000,    2.674149,          2.11176293,          0.05975960,         10.00853942,        101.24570395,          2.11871068,          0.04410000,          7.37408675,         74.59575996,          2.11517513,          0.06212928,         10.39693640,        105.17470139
,,,,,   89.400000,    2.680145,          2.11009997,          0.05867839,          9.85340597,         99.67638453,          2.11756231,          0.04383829,          7.34875752,         74.33953121,          2.11374723,          0.06086060,         10.21095595,        103.29333586
,,,,,   89.600000,    2.686140,          2.10876054,          0.05742140,          9.66700862,         97.79080168,          2.11653426,          0.04338998,          7.29165647,         73.76190085,          2.11265114,          0.05947054,         10.00269774,        101.18660989
,,,,,   89.800000,    2.692136,          2.10776591,          0.05607697,          9.46401646,         95.73734673,          2.11567667,          0.04279397,          7.20902084,         72.92596442,          2.11189930,          0.05804458,          9.78643687,         98.99892970
,,,,,   90.000000,    2.698132,          2.10711378,          0.05473107,          9.25891289,         93.66253296,          2.11502464,          0.04210278,          7.10948708,         71.91908768,          2.11148200,          0.05666446,          9.57601155,         96.87028142
,,,,,   90.200000,    2.704128,          2.10678241,          0.05346161,          9.06500336,         91.70095739,          2.11459547,          0.04137577,          7.00297203,         70.84158870,          2.11137177,          0.05540302,          9.38392371,         94.92713399
,,,,,   90.400000,    2.710124,          2.10673539,          0.05233525,          8.89382179,         89.96929625,          2.11438902,          0.04067266,          6.89957932,         69.79567511,          2.11152810,          0.05432163,          9.22085207,         93.27751230
,,,,,   90.600000,    2.716120,          2.10692619,          0.05140614,          8.75488332,         88.56380419,          2.11439014,          0.04004852,          6.80874158,         68.87676663,          2.11190184,          0.05346946,          9.09549888,         92.00944798
,,,,,   90.800000,    2.722116,          2.10730192,          0.05071616,          8.65568786,         87.56034958,          2.11457227,          0.03955082,          6.73868672,         68.16809650,          2.11243848,          0.05288412,          9.01465756,         91.19166268
,,,,,   91.000000,    2.728111,          2.10780588,          0.05029599,          8.60186778,         87.01590939,          2.11490088,          0.03921815,          6.69620888,         67.73839359,          2.11308027,          0.05259279,          8.98338865,         90.87534854
,,,,,   91.200000,    2.734107,          2.10837916,          0.05016632,          8.59738170,         86.97052848,          2.11533633,          0.03908035,          6.68666016,         67.64179937,          2.11376732,          0.05261348,          9.00520909,         91.09608263
,,,,,   91.400000,    2.740103,          2.10896116,          0.05033886,          8.64467277,         87.44892174,          2.11583578,          0.03915926,          6.71406026,         67.91897693,          2.11443781,          0.05295576,          9.08222068,         91.87512660
,,,,,   91.600000,    2.746099,          2.10948960,          0.05081676,          8.74473092,         88.46110312,          2.11635414,          0.03946953,          6.78123072,         68.59846867,          2.11502772,          0.05362094,          9.21512404,         93.21956796
,,,,,   91.800000,    2.752095,          2.10990025,          0.05159422,          8.89701834,         90.00163233,          2.11684429,          0.04001924,          6.88988254,         69.69758307,          2.11547043,          0.05460131,          9.40308287,         95.12094674
,,,,,   92.000000,    2.758091,          2.11012683,          0.05265518,          9.09923870,         92.04727976,          2.11725696,          0.04080987,          7.04060925,         71.22232427,          2.11569657,          0.05587837,          9.64342223,         97.55220329
