../../../pdielec -method ap -method maxwell -matrix ptfe -sigma 5 -plate 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -csv command.csv -program abinit AlAs.out
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  344.26,         5.179774,               21887.651109,  2786.8223,     5.0
   4,  344.26,         5.179774,               21887.651626,  2786.8224,     5.0
   5,  344.26,         5.179773,               21887.650695,  2786.8222,     5.0
,,,,,,cm-1,thz,ap_noshape(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape(0 0 1)_real_dielectric(vf=0.1),maxwell_plate(0 0 1)_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),ap_noshape(0 0 1)_imag_dielectric(vf=0.1),maxwell_plate(0 0 1)_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),ap_noshape(0 0 1)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(0 0 1)_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  136.000000,    4.077177,          0.09648128,          0.07054093,          0.01951308,          0.07054093,          3.02568169,          2.76079802,          2.42740302,          2.76079802,          0.00169711,          0.00118526,          0.00030743,          0.00118526,          0.36207831,          0.26472848,          0.07322938,          0.26472848
,,,,,,  136.200000,    4.083173,          0.09686848,          0.07082421,          0.01958887,          0.07082421,          3.02581759,          2.76089293,          2.42742764,          2.76089293,          0.00170146,          0.00118830,          0.00030818,          0.00118830,          0.36353144,          0.26579158,          0.07351379,          0.26579158
,,,,,,  136.400000,    4.089169,          0.09725704,          0.07110848,          0.01966490,          0.07110848,          3.02595383,          2.76098808,          2.42745232,          2.76098808,          0.00170582,          0.00119134,          0.00030892,          0.00119134,          0.36498961,          0.26685837,          0.07379912,          0.26685838
,,,,,,  136.600000,    4.095165,          0.09764693,          0.07139373,          0.01974117,          0.07139373,          3.02609043,          2.76108348,          2.42747705,          2.76108348,          0.00171019,          0.00119439,          0.00030967,          0.00119439,          0.36645283,          0.26792887,          0.07408537,          0.26792887
,,,,,,  136.800000,    4.101161,          0.09803819,          0.07167997,          0.01981770,          0.07167997,          3.02622737,          2.76117912,          2.42750185,          2.76117912,          0.00171457,          0.00119744,          0.00031041,          0.00119744,          0.36792113,          0.26900309,          0.07437255,          0.26900309
,,,,,,  137.000000,    4.107157,          0.09843079,          0.07196720,          0.01989447,          0.07196720,          3.02636466,          2.76127500,          2.42752670,          2.76127501,          0.00171896,          0.00120051,          0.00031116,          0.00120051,          0.36939453,          0.27008104,          0.07466066,          0.27008104
,,,,,,  137.200000,    4.113153,          0.09882477,          0.07225544,          0.01997149,          0.07225544,          3.02650231,          2.76137113,          2.42755162,          2.76137114,          0.00172337,          0.00120358,          0.00031191,          0.00120358,          0.37087305,          0.27116274,          0.07494971,          0.27116274
,,,,,,  137.400000,    4.119148,          0.09922011,          0.07254468,          0.02004876,          0.07254468,          3.02664031,          2.76146751,          2.42757660,          2.76146751,          0.00172778,          0.00120666,          0.00031267,          0.00120666,          0.37235670,          0.27224820,          0.07523969,          0.27224820
,,,,,,  137.600000,    4.125144,          0.09961683,          0.07283492,          0.02012628,          0.07283492,          3.02677866,          2.76156413,          2.42760163,          2.76156413,          0.00173221,          0.00120975,          0.00031342,          0.00120975,          0.37384551,          0.27333744,          0.07553061,          0.27333745
,,,,,,  137.800000,    4.131140,          0.10001492,          0.07312618,          0.02020405,          0.07312618,          3.02691737,          2.76166100,          2.42762673,          2.76166100,          0.00173665,          0.00121284,          0.00031418,          0.00121284,          0.37533950,          0.27443048,          0.07582248,          0.27443048
,,,,,,  138.000000,    4.137136,          0.10041440,          0.07341845,          0.02028208,          0.07341845,          3.02705643,          2.76175812,          2.42765189,          2.76175812,          0.00174110,          0.00121595,          0.00031494,          0.00121595,          0.37683869,          0.27552732,          0.07611529,          0.27552732
,,,,,,  138.200000,    4.143132,          0.10081527,          0.07371174,          0.02036035,          0.07371174,          3.02719584,          2.76185549,          2.42767710,          2.76185549,          0.00174556,          0.00121906,          0.00031570,          0.00121906,          0.37834309,          0.27662799,          0.07640905,          0.27662799
,,,,,,  138.400000,    4.149128,          0.10121754,          0.07400605,          0.02043889,          0.07400605,          3.02733562,          2.76195310,          2.42770238,          2.76195310,          0.00175003,          0.00122218,          0.00031646,          0.00122218,          0.37985274,          0.27773249,          0.07670377,          0.27773249
,,,,,,  138.600000,    4.155123,          0.10162121,          0.07430139,          0.02051767,          0.07430139,          3.02747575,          2.76205097,          2.42772772,          2.76205097,          0.00175451,          0.00122531,          0.00031722,          0.00122531,          0.38136764,          0.27884085,          0.07699944,          0.27884085
,,,,,,  138.800000,    4.161119,          0.10202629,          0.07459776,          0.02059672,          0.07459776,          3.02761624,          2.76214908,          2.42775312,          2.76214908,          0.00175901,          0.00122844,          0.00031798,          0.00122844,          0.38288782,          0.27995307,          0.07729608,          0.27995307
,,,,,,  139.000000,    4.167115,          0.10243278,          0.07489516,          0.02067602,          0.07489516,          3.02775710,          2.76224745,          2.42777859,          2.76224745,          0.00176352,          0.00123159,          0.00031875,          0.00123159,          0.38441330,          0.28106918,          0.07759368,          0.28106918
,,,,,,  139.200000,    4.173111,          0.10284068,          0.07519360,          0.02075557,          0.07519360,          3.02789831,          2.76234607,          2.42780411,          2.76234607,          0.00176804,          0.00123474,          0.00031952,          0.00123474,          0.38594411,          0.28218919,          0.07789224,          0.28218919
,,,,,,  139.400000,    4.179107,          0.10325001,          0.07549309,          0.02083539,          0.07549309,          3.02803988,          2.76244494,          2.42782969,          2.76244494,          0.00177257,          0.00123790,          0.00032029,          0.00123790,          0.38748026,          0.28331311,          0.07819178,          0.28331311
,,,,,,  139.600000,    4.185103,          0.10366077,          0.07579362,          0.02091547,          0.07579362,          3.02818182,          2.76254406,          2.42785534,          2.76254407,          0.00177711,          0.00124107,          0.00032106,          0.00124107,          0.38902177,          0.28444096,          0.07849229,          0.28444096
,,,,,,  139.800000,    4.191099,          0.10407297,          0.07609521,          0.02099580,          0.07609521,          3.02832412,          2.76264344,          2.42788105,          2.76264344,          0.00178167,          0.00124425,          0.00032184,          0.00124425,          0.39056867,          0.28557276,          0.07879378,          0.28557276
,,,,,,  140.000000,    4.197094,          0.10448660,          0.07639785,          0.02107640,          0.07639785,          3.02846679,          2.76274307,          2.42790682,          2.76274308,          0.00178624,          0.00124744,          0.00032261,          0.00124744,          0.39212097,          0.28670852,          0.07909625,          0.28670852
,,,,,,  140.200000,    4.203090,          0.10490168,          0.07670155,          0.02115726,          0.07670155,          3.02860982,          2.76284296,          2.42793265,          2.76284296,          0.00179082,          0.00125063,          0.00032339,          0.00125063,          0.39367871,          0.28784825,          0.07939971,          0.28784826
,,,,,,  140.400000,    4.209086,          0.10531822,          0.07700631,          0.02123838,          0.07700631,          3.02875322,          2.76294311,          2.42795855,          2.76294311,          0.00179541,          0.00125384,          0.00032417,          0.00125384,          0.39524189,          0.28899198,          0.07970415,          0.28899199
,,,,,,  140.600000,    4.215082,          0.10573621,          0.07731214,          0.02131977,          0.07731215,          3.02889698,          2.76304351,          2.42798450,          2.76304351,          0.00180001,          0.00125705,          0.00032495,          0.00125705,          0.39681054,          0.29013972,          0.08000959,          0.29013972
,,,,,,  140.800000,    4.221078,          0.10615566,          0.07761905,          0.02140143,          0.07761905,          3.02904112,          2.76314416,          2.42801052,          2.76314416,          0.00180463,          0.00126027,          0.00032573,          0.00126027,          0.39838469,          0.29129149,          0.08031602,          0.29129149
,,,,,,  141.000000,    4.227074,          0.10657659,          0.07792703,          0.02148335,          0.07792703,          3.02918562,          2.76324508,          2.42803661,          2.76324508,          0.00180926,          0.00126350,          0.00032652,          0.00126350,          0.39996436,          0.29244729,          0.08062345,          0.29244729
,,,,,,  141.200000,    4.233070,          0.10699899,          0.07823609,          0.02156553,          0.07823609,          3.02933050,          2.76334625,          2.42806275,          2.76334625,          0.00181390,          0.00126673,          0.00032730,          0.00126673,          0.40154956,          0.29360715,          0.08093189,          0.29360715
,,,,,,  141.400000,    4.239065,          0.10742287,          0.07854624,          0.02164799,          0.07854624,          3.02947574,          2.76344768,          2.42808896,          2.76344768,          0.00181855,          0.00126998,          0.00032809,          0.00126998,          0.40314032,          0.29477109,          0.08124133,          0.29477109
,,,,,,  141.600000,    4.245061,          0.10784824,          0.07885748,          0.02173071,          0.07885748,          3.02962136,          2.76354938,          2.42811523,          2.76354938,          0.00182322,          0.00127323,          0.00032888,          0.00127323,          0.40473666,          0.29593911,          0.08155178,          0.29593911
,,,,,,  141.800000,    4.251057,          0.10827511,          0.07916981,          0.02181371,          0.07916981,          3.02976735,          2.76365133,          2.42814156,          2.76365133,          0.00182790,          0.00127650,          0.00032967,          0.00127650,          0.40633861,          0.29711124,          0.08186325,          0.29711125
,,,,,,  142.000000,    4.257053,          0.10870347,          0.07948324,          0.02189697,          0.07948324,          3.02991372,          2.76375354,          2.42816796,          2.76375354,          0.00183259,          0.00127977,          0.00033047,          0.00127977,          0.40794618,          0.29828750,          0.08217573,          0.29828750
,,,,,,  142.200000,    4.263049,          0.10913334,          0.07979778,          0.02198051,          0.07979778,          3.03006046,          2.76385602,          2.42819442,          2.76385602,          0.00183729,          0.00128305,          0.00033126,          0.00128305,          0.40955940,          0.29946789,          0.08248924,          0.29946789
,,,,,,  142.400000,    4.269045,          0.10956471,          0.08011342,          0.02206432,          0.08011342,          3.03020758,          2.76395876,          2.42822095,          2.76395876,          0.00184201,          0.00128634,          0.00033206,          0.00128634,          0.41117830,          0.30065244,          0.08280377,          0.30065244
,,,,,,  142.600000,    4.275040,          0.10999761,          0.08043017,          0.02214841,          0.08043017,          3.03035508,          2.76406176,          2.42824754,          2.76406176,          0.00184674,          0.00128964,          0.00033286,          0.00128964,          0.41280288,          0.30184116,          0.08311932,          0.30184117
,,,,,,  142.800000,    4.281036,          0.11043203,          0.08074804,          0.02223277,          0.08074804,          3.03050296,          2.76416503,          2.42827419,          2.76416503,          0.00185148,          0.00129295,          0.00033366,          0.00129295,          0.41443319,          0.30303408,          0.08343592,          0.30303408
,,,,,,  143.000000,    4.287032,          0.11086798,          0.08106703,          0.02231741,          0.08106703,          3.03065121,          2.76426856,          2.42830091,          2.76426856,          0.00185624,          0.00129626,          0.00033447,          0.00129626,          0.41606924,          0.30423119,          0.08375354,          0.30423120
,,,,,,  143.200000,    4.293028,          0.11130547,          0.08138715,          0.02240232,          0.08138715,          3.03079985,          2.76437235,          2.42832769,          2.76437236,          0.00186100,          0.00129959,          0.00033527,          0.00129959,          0.41771105,          0.30543254,          0.08407221,          0.30543254
,,,,,,  143.400000,    4.299024,          0.11174450,          0.08170839,          0.02248751,          0.08170839,          3.03094886,          2.76447642,          2.42835454,          2.76447642,          0.00186579,          0.00130292,          0.00033608,          0.00130292,          0.41935865,          0.30663812,          0.08439192,          0.30663812
,,,,,,  143.600000,    4.305020,          0.11218507,          0.08203077,          0.02257298,          0.08203078,          3.03109826,          2.76458075,          2.42838145,          2.76458075,          0.00187058,          0.00130627,          0.00033689,          0.00130627,          0.42101206,          0.30784796,          0.08471268,          0.30784796
,,,,,,  143.800000,    4.311016,          0.11262720,          0.08235429,          0.02265874,          0.08235430,          3.03124805,          2.76468534,          2.42840842,          2.76468535,          0.00187539,          0.00130962,          0.00033770,          0.00130962,          0.42267131,          0.30906208,          0.08503450,          0.30906208
,,,,,,  144.000000,    4.317011,          0.11307089,          0.08267896,          0.02274477,          0.08267896,          3.03139822,          2.76479021,          2.42843546,          2.76479021,          0.00188020,          0.00131298,          0.00033851,          0.00131298,          0.42433641,          0.31028049,          0.08535736,          0.31028049
,,,,,,  144.200000,    4.323007,          0.11351615,          0.08300477,          0.02283108,          0.08300477,          3.03154877,          2.76489535,          2.42846257,          2.76489535,          0.00188504,          0.00131635,          0.00033933,          0.00131635,          0.42600740,          0.31150321,          0.08568129,          0.31150321
,,,,,,  144.400000,    4.329003,          0.11396299,          0.08333174,          0.02291768,          0.08333174,          3.03169971,          2.76500075,          2.42848974,          2.76500075,          0.00188988,          0.00131973,          0.00034015,          0.00131973,          0.42768429,          0.31273026,          0.08600628,          0.31273026
,,,,,,  144.600000,    4.334999,          0.11441140,          0.08365986,          0.02300457,          0.08365986,          3.03185104,          2.76510643,          2.42851698,          2.76510643,          0.00189474,          0.00132312,          0.00034097,          0.00132312,          0.42936711,          0.31396165,          0.08633234,          0.31396165
,,,,,,  144.800000,    4.340995,          0.11486140,          0.08398915,          0.02309173,          0.08398915,          3.03200276,          2.76521237,          2.42854428,          2.76521237,          0.00189962,          0.00132652,          0.00034179,          0.00132652,          0.43105588,          0.31519741,          0.08665947,          0.31519741
,,,,,,  145.000000,    4.346991,          0.11531299,          0.08431960,          0.02317919,          0.08431960,          3.03215487,          2.76531859,          2.42857164,          2.76531859,          0.00190450,          0.00132993,          0.00034261,          0.00132993,          0.43275064,          0.31643754,          0.08698767,          0.31643755
,,,,,,  145.200000,    4.352986,          0.11576619,          0.08465122,          0.02326693,          0.08465123,          3.03230737,          2.76542508,          2.42859908,          2.76542509,          0.00190940,          0.00133335,          0.00034344,          0.00133335,          0.43445139,          0.31768208,          0.08731695,          0.31768208
,,,,,,  145.400000,    4.358982,          0.11622098,          0.08498403,          0.02335496,          0.08498403,          3.03246026,          2.76553185,          2.42862658,          2.76553185,          0.00191431,          0.00133677,          0.00034426,          0.00133677,          0.43615818,          0.31893103,          0.08764732,          0.31893104
,,,,,,  145.600000,    4.364978,          0.11667740,          0.08531801,          0.02344328,          0.08531801,          3.03261355,          2.76563889,          2.42865414,          2.76563889,          0.00191924,          0.00134021,          0.00034509,          0.00134021,          0.43787101,          0.32018442,          0.08797877,          0.32018442
,,,,,,  145.800000,    4.370974,          0.11713543,          0.08565318,          0.02353189,          0.08565318,          3.03276723,          2.76574620,          2.42868178,          2.76574621,          0.00192418,          0.00134365,          0.00034592,          0.00134365,          0.43958992,          0.32144226,          0.08831132,          0.32144227
,,,,,,  146.000000,    4.376970,          0.11759508,          0.08598955,          0.02362080,          0.08598955,          3.03292130,          2.76585380,          2.42870947,          2.76585380,          0.00192913,          0.00134711,          0.00034676,          0.00134711,          0.44131494,          0.32270458,          0.08864496,          0.32270458
,,,,,,  146.200000,    4.382966,          0.11805637,          0.08632710,          0.02370999,          0.08632711,          3.03307578,          2.76596166,          2.42873724,          2.76596166,          0.00193410,          0.00135057,          0.00034759,          0.00135057,          0.44304608,          0.32397138,          0.08897970,          0.32397138
,,,,,,  146.400000,    4.388962,          0.11851930,          0.08666587,          0.02379948,          0.08666587,          3.03323065,          2.76606981,          2.42876507,          2.76606981,          0.00193908,          0.00135405,          0.00034843,          0.00135405,          0.44478337,          0.32524269,          0.08931554,          0.32524269
,,,,,,  146.600000,    4.394957,          0.11898387,          0.08700583,          0.02388927,          0.08700583,          3.03338591,          2.76617823,          2.42879297,          2.76617823,          0.00194408,          0.00135753,          0.00034927,          0.00135753,          0.44652684,          0.32651853,          0.08965249,          0.32651853
,,,,,,  146.800000,    4.400953,          0.11945010,          0.08734701,          0.02397935,          0.08734701,          3.03354158,          2.76628693,          2.42882094,          2.76628693,          0.00194908,          0.00136102,          0.00035011,          0.00136102,          0.44827652,          0.32779892,          0.08999055,          0.32779892
,,,,,,  147.000000,    4.406949,          0.11991799,          0.08768940,          0.02406973,          0.08768940,          3.03369765,          2.76639591,          2.42884897,          2.76639591,          0.00195411,          0.00136453,          0.00035095,          0.00136453,          0.45003242,          0.32908387,          0.09032973,          0.32908387
,,,,,,  147.200000,    4.412945,          0.12038754,          0.08803302,          0.02416041,          0.08803302,          3.03385412,          2.76650518,          2.42887707,          2.76650518,          0.00195914,          0.00136804,          0.00035180,          0.00136804,          0.45179458,          0.33037340,          0.09067003,          0.33037340
,,,,,,  147.400000,    4.418941,          0.12085877,          0.08837786,          0.02425139,          0.08837786,          3.03401100,          2.76661472,          2.42890524,          2.76661472,          0.00196419,          0.00137156,          0.00035265,          0.00137156,          0.45356301,          0.33166753,          0.09101145,          0.33166754
,,,,,,  147.600000,    4.424937,          0.12133167,          0.08872394,          0.02434266,          0.08872394,          3.03416828,          2.76672454,          2.42893348,          2.76672455,          0.00196926,          0.00137510,          0.00035350,          0.00137510,          0.45533775,          0.33296629,          0.09135400,          0.33296629
,,,,,,  147.800000,    4.430933,          0.12180627,          0.08907125,          0.02443424,          0.08907125,          3.03432596,          2.76683465,          2.42896178,          2.76683465,          0.00197434,          0.00137864,          0.00035435,          0.00137864,          0.45711883,          0.33426969,          0.09169768,          0.33426969
,,,,,,  148.000000,    4.436928,          0.12228256,          0.08941980,          0.02452613,          0.08941980,          3.03448405,          2.76694504,          2.42899016,          2.76694504,          0.00197943,          0.00138219,          0.00035520,          0.00138219,          0.45890626,          0.33557775,          0.09204250,          0.33557775
,,,,,,  148.200000,    4.442924,          0.12276055,          0.08976960,          0.02461831,          0.08976960,          3.03464255,          2.76705572,          2.42901860,          2.76705572,          0.00198454,          0.00138575,          0.00035606,          0.00138575,          0.46070008,          0.33689049,          0.09238846,          0.33689049
,,,,,,  148.400000,    4.448920,          0.12324025,          0.09012065,          0.02471080,          0.09012065,          3.03480146,          2.76716668,          2.42904711,          2.76716668,          0.00198966,          0.00138932,          0.00035692,          0.00138932,          0.46250031,          0.33820792,          0.09273557,          0.33820793
,,,,,,  148.600000,    4.454916,          0.12372166,          0.09047296,          0.02480360,          0.09047296,          3.03496078,          2.76727793,          2.42907569,          2.76727793,          0.00199480,          0.00139291,          0.00035778,          0.00139291,          0.46430698,          0.33953008,          0.09308383,          0.33953008
,,,,,,  148.800000,    4.460912,          0.12420480,          0.09082653,          0.02489671,          0.09082653,          3.03512051,          2.76738946,          2.42910434,          2.76738946,          0.00199995,          0.00139650,          0.00035864,          0.00139650,          0.46612011,          0.34085697,          0.09343324,          0.34085697
,,,,,,  149.000000,    4.466908,          0.12468966,          0.09118137,          0.02499012,          0.09118137,          3.03528065,          2.76750128,          2.42913305,          2.76750128,          0.00200511,          0.00140010,          0.00035950,          0.00140010,          0.46793973,          0.34218862,          0.09378381,          0.34218863
,,,,,,  149.200000,    4.472903,          0.12517627,          0.09153748,          0.02508385,          0.09153748,          3.03544120,          2.76761339,          2.42916184,          2.76761339,          0.00201029,          0.00140371,          0.00036037,          0.00140371,          0.46976588,          0.34352505,          0.09413554,          0.34352506
,,,,,,  149.400000,    4.478899,          0.12566461,          0.09189487,          0.02517788,          0.09189487,          3.03560217,          2.76772579,          2.42919069,          2.76772579,          0.00201549,          0.00140734,          0.00036124,          0.00140734,          0.47159857,          0.34486628,          0.09448844,          0.34486629
,,,,,,  149.600000,    4.484895,          0.12615471,          0.09225354,          0.02527223,          0.09225354,          3.03576356,          2.76783848,          2.42921962,          2.76783848,          0.00202070,          0.00141097,          0.00036211,          0.00141097,          0.47343783,          0.34621233,          0.09484252,          0.34621233
,,,,,,  149.800000,    4.490891,          0.12664657,          0.09261351,          0.02536689,          0.09261351,          3.03592536,          2.76795146,          2.42924861,          2.76795146,          0.00202592,          0.00141461,          0.00036298,          0.00141461,          0.47528369,          0.34756321,          0.09519776,          0.34756322
,,,,,,  150.000000,    4.496887,          0.12714020,          0.09297477,          0.02546187,          0.09297477,          3.03608758,          2.76806473,          2.42927768,          2.76806474,          0.00203116,          0.00141826,          0.00036386,          0.00141826,          0.47713619,          0.34891896,          0.09555419,          0.34891896
,,,,,,  150.200000,    4.502883,          0.12763560,          0.09333733,          0.02555716,          0.09333733,          3.03625022,          2.76817830,          2.42930681,          2.76817830,          0.00203641,          0.00142193,          0.00036474,          0.00142193,          0.47899534,          0.35027958,          0.09591181,          0.35027958
,,,,,,  150.400000,    4.508879,          0.12813278,          0.09370119,          0.02565277,          0.09370119,          3.03641329,          2.76829216,          2.42933602,          2.76829216,          0.00204168,          0.00142560,          0.00036562,          0.00142560,          0.48086117,          0.35164510,          0.09627061,          0.35164511
,,,,,,  150.600000,    4.514874,          0.12863175,          0.09406636,          0.02574870,          0.09406637,          3.03657677,          2.76840631,          2.42936529,          2.76840631,          0.00204697,          0.00142929,          0.00036650,          0.00142929,          0.48273372,          0.35301555,          0.09663061,          0.35301555
,,,,,,  150.800000,    4.520870,          0.12913251,          0.09443286,          0.02584494,          0.09443286,          3.03674068,          2.76852075,          2.42939464,          2.76852076,          0.00205226,          0.00143298,          0.00036738,          0.00143298,          0.48461301,          0.35439093,          0.09699181,          0.35439093
,,,,,,  151.000000,    4.526866,          0.12963508,          0.09480067,          0.02594151,          0.09480067,          3.03690501,          2.76863550,          2.42942406,          2.76863550,          0.00205758,          0.00143669,          0.00036827,          0.00143669,          0.48649907,          0.35577128,          0.09735421,          0.35577128
,,,,,,  151.200000,    4.532862,          0.13013946,          0.09516981,          0.02603840,          0.09516981,          3.03706976,          2.76875054,          2.42945354,          2.76875054,          0.00206291,          0.00144041,          0.00036916,          0.00144041,          0.48839192,          0.35715661,          0.09771781,          0.35715661
,,,,,,  151.400000,    4.538858,          0.13064566,          0.09554029,          0.02613561,          0.09554029,          3.03723494,          2.76886587,          2.42948310,          2.76886588,          0.00206825,          0.00144413,          0.00037005,          0.00144413,          0.49029161,          0.35854694,          0.09808263,          0.35854694
,,,,,,  151.600000,    4.544854,          0.13115369,          0.09591210,          0.02623315,          0.09591210,          3.03740055,          2.76898151,          2.42951273,          2.76898151,          0.00207361,          0.00144787,          0.00037094,          0.00144787,          0.49219815,          0.35994230,          0.09844867,          0.35994230
,,,,,,  151.800000,    4.550850,          0.13166355,          0.09628526,          0.02633101,          0.09628526,          3.03756659,          2.76909744,          2.42954243,          2.76909745,          0.00207899,          0.00145162,          0.00037184,          0.00145162,          0.49411157,          0.36134270,          0.09881593,          0.36134271
,,,,,,  152.000000,    4.556845,          0.13217525,          0.09665977,          0.02642920,          0.09665977,          3.03773306,          2.76921368,          2.42957221,          2.76921368,          0.00208438,          0.00145538,          0.00037274,          0.00145538,          0.49603191,          0.36274818,          0.09918442,          0.36274818
,,,,,,  152.200000,    4.562841,          0.13268881,          0.09703564,          0.02652771,          0.09703564,          3.03789996,          2.76933021,          2.42960205,          2.76933022,          0.00208979,          0.00145915,          0.00037364,          0.00145915,          0.49795919,          0.36415874,          0.09955414,          0.36415874
,,,,,,  152.400000,    4.568837,          0.13320422,          0.09741287,          0.02662656,          0.09741287,          3.03806730,          2.76944705,          2.42963197,          2.76944705,          0.00209521,          0.00146293,          0.00037454,          0.00146293,          0.49989345,          0.36557442,          0.09992509,          0.36557442
,,,,,,  152.600000,    4.574833,          0.13372150,          0.09779146,          0.02672574,          0.09779146,          3.03823507,          2.76956419,          2.42966196,          2.76956419,          0.00210065,          0.00146672,          0.00037544,          0.00146672,          0.50183471,          0.36699523,          0.10029728,          0.36699523
,,,,,,  152.800000,    4.580829,          0.13424065,          0.09817143,          0.02682525,          0.09817143,          3.03840327,          2.76968164,          2.42969202,          2.76968164,          0.00210610,          0.00147052,          0.00037635,          0.00147052,          0.50378300,          0.36842119,          0.10067072,          0.36842119
,,,,,,  153.000000,    4.586825,          0.13476168,          0.09855278,          0.02692509,          0.09855278,          3.03857191,          2.76979938,          2.42972216,          2.76979939,          0.00211157,          0.00147434,          0.00037726,          0.00147434,          0.50573835,          0.36985233,          0.10104541,          0.36985233
,,,,,,  153.200000,    4.592820,          0.13528460,          0.09893552,          0.02702526,          0.09893552,          3.03874099,          2.76991744,          2.42975236,          2.76991744,          0.00211705,          0.00147816,          0.00037817,          0.00147816,          0.50770080,          0.37128867,          0.10142136,          0.37128867
,,,,,,  153.400000,    4.598816,          0.13580943,          0.09931964,          0.02712578,          0.09931964,          3.03891051,          2.77003580,          2.42978264,          2.77003580,          0.00212255,          0.00148200,          0.00037908,          0.00148200,          0.50967036,          0.37273023,          0.10179857,          0.37273024
,,,,,,  153.600000,    4.604812,          0.13633615,          0.09970517,          0.02722663,          0.09970517,          3.03908047,          2.77015447,          2.42981300,          2.77015447,          0.00212807,          0.00148585,          0.00038000,          0.00148585,          0.51164709,          0.37417704,          0.10217704,          0.37417704
,,,,,,  153.800000,    4.610808,          0.13686479,          0.10009209,          0.02732781,          0.10009209,          3.03925087,          2.77027344,          2.42984342,          2.77027344,          0.00213360,          0.00148970,          0.00038092,          0.00148970,          0.51363099,          0.37562911,          0.10255678,          0.37562911
,,,,,,  154.000000,    4.616804,          0.13739536,          0.10048043,          0.02742934,          0.10048043,          3.03942171,          2.77039272,          2.42987393,          2.77039273,          0.00213915,          0.00149357,          0.00038184,          0.00149357,          0.51562211,          0.37708647,          0.10293779,          0.37708648
,,,,,,  154.200000,    4.622800,          0.13792785,          0.10087018,          0.02753121,          0.10087018,          3.03959300,          2.77051232,          2.42990450,          2.77051232,          0.00214472,          0.00149745,          0.00038276,          0.00149746,          0.51762048,          0.37854915,          0.10332009,          0.37854915
,,,,,,  154.400000,    4.628796,          0.13846229,          0.10126135,          0.02763342,          0.10126136,          3.03976473,          2.77063222,          2.42993515,          2.77063222,          0.00215030,          0.00150135,          0.00038369,          0.00150135,          0.51962612,          0.38001716,          0.10370367,          0.38001716
,,,,,,  154.600000,    4.634791,          0.13899867,          0.10165396,          0.02773597,          0.10165396,          3.03993691,          2.77075244,          2.42996587,          2.77075244,          0.00215590,          0.00150525,          0.00038462,          0.00150525,          0.52163908,          0.38149052,          0.10408854,          0.38149052
,,,,,,  154.800000,    4.640787,          0.13953701,          0.10204799,          0.02783887,          0.10204799,          3.04010954,          2.77087297,          2.42999667,          2.77087297,          0.00216152,          0.00150917,          0.00038555,          0.00150917,          0.52365937,          0.38296927,          0.10447470,          0.38296927
,,,,,,  155.000000,    4.646783,          0.14007731,          0.10244347,          0.02794212,          0.10244347,          3.04028261,          2.77099381,          2.43002754,          2.77099381,          0.00216715,          0.00151309,          0.00038648,          0.00151309,          0.52568703,          0.38445342,          0.10486216,          0.38445342
,,,,,,  155.200000,    4.652779,          0.14061958,          0.10284039,          0.02804571,          0.10284039,          3.04045614,          2.77111497,          2.43005848,          2.77111497,          0.00217280,          0.00151703,          0.00038742,          0.00151703,          0.52772210,          0.38594300,          0.10525093,          0.38594300
,,,,,,  155.400000,    4.658775,          0.14116384,          0.10323876,          0.02814966,          0.10323876,          3.04063012,          2.77123644,          2.43008950,          2.77123644,          0.00217846,          0.00152098,          0.00038835,          0.00152098,          0.52976460,          0.38743803,          0.10564101,          0.38743803
,,,,,,  155.600000,    4.664771,          0.14171009,          0.10363859,          0.02825395,          0.10363859,          3.04080456,          2.77135823,          2.43012060,          2.77135823,          0.00218414,          0.00152494,          0.00038929,          0.00152494,          0.53181457,          0.38893854,          0.10603240,          0.38893854
,,,,,,  155.800000,    4.670766,          0.14225833,          0.10403989,          0.02835859,          0.10403989,          3.04097944,          2.77148033,          2.43015177,          2.77148033,          0.00218984,          0.00152892,          0.00039024,          0.00152892,          0.53387204,          0.39044454,          0.10642512,          0.39044454
