../../../pdielec -method ap -method maxwell -matrix ptfe -sigma 5 -plate 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -csv command.csv -program abinit AlAs.out
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  344.26,         5.179774,               21887.651109,  2786.8223,     5.0
   4,  344.26,         5.179774,               21887.651626,  2786.8224,     5.0
   5,  344.26,         5.179773,               21887.650695,  2786.8222,     5.0
,,,,,,cm-1,thz,ap_noshape(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape(0 0 1)_real_dielectric(vf=0.1),maxwell_plate(0 0 1)_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),ap_noshape(0 0 1)_imag_dielectric(vf=0.1),maxwell_plate(0 0 1)_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),ap_noshape(0 0 1)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(0 0 1)_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,   54.800000,    1.642863,          0.01181054,          0.00862993,          0.00246658,          0.00862993,          2.99220999,          2.73741321,          2.42122798,          2.73741321,          0.00051272,          0.00035834,          0.00009632,          0.00035834,          0.04432302,          0.03238670,          0.00925667,          0.03238670
,,,,,,   55.000000,    1.648859,          0.01190135,          0.00869629,          0.00248545,          0.00869629,          2.99225108,          2.73744193,          2.42123570,          2.73744193,          0.00051479,          0.00035978,          0.00009671,          0.00035978,          0.04466380,          0.03263574,          0.00932747,          0.03263574
,,,,,,   55.200000,    1.654854,          0.01199256,          0.00876294,          0.00250439,          0.00876294,          2.99229234,          2.73747076,          2.42124345,          2.73747077,          0.00051686,          0.00036123,          0.00009709,          0.00036123,          0.04500609,          0.03288587,          0.00939857,          0.03288587
,,,,,,   55.400000,    1.660850,          0.01208416,          0.00882988,          0.00252342,          0.00882988,          2.99233376,          2.73749971,          2.42125124,          2.73749972,          0.00051893,          0.00036267,          0.00009748,          0.00036267,          0.04534987,          0.03313709,          0.00946998,          0.03313709
,,,,,,   55.600000,    1.666846,          0.01217617,          0.00889712,          0.00254253,          0.00889712,          2.99237535,          2.73752878,          2.42125905,          2.73752878,          0.00052100,          0.00036412,          0.00009786,          0.00036412,          0.04569515,          0.03338941,          0.00954170,          0.03338941
,,,,,,   55.800000,    1.672842,          0.01226857,          0.00896464,          0.00256172,          0.00896464,          2.99241710,          2.73755796,          2.42126689,          2.73755796,          0.00052308,          0.00036557,          0.00009825,          0.00036557,          0.04604193,          0.03364283,          0.00961372,          0.03364283
,,,,,,   56.000000,    1.678838,          0.01236138,          0.00903246,          0.00258100,          0.00903246,          2.99245902,          2.73758726,          2.42127476,          2.73758726,          0.00052516,          0.00036703,          0.00009863,          0.00036703,          0.04639022,          0.03389735,          0.00968605,          0.03389735
,,,,,,   56.200000,    1.684834,          0.01245459,          0.00910058,          0.00260035,          0.00910058,          2.99250110,          2.73761667,          2.42128267,          2.73761667,          0.00052724,          0.00036848,          0.00009902,          0.00036848,          0.04674002,          0.03415297,          0.00975869,          0.03415297
,,,,,,   56.400000,    1.690829,          0.01254820,          0.00916899,          0.00261979,          0.00916899,          2.99254336,          2.73764620,          2.42129060,          2.73764620,          0.00052932,          0.00036994,          0.00009940,          0.00036994,          0.04709133,          0.03440970,          0.00983164,          0.03440970
,,,,,,   56.600000,    1.696825,          0.01264222,          0.00923769,          0.00263931,          0.00923769,          2.99258578,          2.73767585,          2.42129857,          2.73767585,          0.00053140,          0.00037139,          0.00009979,          0.00037139,          0.04744416,          0.03466754,          0.00990489,          0.03466754
,,,,,,   56.800000,    1.702821,          0.01273664,          0.00930669,          0.00265891,          0.00930669,          2.99262836,          2.73770561,          2.42130657,          2.73770561,          0.00053349,          0.00037285,          0.00010018,          0.00037285,          0.04779850,          0.03492648,          0.00997846,          0.03492648
,,,,,,   57.000000,    1.708817,          0.01283146,          0.00937599,          0.00267860,          0.00937599,          2.99267112,          2.73773549,          2.42131460,          2.73773549,          0.00053558,          0.00037431,          0.00010057,          0.00037431,          0.04815437,          0.03518654,          0.01005233,          0.03518654
,,,,,,   57.200000,    1.714813,          0.01292670,          0.00944558,          0.00269836,          0.00944558,          2.99271404,          2.73776549,          2.42132265,          2.73776549,          0.00053767,          0.00037577,          0.00010095,          0.00037577,          0.04851176,          0.03544772,          0.01012652,          0.03544772
,,,,,,   57.400000,    1.720809,          0.01302234,          0.00951547,          0.00271822,          0.00951547,          2.99275712,          2.73779560,          2.42133074,          2.73779560,          0.00053977,          0.00037724,          0.00010134,          0.00037724,          0.04887068,          0.03571001,          0.01020101,          0.03571001
,,,,,,   57.600000,    1.726805,          0.01311838,          0.00958566,          0.00273815,          0.00958566,          2.99280038,          2.73782583,          2.42133887,          2.73782583,          0.00054187,          0.00037870,          0.00010173,          0.00037870,          0.04923113,          0.03597342,          0.01027582,          0.03597342
,,,,,,   57.800000,    1.732800,          0.01321484,          0.00965615,          0.00275817,          0.00965615,          2.99284380,          2.73785618,          2.42134702,          2.73785618,          0.00054397,          0.00038017,          0.00010212,          0.00038017,          0.04959312,          0.03623795,          0.01035094,          0.03623795
,,,,,,   58.000000,    1.738796,          0.01331171,          0.00972694,          0.00277827,          0.00972694,          2.99288739,          2.73788664,          2.42135520,          2.73788665,          0.00054607,          0.00038164,          0.00010251,          0.00038164,          0.04995664,          0.03650360,          0.01042638,          0.03650360
,,,,,,   58.200000,    1.744792,          0.01340898,          0.00979803,          0.00279845,          0.00979803,          2.99293115,          2.73791723,          2.42136342,          2.73791723,          0.00054817,          0.00038311,          0.00010290,          0.00038311,          0.05032170,          0.03677038,          0.01050212,          0.03677038
,,,,,,   58.400000,    1.750788,          0.01350667,          0.00986942,          0.00281872,          0.00986942,          2.99297508,          2.73794793,          2.42137166,          2.73794793,          0.00055028,          0.00038458,          0.00010329,          0.00038458,          0.05068831,          0.03703829,          0.01057818,          0.03703829
,,,,,,   58.600000,    1.756784,          0.01360477,          0.00994111,          0.00283907,          0.00994111,          2.99301918,          2.73797875,          2.42137994,          2.73797875,          0.00055239,          0.00038605,          0.00010368,          0.00038605,          0.05105646,          0.03730733,          0.01065456,          0.03730734
,,,,,,   58.800000,    1.762780,          0.01370328,          0.01001310,          0.00285950,          0.01001310,          2.99306344,          2.73800968,          2.42138825,          2.73800968,          0.00055450,          0.00038753,          0.00010407,          0.00038753,          0.05142616,          0.03757751,          0.01073125,          0.03757751
,,,,,,   59.000000,    1.768776,          0.01380221,          0.01008539,          0.00288002,          0.01008539,          2.99310788,          2.73804074,          2.42139659,          2.73804074,          0.00055661,          0.00038901,          0.00010447,          0.00038901,          0.05179742,          0.03784882,          0.01080825,          0.03784882
,,,,,,   59.200000,    1.774771,          0.01390155,          0.01015799,          0.00290063,          0.01015799,          2.99315248,          2.73807191,          2.42140496,          2.73807191,          0.00055873,          0.00039048,          0.00010486,          0.00039048,          0.05217023,          0.03812127,          0.01088558,          0.03812127
,,,,,,   59.400000,    1.780767,          0.01400131,          0.01023089,          0.00292132,          0.01023089,          2.99319725,          2.73810320,          2.42141336,          2.73810320,          0.00056085,          0.00039197,          0.00010525,          0.00039197,          0.05254461,          0.03839485,          0.01096322,          0.03839485
,,,,,,   59.600000,    1.786763,          0.01410148,          0.01030410,          0.00294209,          0.01030410,          2.99324220,          2.73813461,          2.42142180,          2.73813461,          0.00056297,          0.00039345,          0.00010564,          0.00039345,          0.05292054,          0.03866959,          0.01104117,          0.03866959
,,,,,,   59.800000,    1.792759,          0.01420208,          0.01037761,          0.00296295,          0.01037761,          2.99328731,          2.73816614,          2.42143026,          2.73816614,          0.00056509,          0.00039493,          0.00010604,          0.00039493,          0.05329805,          0.03894546,          0.01111945,          0.03894546
,,,,,,   60.000000,    1.798755,          0.01430309,          0.01045143,          0.00298389,          0.01045143,          2.99333259,          2.73819778,          2.42143876,          2.73819778,          0.00056722,          0.00039642,          0.00010643,          0.00039642,          0.05367712,          0.03922249,          0.01119804,          0.03922249
,,,,,,   60.200000,    1.804751,          0.01440451,          0.01052555,          0.00300492,          0.01052555,          2.99337804,          2.73822955,          2.42144729,          2.73822955,          0.00056935,          0.00039790,          0.00010682,          0.00039790,          0.05405777,          0.03950066,          0.01127696,          0.03950066
,,,,,,   60.400000,    1.810746,          0.01450636,          0.01059998,          0.00302603,          0.01059998,          2.99342366,          2.73826143,          2.42145585,          2.73826143,          0.00057148,          0.00039939,          0.00010722,          0.00039939,          0.05443999,          0.03977999,          0.01135619,          0.03977999
,,,,,,   60.600000,    1.816742,          0.01460863,          0.01067472,          0.00304723,          0.01067472,          2.99346946,          2.73829344,          2.42146444,          2.73829344,          0.00057361,          0.00040088,          0.00010761,          0.00040088,          0.05482379,          0.04006047,          0.01143574,          0.04006047
,,,,,,   60.800000,    1.822738,          0.01471133,          0.01074977,          0.00306851,          0.01074977,          2.99351542,          2.73832556,          2.42147306,          2.73832556,          0.00057575,          0.00040238,          0.00010801,          0.00040238,          0.05520918,          0.04034211,          0.01151562,          0.04034211
,,,,,,   61.000000,    1.828734,          0.01481444,          0.01082512,          0.00308988,          0.01082512,          2.99356156,          2.73835780,          2.42148172,          2.73835780,          0.00057789,          0.00040387,          0.00010840,          0.00040387,          0.05559615,          0.04062491,          0.01159582,          0.04062491
,,,,,,   61.200000,    1.834730,          0.01491798,          0.01090079,          0.00311134,          0.01090079,          2.99360786,          2.73839016,          2.42149040,          2.73839017,          0.00058003,          0.00040537,          0.00010880,          0.00040537,          0.05598472,          0.04090887,          0.01167634,          0.04090887
,,,,,,   61.400000,    1.840726,          0.01502194,          0.01097677,          0.00313288,          0.01097677,          2.99365434,          2.73842265,          2.42149912,          2.73842265,          0.00058218,          0.00040687,          0.00010920,          0.00040687,          0.05637487,          0.04119399,          0.01175718,          0.04119399
,,,,,,   61.600000,    1.846722,          0.01512633,          0.01105305,          0.00315451,          0.01105305,          2.99370099,          2.73845525,          2.42150787,          2.73845525,          0.00058432,          0.00040837,          0.00010959,          0.00040837,          0.05676663,          0.04148029,          0.01183835,          0.04148029
,,,,,,   61.800000,    1.852717,          0.01523115,          0.01112965,          0.00317622,          0.01112965,          2.99374781,          2.73848797,          2.42151665,          2.73848797,          0.00058647,          0.00040987,          0.00010999,          0.00040987,          0.05715998,          0.04176775,          0.01191984,          0.04176775
,,,,,,   62.000000,    1.858713,          0.01533639,          0.01120657,          0.00319802,          0.01120657,          2.99379480,          2.73852081,          2.42152547,          2.73852081,          0.00058862,          0.00041137,          0.00011039,          0.00041137,          0.05755494,          0.04205639,          0.01200165,          0.04205639
,,,,,,   62.200000,    1.864709,          0.01544206,          0.01128379,          0.00321991,          0.01128379,          2.99384197,          2.73855377,          2.42153431,          2.73855378,          0.00059078,          0.00041288,          0.00011079,          0.00041288,          0.05795151,          0.04234620,          0.01208380,          0.04234620
,,,,,,   62.400000,    1.870705,          0.01554816,          0.01136133,          0.00324189,          0.01136133,          2.99388931,          2.73858686,          2.42154319,          2.73858686,          0.00059294,          0.00041438,          0.00011119,          0.00041438,          0.05834968,          0.04263719,          0.01216626,          0.04263719
,,,,,,   62.600000,    1.876701,          0.01565469,          0.01143918,          0.00326395,          0.01143918,          2.99393682,          2.73862006,          2.42155210,          2.73862006,          0.00059510,          0.00041589,          0.00011159,          0.00041589,          0.05874947,          0.04292936,          0.01224906,          0.04292936
,,,,,,   62.800000,    1.882697,          0.01576165,          0.01151735,          0.00328610,          0.01151735,          2.99398450,          2.73865338,          2.42156104,          2.73865339,          0.00059726,          0.00041740,          0.00011199,          0.00041740,          0.05915088,          0.04322272,          0.01233218,          0.04322272
,,,,,,   63.000000,    1.888692,          0.01586905,          0.01159584,          0.00330833,          0.01159584,          2.99403235,          2.73868683,          2.42157001,          2.73868683,          0.00059942,          0.00041892,          0.00011239,          0.00041892,          0.05955392,          0.04351726,          0.01241563,          0.04351726
,,,,,,   63.200000,    1.894688,          0.01597687,          0.01167464,          0.00333066,          0.01167464,          2.99408038,          2.73872040,          2.42157902,          2.73872040,          0.00060159,          0.00042043,          0.00011279,          0.00042043,          0.05995857,          0.04381299,          0.01249941,          0.04381299
,,,,,,   63.400000,    1.900684,          0.01608514,          0.01175376,          0.00335307,          0.01175376,          2.99412859,          2.73875408,          2.42158805,          2.73875408,          0.00060376,          0.00042195,          0.00011319,          0.00042195,          0.06036486,          0.04410991,          0.01258353,          0.04410991
,,,,,,   63.600000,    1.906680,          0.01619383,          0.01183319,          0.00337557,          0.01183319,          2.99417696,          2.73878789,          2.42159712,          2.73878789,          0.00060594,          0.00042347,          0.00011359,          0.00042347,          0.06077278,          0.04440802,          0.01266797,          0.04440802
,,,,,,   63.800000,    1.912676,          0.01630296,          0.01191295,          0.00339816,          0.01191295,          2.99422551,          2.73882182,          2.42160622,          2.73882182,          0.00060811,          0.00042499,          0.00011399,          0.00042499,          0.06118233,          0.04470733,          0.01275274,          0.04470733
,,,,,,   64.000000,    1.918672,          0.01641253,          0.01199302,          0.00342084,          0.01199302,          2.99427424,          2.73885587,          2.42161536,          2.73885587,          0.00061029,          0.00042651,          0.00011439,          0.00042651,          0.06159353,          0.04500784,          0.01283784,          0.04500784
,,,,,,   64.200000,    1.924668,          0.01652254,          0.01207342,          0.00344360,          0.01207342,          2.99432314,          2.73889005,          2.42162452,          2.73889005,          0.00061247,          0.00042803,          0.00011480,          0.00042803,          0.06200637,          0.04530954,          0.01292328,          0.04530954
,,,,,,   64.400000,    1.930663,          0.01663299,          0.01215413,          0.00346646,          0.01215413,          2.99437221,          2.73892434,          2.42163372,          2.73892434,          0.00061466,          0.00042956,          0.00011520,          0.00042956,          0.06242085,          0.04561246,          0.01300904,          0.04561246
,,,,,,   64.600000,    1.936659,          0.01674387,          0.01223517,          0.00348940,          0.01223517,          2.99442146,          2.73895876,          2.42164295,          2.73895876,          0.00061684,          0.00043109,          0.00011560,          0.00043109,          0.06283699,          0.04591658,          0.01309515,          0.04591658
,,,,,,   64.800000,    1.942655,          0.01685520,          0.01231653,          0.00351243,          0.01231653,          2.99447088,          2.73899330,          2.42165221,          2.73899330,          0.00061903,          0.00043262,          0.00011601,          0.00043262,          0.06325478,          0.04622191,          0.01318158,          0.04622191
,,,,,,   65.000000,    1.948651,          0.01696697,          0.01239821,          0.00353556,          0.01239821,          2.99452048,          2.73902796,          2.42166151,          2.73902796,          0.00062123,          0.00043415,          0.00011641,          0.00043415,          0.06367423,          0.04652845,          0.01326836,          0.04652845
,,,,,,   65.200000,    1.954647,          0.01707918,          0.01248022,          0.00355877,          0.01248022,          2.99457026,          2.73906275,          2.42167084,          2.73906275,          0.00062342,          0.00043568,          0.00011682,          0.00043568,          0.06409534,          0.04683621,          0.01335546,          0.04683621
,,,,,,   65.400000,    1.960643,          0.01719184,          0.01256255,          0.00358207,          0.01256255,          2.99462021,          2.73909766,          2.42168020,          2.73909766,          0.00062562,          0.00043722,          0.00011722,          0.00043722,          0.06451812,          0.04714519,          0.01344291,          0.04714519
,,,,,,   65.600000,    1.966639,          0.01730494,          0.01264521,          0.00360546,          0.01264521,          2.99467033,          2.73913269,          2.42168959,          2.73913269,          0.00062782,          0.00043876,          0.00011763,          0.00043876,          0.06494257,          0.04745539,          0.01353069,          0.04745539
,,,,,,   65.800000,    1.972634,          0.01741848,          0.01272819,          0.00362894,          0.01272819,          2.99472063,          2.73916784,          2.42169901,          2.73916784,          0.00063003,          0.00044030,          0.00011803,          0.00044030,          0.06536869,          0.04776681,          0.01361881,          0.04776681
,,,,,,   66.000000,    1.978630,          0.01753248,          0.01281150,          0.00365251,          0.01281150,          2.99477111,          2.73920312,          2.42170847,          2.73920312,          0.00063223,          0.00044184,          0.00011844,          0.00044184,          0.06579649,          0.04807946,          0.01370726,          0.04807946
,,,,,,   66.200000,    1.984626,          0.01764692,          0.01289514,          0.00367617,          0.01289514,          2.99482177,          2.73923852,          2.42171796,          2.73923852,          0.00063444,          0.00044338,          0.00011885,          0.00044338,          0.06622597,          0.04839333,          0.01379606,          0.04839333
,,,,,,   66.400000,    1.990622,          0.01776181,          0.01297911,          0.00369992,          0.01297911,          2.99487260,          2.73927404,          2.42172748,          2.73927404,          0.00063665,          0.00044493,          0.00011926,          0.00044493,          0.06665714,          0.04870844,          0.01388520,          0.04870844
,,,,,,   66.600000,    1.996618,          0.01787715,          0.01306340,          0.00372376,          0.01306340,          2.99492361,          2.73930969,          2.42173704,          2.73930969,          0.00063887,          0.00044648,          0.00011966,          0.00044648,          0.06708999,          0.04902479,          0.01397467,          0.04902479
,,,,,,   66.800000,    2.002614,          0.01799294,          0.01314803,          0.00374770,          0.01314803,          2.99497479,          2.73934546,          2.42174662,          2.73934546,          0.00064109,          0.00044803,          0.00012007,          0.00044803,          0.06752454,          0.04934237,          0.01406449,          0.04934237
,,,,,,   67.000000,    2.008609,          0.01810919,          0.01323298,          0.00377172,          0.01323298,          2.99502616,          2.73938136,          2.42175624,          2.73938136,          0.00064331,          0.00044958,          0.00012048,          0.00044958,          0.06796079,          0.04966119,          0.01415465,          0.04966119
,,,,,,   67.200000,    2.014605,          0.01822588,          0.01331827,          0.00379584,          0.01331827,          2.99507770,          2.73941738,          2.42176590,          2.73941738,          0.00064553,          0.00045113,          0.00012089,          0.00045113,          0.06839873,          0.04998126,          0.01424516,          0.04998126
,,,,,,   67.400000,    2.020601,          0.01834304,          0.01340389,          0.00382005,          0.01340389,          2.99512942,          2.73945352,          2.42177558,          2.73945352,          0.00064776,          0.00045269,          0.00012130,          0.00045269,          0.06883839,          0.05030257,          0.01433600,          0.05030257
,,,,,,   67.600000,    2.026597,          0.01846064,          0.01348984,          0.00384435,          0.01348984,          2.99518132,          2.73948979,          2.42178530,          2.73948979,          0.00064999,          0.00045425,          0.00012171,          0.00045425,          0.06927974,          0.05062514,          0.01442720,          0.05062514
,,,,,,   67.800000,    2.032593,          0.01857871,          0.01357612,          0.00386874,          0.01357612,          2.99523339,          2.73952618,          2.42179505,          2.73952618,          0.00065222,          0.00045581,          0.00012212,          0.00045581,          0.06972282,          0.05094895,          0.01451873,          0.05094895
,,,,,,   68.000000,    2.038589,          0.01869723,          0.01366274,          0.00389322,          0.01366274,          2.99528565,          2.73956270,          2.42180484,          2.73956270,          0.00065446,          0.00045737,          0.00012254,          0.00045737,          0.07016761,          0.05127402,          0.01461061,          0.05127402
,,,,,,   68.200000,    2.044585,          0.01881621,          0.01374970,          0.00391780,          0.01374970,          2.99533808,          2.73959935,          2.42181466,          2.73959935,          0.00065670,          0.00045893,          0.00012295,          0.00045893,          0.07061412,          0.05160035,          0.01470284,          0.05160035
,,,,,,   68.400000,    2.050580,          0.01893565,          0.01383699,          0.00394246,          0.01383699,          2.99539069,          2.73963611,          2.42182451,          2.73963611,          0.00065894,          0.00046050,          0.00012336,          0.00046050,          0.07106235,          0.05192794,          0.01479542,          0.05192794
,,,,,,   68.600000,    2.056576,          0.01905555,          0.01392462,          0.00396723,          0.01392462,          2.99544349,          2.73967301,          2.42183439,          2.73967301,          0.00066119,          0.00046207,          0.00012377,          0.00046207,          0.07151232,          0.05225679,          0.01488834,          0.05225679
,,,,,,   68.800000,    2.062572,          0.01917591,          0.01401258,          0.00399208,          0.01401258,          2.99549646,          2.73971003,          2.42184431,          2.73971003,          0.00066343,          0.00046364,          0.00012419,          0.00046364,          0.07196401,          0.05258692,          0.01498162,          0.05258692
,,,,,,   69.000000,    2.068568,          0.01929673,          0.01410089,          0.00401703,          0.01410089,          2.99554961,          2.73974717,          2.42185426,          2.73974717,          0.00066568,          0.00046521,          0.00012460,          0.00046521,          0.07241745,          0.05291831,          0.01507524,          0.05291831
,,,,,,   69.200000,    2.074564,          0.01941802,          0.01418953,          0.00404207,          0.01418953,          2.99560294,          2.73978444,          2.42186424,          2.73978444,          0.00066794,          0.00046678,          0.00012502,          0.00046678,          0.07287263,          0.05325097,          0.01516921,          0.05325097
,,,,,,   69.400000,    2.080560,          0.01953977,          0.01427852,          0.00406720,          0.01427852,          2.99565646,          2.73982184,          2.42187425,          2.73982184,          0.00067020,          0.00046836,          0.00012543,          0.00046836,          0.07332955,          0.05358491,          0.01526353,          0.05358491
,,,,,,   69.600000,    2.086556,          0.01966199,          0.01436784,          0.00409243,          0.01436784,          2.99571015,          2.73985936,          2.42188430,          2.73985936,          0.00067246,          0.00046994,          0.00012585,          0.00046994,          0.07378822,          0.05392014,          0.01535821,          0.05392014
,,,,,,   69.800000,    2.092551,          0.01978468,          0.01445751,          0.00411775,          0.01445751,          2.99576402,          2.73989701,          2.42189439,          2.73989701,          0.00067472,          0.00047152,          0.00012626,          0.00047152,          0.07424864,          0.05425664,          0.01545323,          0.05425664
,,,,,,   70.000000,    2.098547,          0.01990784,          0.01454752,          0.00414317,          0.01454752,          2.99581808,          2.73993479,          2.42190450,          2.73993479,          0.00067699,          0.00047310,          0.00012668,          0.00047310,          0.07471083,          0.05459443,          0.01554862,          0.05459443
,,,,,,   70.200000,    2.104543,          0.02003146,          0.01463787,          0.00416868,          0.01463787,          2.99587231,          2.73997269,          2.42191465,          2.73997269,          0.00067925,          0.00047469,          0.00012710,          0.00047469,          0.07517477,          0.05493350,          0.01564435,          0.05493351
,,,,,,   70.400000,    2.110539,          0.02015556,          0.01472856,          0.00419428,          0.01472857,          2.99592673,          2.74001072,          2.42192483,          2.74001072,          0.00068153,          0.00047628,          0.00012751,          0.00047628,          0.07564049,          0.05527387,          0.01574044,          0.05527387
,,,,,,   70.600000,    2.116535,          0.02028013,          0.01481961,          0.00421998,          0.01481961,          2.99598133,          2.74004888,          2.42193505,          2.74004888,          0.00068380,          0.00047787,          0.00012793,          0.00047787,          0.07610797,          0.05561554,          0.01583688,          0.05561554
,,,,,,   70.800000,    2.122531,          0.02040517,          0.01491099,          0.00424577,          0.01491099,          2.99603612,          2.74008716,          2.42194530,          2.74008716,          0.00068608,          0.00047946,          0.00012835,          0.00047946,          0.07657723,          0.05595850,          0.01593369,          0.05595850
,,,,,,   71.000000,    2.128526,          0.02053068,          0.01500273,          0.00427166,          0.01500273,          2.99609108,          2.74012557,          2.42195558,          2.74012557,          0.00068836,          0.00048105,          0.00012877,          0.00048105,          0.07704827,          0.05630276,          0.01603084,          0.05630276
,,,,,,   71.200000,    2.134522,          0.02065667,          0.01509481,          0.00429765,          0.01509481,          2.99614623,          2.74016411,          2.42196590,          2.74016411,          0.00069065,          0.00048265,          0.00012919,          0.00048265,          0.07752109,          0.05664833,          0.01612836,          0.05664833
,,,,,,   71.400000,    2.140518,          0.02078314,          0.01518724,          0.00432373,          0.01518724,          2.99620156,          2.74020278,          2.42197625,          2.74020278,          0.00069294,          0.00048425,          0.00012961,          0.00048425,          0.07799570,          0.05699521,          0.01622624,          0.05699521
,,,,,,   71.600000,    2.146514,          0.02091009,          0.01528002,          0.00434990,          0.01528002,          2.99625707,          2.74024157,          2.42198663,          2.74024157,          0.00069523,          0.00048585,          0.00013003,          0.00048585,          0.07847210,          0.05734339,          0.01632447,          0.05734339
,,,,,,   71.800000,    2.152510,          0.02103751,          0.01537315,          0.00437618,          0.01537315,          2.99631277,          2.74028049,          2.42199705,          2.74028050,          0.00069752,          0.00048745,          0.00013045,          0.00048745,          0.07895030,          0.05769289,          0.01642307,          0.05769289
,,,,,,   72.000000,    2.158506,          0.02116541,          0.01546663,          0.00440254,          0.01546663,          2.99636865,          2.74031955,          2.42200750,          2.74031955,          0.00069982,          0.00048906,          0.00013087,          0.00048906,          0.07943030,          0.05804371,          0.01652202,          0.05804371
,,,,,,   72.200000,    2.164502,          0.02129380,          0.01556046,          0.00442901,          0.01556046,          2.99642471,          2.74035872,          2.42201798,          2.74035873,          0.00070212,          0.00049066,          0.00013130,          0.00049066,          0.07991211,          0.05839585,          0.01662134,          0.05839585
,,,,,,   72.400000,    2.170497,          0.02142266,          0.01565465,          0.00445557,          0.01565465,          2.99648096,          2.74039803,          2.42202850,          2.74039803,          0.00070443,          0.00049227,          0.00013172,          0.00049227,          0.08039573,          0.05874931,          0.01672102,          0.05874931
,,,,,,   72.600000,    2.176493,          0.02155202,          0.01574919,          0.00448223,          0.01574919,          2.99653739,          2.74043747,          2.42203905,          2.74043747,          0.00070673,          0.00049389,          0.00013214,          0.00049389,          0.08088116,          0.05910410,          0.01682106,          0.05910410
,,,,,,   72.800000,    2.182489,          0.02168185,          0.01584408,          0.00450898,          0.01584408,          2.99659401,          2.74047704,          2.42204964,          2.74047704,          0.00070905,          0.00049550,          0.00013257,          0.00049550,          0.08136841,          0.05946022,          0.01692147,          0.05946022
,,,,,,   73.000000,    2.188485,          0.02181217,          0.01593933,          0.00453584,          0.01593933,          2.99665081,          2.74051673,          2.42206026,          2.74051673,          0.00071136,          0.00049712,          0.00013299,          0.00049712,          0.08185748,          0.05981767,          0.01702225,          0.05981767
,,,,,,   73.200000,    2.194481,          0.02194298,          0.01603493,          0.00456279,          0.01603493,          2.99670780,          2.74055656,          2.42207091,          2.74055656,          0.00071368,          0.00049874,          0.00013342,          0.00049874,          0.08234839,          0.06017646,          0.01712339,          0.06017646
,,,,,,   73.400000,    2.200477,          0.02207428,          0.01613090,          0.00458984,          0.01613090,          2.99676497,          2.74059651,          2.42208160,          2.74059651,          0.00071600,          0.00050036,          0.00013384,          0.00050036,          0.08284112,          0.06053659,          0.01722489,          0.06053659
,,,,,,   73.600000,    2.206472,          0.02220606,          0.01622722,          0.00461698,          0.01622722,          2.99682233,          2.74063659,          2.42209232,          2.74063659,          0.00071832,          0.00050198,          0.00013427,          0.00050198,          0.08333569,          0.06089806,          0.01732677,          0.06089806
,,,,,,   73.800000,    2.212468,          0.02233834,          0.01632389,          0.00464423,          0.01632389,          2.99687988,          2.74067681,          2.42210308,          2.74067681,          0.00072065,          0.00050361,          0.00013469,          0.00050361,          0.08383211,          0.06126088,          0.01742901,          0.06126088
,,,,,,   74.000000,    2.218464,          0.02247111,          0.01642093,          0.00467157,          0.01642093,          2.99693761,          2.74071715,          2.42211387,          2.74071715,          0.00072298,          0.00050524,          0.00013512,          0.00050524,          0.08433037,          0.06162505,          0.01753162,          0.06162505
,,,,,,   74.200000,    2.224460,          0.02260437,          0.01651833,          0.00469901,          0.01651833,          2.99699553,          2.74075762,          2.42212469,          2.74075763,          0.00072532,          0.00050687,          0.00013555,          0.00050687,          0.08483048,          0.06199058,          0.01763461,          0.06199058
,,,,,,   74.400000,    2.230456,          0.02273813,          0.01661609,          0.00472655,          0.01661609,          2.99705363,          2.74079823,          2.42213555,          2.74079823,          0.00072765,          0.00050850,          0.00013598,          0.00050850,          0.08533245,          0.06235746,          0.01773796,          0.06235746
,,,,,,   74.600000,    2.236452,          0.02287238,          0.01671422,          0.00475419,          0.01671422,          2.99711192,          2.74083896,          2.42214645,          2.74083897,          0.00072999,          0.00051013,          0.00013641,          0.00051013,          0.08583628,          0.06272570,          0.01784169,          0.06272570
