,,,,,, 1081.000000,   32.407565,         20.53556882,         39.31693581,        842.54713403,        842.57117846,         52.82250235,         43.75252729,          1.82172948,          1.75610870,          1.30622578,          1.30621796,          1.72902881,          1.74699947,          0.00291509,          0.00547972,          0.10135190,          0.10135449,          0.00730506,          0.00608209,          6.37087500,         12.19753325,        261.38854604,        261.39600549,         16.38744769,         13.57361391
,,,,,, 1081.200000,   32.413561,         20.43273102,         39.01668555,        785.13926521,        785.16090708,         52.28876615,         43.37765026,          1.82231081,          1.75719968,          1.32481370,          1.32480632,          1.73048062,          1.74820957,          0.00290041,          0.00543856,          0.09508792,          0.09509028,          0.00723294,          0.00603095,          6.33897101,         12.10438478,        243.57855209,        243.58526618,         16.22186345,         13.45731351
,,,,,, 1081.400000,   32.419556,         20.33081822,         38.72022050,        733.47764730,        733.49719823,         51.76391310,         43.00812680,          1.82288922,          1.75828248,          1.34233261,          1.34232564,          1.73191818,          1.74940953,          0.00288587,          0.00539790,          0.08939209,          0.08939425,          0.00716199,          0.00598052,          6.30735397,         12.01241062,        227.55125267,        227.55731808,         16.05903508,         13.34267399
,,,,,, 1081.600000,   32.425552,         20.22981751,         38.42747274,        686.82155366,        686.83927635,         51.24773833,         42.64384883,          1.82346474,          1.75935721,          1.35887108,          1.35886449,          1.73334170,          1.75059950,          0.00287146,          0.00535773,          0.08419817,          0.08420014,          0.00709217,          0.00593078,          6.27601991,         11.92158969,        213.07684764,        213.08234585,         15.89889903,         13.22966181
,,,,,, 1081.800000,   32.431548,         20.12971625,         38.13837595,        644.54547887,        644.56159599,         50.74004295,         42.28471114,          1.82403739,          1.76042398,          1.37450847,          1.37450222,          1.73475141,          1.75177961,          0.00285717,          0.00531805,          0.07944922,          0.07945102,          0.00702347,          0.00588173,          6.24496488,         11.83190143,        199.96128261,        199.96628272,         15.74139359,         13.11824433
,,,,,, 1082.000000,   32.437544,         20.03050204,         37.85286535,        606.11837192,        606.13307322,         50.24063390,         41.93061121,          1.82460720,          1.76148287,          1.38931603,          1.38931010,          1.73614753,          1.75295000,          0.00284300,          0.00527885,          0.07509609,          0.07509775,          0.00695585,          0.00583334,          6.21418505,         11.74332573,        188.03980640,        188.04436727,         15.58645887,         13.00838975
,,,,,, 1082.200000,   32.443540,         19.93216273,         37.57087767,        571.08708607,        571.10053401,         49.74932367,         41.58144918,          1.82517419,          1.76253398,          1.40335791,          1.40335227,          1.73753027,          1.75411081,          0.00282896,          0.00524012,          0.07109620,          0.07109773,          0.00688930,          0.00578561,          6.18367665,         11.65584297,        177.17183652,        177.17600856,         15.43403669,         12.90006707
,,,,,, 1082.400000,   32.449536,         19.83468639,         37.29235110,        539.06310050,        539.07543486,         49.26593017,         41.23712772,          1.82573839,          1.76357741,          1.41669197,          1.41668660,          1.73889985,          1.75526215,          0.00281504,          0.00520185,          0.06741251,          0.06741393,          0.00682378,          0.00573853,          6.15343596,         11.56943397,        167.23683978,        167.24066635,         15.28407057,         12.79324613
,,,,,, 1082.600000,   32.455532,         19.73806132,         37.01722524,        509.71179908,        509.72314064,         48.79027649,         40.89755202,          1.82629982,          1.76461324,          1.42937050,          1.42936539,          1.74025646,          1.75640415,          0.00280124,          0.00516404,          0.06401268,          0.06401399,          0.00675929,          0.00569207,          6.12345938,         11.48407999,        158.13100618,        158.13452475,         15.13650562,         12.68789748
,,,,,, 1082.800000,   32.461527,         19.64227604,         36.74544108,        482.74376115,        482.75421470,         48.32219075,         40.56262962,          1.82685850,          1.76564157,          1.44144088,          1.44143601,          1.74160031,          1.75753695,          0.00278756,          0.00512667,          0.06086838,          0.06086960,          0.00669579,          0.00564623,          6.09374333,         11.39976273,        149.76454698,        149.76779005,         14.99128853,         12.58399246
,,,,,, 1083.000000,   32.467523,         19.54731931,         36.47694096,        457.90764585,        457.91730267,         47.86150594,         40.23227043,          1.82741446,          1.76666247,          1.45294612,          1.45294147,          1.74293159,          1.75866066,          0.00277399,          0.00508974,          0.05795470,          0.05795583,          0.00663326,          0.00560100,          6.06428432,         11.31646430,        142.05948716,        142.06248306,         14.84836746,         12.48150311
,,,,,, 1083.200000,   32.473519,         19.45318006,         36.21166850,        434.98434648,        434.99328637,         47.40805972,         39.90638659,          1.82796772,          1.76767605,          1.46392534,          1.46392089,          1.74425049,          1.75977541,          0.00276054,          0.00505324,          0.05524970,          0.05525075,          0.00657169,          0.00555637,          6.03507893,         11.23416720,        134.94785192,        134.95062539,         14.70769207,         12.38040217
,,,,,, 1083.400000,   32.479515,         19.35984747,         35.94956861,        413.78216305,        413.79045604,         46.96169428,         39.58489243,          1.82851831,          1.76868238,          1.47441417,          1.47440992,          1.74555721,          1.76088130,          0.00274720,          0.00501716,          0.05273394,          0.05273493,          0.00651105,          0.00551232,          6.00612378,         11.15285435,        128.37016899,        128.37274178,         14.56921339,         12.28066307
,,,,,, 1083.600000,   32.485511,         19.26731089,         35.69058740,        394.13279602,        394.14050375,         46.52225620,         39.26770440,          1.82906624,          1.76968155,          1.48444517,          1.48444109,          1.74685192,          1.76197846,          0.00273398,          0.00498151,          0.05039023,          0.05039115,          0.00645132,          0.00546884,          5.97741560,         11.07250903,        122.27422578,        122.27661700,         14.43288383,         12.18225989
,,,,,, 1083.800000,   32.491507,         19.17555987,         35.43467221,        375.88800551,        375.89518242,         46.08959626,         38.95474100,          1.82961154,          1.77067364,          1.49404808,          1.49404417,          1.74813481,          1.76306700,          0.00272086,          0.00494626,          0.04820324,          0.04820410,          0.00639249,          0.00542593,          5.94895112,         10.99311490,        116.61403293,        116.61625947,         14.29865709,         12.08516735
,,,,,, 1084.000000,   32.497502,         19.08458418,         35.18177153,        358.91681310,        358.92350743,         45.66356936,         38.64592275,          1.83015423,          1.77165874,          1.50325019,          1.50324644,          1.74940606,          1.76414702,          0.00270786,          0.00491142,          0.04615933,          0.04616013,          0.00633454,          0.00538357,          5.92072717,         10.91465597,        111.34895620,        111.35103303,         14.16648816,         11.98936077
,,,,,, 1084.200000,   32.503498,         18.99437374,         34.93183497,        343.10314794,        343.10940253,         45.24403433,         38.34117207,          1.83069433,          1.77263691,          1.51207653,          1.51207292,          1.75066582,          1.76521865,          0.00269496,          0.00487697,          0.04424629,          0.04424704,          0.00627744,          0.00534175,          5.89274064,         10.83711663,        106.44298623,        106.44492663,         14.03633325,         11.89481611
,,,,,, 1084.400000,   32.509494,         18.90491868,         34.68481327,        328.34385835,        328.34971139,         44.83085384,         38.04041327,          1.83123186,          1.77360825,          1.52055010,          1.52054663,          1.75191428,          1.76628198,          0.00268216,          0.00484292,          0.04245318,          0.04245389,          0.00622118,          0.00530047,          5.86498845,         10.76048157,        101.86412163,        101.86593745,         13.90814974,         11.80150987
,,,,,, 1084.600000,   32.515490,         18.81620929,         34.44065820,        314.54702582,        314.55251140,         44.42389425,         37.74357248,          1.83176685,          1.77457282,          1.52869209,          1.52868876,          1.75315160,          1.76733713,          0.00266948,          0.00480925,          0.04077019,          0.04077086,          0.00616575,          0.00525971,          5.83746759,         10.68473586,         97.58384596,         97.58554778,         13.78189618,         11.70941913
,,,,,, 1084.800000,   32.521486,         18.72823605,         34.19932262,        301.63052980,        301.63567845,         44.02302549,         37.45057760,          1.83229931,          1.77553071,          1.53652205,          1.53651884,          1.75437795,          1.76838419,          0.00265689,          0.00477596,          0.03918849,          0.03918911,          0.00611112,          0.00521946,          5.81017511,         10.60986484,         93.57668247,         93.57827977,         13.65753221,         11.61852154
,,,,,, 1085.000000,   32.527482,         18.64098959,         33.96076038,        289.52082178,        289.52566093,         43.62812096,         37.16135825,          1.83282927,          1.77648199,          1.54405801,          1.54405492,          1.75559347,          1.76942326,          0.00264441,          0.00474304,          0.03770009,          0.03770068,          0.00605728,          0.00517972,          5.78310811,         10.53585422,         89.81981375,         89.82131503,         13.53501857,         11.52879526
,,,,,, 1085.200000,   32.533478,         18.55446073,         33.72492631,        278.15187444,        278.15642874,         43.23905741,         36.87584570,          1.83335675,          1.77742673,          1.55131667,          1.55131369,          1.75679833,          1.77045445,          0.00263203,          0.00471049,          0.03629780,          0.03629836,          0.00600421,          0.00514047,          5.75626374,         10.46268998,         86.29275574,         86.29416865,         13.41431701,         11.44021895
,,,,,, 1085.400000,   32.539473,         18.46864045,         33.49177621,        267.46427794,        267.46856963,         42.85571483,         36.59397286,          1.83388176,          1.77836501,          1.55831350,          1.55831062,          1.75799267,          1.77147786,          0.00261975,          0.00467829,          0.03497509,          0.03497562,          0.00595191,          0.00510172,          5.72963918,         10.39035840,         82.97707737,         82.97840881,         13.29539030,         11.35277182
,,,,,, 1085.600000,   32.545469,         18.38351986,         33.26126684,        257.40446025,        257.40850944,         42.47797636,         36.31567419,          1.83440432,          1.77929689,          1.56506282,          1.56506004,          1.75917666,          1.77249357,          0.00260756,          0.00464645,          0.03372605,          0.03372655,          0.00590035,          0.00506343,          5.70323170,         10.31884606,         79.85615866,         79.85741486,         13.17820218,         11.26643352
,,,,,, 1085.800000,   32.551465,         18.29909026,         33.03335582,        247.92401258,        247.92783746,         42.10572817,         36.04088569,          1.83492447,          1.78022245,          1.57157795,          1.57157527,          1.76035043,          1.77350170,          0.00259548,          0.00461497,          0.03254529,          0.03254577,          0.00584951,          0.00502562,          5.67703859,         10.24813984,         76.91498144,         76.91616806,         13.06271735,         11.18118421
,,,,,, 1086.000000,   32.557461,         18.21534308,         32.80800172,        238.97910384,        238.98272093,         41.73885938,         35.76954484,          1.83544220,          1.78114175,          1.57787128,          1.57786868,          1.76151413,          1.77450231,          0.00258349,          0.00458382,          0.03142792,          0.03142837,          0.00579939,          0.00498828,          5.65105720,         10.17822686,         74.13994774,         74.14106989,         12.94890140,         11.09700448
,,,,,, 1086.200000,   32.563457,         18.13226992,         32.58516391,        230.52997116,        230.53339548,         41.37726196,         35.50159055,          1.83595755,          1.78205487,          1.58395433,          1.58395182,          1.76266790,          1.77549552,          0.00257159,          0.00455302,          0.03036946,          0.03036989,          0.00574997,          0.00495138,          5.62528490,         10.10909452,         71.51872168,         71.51978403,         12.83672083,         11.01387538
,,,,,, 1086.400000,   32.569453,         18.04986249,         32.36480266,        222.54047528,        222.54372050,         41.02083063,         35.23696315,          1.83647053,          1.78296187,          1.58983784,          1.58983542,          1.76381187,          1.77648141,          0.00255979,          0.00452254,          0.02936584,          0.02936624,          0.00570124,          0.00491493,          5.59971914,         10.04073051,         69.04009155,         69.04109833,         12.72614296,         10.93177840
,,,,,, 1086.600000,   32.575448,         17.96811268,         32.14687903,        214.97771158,        214.98079016,         40.66946283,         34.97560431,          1.83698116,          1.78386281,          1.59553186,          1.59552951,          1.76494619,          1.77746006,          0.00254808,          0.00449240,          0.02841331,          0.02841370,          0.00565318,          0.00487892,          5.57435740,          9.97312273,         66.69384915,         66.69480424,         12.61713598,         10.85069545
,,,,,, 1086.800000,   32.581444,         17.88701250,         31.93135489,        207.81166890,        207.81459225,         40.32305855,         34.71745703,          1.83748946,          1.78475777,          1.60104573,          1.60104346,          1.76607099,          1.77843157,          0.00253647,          0.00446258,          0.02750847,          0.02750883,          0.00560579,          0.00484335,          5.54919719,          9.90625935,         64.47068394,         64.47159087,         12.50966886,         10.77060885
,,,,,, 1087.000000,   32.587440,         17.80655408,         31.71819287,        201.01492965,        201.01770820,         39.98152033,         34.46246561,          1.83799545,          1.78564680,          1.60638824,          1.60638603,          1.76718639,          1.77939601,          0.00252494,          0.00443308,          0.02664815,          0.02664850,          0.00555904,          0.00480819,          5.52423609,          9.84012880,         62.36208999,         62.36295200,         12.40371137,         10.69150130
,,,,,, 1087.200000,   32.593436,         17.72672972,         31.50735639,        194.56240554,        194.56504885,         39.64475312,         34.21057559,          1.83849915,          1.78652998,          1.61156757,          1.61156543,          1.76829252,          1.78035348,          0.00251350,          0.00440389,          0.02582949,          0.02582983,          0.00551292,          0.00477345,          5.49947169,          9.77471971,         60.36028401,         60.36110406,         12.29923402,         10.61335592
,,,,,, 1087.400000,   32.599432,         17.64753182,         31.29880960,        188.43110411,        188.43362097,         39.31266427,         33.96173371,          1.83900057,          1.78740735,          1.61659141,          1.61658934,          1.76938952,          1.78130406,          0.00250215,          0.00437501,          0.02504982,          0.02505014,          0.00546743,          0.00473912,          5.47490164,          9.71002096,         58.45813290,         58.45891372,         12.19620807,         10.53615618
,,,,,, 1087.600000,   32.605428,         17.56895292,         31.09251735,        182.59992219,        182.60232067,         38.98516339,         33.71588792,          1.83949972,          1.78827898,          1.62146699,          1.62146498,          1.77047750,          1.78224782,          0.00249089,          0.00434643,          0.02430669,          0.02430699,          0.00542256,          0.00470520,          5.45052362,          9.64602166,         56.64908970,         56.64983379,         12.09460547,         10.45988594
,,,,,, 1087.800000,   32.611424,         17.49098567,         30.88844524,        177.04946267,        177.05175020,         38.66216235,         33.47298731,          1.83999664,          1.78914494,          1.62620107,          1.62619912,          1.77155658,          1.78318484,          0.00247972,          0.00431816,          0.02359784,          0.02359813,          0.00537828,          0.00467167,          5.42633537,          9.58271112,         54.92713672,         54.92784640,         11.99439888,         10.38452940
,,,,,, 1088.000000,   32.617419,         17.41362286,         30.68655950,        171.76187165,        171.76405509,         38.34357515,         33.23298209,          1.84049133,          1.79000528,          1.63080003,          1.63079812,          1.77262688,          1.78411521,          0.00246863,          0.00429017,          0.02292119,          0.02292147,          0.00533459,          0.00463853,          5.40233463,          9.52007888,         53.28673505,         53.28741243,         11.89556163,         10.31007111
,,,,,, 1088.200000,   32.623415,         17.33685739,         30.48682709,        166.72069346,        166.72277915,         38.02931790,         32.99582355,          1.84098381,          1.79086006,          1.63526984,          1.63526799,          1.77368852,          1.78503900,          0.00245762,          0.00426248,          0.02227480,          0.02227506,          0.00529148,          0.00460577,          5.37851921,          9.45811467,         51.72277953,         51.72342659,         11.79806768,         10.23649597
,,,,,, 1088.400000,   32.629411,         17.26068227,         30.28921556,        161.91074131,        161.91273510,         37.71930875,         32.76146405,          1.84147411,          1.79170934,          1.63961615,          1.63961436,          1.77474162,          1.78595629,          0.00244670,          0.00423508,          0.02165688,          0.02165713,          0.00524894,          0.00457339,          5.35488694,          9.39680844,         50.23055868,         50.23117723,         11.70189165,         10.16378919
,,,,,, 1088.600000,   32.635407,         17.18509064,         30.09369316,        157.31798168,        157.31988898,         37.41346781,         32.52985699,          1.84196223,          1.79255317,          1.64384429,          1.64384254,          1.77578628,          1.78686715,          0.00243586,          0.00420796,          0.02106578,          0.02106602,          0.00520695,          0.00454139,          5.33143568,          9.33615033,         48.80571880,         48.80631051,         11.60700874,         10.09193632
,,,,,, 1088.800000,   32.641403,         17.11007573,         29.90022871,        152.92943081,        152.93125665,         37.11171711,         32.30095676,          1.84244818,          1.79339161,          1.64795925,          1.64795755,          1.77682261,          1.78777165,          0.00242510,          0.00418112,          0.02049995,          0.02050018,          0.00516551,          0.00450974,          5.30816335,          9.27613067,         47.44423184,         47.44479828,         11.51339478,         10.02092320
,,,,,, 1089.000000,   32.647399,         17.03563090,         29.70879167,        148.73306186,        148.73481089,         36.81398054,         32.07471874,          1.84293200,          1.79422472,          1.65196578,          1.65196412,          1.77785073,          1.78866987,          0.00241442,          0.00415455,          0.01995796,          0.01995819,          0.00512461,          0.00447846,          5.28506788,          9.21673999,         46.14236666,         46.14290927,         11.42102615,          9.95073600
,,,,,, 1089.200000,   32.653395,         16.96174961,         29.51935208,        144.71772153,        144.71939808,         36.52018382,         31.85109925,          1.84341369,          1.79505255,          1.65586835,          1.65586673,          1.77887073,          1.78956188,          0.00240382,          0.00412825,          0.01943849,          0.01943871,          0.00508424,          0.00444753,          5.26214723,          9.15796898,         44.89666309,         44.89718322,         11.32987979,          9.88136116
,,,,,, 1089.400000,   32.659390,         16.88842541,         29.33188055,        140.87305501,        140.87466310,         36.23025438,         31.63005554,          1.84389327,          1.79587515,          1.65967118,          1.65966961,          1.77988273,          1.79044774,          0.00239330,          0.00410222,          0.01894030,          0.01894051,          0.00504439,          0.00441694,          5.23939942,          9.09980854,         43.70390871,         43.70440759,         11.23993321,          9.81278542
,,,,,, 1089.600000,   32.665386,         16.81565197,         29.14634827,        137.18943834,        137.19098172,         35.94412140,         31.41154578,          1.84437076,          1.79669258,          1.66337829,          1.66337675,          1.78088682,          1.79132754,          0.00238286,          0.00407645,          0.01846222,          0.01846242,          0.00500504,          0.00438670,          5.21682247,          9.04224973,         42.56111780,         42.56159661,         11.15116443,          9.74499580
,,,,,, 1089.800000,   32.671382,         16.74342306,         28.96272696,        133.65791738,        133.65939955,         35.66171569,         31.19552900,          1.84484617,          1.79750488,          1.66699345,          1.66699195,          1.78188311,          1.79220132,          0.00237250,          0.00405094,          0.01800318,          0.01800338,          0.00496619,          0.00435680,          5.19441445,          8.98528377,         41.46551247,         41.46597229,         11.06355198,          9.67797959
,,,,,, 1090.000000,   32.677378,         16.67173253,         28.78098891,        130.27015266,        130.27157686,         35.38296966,         30.98196510,          1.84531951,          1.79831212,          1.67052026,          1.67051880,          1.78287169,          1.79306917,          0.00236221,          0.00402569,          0.01756218,          0.01756237,          0.00492784,          0.00432722,          5.17217346,          8.92890207,         40.41450552,         40.41494736,         10.97707490,          9.61172436
,,,,,, 1090.200000,   32.683374,         16.60057436,         28.60110690,        127.01836935,        127.01973864,         35.10781732,         30.77081481,          1.84579081,          1.79911434,          1.67396212,          1.67396070,          1.78385267,          1.79393115,          0.00235200,          0.00400069,          0.01713827,          0.01713845,          0.00488996,          0.00429798,          5.15009763,          8.87309617,         39.40568491,         39.40610971,         10.89171271,          9.54621791
,,,,,, 1090.400000,   32.689370,         16.52994258,         28.42305425,        123.89531210,        123.89662930,         34.83619418,         30.56203966,          1.84626007,          1.79991158,          1.67732227,          1.67732089,          1.78482613,          1.79478731,          0.00234186,          0.00397593,          0.01673057,          0.01673075,          0.00485257,          0.00426905,          5.12818510,          8.81785781,         38.43679977,         38.43720842,         10.80744540,          9.48144832
,,,,,, 1090.600000,   32.695365,         16.45983135,         28.24680476,        120.89420383,        120.89547162,         34.56803721,         30.35560201,          1.84672731,          1.80070391,          1.68060378,          1.68060242,          1.78579217,          1.79563774,          0.00233179,          0.00395142,          0.01633827,          0.01633843,          0.00481563,          0.00424044,          5.10643406,          8.76317885,         37.50574762,         37.50614093,         10.72425342,          9.41740391
,,,,,, 1090.800000,   32.701361,         16.39023489,         28.07233273,        118.00870847,        118.00992933,         34.30328485,         30.15146496,          1.84719254,          1.80149136,          1.68380955,          1.68380823,          1.78675089,          1.79648247,          0.00232180,          0.00392715,          0.01596057,          0.01596073,          0.00477916,          0.00421214,          5.08484273,          8.70905133,         36.61056276,         36.61094151,         10.64211768,          9.35407323
,,,,,, 1091.000000,   32.707357,         16.32114755,         27.89961293,        115.23289689,        115.23407315,         34.04187691,         29.94959238,          1.84765579,          1.80227399,          1.68694237,          1.68694108,          1.78770237,          1.79732159,          0.00231188,          0.00390312,          0.01559677,          0.01559692,          0.00474313,          0.00418415,          5.06340934,          8.65546741,         35.74940577,         35.74977069,         10.56101950,          9.29144506
,,,,,, 1091.200000,   32.713353,         16.25256372,         27.72862062,        112.56121596,        112.56234982,         33.78375457,         29.74994886,          1.84811706,          1.80305185,          1.69000486,          1.69000360,          1.78864669,          1.79815515,          0.00230203,          0.00387933,          0.01524618,          0.01524633,          0.00470754,          0.00415646,          5.04213216,          8.60241942,         34.92055387,         34.92090563,         10.48094063,          9.22950843
,,,,,, 1091.400000,   32.719349,         16.18447791,         27.55933148,        109.98846031,        109.98955381,         33.52886034,         29.55249973,          1.84857637,          1.80382497,          1.69299955,          1.69299831,          1.78958396,          1.79898320,          0.00229225,          0.00385576,          0.01490816,          0.01490830,          0.00467239,          0.00412907,          5.02100948,          8.54989981,         34.12239216,         34.12273141,         10.40186323,          9.16825258
,,,,,, 1091.600000,   32.725345,         16.11688469,         27.39172165,        107.50974647,        107.51080154,         33.27713800,         29.35721100,          1.84903373,          1.80459341,          1.69592881,          1.69592760,          1.79051426,          1.79980582,          0.00228254,          0.00383243,          0.01458211,          0.01458225,          0.00463767,          0.00410197,          5.00003962,          8.49790119,         33.35340562,         33.35373294,         10.32376987,          9.10766696
,,,,,, 1091.800000,   32.731341,         16.04977873,         27.22576773,        105.12048928,        105.12150775,         33.02853259,         29.16404936,          1.84948916,          1.80535720,          1.69879494,          1.69879376,          1.79143766,          1.80062305,          0.00227290,          0.00380932,          0.01426746,          0.01426760,          0.00460337,          0.00407516,          4.97922093,          8.44641630,         32.61217176,         32.61248773,         10.24664350,          9.04774125
,,,,,, 1092.000000,   32.737336,         15.98315476,         27.06144672,        102.81638030,        102.81736387,         32.78299036,         28.97298218,          1.84994267,          1.80611641,          1.70160010,          1.70159894,          1.79235425,          1.80143495,          0.00226333,          0.00378643,          0.01396369,          0.01396382,          0.00456948,          0.00404863,          4.95855177,          8.39543798,         31.89735395,         31.89765909,         10.17046743,          8.98846531
,,,,,, 1092.200000,   32.743332,         15.91700762,         26.89873603,        100.59336798,        100.59431826,         32.54045874,         28.78397748,          1.85039427,          1.80687106,          1.70434636,          1.70434523,          1.79326412,          1.80224159,          0.00225382,          0.00376376,          0.01367029,          0.01367042,          0.00453599,          0.00402238,          4.93803054,          8.34495925,         31.20769526,         31.20799007,         10.09522536,          8.92982923
,,,,,, 1092.400000,   32.749328,         15.85133219,         26.73761349,         98.44763950,         98.44855801,         32.30088634,         28.59700388,          1.85084398,          1.80762120,          1.70703572,          1.70703462,          1.79416735,          1.80304301,          0.00224438,          0.00374130,          0.01338679,          0.01338691,          0.00450290,          0.00399641,          4.91765565,          8.29497322,         30.54201280,         30.54229775,         10.02090135,          8.87182327
,,,,,, 1092.600000,   32.755324,         15.78612345,         26.57805733,         96.37560408,         96.37649224,         32.06422286,         28.41203066,          1.85129181,          1.80836688,          1.70967005,          1.70966897,          1.79506400,          1.80383927,          0.00223501,          0.00371906,          0.01311274,          0.01311286,          0.00447021,          0.00397071,          4.89742554,          8.24547314,         29.89919259,         29.89946813,          9.94747980,          8.81443789
,,,,,, 1092.800000,   32.761320,         15.72137645,         26.42004617,         94.37387763,         94.37473680,         31.83041910,         28.22902768,          1.85173777,          1.80910814,          1.71225118,          1.71225012,          1.79595417,          1.80463042,          0.00222571,          0.00369703,          0.01284772,          0.01284783,          0.00443790,          0.00394528,          4.87733869,          8.19645237,         29.27818476,         29.27845130,          9.87494543,          8.75766376
,,,,,, 1093.000000,   32.767316,         15.65708631,         26.26355900,         92.43926863,         92.44010007,         31.59942693,         28.04796539,          1.85218188,          1.80984502,          1.71478081,          1.71477978,          1.79683792,          1.80541652,          0.00221646,          0.00367521,          0.01259133,          0.01259144,          0.00440597,          0.00392011,          4.85739356,          8.14790440,         28.67799919,         28.67825713,          9.80328332,          8.70149170
,,,,,, 1093.200000,   32.773312,         15.59324822,         26.10857518,         90.56876512,         90.56957004,         31.37119926,         27.86881481,          1.85262415,          1.81057756,          1.71726062,          1.71725961,          1.79771534,          1.80619761,          0.00220729,          0.00365360,          0.01234320,          0.01234331,          0.00437442,          0.00389520,          4.83758868,          8.09982282,         28.09770145,         28.09795117,          9.73247885,          8.64591272
,,,,,, 1093.400000,   32.779307,         15.52985744,         25.95507445,         88.75952271,         88.76030226,         31.14569000,         27.69154753,          1.85306459,          1.81130580,          1.71969218,          1.71969118,          1.79858649,          1.80697376,          0.00219817,          0.00363218,          0.01210297,          0.01210308,          0.00434323,          0.00387055,          4.81792257,          8.05220135,         27.53640912,         27.53665097,          9.66251774,          8.59091801
,,,,,, 1093.600000,   32.785303,         15.46690931,         25.80303690,         87.00885351,         87.00960876,         30.92285404,         27.51613569,          1.85350321,          1.81202978,          1.72207700,          1.72207602,          1.79945145,          1.80774501,          0.00218912,          0.00361097,          0.01187031,          0.01187041,          0.00431241,          0.00384615,          4.79839379,          8.00503381,         26.99328832,         26.99352263,          9.59338597,          8.53649892
,,,,,, 1093.800000,   32.791299,         15.40439921,         25.65244295,         85.31421591,         85.31494788,         30.70264723,         27.34255194,          1.85394004,          1.81274954,          1.72441654,          1.72441558,          1.80031029,          1.80851141,          0.00218013,          0.00358995,          0.01164489,          0.01164498,          0.00428193,          0.00382200,          4.77900090,          7.95831413,         26.46755054,         26.46777763,          9.52506987,          8.48264697
,,,,,, 1094.000000,   32.797295,         15.34232262,         25.50327338,         83.67320511,         83.67391476,         30.48502636,         27.17076948,          1.85437507,          1.81346512,          1.72671218,          1.72671125,          1.80116308,          1.80927300,          0.00217120,          0.00356912,          0.01142640,          0.01142650,          0.00425181,          0.00379809,          4.75974250,          7.91203635,         25.95844973,         25.95866989,          9.45755601,          8.42935385
,,,,,, 1094.200000,   32.803291,         15.28067507,         25.35550931,         82.08354436,         82.08423262,         30.26994911,         27.00076201,          1.85480832,          1.81417656,          1.72896527,          1.72896435,          1.80200989,          1.81002985,          0.00216234,          0.00354849,          0.01121458,          0.01121467,          0.00422204,          0.00377442,          4.74061720,          7.86619459,         25.46527956,         25.46549309,          9.39083129,          8.37661139
,,,,,, 1094.400000,   32.809287,         15.21945214,         25.20913216,         80.54307691,         80.54374464,         30.05737406,         26.83250371,          1.85523980,          1.81488390,          1.73117708,          1.73117618,          1.80285079,          1.81078200,          0.00215353,          0.00352805,          0.01100914,          0.01100922,          0.00419260,          0.00375100,          4.72162364,          7.82078312,         24.98737093,         24.98757809,          9.32488283,          8.32441159
,,,,,, 1094.600000,   32.815282,         15.15864949,         25.06412368,         79.04975843,         79.05040646,         29.84726065,         26.66596928,          1.85566954,          1.81558717,          1.73334884,          1.73334796,          1.80368584,          1.81152948,          0.00214478,          0.00350779,          0.01080982,          0.01080990,          0.00416349,          0.00372780,          4.70276046,          7.77579625,         24.52408962,         24.52429066,          9.25969806,          8.27274660
,,,,,, 1094.800000,   32.821278,         15.09826284,         24.92046595,         77.60165010,         77.60227921,         29.63956917,         26.50113386,          1.85609753,          1.81628641,          1.73548173,          1.73548087,          1.80451511,          1.81227236,          0.00213610,          0.00348772,          0.01061638,          0.01061646,          0.00413472,          0.00370484,          4.68402634,          7.73122844,         24.07483412,         24.07502929,          9.19526466,          8.22160870
,,,,,, 1095.000000,   32.827274,         15.03828796,         24.77814134,         76.19691209,         76.19752303,         29.43426070,         26.33797308,          1.85652378,          1.81698166,          1.73757688,          1.73757603,          1.80533867,          1.81301067,          0.00212747,          0.00346783,          0.01042859,          0.01042867,          0.00410626,          0.00368211,          4.66541997,          7.68707420,         23.63903366,         23.63922320,          9.13157057,          8.17099033
,,,,,, 1095.200000,   32.833270,         14.97872070,         24.63713251,         74.83379758,         74.83439106,         29.23129716,         26.17646300,          1.85694832,          1.81767296,          1.73963538,          1.73963455,          1.80615658,          1.81374447,          0.00211889,          0.00344812,          0.01024622,          0.01024630,          0.00407813,          0.00365960,          4.64694005,          7.64332817,         23.21614632,         23.21633044,          9.06860394,          8.12088408
,,,,,, 1095.400000,   32.839266,         14.91955694,         24.49742244,         73.51064719,         73.51122387,         29.03064121,         26.01658015,          1.85737115,          1.81836033,          1.74165828,          1.74165746,          1.80696890,          1.81447379,          0.00211038,          0.00342859,          0.01006906,          0.01006914,          0.00405030,          0.00363732,          4.62858532,          7.59998506,         22.80565729,         22.80583620,          9.00635322,          8.07128264
,,,,,, 1095.600000,   32.845262,         14.86079263,         24.35899436,         72.22588370,         72.22644424,         28.83225630,         25.85830146,          1.85779229,          1.81904382,          1.74364658,          1.74364577,          1.80777569,          1.81519868,          0.00210192,          0.00340924,          0.00989692,          0.00989699,          0.00402279,          0.00361525,          4.61035451,          7.55703967,         22.40707726,         22.40725116,          8.94480706,          8.02217888
