../../../pdielec -method ap -method bruggeman -matrix ptfe -sigma 5 -plate 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -LO 1 0 0 -LO 0 1 0 -LO 0 0 1 -csv command1.csv -masses program -program abinit BaTiO3.out
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935107,                8176.986979,  1041.1263,     5.0
   1,   65.74,         1.935136,                8177.109917,  1041.1420,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112257,              156821.552337, 19967.1402,     5.0
   4,  198.01,        37.112515,              156822.644626, 19967.2793,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000129,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000000,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063740,              139714.140406, 17788.9569,     5.0
  11,  279.35,        33.063415,              139712.768017, 17788.7821,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_plate(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape(0 0 1)_real_dielectric(vf=0.1),bruggeman_plate(0 0 1)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_plate(1 0 0)_real_dielectric(vf=0.1),ap_noshape(0 0 1)_imag_dielectric(vf=0.1),bruggeman_plate(0 0 1)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_plate(1 0 0)_imag_dielectric(vf=0.1),ap_noshape(0 0 1)_absorption_coefficent_cm-1(vf=0.1),bruggeman_plate(0 0 1)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  223.600000,    6.703359,       1051.19589614,          8.47085112,          8.50160609,          8.53603274,         -3.74122060,          3.05831158,          3.05936460,          3.06054133,          1.17092720,          0.05516593,          0.05537577,          0.05561072,       2388.38881881,         19.24635186,         19.31622927,         19.39444896
,,,,,,  223.800000,    6.709355,       1039.47937443,          8.72776646,          8.75987423,          8.79581693,         -3.64972320,          3.06244145,          3.06350935,          3.06470274,          1.15611872,          0.05682675,          0.05704576,          0.05729100,       2361.76808184,         19.83008106,         19.90303210,         19.98469637
,,,,,,  224.000000,    6.715351,       1027.74991258,          8.99712544,          9.03066153,          9.06820506,         -3.55934978,          3.06668346,          3.06776680,          3.06897749,          1.14167984,          0.05856892,          0.05879763,          0.05905375,       2335.11794400,         20.44208304,         20.51827933,         20.60358078
,,,,,,  224.200000,    6.721347,       1016.00411444,          9.27974655,          9.31479239,          9.35402813,         -3.47007295,          3.07104220,          3.07214159,          3.07337023,          1.12759996,          0.06039786,          0.06063683,          0.06090445,       2308.43068900,         21.08421750,         21.16384404,         21.25299032
,,,,,,  224.400000,    6.727343,       1004.23853139,          9.57651635,          9.61315981,          9.65418641,         -3.38186608,          3.07552253,          3.07663858,          3.07788586,          1.11386890,          0.06231945,          0.06256928,          0.06284908,       2281.69848132,         21.75849874,         21.84175517,         21.93497040
,,,,,,  224.600000,    6.733339,        992.44965724,          9.88839625,          9.92673226,          9.96965630,         -3.29470326,          3.08012952,          3.08126287,          3.08252953,          1.10047685,          0.06434006,          0.06460141,          0.06489411,       2254.91335468,         22.46711115,         22.55421318,         22.65173952
,,,,,,  224.800000,    6.739334,        980.63392307,         10.21643014,         10.25656140,         10.30149818,         -3.20855928,          3.08486849,          3.08601982,          3.08730660,          1.08741437,          0.06646662,          0.06674019,          0.06704660,       2228.06720023,         23.21242654,         23.30360750,         23.40570693
,,,,,,  225.000000,    6.745330,        968.78769182,         10.56175292,         10.60379065,         10.65086506,         -3.12340960,          3.08974502,          3.09091502,          3.09222270,          1.07467239,          0.06870666,          0.06899322,          0.06931420,       2201.15175434,         23.99702346,         24.09253605,         24.19949232
,,,,,,  225.200000,    6.751326,        956.90725286,         10.92560097,         10.96966580,         11.01901330,         -3.03923035,          3.09476492,          3.09595433,          3.09728373,          1.06224214,          0.07106841,          0.07136879,          0.07170527,       2174.15858620,         24.82371107,         24.92382936,         25.03595024
,,,,,,  225.400000,    6.757322,        944.98881637,         11.30931907,         11.35554193,         11.40730959,         -2.95599827,          3.09993429,          3.10114387,          3.10249585,          1.05011521,          0.07356082,          0.07387592,          0.07422893,       2147.07908508,         25.69554476,         25.80056627,         25.91818592
,,,,,,  225.600000,    6.763318,        933.02850763,         11.71437797,         11.76290038,         11.81724902,         -2.87369071,          3.10525950,          3.10649003,          3.10786547,          1.03828346,          0.07619368,          0.07652449,          0.07689513,       2119.90444734,         26.61586624,         26.72611246,         26.84959629
,,,,,,  225.800000,    6.769314,        921.02236122,         12.14238380,         12.19336256,         12.25046456,         -2.79228561,          3.11074716,          3.11199948,          3.11339930,          1.02673909,          0.07897771,          0.07932531,          0.07971477,       2092.62566329,         27.58832471,         27.70415193,         27.83389156
,,,,,,  226.000000,    6.775310,        908.96631520,         12.59509511,         12.64869834,         12.70874447,         -2.71176146,          3.11640418,          3.11767914,          3.11910429,          1.01547453,          0.08192465,          0.08229020,          0.08269981,       2065.23350393,         28.61691568,         28.73870589,         28.87513480
,,,,,,  226.200000,    6.781305,        896.85620529,         13.07443882,         13.13085107,         13.19404868,         -2.63209730,          3.12223771,          3.12353619,          3.12498767,          1.00448254,          0.08504737,          0.08543215,          0.08586334,       2037.71850770,         29.70601730,         29.83418979,         29.97777907
,,,,,,  226.400000,    6.787301,        884.68775906,         13.58253002,         13.64195305,         13.70852888,         -2.55327270,          3.12825515,          3.12957806,          3.13105691,          0.99375610,          0.08836002,          0.08876543,          0.08921978,       2010.07096739,         30.86043519,         30.99544838,         31.14671320
,,,,,,  226.600000,    6.793297,        872.45659038,         14.12169348,         14.18434823,         14.25455057,         -2.47526773,          3.13446412,          3.13581241,          3.13731967,          0.98328845,          0.09187817,          0.09230575,          0.09278498,       1982.28091739,         32.08545137,         32.22780724,         32.38731175
,,,,,,  226.800000,    6.799293,        860.15819402,         14.69448810,         14.76061783,         14.83471901,         -2.39806296,          3.14087243,          3.14224708,          3.14378384,          0.97307308,          0.09561897,          0.09607039,          0.09657640,       1954.33812150,         33.38687984,         33.53713111,         33.70549404
,,,,,,  227.000000,    6.805289,        847.78794074,         15.30373558,         15.37360436,         15.45190343,         -2.32163942,          3.14748805,          3.14889005,          3.15045742,          0.96310370,          0.09960134,          0.10007846,          0.10061332,       1926.23206181,         34.77113169,         34.92987833,         35.10777916
,,,,,,  227.200000,    6.811285,        835.34107297,         15.95254723,         16.02644863,         16.10927453,         -2.24597860,          3.15431902,          3.15574938,          3.15734850,          0.95337425,          0.10384618,          0.10435103,          0.10491704,       1897.95192875,         36.24527604,         36.41318507,         36.60137117
,,,,,,  227.400000,    6.817280,        822.81270128,         16.64436531,         16.72262156,         16.81033660,         -2.17106243,          3.16137338,          3.16283314,          3.16446514,          0.94387888,          0.10837663,          0.10891146,          0.10951114,       1869.48661324,         37.81713394,         37.99493748,         38.19423203
,,,,,,  227.600000,    6.823276,        810.19780209,         17.38299853,         17.46596498,         17.55896875,         -2.09687326,          3.16865908,          3.17014924,          3.17181528,          0.93461195,          0.11321831,          0.11378559,          0.11442173,       1840.82470132,         39.49535902,         39.68386447,         39.89517537
,,,,,,  227.800000,    6.829272,        797.49121683,         18.17266743,         18.26073649,         18.35947028,         -2.02339387,          3.17618377,          3.17770537,          3.17940658,          0.92556800,          0.11839963,          0.11900211,          0.11967778,       1811.95447241,         41.28954067,         41.48963958,         41.71396948
,,,,,,  228.000000,    6.835268,        784.68765326,         19.01805432,         19.11165980,         19.21661152,         -1.95060741,          3.18395469,          3.18550871,          3.18724618,          0.91674178,          0.12395216,          0.12459286,          0.12531147,       1782.86390215,         43.21031738,         43.42299541,         43.66145288
,,,,,,  228.200000,    6.841264,        771.78168940,         19.92435972,         20.02398176,         20.13569145,         -1.87849744,          3.19197835,          3.19356573,          3.19534052,          0.90812822,          0.12991095,          0.13059322,          0.13135855,       1753.54067143,         45.26950510,         45.49585316,         45.74966522
,,,,,,  228.400000,    6.847260,        758.76778102,         20.89736123,         21.00353164,         21.12259753,         -1.80704787,          3.20026029,          3.20188189,          3.20369494,          0.89972240,          0.13631499,          0.13704256,          0.13785879,       1723.97218341,         47.48023093,         47.72145735,         47.99198318
,,,,,,  228.600000,    6.853256,        745.64027369,         21.94348642,         22.05679470,         22.18387989,         -1.73624297,          3.20880457,          3.21046115,          3.21231330,          0.89151962,          0.14320767,          0.14398465,          0.14485641,       1694.14559082,         49.85709877,         50.11454291,         50.40328913
,,,,,,  228.800000,    6.859251,        732.39342066,         23.06988449,         23.19098423,         23.32682395,         -1.66606737,          3.21761336,          3.21930550,          3.22119739,          0.88351529,          0.15063726,          0.15146822,          0.15240067,       1664.04783667,         52.41635204,         52.69149892,         53.00013604
,,,,,,  229.000000,    6.865247,        719.02140830,         24.28450723,         24.41412306,         24.55953257,         -1.59650603,          3.22668618,          3.22841427,          3.23034630,          0.87570501,          0.15865746,          0.15954747,          0.16054630,       1633.66571196,         55.17605781,         55.47055383,         55.80093415
,,,,,,  229.200000,    6.871243,        705.51839112,         25.59619376,         25.73512855,         25.89101057,         -1.52754422,          3.23601913,          3.23778326,          3.23975550,          0.86808452,          0.16732796,          0.16828264,          0.16935417,       1602.98593535,         58.15629913,         58.47196845,         58.82614305
,,,,,,  229.400000,    6.877239,        691.87853909,         27.01475665,         27.16389881,         27.33125264,         -1.45916753,          3.24560384,          3.24740372,          3.24941581,          0.86064970,          0.17671497,          0.17774053,          0.17889175,       1571.99526064,         61.37937083,         61.71823200,         62.09847133
,,,,,,  229.600000,    6.883235,        678.09610055,         28.55106688,         28.71139736,         28.89132594,         -1.39136187,          3.25542612,          3.25726096,          3.25931197,          0.85339660,          0.18689181,          0.18799510,          0.18923371,       1540.68061965,         64.86997254,         65.23425432,         65.64306433
,,,,,,  229.800000,    6.889231,        664.16548486,         30.21712883,         30.38972644,         30.58344312,         -1.32411340,          3.26546437,          3.26733273,          3.26942100,          0.84632137,          0.19793930,          0.19912785,          0.20046233,       1509.02931004,         68.65537899,         69.04753254,         69.48767005
,,,,,,  230.000000,    6.895227,        650.08136994,         32.02613645,         32.21218488,         32.42101801,         -1.25740861,          3.27568754,          3.27758719,          3.27971013,          0.83942031,          0.20994609,          0.21122815,          0.21266775,       1477.02923973,         72.76556777,         73.18828250,         73.66276562
,,,,,,  230.200000,    6.901222,        635.83884127,         33.99250152,         34.19328636,         34.41868011,         -1.19123422,          3.28605276,          3.28798043,          3.29013430,          0.83268984,          0.22300873,          0.22439322,          0.22594799,       1444.66924256,         77.23328340,         77.68948025,         78.20159025
,,,,,,  230.400000,    6.907218,        621.43356998,         36.13182084,         36.34872849,         36.59223815,         -1.12557724,          3.29650240,          3.29845354,          3.30063314,          0.82612652,          0.23723123,          0.23872777,          0.24040846,       1411.93948305,         82.09396290,         82.58679189,         83.14006245
,,,,,,  230.600000,    6.913214,        606.86203971,         38.46077062,         38.69527657,         38.95855536,         -1.06042493,          3.30696071,          3.30892921,          3.31112756,          0.81972700,          0.25272415,          0.25434290,          0.25616092,       1378.83197178,         87.38549574,         87.91830927,         88.51649666
,,,,,,  230.800000,    6.919210,        592.12183341,         40.99689043,         41.25053810,         41.53531256,         -0.99576479,          3.31732998,          3.31930785,          3.32151585,          0.81348807,          0.26960275,          0.27135428,          0.27332144,       1345.34121707,         93.14773304,         93.72403787,         94.37106487
,,,,,,  231.000000,    6.925206,        577.21199319,         43.75819791,         44.03256258,         44.34059189,         -0.93158456,          3.32748642,          3.32946343,          3.33166945,          0.80740661,          0.28798395,          0.28987893,          0.29200714,       1311.46504250,         99.42161209,        100.04498735,        100.74485097
,,,,,,  231.200000,    6.931202,        562.13346747,         46.76261137,         47.05925125,         47.39226696,         -0.86787221,          3.33727596,          3.33923932,          3.34142885,          0.80147964,          0.30798180,          0.31003063,          0.31233145,       1277.20560299,        106.24784451,        106.92183057,        107.67846499
,,,,,,  231.400000,    6.937197,        546.88966056,         50.02711972,         50.34749717,         50.70711929,         -0.80461593,          3.34651050,          3.34844459,          3.35059993,          0.79570424,          0.32970114,          0.33191336,          0.33439731,       1242.57063332,        113.66503029,        114.39294973,        115.21003573
,,,,,,  231.600000,    6.943193,        531.48709819,         53.56666067,         53.91204993,         54.29967807,         -0.74180413,          3.35496525,          3.35685145,          3.35895154,          0.79007762,          0.35322913,          0.35561267,          0.35828845,       1207.57496040,        121.70710890,        122.49185687,        123.37257446
,,,,,,  231.800000,    6.949189,        515.93621848,         57.39271718,         57.76408647,         58.18076766,         -0.67942541,          3.36237812,          3.36419481,          3.36621530,          0.78459708,          0.37862470,          0.38118505,          0.38405850,       1172.24230038,        130.40017041,        131.24394678,        132.19067489
,,,,,,  232.000000,    6.955185,        500.25228844,         61.51167926,         61.90955985,         62.35584175,         -0.61746860,          3.36845225,          3.37017521,          3.37208882,          0.77926002,          0.40590651,          0.40864571,          0.41171875,       1136.60734093,        139.75873337,        140.66274522,        141.67672817
,,,,,,  232.200000,    6.961181,        484.45642899,         65.92308907,         66.34744292,         66.82322699,         -0.55592269,          3.37286283,          3.37446580,          3.37624314,          0.77406393,          0.43504024,          0.43795590,          0.44122544,       1100.71807021,        149.78175753,        150.74591845,        151.82693232
,,,,,,  232.400000,    6.967177,        468.57670492,         70.61800906,         71.06811542,         71.57253304,         -0.49477688,          3.37526866,          3.37672452,          3.37833526,          0.76900637,          0.46592698,          0.46901149,          0.47246855,       1064.63825335,        160.44893618,        161.47160854,        162.61767980
,,,,,,  232.600000,    6.973173,        452.64919653,         75.57777189,         76.05215536,         76.58349269,         -0.43402054,          3.37532874,          3.37661081,          3.37802534,          0.76408502,          0.49839498,          0.50163503,          0.50526424,       1028.44986724,        171.71785581,        172.79568743,        174.00292212
,,,,,,  232.800000,    6.979168,        436.71891848,         80.77343442,         81.26985655,         81.82555122,         -0.37364320,          3.37272232,          3.37380603,          3.37499716,          0.75929761,          0.53219685,          0.53557344,          0.53935311,        992.25518830,        183.52275569,        184.65066064,        185.91323686
,,,,,,  233.000000,    6.985164,        420.84039363,         86.16614866,         86.68167384,         87.25839541,         -0.31363459,          3.36717019,          3.36803463,          3.36897944,          0.75464197,          0.56701399,          0.57050301,          0.57440584,        956.17809614,        195.77537048,        196.94667889,        198.25702966
,,,,,,  233.200000,    6.991160,        405.07763898,         91.70852748,         92.23966079,         92.83347008,         -0.25398458,          3.35845404,          3.35908330,          3.35976452,          0.75011602,          0.60246847,          0.60604187,          0.61003626,        920.36404179,        208.36803343,        209.57480456,        210.92397978
,,,,,,  233.400000,    6.997156,        389.50330241,         97.34683362,         97.88971065,         98.49627485,         -0.19468318,          3.34643075,          3.34681474,          3.34722165,          0.74571773,          0.63814120,          0.64176846,          0.64582025,        884.97808618,        221.17864977,        222.41210345,        223.79025870
,,,,,,  233.600000,    7.003152,        374.19673312,        103.02368590,        103.57428488,        104.18911453,         -0.13572059,          3.33103944,          3.33117417,          3.33130284,          0.74144516,          0.67359356,          0.67724342,          0.68131771,        850.20051609,        234.07684560,        235.32784407,        236.72477898
,,,,,,  233.800000,    7.009148,        359.24090329,        108.68083815,        109.23518191,        109.85385433,         -0.07708711,          3.31230078,          3.31218804,          3.31204094,          0.73729645,          0.70838935,          0.71203133,          0.71609425,        816.21985001,        246.93028161,        248.18978845,        249.59545442
,,,,,,  234.000000,    7.015144,        344.71832364,        114.26164571,        114.81596806,        115.43430727,         -0.01877322,          3.29030955,          3.28995617,          3.28954134,          0.73326979,          0.74211388,          0.74571957,          0.74973966,        783.22355790,        259.61025726,        260.86971548,        262.27462436
,,,,,,  234.200000,    7.021139,        330.70636706,        119.71295497,        120.26381825,        120.87802399,          0.03923050,          3.26522261,          3.26463947,          3.26396935,          0.72936347,          0.77438834,          0.77793228,          0.78188143,        751.38743625,        271.99600395,        273.24760293,        274.64312028
,,,,,,  234.400000,    7.027135,        317.27264139,        124.98630598,        125.53066640,        126.13738095,          0.09693332,          3.23724459,          3.23644552,          3.23553575,          0.72557581,          0.80487866,          0.80833883,          0.81219278,        720.86509469,        283.97741735,        285.21424138,        286.59273823
,,,,,,  234.600000,    7.033131,        304.47113191,        130.03847298,        130.57370165,        131.17003024,          0.15434440,          3.20661367,          3.20561446,          3.20448277,          0.72190523,          0.83329917,          0.83665710,          0.84039556,        691.77919146,        295.45628558,        296.67236164,        298.02726088
,,,,,,  234.800000,    7.039127,        292.33970877,        134.83149356,        135.35536365,        135.93885768,          0.21147277,          3.17358890,          3.17240639,          3.17107164,          0.71835019,          0.85941236,          0.86265301,          0.86625949,        664.21577014,        306.34635545,        307.53662404,        308.86236230
,,,,,,  235.000000,    7.045123,        280.89929660,        139.33230772,        139.84295958,        140.41157632,          0.26832736,          3.13843980,          3.13709122,          3.13557262,          0.71490922,          0.88302561,          0.88613706,          0.88959853,        638.22237290,        316.57251239,        317.73274826,        319.02468432
,,,,,,  235.200000,    7.051119,        270.15464270,        143.51218297,        144.00807766,        144.56012775,          0.32491698,          3.10143858,          3.09994103,          3.09825764,          0.71158093,          0.90398641,          0.90695951,          0.91026595,        613.80978591,        326.06947422,        327.19618080,        328.45047630
,,,,,,  235.400000,    7.057114,        260.09632638,        147.34604575,        147.82591433,        148.36000511,          0.38125033,          3.06285479,          3.06122489,          3.05939519,          0.70836396,          0.92217697,          0.92500489,          0.92814889,        590.95660478,        334.78027213,        335.87056628,        337.08405698
,,,,,,  235.600000,    7.063110,        250.70350521,        150.81178432,        151.27457828,        151.78955875,          0.43733603,          3.02295196,          3.02120566,          3.01924737,          0.70525704,          0.93750868,          0.94018654,          0.94316282,        569.61547402,        342.65466669,        343.70616615,        344.87623693
,,,,,,  235.800000,    7.069106,        241.94690019,        153.88961569,        154.33446121,        154.82937144,          0.49318259,          2.98198598,          2.98013845,          2.97806841,          0.70225892,          0.94991716,          0.95244168,          0.95524669,        549.71986979,        349.64770963,        350.65842899,        351.78289883
,,,,,,  236.000000,    7.075102,        233.79163240,        156.56151776,        156.98767614,        157.46170369,          0.54879842,          2.94020474,          2.93827032,          2.93610445,          0.69936843,          0.95935789,          0.96172707,          0.96435871,        531.19054480,        355.71845347,        356.68671440,        357.76373734
,,,,,,  236.200000,    7.081098,        226.19967149,        158.81076574,        159.21759961,        159.67004230,          0.60419187,          2.89784854,          2.89584079,          2.89359413,          0.69658447,          0.96580265,          0.96801555,          0.97047282,        513.94109146,        360.82889839,        361.75325272,        362.78123337
,,,,,,  236.400000,    7.087094,        219.13179252,        160.62157834,        161.00852471,        161.43876106,          0.65937119,          2.85515128,          2.85308302,          2.85076980,          0.69390596,          0.96923683,          0.97129331,          0.97357612,        497.88238806,        364.94318821,        365.82235677,        366.79988312
,,,,,,  236.600000,    7.093090,        212.54903685,        161.97886810,        162.34541726,        162.75288349,          0.71434454,          2.81234201,          2.81022540,          2.80785913,          0.69133190,          0.96965739,          0.97155799,          0.97366700,        482.92591793,        368.02704319,        368.85986789,        369.78565896
,,,,,,  236.800000,    7.099085,        206.41373089,        162.86811787,        163.21379846,        163.59797216,          0.76912003,          2.76964665,          2.76749329,          2.76508685,          0.68886133,          0.96707175,          0.96881757,          0.97075403,        468.98608406,        370.04747934,        370.83288923,        371.70575810
,,,,,,  237.000000,    7.105081,        200.69014210,        163.27538566,        163.59975552,        163.96014590,          0.82370568,          2.72728990,          2.72511093,          2.72267669,          0.68649335,          0.96149735,          0.96308996,          0.96485566,        455.98169969,        370.97281956,        371.70981003,        372.52864156
,,,,,,  237.200000,    7.111077,        195.34485556,        163.18743650,        163.49007944,        163.82622403,          0.87810945,          2.68549710,          2.68330328,          2.68085322,          0.68422710,          0.95296193,          0.95440334,          0.95600056,        443.83684387,        370.77299305,        371.46061849,        372.22436194
,,,,,,  237.400000,    7.117073,        190.34694611,        162.59204032,        162.87256900,        163.18403721,          0.93233924,          2.64449595,          2.64229776,          2.63984352,          0.68206178,          0.94150460,          0.94279725,          0.94422874,        432.48125250,        369.42021231,        370.05759262,        370.76526964
,,,,,,  237.600000,    7.123069,        185.66800806,        161.47844524,        161.73651052,        162.02291443,          0.98640288,          2.60451797,          2.60232569,          2.59987871,          0.67999663,          0.92717765,          0.92832446,          0.92959348,        421.85038593,        366.89004829,        367.47639022,        368.12711945
,,,,,,  237.800000,    7.129065,        181.28209079,        159.83804177,        160.07334930,        160.33436249,          1.04030815,          2.56579952,          2.56362329,          2.56119484,          0.67803095,          0.91004910,          0.91105348,          0.91216386,        411.88528255,        363.16293965,        363.69757440,        364.29061419
,,,,,,  238.000000,    7.135061,        177.16557599,        157.66525934,        157.87759367,        158.11297851,          1.09406279,          2.52858218,          2.52643202,          2.52403326,          0.67616408,          0.89020600,          0.89107196,          0.89202819,        402.53227996,        358.22622968,        358.70866776,        359.24347819
,,,,,,  238.200000,    7.141056,        173.29702223,        154.95869660,        155.14795333,        155.35759716,          1.14767447,          2.49311219,          2.49099803,          2.48864000,          0.67439541,          0.86775848,          0.86849073,          0.86929810,        393.74266180,        352.07673441,        352.50673861,        352.98306370
,,,,,,  238.400000,    7.147052,        169.65699461,        151.72248713,        151.88871291,        152.07267301,          1.20115083,          2.45963871,          2.45757032,          2.45526392,          0.67272439,          0.84284435,          0.84344843,          0.84411315,        385.47227063,        344.72384563,        345.10152193,        345.51949184
,,,,,,  238.600000,    7.153048,        166.22789118,        147.96786629,        148.11130520,        148.26986083,          1.25449947,          2.42841034,          2.42639727,          2.42415312,          0.67115049,          0.81563403,          0.81611644,          0.81664578,        377.68111360,        336.19309083,        336.51899382,        336.87924304
,,,,,,  238.800000,    7.159044,        162.99377365,        143.71485512,        143.83599883,        143.96970733,          1.30772793,          2.39966974,          2.39772117,          2.39554948,          0.66967324,          0.78633537,          0.78670368,          0.78710615,        370.33297785,        326.52995918,        326.80520596,        327.10900081
,,,,,,  239.000000,    7.165040,        159.94020704,        138.99389855,        139.09353519,        139.20328651,          1.36084374,          2.37364598,          2.37177047,          2.36968078,          0.66829223,          0.75519762,          0.75546061,          0.75574603,        363.39506612,        315.80362365,        316.03000491,        316.27936740
,,,,,,  239.200000,    7.171036,        157.05411053,        133.84723154,        133.92648579,        134.01354685,          1.41385439,          2.35054444,          2.34874969,          2.34675052,          0.66700708,          0.72251371,          0.72268138,          0.72286094,        356.83765787,        304.11004496,        304.29011603,        304.48792469
,,,,,,  239.400000,    7.177031,        154.32362068,        128.32964162,        128.38999676,        128.45603539,          1.46676735,          2.33053480,          2.32882726,          2.32692578,          0.66581745,          0.68861959,          0.68870309,          0.68878929,        350.63379857,        291.57370409,        291.71083508,        291.86087937
,,,,,,  239.600000,    7.183027,        151.73796717,        122.50828595,        122.55157762,        122.59865465,          1.51959005,          2.31373781,          2.31212240,          2.31032399,          0.66472306,          0.65388953,          0.65390104,          0.65390751,        344.75901733,        278.34718672,        278.44554834,        278.55251058
,,,,,,  239.800000,    7.189023,        149.28736076,        116.46123798,        116.48961192,        116.52013273,          1.57232992,          2.30021263,          2.29869233,          2.29700028,          0.66372366,          0.61872660,          0.61867899,          0.61862010,        339.19107231,        264.60788102,        264.67234856,        264.74169392
,,,,,,  240.000000,    7.195019,        146.96289261,        110.27461805,        110.29044901,        110.30707171,          1.62499435,          2.28994662,          2.28852231,          2.28693750,          0.66281908,          0.58354805,          0.58345447,          0.58334488,        333.90972205,        250.55145831,        250.58742733,        250.62519525
,,,,,,  240.200000,    7.201015,        144.75644432,        104.03841535,        104.04419281,        104.04969977,          1.67759073,          2.28285006,          2.28152039,          2.28004122,          0.66200914,          0.54876669,          0.54863999,          0.54849405,        328.89652093,        236.38238016,        236.39550695,        236.40801913
,,,,,,  240.400000,    7.207011,        142.66060750,         97.84145809,         97.83965317,         97.83680189,          1.73012645,          2.27875739,          2.27751891,          2.27614145,          0.66129375,          0.51477023,          0.51462245,          0.51445356,        324.13463664,        222.30247033,        222.29836943,        222.29189113
,,,,,,  240.600000,    7.213007,        140.66861224,         91.76624547,         91.75917914,         91.75055543,          1.78260888,          2.27743585,          2.27628328,          2.27500159,          0.66067284,          0.48190165,          0.48174353,          0.48156361,        319.60868746,        208.49917263,        208.48311745,        208.46352381
,,,,,,  240.800000,    7.219002,        138.77426329,         85.88445998,         85.87419327,         85.86208943,          1.83504538,          2.27860033,          2.27752703,          2.27633362,          0.66014640,          0.45044361,          0.45028417,          0.45010326,        315.30459736,        195.13535459,        195.11202791,        195.08452715
,,,,,,  241.000000,    7.224998,        136.97188331,         80.25382772,         80.24208865,         80.22842310,          1.88744332,          2.28193241,          2.28093087,          2.27981734,          0.65971446,          0.42060903,          0.42045546,          0.42028149,        311.20946705,        182.34217380,        182.31550183,        182.28445278
,,,,,,  241.200000,    7.230994,        135.25626234,         74.91666822,         74.90482110,         74.89110539,          1.93981007,          2.28710043,          2.28616279,          2.28512035,          0.65937710,          0.39253893,          0.39239653,          0.39223535,        307.31145910,        170.21578317,        170.18886570,        170.15770267
,,,,,,  241.400000,    7.236990,        133.62261275,         69.90008689,         69.88913999,         69.87648840,          1.99215301,          2.29377775,          2.29289626,          2.29191625,          0.65913442,          0.36630658,          0.36617891,          0.36603445,        303.59969575,        158.81776800,        158.79289589,        158.76415064
,,,,,,  241.600000,    7.242986,        132.06652918,         65.21745780,         65.20809932,         65.19726984,          2.04447953,          2.30165727,          2.30082462,          2.29989888,          0.65898661,          0.34192647,          0.34181563,          0.34169017,        300.06416766,        148.17851512,        148.15725201,        148.13264671
,,,,,,  241.800000,    7.248982,        130.58395269,         60.87069913,         60.86334925,         60.85480207,          2.09679703,          2.31046120,          2.30967073,          2.30879186,          0.65893387,          0.31936579,          0.31927268,          0.31916718,        296.69565271,        138.30238276,        138.28568335,        138.26626356
,,,,,,  242.000000,    7.254977,        129.17113891,         56.85285367,         56.84772174,         56.84168316,          2.14911294,          2.31994637,          2.31919220,          2.31835365,          0.65897645,          0.29855655,          0.29848116,          0.29839559,        293.48564337,        129.17356367,        129.16190357,        129.14818352
,,,,,,  242.200000,    7.260973,        127.82462938,         53.15059680,         53.14773574,         53.14425893,          2.20143468,          2.32990573,          2.32918278,          2.32837887,          0.65911466,          0.27940676,          0.27934847,          0.27928210,        290.42628183,        120.76178339,        120.75528286,        120.74738333
,,,,,,  242.400000,    7.266969,        126.54122610,         49.74643788,         49.74579136,         49.74480881,          2.25376974,          2.34016710,          2.33947104,          2.33869699,          0.65934886,          0.26181005,          0.26176782,          0.26171946,        287.51030198,        113.02730199,        113.02583305,        113.02360064
,,,,,,  242.600000,    7.272965,        125.31796857,         46.62050977,         46.62195038,         46.62331627,          2.30612559,          2.35059028,          2.34991749,          2.34916926,          0.65967945,          0.24565317,          0.24562572,          0.24559393,        284.73097738,        105.92497998,        105.92825315,        105.93135655
