../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,  933.400000,   27.982628,          2.01118412,          0.00002492,          0.04475520,          0.32913289,          2.01118412,          0.00002492,          0.04475520,          0.32913289,          2.01118412,          0.00002492,          0.04475520,          0.32913289,          2.00767982,          0.00001175,          0.02112436,          0.15535001,          2.00810661,          0.00001412,          0.02537031,          0.18657506,          2.00796403,         -0.00009605,          0.17265218,          1.26969624,          2.00832363,         -0.00006940,          0.12472802,          0.91725859,          2.00850785,         -0.00079469,          1.42822106,         10.50323771,          2.00873228,         -0.00063749,          1.14562116,          8.42497824
,,,,,  933.600000,   27.988624,          2.01118611,          0.00002490,          0.04472909,          0.32894086,          2.01118611,          0.00002490,          0.04472909,          0.32894086,          2.01118611,          0.00002490,          0.04472909,          0.32894086,          2.00768076,          0.00001174,          0.02110968,          0.15524210,          2.00810774,          0.00001410,          0.02535415,          0.18645623,          2.00796515,         -0.00009616,          0.17288388,          1.27140016,          2.00832489,         -0.00006948,          0.12490817,          0.91858342,          2.00850915,         -0.00079539,          1.42976989,         10.51462792,          2.00873364,         -0.00063803,          1.14685181,          8.43402853
,,,,,  933.800000,   27.994620,          2.01118810,          0.00002488,          0.04470300,          0.32874901,          2.01118810,          0.00002488,          0.04470300,          0.32874901,          2.01118810,          0.00002488,          0.04470300,          0.32874901,          2.00768170,          0.00001173,          0.02109503,          0.15513430,          2.00810887,          0.00001409,          0.02533801,          0.18633751,          2.00796627,         -0.00009627,          0.17311572,          1.27310510,          2.00832615,         -0.00006957,          0.12508842,          0.91990897,          2.00851046,         -0.00079608,          1.43131960,         10.52602455,          2.00873501,         -0.00063858,          1.14808313,          8.44308376
,,,,,  934.000000,   28.000616,          2.01119009,          0.00002486,          0.04467694,          0.32855734,          2.01119009,          0.00002486,          0.04467694,          0.32855734,          2.01119009,          0.00002486,          0.04467694,          0.32855734,          2.00768264,          0.00001172,          0.02108039,          0.15502663,          2.00810999,          0.00001408,          0.02532189,          0.18621893,          2.00796739,         -0.00009638,          0.17334769,          1.27481106,          2.00832741,         -0.00006965,          0.12526876,          0.92123525,          2.00851177,         -0.00079677,          1.43287017,         10.53742758,          2.00873638,         -0.00063913,          1.14931513,          8.45214391
,,,,,  934.200000,   28.006611,          2.01119208,          0.00002484,          0.04465090,          0.32836584,          2.01119208,          0.00002484,          0.04465090,          0.32836584,          2.01119208,          0.00002484,          0.04465090,          0.32836584,          2.00768358,          0.00001171,          0.02106576,          0.15491908,          2.00811112,          0.00001407,          0.02530578,          0.18610046,          2.00796851,         -0.00009649,          0.17357980,          1.27651802,          2.00832867,         -0.00006974,          0.12544921,          0.92256226,          2.00851308,         -0.00079746,          1.43442162,         10.54883704,          2.00873774,         -0.00063968,          1.15054779,          8.46120900
,,,,,  934.400000,   28.012607,          2.01119407,          0.00002482,          0.04462488,          0.32817453,          2.01119407,          0.00002482,          0.04462488,          0.32817453,          2.01119407,          0.00002482,          0.04462488,          0.32817453,          2.00768451,          0.00001170,          0.02105115,          0.15481165,          2.00811224,          0.00001406,          0.02528969,          0.18598212,          2.00796963,         -0.00009660,          0.17381205,          1.27822601,          2.00832993,         -0.00006983,          0.12562975,          0.92389000,          2.00851438,         -0.00079815,          1.43597394,         10.56025290,          2.00873910,         -0.00064023,          1.15178112,          8.47027902
,,,,,  934.600000,   28.018603,          2.01119605,          0.00002480,          0.04459889,          0.32798339,          2.01119605,          0.00002480,          0.04459889,          0.32798339,          2.01119605,          0.00002480,          0.04459889,          0.32798339,          2.00768545,          0.00001169,          0.02103656,          0.15470433,          2.00811337,          0.00001404,          0.02527361,          0.18586390,          2.00797075,         -0.00009670,          0.17404444,          1.27993501,          2.00833118,         -0.00006991,          0.12581040,          0.92521847,          2.00851568,         -0.00079885,          1.43752713,         10.57167518,          2.00874047,         -0.00064078,          1.15301513,          8.47935397
,,,,,  934.800000,   28.024599,          2.01119804,          0.00002478,          0.04457293,          0.32779243,          2.01119804,          0.00002478,          0.04457293,          0.32779243,          2.01119804,          0.00002478,          0.04457293,          0.32779243,          2.00768638,          0.00001168,          0.02102198,          0.15459714,          2.00811449,          0.00001403,          0.02525755,          0.18574580,          2.00797187,         -0.00009681,          0.17427697,          1.28164503,          2.00833244,         -0.00007000,          0.12599114,          0.92654767,          2.00851699,         -0.00079954,          1.43908119,         10.58310387,          2.00874183,         -0.00064133,          1.15424980,          8.48843386
,,,,,  935.000000,   28.030595,          2.01120002,          0.00002476,          0.04454698,          0.32760164,          2.01120002,          0.00002476,          0.04454698,          0.32760164,          2.01120002,          0.00002476,          0.04454698,          0.32760164,          2.00768732,          0.00001167,          0.02100742,          0.15449007,          2.00811561,          0.00001402,          0.02524151,          0.18562783,          2.00797298,         -0.00009692,          0.17450963,          1.28335606,          2.00833369,         -0.00007008,          0.12617198,          0.92787760,          2.00851829,         -0.00080023,          1.44063613,         10.59453898,          2.00874319,         -0.00064188,          1.15548515,          8.49751868
,,,,,  935.200000,   28.036591,          2.01120200,          0.00002474,          0.04452107,          0.32741104,          2.01120200,          0.00002474,          0.04452107,          0.32741104,          2.01120200,          0.00002474,          0.04452107,          0.32741104,          2.00768825,          0.00001166,          0.02099288,          0.15438312,          2.00811673,          0.00001401,          0.02522548,          0.18550998,          2.00797410,         -0.00009703,          0.17474244,          1.28506811,          2.00833495,         -0.00007017,          0.12635293,          0.92920826,          2.00851959,         -0.00080093,          1.44219194,         10.60598051,          2.00874455,         -0.00064242,          1.15672116,          8.50660843
,,,,,  935.400000,   28.042587,          2.01120398,          0.00002472,          0.04449517,          0.32722061,          2.01120398,          0.00002472,          0.04449517,          0.32722061,          2.01120398,          0.00002472,          0.04449517,          0.32722061,          2.00768918,          0.00001165,          0.02097835,          0.15427629,          2.00811785,          0.00001400,          0.02520948,          0.18539225,          2.00797521,         -0.00009714,          0.17497538,          1.28678119,          2.00833620,         -0.00007025,          0.12653397,          0.93053965,          2.00852089,         -0.00080162,          1.44374862,         10.61742845,          2.00874590,         -0.00064297,          1.15795785,          8.51570311
,,,,,  935.600000,   28.048582,          2.01120595,          0.00002470,          0.04446930,          0.32703036,          2.01120595,          0.00002470,          0.04446930,          0.32703036,          2.01120595,          0.00002470,          0.04446930,          0.32703036,          2.00769011,          0.00001163,          0.02096384,          0.15416958,          2.00811897,          0.00001398,          0.02519348,          0.18527464,          2.00797633,         -0.00009725,          0.17520846,          1.28849528,          2.00833745,         -0.00007034,          0.12671511,          0.93187178,          2.00852219,         -0.00080231,          1.44530617,         10.62888281,          2.00874726,         -0.00064352,          1.15919521,          8.52480273
,,,,,  935.800000,   28.054578,          2.01120793,          0.00002468,          0.04444346,          0.32684028,          2.01120793,          0.00002468,          0.04444346,          0.32684028,          2.01120793,          0.00002468,          0.04444346,          0.32684028,          2.00769104,          0.00001162,          0.02094935,          0.15406299,          2.00812009,          0.00001397,          0.02517751,          0.18515715,          2.00797744,         -0.00009736,          0.17544168,          1.29021039,          2.00833870,         -0.00007042,          0.12689635,          0.93320464,          2.00852349,         -0.00080301,          1.44686460,         10.64034359,          2.00874862,         -0.00064407,          1.16043324,          8.53390728
,,,,,  936.000000,   28.060574,          2.01120990,          0.00002466,          0.04441763,          0.32665038,          2.01120990,          0.00002466,          0.04441763,          0.32665038,          2.01120990,          0.00002466,          0.04441763,          0.32665038,          2.00769197,          0.00001161,          0.02093487,          0.15395651,          2.00812121,          0.00001396,          0.02516155,          0.18503979,          2.00797855,         -0.00009747,          0.17567504,          1.29192653,          2.00833995,         -0.00007051,          0.12707769,          0.93453824,          2.00852478,         -0.00080370,          1.44842390,         10.65181079,          2.00874997,         -0.00064462,          1.16167194,          8.54301677
,,,,,  936.200000,   28.066570,          2.01121187,          0.00002464,          0.04439183,          0.32646066,          2.01121187,          0.00002464,          0.04439183,          0.32646066,          2.01121187,          0.00002464,          0.04439183,          0.32646066,          2.00769290,          0.00001160,          0.02092041,          0.15385016,          2.00812233,          0.00001395,          0.02514561,          0.18492255,          2.00797966,         -0.00009757,          0.17590853,          1.29364368,          2.00834120,         -0.00007060,          0.12725913,          0.93587257,          2.00852608,         -0.00080439,          1.44998407,         10.66328440,          2.00875132,         -0.00064517,          1.16291131,          8.55213119
,,,,,  936.400000,   28.072566,          2.01121384,          0.00002462,          0.04436606,          0.32627111,          2.01121384,          0.00002462,          0.04436606,          0.32627111,          2.01121384,          0.00002462,          0.04436606,          0.32627111,          2.00769383,          0.00001159,          0.02090596,          0.15374393,          2.00812344,          0.00001394,          0.02512968,          0.18480543,          2.00798077,         -0.00009768,          0.17614217,          1.29536186,          2.00834245,         -0.00007068,          0.12744067,          0.93720763,          2.00852737,         -0.00080509,          1.45154512,         10.67476443,          2.00875267,         -0.00064572,          1.16415135,          8.56125055
,,,,,  936.600000,   28.078562,          2.01121581,          0.00002460,          0.04434031,          0.32608174,          2.01121581,          0.00002460,          0.04434031,          0.32608174,          2.01121581,          0.00002460,          0.04434031,          0.32608174,          2.00769476,          0.00001158,          0.02089153,          0.15363781,          2.00812455,          0.00001392,          0.02511377,          0.18468843,          2.00798188,         -0.00009779,          0.17637595,          1.29708106,          2.00834369,         -0.00007077,          0.12762231,          0.93854343,          2.00852866,         -0.00080578,          1.45310704,         10.68625089,          2.00875403,         -0.00064627,          1.16539206,          8.57037484
,,,,,  936.800000,   28.084557,          2.01121778,          0.00002458,          0.04431458,          0.32589255,          2.01121778,          0.00002458,          0.04431458,          0.32589255,          2.01121778,          0.00002458,          0.04431458,          0.32589255,          2.00769568,          0.00001157,          0.02087712,          0.15353181,          2.00812567,          0.00001391,          0.02509788,          0.18457155,          2.00798299,         -0.00009790,          0.17660986,          1.29880129,          2.00834494,         -0.00007085,          0.12780405,          0.93987997,          2.00852996,         -0.00080648,          1.45466983,         10.69774376,          2.00875538,         -0.00064683,          1.16663345,          8.57950406
,,,,,  937.000000,   28.090553,          2.01121975,          0.00002457,          0.04428888,          0.32570353,          2.01121975,          0.00002457,          0.04428888,          0.32570353,          2.01121975,          0.00002457,          0.04428888,          0.32570353,          2.00769661,          0.00001156,          0.02086272,          0.15342593,          2.00812678,          0.00001390,          0.02508200,          0.18445479,          2.00798410,         -0.00009801,          0.17684392,          1.30052254,          2.00834618,         -0.00007094,          0.12798590,          0.94121724,          2.00853125,         -0.00080717,          1.45623349,         10.70924306,          2.00875672,         -0.00064738,          1.16787550,          8.58863822
,,,,,  937.200000,   28.096549,          2.01122171,          0.00002455,          0.04426320,          0.32551468,          2.01122171,          0.00002455,          0.04426320,          0.32551468,          2.01122171,          0.00002455,          0.04426320,          0.32551468,          2.00769753,          0.00001155,          0.02084834,          0.15332017,          2.00812789,          0.00001389,          0.02506614,          0.18433815,          2.00798521,         -0.00009812,          0.17707811,          1.30224481,          2.00834743,         -0.00007102,          0.12816784,          0.94255525,          2.00853254,         -0.00080787,          1.45779803,         10.72074877,          2.00875807,         -0.00064793,          1.16911823,          8.59777732
,,,,,  937.400000,   28.102545,          2.01122367,          0.00002453,          0.04423755,          0.32532601,          2.01122367,          0.00002453,          0.04423755,          0.32532601,          2.01122367,          0.00002453,          0.04423755,          0.32532601,          2.00769846,          0.00001154,          0.02083398,          0.15321453,          2.00812900,          0.00001388,          0.02505030,          0.18422164,          2.00798631,         -0.00009823,          0.17731244,          1.30396811,          2.00834867,         -0.00007111,          0.12834988,          0.94389400,          2.00853383,         -0.00080856,          1.45936344,         10.73226091,          2.00875942,         -0.00064848,          1.17036163,          8.60692135
,,,,,  937.600000,   28.108541,          2.01122563,          0.00002451,          0.04421191,          0.32513752,          2.01122563,          0.00002451,          0.04421191,          0.32513752,          2.01122563,          0.00002451,          0.04421191,          0.32513752,          2.00769938,          0.00001153,          0.02081963,          0.15310900,          2.00813011,          0.00001387,          0.02503447,          0.18410524,          2.00798742,         -0.00009834,          0.17754691,          1.30569244,          2.00834991,         -0.00007119,          0.12853202,          0.94523349,          2.00853512,         -0.00080926,          1.46092972,         10.74377947,          2.00876076,         -0.00064903,          1.17160569,          8.61607032
,,,,,  937.800000,   28.114537,          2.01122759,          0.00002449,          0.04418631,          0.32494920,          2.01122759,          0.00002449,          0.04418631,          0.32494920,          2.01122759,          0.00002449,          0.04418631,          0.32494920,          2.00770030,          0.00001152,          0.02080529,          0.15300359,          2.00813122,          0.00001385,          0.02501866,          0.18398896,          2.00798852,         -0.00009844,          0.17778153,          1.30741780,          2.00835115,         -0.00007128,          0.12871427,          0.94657372,          2.00853640,         -0.00080995,          1.46249688,         10.75530446,          2.00876211,         -0.00064958,          1.17285043,          8.62522422
,,,,,  938.000000,   28.120533,          2.01122955,          0.00002447,          0.04416072,          0.32476105,          2.01122955,          0.00002447,          0.04416072,          0.32476105,          2.01122955,          0.00002447,          0.04416072,          0.32476105,          2.00770122,          0.00001151,          0.02079098,          0.15289830,          2.00813233,          0.00001384,          0.02500286,          0.18387281,          2.00798963,         -0.00009855,          0.17801628,          1.30914418,          2.00835240,         -0.00007137,          0.12889661,          0.94791468,          2.00853769,         -0.00081065,          1.46406491,         10.76683587,          2.00876345,         -0.00065013,          1.17409585,          8.63438306
,,,,,  938.200000,   28.126528,          2.01123151,          0.00002445,          0.04413516,          0.32457308,          2.01123151,          0.00002445,          0.04413516,          0.32457308,          2.01123151,          0.00002445,          0.04413516,          0.32457308,          2.00770214,          0.00001150,          0.02077668,          0.15279313,          2.00813344,          0.00001383,          0.02498708,          0.18375677,          2.00799073,         -0.00009866,          0.17825117,          1.31087160,          2.00835363,         -0.00007145,          0.12907905,          0.94925639,          2.00853897,         -0.00081135,          1.46563381,         10.77837370,          2.00876479,         -0.00065068,          1.17534193,          8.64354684
,,,,,  938.400000,   28.132524,          2.01123346,          0.00002443,          0.04410963,          0.32438528,          2.01123346,          0.00002443,          0.04410963,          0.32438528,          2.01123346,          0.00002443,          0.04410963,          0.32438528,          2.00770306,          0.00001149,          0.02076239,          0.15268807,          2.00813454,          0.00001382,          0.02497132,          0.18364085,          2.00799183,         -0.00009877,          0.17848620,          1.31260004,          2.00835487,         -0.00007154,          0.12926160,          0.95059884,          2.00854026,         -0.00081204,          1.46720359,         10.78991795,          2.00876613,         -0.00065123,          1.17658868,          8.65271555
,,,,,  938.600000,   28.138520,          2.01123542,          0.00002441,          0.04408411,          0.32419765,          2.01123542,          0.00002441,          0.04408411,          0.32419765,          2.01123542,          0.00002441,          0.04408411,          0.32419765,          2.00770398,          0.00001148,          0.02074812,          0.15258313,          2.00813565,          0.00001381,          0.02495558,          0.18352505,          2.00799293,         -0.00009888,          0.17872138,          1.31432951,          2.00835611,         -0.00007162,          0.12944424,          0.95194203,          2.00854154,         -0.00081274,          1.46877424,         10.80146864,          2.00876747,         -0.00065179,          1.17783611,          8.66188920
,,,,,  938.800000,   28.144516,          2.01123737,          0.00002439,          0.04405862,          0.32401020,          2.01123737,          0.00002439,          0.04405862,          0.32401020,          2.01123737,          0.00002439,          0.04405862,          0.32401020,          2.00770490,          0.00001147,          0.02073387,          0.15247831,          2.00813675,          0.00001380,          0.02493985,          0.18340938,          2.00799403,         -0.00009899,          0.17895669,          1.31606001,          2.00835735,         -0.00007171,          0.12962699,          0.95328596,          2.00854282,         -0.00081343,          1.47034577,         10.81302574,          2.00876881,         -0.00065234,          1.17908420,          8.67106779
,,,,,  939.000000,   28.150512,          2.01123932,          0.00002437,          0.04403316,          0.32382292,          2.01123932,          0.00002437,          0.04403316,          0.32382292,          2.01123932,          0.00002437,          0.04403316,          0.32382292,          2.00770582,          0.00001146,          0.02071963,          0.15237360,          2.00813785,          0.00001378,          0.02492413,          0.18329382,          2.00799513,         -0.00009910,          0.17919214,          1.31779155,          2.00835858,         -0.00007180,          0.12980984,          0.95463064,          2.00854410,         -0.00081413,          1.47191817,         10.82458928,          2.00877015,         -0.00065289,          1.18033297,          8.68025131
,,,,,  939.200000,   28.156508,          2.01124127,          0.00002435,          0.04400771,          0.32363581,          2.01124127,          0.00002435,          0.04400771,          0.32363581,          2.01124127,          0.00002435,          0.04400771,          0.32363581,          2.00770673,          0.00001145,          0.02070541,          0.15226901,          2.00813896,          0.00001377,          0.02490844,          0.18317838,          2.00799623,         -0.00009921,          0.17942773,          1.31952412,          2.00835982,         -0.00007188,          0.12999279,          0.95597606,          2.00854538,         -0.00081483,          1.47349144,         10.83615924,          2.00877148,         -0.00065344,          1.18158241,          8.68943977
,,,,,  939.400000,   28.162504,          2.01124322,          0.00002433,          0.04398230,          0.32344888,          2.01124322,          0.00002433,          0.04398230,          0.32344888,          2.01124322,          0.00002433,          0.04398230,          0.32344888,          2.00770765,          0.00001144,          0.02069120,          0.15216454,          2.00814006,          0.00001376,          0.02489275,          0.18306305,          2.00799733,         -0.00009932,          0.17966347,          1.32125772,          2.00836105,         -0.00007197,          0.13017584,          0.95732222,          2.00854666,         -0.00081553,          1.47506559,         10.84773562,          2.00877282,         -0.00065399,          1.18283252,          8.69863317
,,,,,  939.600000,   28.168499,          2.01124516,          0.00002431,          0.04395690,          0.32326212,          2.01124516,          0.00002431,          0.04395690,          0.32326212,          2.01124516,          0.00002431,          0.04395690,          0.32326212,          2.00770856,          0.00001143,          0.02067701,          0.15206018,          2.00814116,          0.00001375,          0.02487709,          0.18294785,          2.00799843,         -0.00009943,          0.17989934,          1.32299235,          2.00836228,         -0.00007205,          0.13035899,          0.95866913,          2.00854794,         -0.00081622,          1.47664061,         10.85931844,          2.00877415,         -0.00065455,          1.18408330,          8.70783151
,,,,,  939.800000,   28.174495,          2.01124711,          0.00002429,          0.04393153,          0.32307553,          2.01124711,          0.00002429,          0.04393153,          0.32307553,          2.01124711,          0.00002429,          0.04393153,          0.32307553,          2.00770948,          0.00001142,          0.02066284,          0.15195594,          2.00814226,          0.00001374,          0.02486144,          0.18283276,          2.00799953,         -0.00009954,          0.18013536,          1.32472802,          2.00836352,         -0.00007214,          0.13054224,          0.96001678,          2.00854922,         -0.00081692,          1.47821650,         10.87090768,          2.00877548,         -0.00065510,          1.18533475,          8.71703478
,,,,,  940.000000,   28.180491,          2.01124905,          0.00002428,          0.04390618,          0.32288911,          2.01124905,          0.00002428,          0.04390618,          0.32288911,          2.01124905,          0.00002428,          0.04390618,          0.32288911,          2.00771039,          0.00001141,          0.02064868,          0.15185181,          2.00814336,          0.00001373,          0.02484581,          0.18271780,          2.00800062,         -0.00009965,          0.18037151,          1.32646473,          2.00836475,         -0.00007223,          0.13072559,          0.96136517,          2.00855049,         -0.00081762,          1.47979327,         10.88250335,          2.00877682,         -0.00065565,          1.18658688,          8.72624299
,,,,,  940.200000,   28.186487,          2.01125099,          0.00002426,          0.04388085,          0.32270287,          2.01125099,          0.00002426,          0.04388085,          0.32270287,          2.01125099,          0.00002426,          0.04388085,          0.32270287,          2.00771130,          0.00001140,          0.02063453,          0.15174780,          2.00814445,          0.00001371,          0.02483019,          0.18260295,          2.00800172,         -0.00009975,          0.18060781,          1.32820246,          2.00836598,         -0.00007231,          0.13090905,          0.96271432,          2.00855177,         -0.00081832,          1.48137092,         10.89410546,          2.00877815,         -0.00065620,          1.18783967,          8.73545615
,,,,,  940.400000,   28.192483,          2.01125293,          0.00002424,          0.04385555,          0.32251679,          2.01125293,          0.00002424,          0.04385555,          0.32251679,          2.01125293,          0.00002424,          0.04385555,          0.32251679,          2.00771221,          0.00001139,          0.02062041,          0.15164391,          2.00814555,          0.00001370,          0.02481459,          0.18248822,          2.00800281,         -0.00009986,          0.18084424,          1.32994124,          2.00836721,         -0.00007240,          0.13109261,          0.96406421,          2.00855304,         -0.00081901,          1.48294944,         10.90571399,          2.00877948,         -0.00065676,          1.18909314,          8.74467423
,,,,,  940.600000,   28.198479,          2.01125487,          0.00002422,          0.04383027,          0.32233089,          2.01125487,          0.00002422,          0.04383027,          0.32233089,          2.01125487,          0.00002422,          0.04383027,          0.32233089,          2.00771312,          0.00001138,          0.02060629,          0.15154012,          2.00814665,          0.00001369,          0.02479900,          0.18237361,          2.00800390,         -0.00009997,          0.18108082,          1.33168105,          2.00836844,         -0.00007248,          0.13127627,          0.96541485,          2.00855431,         -0.00081971,          1.48452883,         10.91732895,          2.00878080,         -0.00065731,          1.19034728,          8.75389726
,,,,,  940.800000,   28.204474,          2.01125680,          0.00002420,          0.04380502,          0.32214516,          2.01125680,          0.00002420,          0.04380502,          0.32214516,          2.01125680,          0.00002420,          0.04380502,          0.32214516,          2.00771403,          0.00001137,          0.02059220,          0.15143646,          2.00814774,          0.00001368,          0.02478343,          0.18225911,          2.00800500,         -0.00010008,          0.18131754,          1.33342191,          2.00836966,         -0.00007257,          0.13146003,          0.96676623,          2.00855558,         -0.00082041,          1.48610909,         10.92895034,          2.00878213,         -0.00065786,          1.19160209,          8.76312523
,,,,,  941.000000,   28.210470,          2.01125874,          0.00002418,          0.04377978,          0.32195960,          2.01125874,          0.00002418,          0.04377978,          0.32195960,          2.01125874,          0.00002418,          0.04377978,          0.32195960,          2.00771494,          0.00001136,          0.02057812,          0.15133291,          2.00814884,          0.00001367,          0.02476788,          0.18214473,          2.00800609,         -0.00010019,          0.18155440,          1.33516379,          2.00837089,         -0.00007266,          0.13164389,          0.96811837,          2.00855685,         -0.00082111,          1.48769023,         10.94057816,          2.00878346,         -0.00065842,          1.19285758,          8.77235814
,,,,,  941.200000,   28.216466,          2.01126067,          0.00002416,          0.04375458,          0.32177421,          2.01126067,          0.00002416,          0.04375458,          0.32177421,          2.01126067,          0.00002416,          0.04375458,          0.32177421,          2.00771585,          0.00001135,          0.02056405,          0.15122947,          2.00814993,          0.00001366,          0.02475234,          0.18203047,          2.00800718,         -0.00010030,          0.18179141,          1.33690672,          2.00837212,         -0.00007274,          0.13182785,          0.96947125,          2.00855812,         -0.00082181,          1.48927225,         10.95221241,          2.00878478,         -0.00065897,          1.19411373,          8.78159598
,,,,,  941.400000,   28.222462,          2.01126261,          0.00002414,          0.04372939,          0.32158899,          2.01126261,          0.00002414,          0.04372939,          0.32158899,          2.01126261,          0.00002414,          0.04372939,          0.32158899,          2.00771676,          0.00001134,          0.02055000,          0.15112615,          2.00815102,          0.00001365,          0.02473682,          0.18191633,          2.00800827,         -0.00010041,          0.18202855,          1.33865069,          2.00837334,         -0.00007283,          0.13201192,          0.97082488,          2.00855939,         -0.00082251,          1.49085514,         10.96385310,          2.00878611,         -0.00065952,          1.19537055,          8.79083876
,,,,,  941.600000,   28.228458,          2.01126454,          0.00002412,          0.04370423,          0.32140394,          2.01126454,          0.00002412,          0.04370423,          0.32140394,          2.01126454,          0.00002412,          0.04370423,          0.32140394,          2.00771766,          0.00001132,          0.02053597,          0.15102294,          2.00815211,          0.00001363,          0.02472132,          0.18180230,          2.00800936,         -0.00010052,          0.18226583,          1.34039570,          2.00837456,         -0.00007291,          0.13219609,          0.97217927,          2.00856066,         -0.00082321,          1.49243891,         10.97550022,          2.00878743,         -0.00066008,          1.19662805,          8.80008649
,,,,,  941.800000,   28.234454,          2.01126646,          0.00002410,          0.04367909,          0.32121906,          2.01126646,          0.00002410,          0.04367909,          0.32121906,          2.01126646,          0.00002410,          0.04367909,          0.32121906,          2.00771857,          0.00001131,          0.02052195,          0.15091984,          2.00815320,          0.00001362,          0.02470583,          0.18168839,          2.00801045,         -0.00010063,          0.18250326,          1.34214175,          2.00837579,         -0.00007300,          0.13238036,          0.97353440,          2.00856192,         -0.00082391,          1.49402355,         10.98715377,          2.00878875,         -0.00066063,          1.19788622,          8.80933915
,,,,,  942.000000,   28.240450,          2.01126839,          0.00002408,          0.04365397,          0.32103435,          2.01126839,          0.00002408,          0.04365397,          0.32103435,          2.01126839,          0.00002408,          0.04365397,          0.32103435,          2.00771947,          0.00001130,          0.02050794,          0.15081686,          2.00815429,          0.00001361,          0.02469035,          0.18157459,          2.00801154,         -0.00010074,          0.18274083,          1.34388885,          2.00837701,         -0.00007309,          0.13256473,          0.97489029,          2.00856319,         -0.00082460,          1.49560906,         10.99881375,          2.00879007,         -0.00066119,          1.19914506,          8.81859675
,,,,,  942.200000,   28.246445,          2.01127032,          0.00002407,          0.04362888,          0.32084981,          2.01127032,          0.00002407,          0.04362888,          0.32084981,          2.01127032,          0.00002407,          0.04362888,          0.32084981,          2.00772038,          0.00001129,          0.02049396,          0.15071399,          2.00815538,          0.00001360,          0.02467490,          0.18146092,          2.00801262,         -0.00010085,          0.18297854,          1.34563698,          2.00837823,         -0.00007317,          0.13274920,          0.97624693,          2.00856445,         -0.00082530,          1.49719545,         11.01048017,          2.00879139,         -0.00066174,          1.20040457,          8.82785929
