../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,   29.800000,    0.893382,          2.03722470,          0.00002510,          0.00143009,          0.01051700,          2.03722470,          0.00002510,          0.00143009,          0.01051700,          2.03722470,          0.00002510,          0.00143009,          0.01051700,          2.01477376,          0.00000394,          0.00022553,          0.00165854,          2.02069366,          0.00001153,          0.00065939,          0.00484917,          2.01477491,          0.00000392,          0.00022481,          0.00165330,          2.02069433,          0.00001152,          0.00065897,          0.00484609,          2.01477836,          0.00000383,          0.00021969,          0.00161559,          2.02069633,          0.00001147,          0.00065598,          0.00482412
,,,,,   30.000000,    0.899377,          2.03722672,          0.00002527,          0.00144962,          0.01066058,          2.03722672,          0.00002527,          0.00144962,          0.01066058,          2.03722672,          0.00002527,          0.00144962,          0.01066058,          2.01477408,          0.00000396,          0.00022859,          0.00168107,          2.02069459,          0.00001161,          0.00066839,          0.00491538,          2.01477524,          0.00000395,          0.00022786,          0.00167569,          2.02069526,          0.00001160,          0.00066796,          0.00491222,          2.01477874,          0.00000386,          0.00022259,          0.00163696,          2.02069729,          0.00001155,          0.00066489,          0.00488966
,,,,,   30.200000,    0.905373,          2.03722875,          0.00002545,          0.00146928,          0.01080518,          2.03722875,          0.00002545,          0.00146928,          0.01080518,          2.03722875,          0.00002545,          0.00146928,          0.01080518,          2.01477440,          0.00000399,          0.00023168,          0.00170376,          2.02069552,          0.00001169,          0.00067746,          0.00498207,          2.01477558,          0.00000398,          0.00023092,          0.00169824,          2.02069620,          0.00001168,          0.00067702,          0.00497882,          2.01477912,          0.00000388,          0.00022552,          0.00165846,          2.02069826,          0.00001162,          0.00067386,          0.00495565
,,,,,   30.400000,    0.911369,          2.03723079,          0.00002562,          0.00148908,          0.01095080,          2.03723079,          0.00002562,          0.00148908,          0.01095080,          2.03723079,          0.00002562,          0.00148908,          0.01095080,          2.01477472,          0.00000402,          0.00023478,          0.00172661,          2.02069645,          0.00001177,          0.00068659,          0.00504922,          2.01477591,          0.00000400,          0.00023401,          0.00172093,          2.02069715,          0.00001176,          0.00068614,          0.00504589,          2.01477950,          0.00000391,          0.00022846,          0.00168009,          2.02069923,          0.00001170,          0.00068290,          0.00502209
,,,,,   30.600000,    0.917365,          2.03723285,          0.00002579,          0.00150902,          0.01109743,          2.03723285,          0.00002579,          0.00150902,          0.01109743,          2.03723285,          0.00002579,          0.00150902,          0.01109743,          2.01477504,          0.00000404,          0.00023791,          0.00174961,          2.02069740,          0.00001185,          0.00069578,          0.00511684,          2.01477625,          0.00000403,          0.00023712,          0.00174378,          2.02069810,          0.00001184,          0.00069532,          0.00511342,          2.01477989,          0.00000393,          0.00023142,          0.00170185,          2.02070021,          0.00001178,          0.00069200,          0.00508899
,,,,,   30.800000,    0.923361,          2.03723492,          0.00002597,          0.00152910,          0.01124507,          2.03723492,          0.00002597,          0.00152910,          0.01124507,          2.03723492,          0.00002597,          0.00152910,          0.01124507,          2.01477536,          0.00000407,          0.00024106,          0.00177277,          2.02069835,          0.00001192,          0.00070504,          0.00518493,          2.01477659,          0.00000406,          0.00024025,          0.00176679,          2.02069906,          0.00001192,          0.00070456,          0.00518142,          2.01478028,          0.00000396,          0.00023439,          0.00172374,          2.02070120,          0.00001186,          0.00070115,          0.00515634
,,,,,   31.000000,    0.929357,          2.03723700,          0.00002614,          0.00154931,          0.01139374,          2.03723700,          0.00002614,          0.00154931,          0.01139374,          2.03723700,          0.00002614,          0.00154931,          0.01139374,          2.01477569,          0.00000410,          0.00024423,          0.00179608,          2.02069931,          0.00001200,          0.00071436,          0.00525349,          2.01477693,          0.00000408,          0.00024340,          0.00178994,          2.02070003,          0.00001200,          0.00071387,          0.00524989,          2.01478067,          0.00000398,          0.00023739,          0.00174577,          2.02070219,          0.00001194,          0.00071038,          0.00522415
,,,,,   31.200000,    0.935352,          2.03723910,          0.00002632,          0.00156966,          0.01154342,          2.03723910,          0.00002632,          0.00156966,          0.01154342,          2.03723910,          0.00002632,          0.00156966,          0.01154342,          2.01477602,          0.00000413,          0.00024742,          0.00181955,          2.02070027,          0.00001208,          0.00072375,          0.00532252,          2.01477728,          0.00000411,          0.00024656,          0.00181326,          2.02070100,          0.00001208,          0.00072325,          0.00531882,          2.01478106,          0.00000401,          0.00024040,          0.00176793,          2.02070319,          0.00001202,          0.00071966,          0.00529241
,,,,,   31.400000,    0.941348,          2.03724121,          0.00002649,          0.00159016,          0.01169412,          2.03724121,          0.00002649,          0.00159016,          0.01169412,          2.03724121,          0.00002649,          0.00159016,          0.01169412,          2.01477635,          0.00000415,          0.00025063,          0.00184318,          2.02070124,          0.00001216,          0.00073320,          0.00539202,          2.01477763,          0.00000414,          0.00024976,          0.00183672,          2.02070198,          0.00001216,          0.00073269,          0.00538822,          2.01478146,          0.00000403,          0.00024343,          0.00179022,          2.02070420,          0.00001209,          0.00072900,          0.00536113
,,,,,   31.600000,    0.947344,          2.03724334,          0.00002666,          0.00161079,          0.01184584,          2.03724334,          0.00002666,          0.00161079,          0.01184584,          2.03724334,          0.00002666,          0.00161079,          0.01184584,          2.01477668,          0.00000418,          0.00025387,          0.00186696,          2.02070222,          0.00001224,          0.00074272,          0.00546199,          2.01477798,          0.00000416,          0.00025297,          0.00186034,          2.02070297,          0.00001224,          0.00074219,          0.00545810,          2.01478185,          0.00000406,          0.00024648,          0.00181263,          2.02070522,          0.00001217,          0.00073841,          0.00543031
,,,,,   31.800000,    0.953340,          2.03724547,          0.00002684,          0.00163156,          0.01199859,          2.03724547,          0.00002684,          0.00163156,          0.01199859,          2.03724547,          0.00002684,          0.00163156,          0.01199859,          2.01477702,          0.00000421,          0.00025712,          0.00189090,          2.02070320,          0.00001232,          0.00075229,          0.00553243,          2.01477833,          0.00000419,          0.00025620,          0.00188411,          2.02070396,          0.00001232,          0.00075175,          0.00552844,          2.01478226,          0.00000408,          0.00024955,          0.00183518,          2.02070624,          0.00001225,          0.00074788,          0.00549994
,,,,,   32.000000,    0.959336,          2.03724763,          0.00002701,          0.00165247,          0.01215236,          2.03724763,          0.00002701,          0.00165247,          0.01215236,          2.03724763,          0.00002701,          0.00165247,          0.01215236,          2.01477736,          0.00000423,          0.00026040,          0.00191500,          2.02070419,          0.00001240,          0.00076194,          0.00560334,          2.01477868,          0.00000422,          0.00025945,          0.00190803,          2.02070496,          0.00001239,          0.00076138,          0.00559925,          2.01478266,          0.00000411,          0.00025263,          0.00185786,          2.02070726,          0.00001233,          0.00075741,          0.00557003
,,,,,   32.200000,    0.965332,          2.03724980,          0.00002719,          0.00167352,          0.01230715,          2.03724980,          0.00002719,          0.00167352,          0.01230715,          2.03724980,          0.00002719,          0.00167352,          0.01230715,          2.01477770,          0.00000426,          0.00026370,          0.00193926,          2.02070518,          0.00001248,          0.00077165,          0.00567473,          2.01477904,          0.00000424,          0.00026273,          0.00193211,          2.02070596,          0.00001247,          0.00077107,          0.00567054,          2.01478307,          0.00000413,          0.00025573,          0.00188068,          2.02070830,          0.00001241,          0.00076700,          0.00564058
,,,,,   32.400000,    0.971328,          2.03725198,          0.00002736,          0.00169470,          0.01246297,          2.03725198,          0.00002736,          0.00169470,          0.01246297,          2.03725198,          0.00002736,          0.00169470,          0.01246297,          2.01477804,          0.00000429,          0.00026702,          0.00196367,          2.02070618,          0.00001256,          0.00078142,          0.00574659,          2.01477940,          0.00000427,          0.00026602,          0.00195635,          2.02070697,          0.00001255,          0.00078083,          0.00574230,          2.01478348,          0.00000416,          0.00025885,          0.00190362,          2.02070934,          0.00001249,          0.00077666,          0.00571158
,,,,,   32.600000,    0.977323,          2.03725417,          0.00002753,          0.00171603,          0.01261982,          2.03725417,          0.00002753,          0.00171603,          0.01261982,          2.03725417,          0.00002753,          0.00171603,          0.01261982,          2.01477838,          0.00000431,          0.00027036,          0.00198824,          2.02070719,          0.00001264,          0.00079125,          0.00581893,          2.01477976,          0.00000430,          0.00026934,          0.00198073,          2.02070799,          0.00001263,          0.00079065,          0.00581452,          2.01478389,          0.00000418,          0.00026199,          0.00192669,          2.02071039,          0.00001257,          0.00078637,          0.00578304
,,,,,   32.800000,    0.983319,          2.03725638,          0.00002771,          0.00173750,          0.01277769,          2.03725638,          0.00002771,          0.00173750,          0.01277769,          2.03725638,          0.00002771,          0.00173750,          0.01277769,          2.01477873,          0.00000434,          0.00027372,          0.00201297,          2.02070821,          0.00001272,          0.00080115,          0.00589174,          2.01478012,          0.00000432,          0.00027268,          0.00200527,          2.02070901,          0.00001271,          0.00080054,          0.00588722,          2.01478430,          0.00000420,          0.00026514,          0.00194989,          2.02071144,          0.00001264,          0.00079615,          0.00585496
,,,,,   33.000000,    0.989315,          2.03725860,          0.00002788,          0.00175911,          0.01293659,          2.03725860,          0.00002788,          0.00175911,          0.01293659,          2.03725860,          0.00002788,          0.00175911,          0.01293659,          2.01477908,          0.00000437,          0.00027711,          0.00203785,          2.02070923,          0.00001280,          0.00081112,          0.00596502,          2.01478049,          0.00000435,          0.00027603,          0.00202997,          2.02071005,          0.00001279,          0.00081049,          0.00596040,          2.01478472,          0.00000423,          0.00026832,          0.00197321,          2.02071250,          0.00001272,          0.00080599,          0.00592734
,,,,,   33.200000,    0.995311,          2.03726084,          0.00002806,          0.00178085,          0.01309652,          2.03726084,          0.00002806,          0.00178085,          0.01309652,          2.03726084,          0.00002806,          0.00178085,          0.01309652,          2.01477943,          0.00000440,          0.00028051,          0.00206290,          2.02071025,          0.00001288,          0.00082115,          0.00603878,          2.01478085,          0.00000438,          0.00027941,          0.00205482,          2.02071108,          0.00001287,          0.00082050,          0.00603404,          2.01478514,          0.00000425,          0.00027151,          0.00199667,          2.02071357,          0.00001280,          0.00081590,          0.00600017
,,,,,   33.400000,    1.001307,          2.03726309,          0.00002823,          0.00180274,          0.01325749,          2.03726309,          0.00002823,          0.00180274,          0.01325749,          2.03726309,          0.00002823,          0.00180274,          0.01325749,          2.01477978,          0.00000442,          0.00028394,          0.00208810,          2.02071129,          0.00001296,          0.00083124,          0.00611302,          2.01478122,          0.00000440,          0.00028281,          0.00207982,          2.02071213,          0.00001295,          0.00083058,          0.00610816,          2.01478556,          0.00000428,          0.00027471,          0.00202026,          2.02071464,          0.00001288,          0.00082586,          0.00607347
,,,,,   33.600000,    1.007303,          2.03726536,          0.00002841,          0.00182477,          0.01341948,          2.03726536,          0.00002841,          0.00182477,          0.01341948,          2.03726536,          0.00002841,          0.00182477,          0.01341948,          2.01478013,          0.00000445,          0.00028739,          0.00211345,          2.02071233,          0.00001305,          0.00084140,          0.00618773,          2.01478160,          0.00000443,          0.00028623,          0.00210498,          2.02071318,          0.00001303,          0.00084073,          0.00618276,          2.01478598,          0.00000430,          0.00027794,          0.00204398,          2.02071572,          0.00001296,          0.00083589,          0.00614722
,,,,,   33.800000,    1.013299,          2.03726764,          0.00002858,          0.00184694,          0.01358251,          2.03726764,          0.00002858,          0.00184694,          0.01358251,          2.03726764,          0.00002858,          0.00184694,          0.01358251,          2.01478049,          0.00000448,          0.00029086,          0.00213897,          2.02071338,          0.00001313,          0.00085163,          0.00626292,          2.01478197,          0.00000446,          0.00028968,          0.00213029,          2.02071423,          0.00001311,          0.00085093,          0.00625783,          2.01478641,          0.00000433,          0.00028118,          0.00206782,          2.02071681,          0.00001304,          0.00084599,          0.00622144
,,,,,   34.000000,    1.019294,          2.03726993,          0.00002876,          0.00186925,          0.01374658,          2.03726993,          0.00002876,          0.00186925,          0.01374658,          2.03726993,          0.00002876,          0.00186925,          0.01374658,          2.01478085,          0.00000450,          0.00029435,          0.00216465,          2.02071443,          0.00001321,          0.00086192,          0.00633859,          2.01478235,          0.00000448,          0.00029314,          0.00215576,          2.02071530,          0.00001320,          0.00086121,          0.00633337,          2.01478684,          0.00000435,          0.00028444,          0.00209179,          2.02071790,          0.00001312,          0.00085614,          0.00629611
,,,,,   34.200000,    1.025290,          2.03727224,          0.00002893,          0.00189170,          0.01391168,          2.03727224,          0.00002893,          0.00189170,          0.01391168,          2.03727224,          0.00002893,          0.00189170,          0.01391168,          2.01478121,          0.00000453,          0.00029786,          0.00219048,          2.02071549,          0.00001329,          0.00087227,          0.00641473,          2.01478273,          0.00000451,          0.00029662,          0.00218138,          2.02071637,          0.00001328,          0.00087154,          0.00640940,          2.01478727,          0.00000438,          0.00028772,          0.00211589,          2.02071900,          0.00001320,          0.00086636,          0.00637125
,,,,,   34.400000,    1.031286,          2.03727456,          0.00002911,          0.00191429,          0.01407782,          2.03727456,          0.00002911,          0.00191429,          0.01407782,          2.03727456,          0.00002911,          0.00191429,          0.01407782,          2.01478157,          0.00000456,          0.00030139,          0.00221647,          2.02071655,          0.00001337,          0.00088269,          0.00649136,          2.01478311,          0.00000454,          0.00030013,          0.00220716,          2.02071744,          0.00001336,          0.00088195,          0.00648589,          2.01478771,          0.00000440,          0.00029101,          0.00214012,          2.02072011,          0.00001328,          0.00087664,          0.00644685
,,,,,   34.600000,    1.037282,          2.03727689,          0.00002928,          0.00193702,          0.01424500,          2.03727689,          0.00002928,          0.00193702,          0.01424500,          2.03727689,          0.00002928,          0.00193702,          0.01424500,          2.01478194,          0.00000458,          0.00030495,          0.00224262,          2.02071763,          0.00001345,          0.00089317,          0.00656846,          2.01478349,          0.00000457,          0.00030365,          0.00223309,          2.02071853,          0.00001344,          0.00089241,          0.00656287,          2.01478814,          0.00000442,          0.00029432,          0.00216447,          2.02072123,          0.00001335,          0.00088698,          0.00652290
,,,,,   34.800000,    1.043278,          2.03727924,          0.00002946,          0.00195990,          0.01441321,          2.03727924,          0.00002946,          0.00195990,          0.01441321,          2.03727924,          0.00002946,          0.00195990,          0.01441321,          2.01478231,          0.00000461,          0.00030853,          0.00226893,          2.02071871,          0.00001353,          0.00090372,          0.00664605,          2.01478388,          0.00000459,          0.00030720,          0.00225918,          2.02071962,          0.00001352,          0.00090295,          0.00664032,          2.01478858,          0.00000445,          0.00029765,          0.00218895,          2.02072235,          0.00001343,          0.00089738,          0.00659942
,,,,,   35.000000,    1.049274,          2.03728161,          0.00002963,          0.00198291,          0.01458247,          2.03728161,          0.00002963,          0.00198291,          0.01458247,          2.03728161,          0.00002963,          0.00198291,          0.01458247,          2.01478268,          0.00000464,          0.00031213,          0.00229540,          2.02071979,          0.00001361,          0.00091434,          0.00672411,          2.01478427,          0.00000462,          0.00031077,          0.00228542,          2.02072071,          0.00001360,          0.00091354,          0.00671826,          2.01478903,          0.00000447,          0.00030100,          0.00221356,          2.02072347,          0.00001351,          0.00090785,          0.00667641
,,,,,   35.200000,    1.055269,          2.03728398,          0.00002981,          0.00200607,          0.01475277,          2.03728398,          0.00002981,          0.00200607,          0.01475277,          2.03728398,          0.00002981,          0.00200607,          0.01475277,          2.01478305,          0.00000467,          0.00031575,          0.00232202,          2.02072088,          0.00001369,          0.00092502,          0.00680266,          2.01478466,          0.00000465,          0.00031436,          0.00231181,          2.02072181,          0.00001368,          0.00092420,          0.00679667,          2.01478947,          0.00000450,          0.00030436,          0.00223830,          2.02072461,          0.00001359,          0.00091838,          0.00675385
,,,,,   35.400000,    1.061265,          2.03728638,          0.00002999,          0.00202937,          0.01492412,          2.03728638,          0.00002999,          0.00202937,          0.01492412,          2.03728638,          0.00002999,          0.00202937,          0.01492412,          2.01478342,          0.00000469,          0.00031939,          0.00234881,          2.02072198,          0.00001377,          0.00093577,          0.00688169,          2.01478505,          0.00000467,          0.00031797,          0.00233836,          2.02072292,          0.00001376,          0.00093493,          0.00687556,          2.01478992,          0.00000452,          0.00030774,          0.00226316,          2.02072575,          0.00001367,          0.00092898,          0.00683176
,,,,,   35.600000,    1.067261,          2.03728878,          0.00003016,          0.00205281,          0.01509651,          2.03728878,          0.00003016,          0.00205281,          0.01509651,          2.03728878,          0.00003016,          0.00205281,          0.01509651,          2.01478380,          0.00000472,          0.00032305,          0.00237575,          2.02072309,          0.00001385,          0.00094658,          0.00696120,          2.01478544,          0.00000470,          0.00032160,          0.00236507,          2.02072404,          0.00001384,          0.00094573,          0.00695493,          2.01479037,          0.00000455,          0.00031114,          0.00228815,          2.02072690,          0.00001375,          0.00093963,          0.00691013
,,,,,   35.800000,    1.073257,          2.03729120,          0.00003034,          0.00207639,          0.01526995,          2.03729120,          0.00003034,          0.00207639,          0.01526995,          2.03729120,          0.00003034,          0.00207639,          0.01526995,          2.01478418,          0.00000475,          0.00032674,          0.00240286,          2.02072420,          0.00001393,          0.00095746,          0.00704119,          2.01478584,          0.00000473,          0.00032525,          0.00239193,          2.02072516,          0.00001392,          0.00095658,          0.00703478,          2.01479082,          0.00000457,          0.00031456,          0.00231326,          2.02072805,          0.00001383,          0.00095035,          0.00698896
,,,,,   36.000000,    1.079253,          2.03729363,          0.00003051,          0.00210012,          0.01544443,          2.03729363,          0.00003051,          0.00210012,          0.01544443,          2.03729363,          0.00003051,          0.00210012,          0.01544443,          2.01478456,          0.00000477,          0.00033045,          0.00243012,          2.02072531,          0.00001401,          0.00096840,          0.00712167,          2.01478624,          0.00000475,          0.00032893,          0.00241895,          2.02072629,          0.00001400,          0.00096751,          0.00711511,          2.01479128,          0.00000459,          0.00031799,          0.00233850,          2.02072921,          0.00001391,          0.00096114,          0.00706826
,,,,,   36.200000,    1.085249,          2.03729608,          0.00003069,          0.00212399,          0.01561997,          2.03729608,          0.00003069,          0.00212399,          0.01561997,          2.03729608,          0.00003069,          0.00212399,          0.01561997,          2.01478494,          0.00000480,          0.00033417,          0.00245754,          2.02072644,          0.00001409,          0.00097941,          0.00720263,          2.01478664,          0.00000478,          0.00033262,          0.00244612,          2.02072742,          0.00001408,          0.00097850,          0.00719593,          2.01479174,          0.00000462,          0.00032144,          0.00236387,          2.02073038,          0.00001399,          0.00097198,          0.00714802
,,,,,   36.400000,    1.091245,          2.03729854,          0.00003087,          0.00214800,          0.01579655,          2.03729854,          0.00003087,          0.00214800,          0.01579655,          2.03729854,          0.00003087,          0.00214800,          0.01579655,          2.01478533,          0.00000483,          0.00033793,          0.00248513,          2.02072757,          0.00001418,          0.00099048,          0.00728408,          2.01478705,          0.00000481,          0.00033634,          0.00247345,          2.02072856,          0.00001416,          0.00098955,          0.00727722,          2.01479220,          0.00000464,          0.00032490,          0.00238936,          2.02073155,          0.00001407,          0.00098289,          0.00722825
,,,,,   36.600000,    1.097240,          2.03730102,          0.00003104,          0.00217216,          0.01597419,          2.03730102,          0.00003104,          0.00217216,          0.01597419,          2.03730102,          0.00003104,          0.00217216,          0.01597419,          2.01478572,          0.00000486,          0.00034170,          0.00251287,          2.02072871,          0.00001426,          0.00100162,          0.00736601,          2.01478745,          0.00000483,          0.00034007,          0.00250093,          2.02072971,          0.00001424,          0.00100067,          0.00735901,          2.01479266,          0.00000467,          0.00032839,          0.00241497,          2.02073273,          0.00001415,          0.00099386,          0.00730895
,,,,,   36.800000,    1.103236,          2.03730351,          0.00003122,          0.00219645,          0.01615288,          2.03730351,          0.00003122,          0.00219645,          0.01615288,          2.03730351,          0.00003122,          0.00219645,          0.01615288,          2.01478611,          0.00000488,          0.00034549,          0.00254077,          2.02072985,          0.00001434,          0.00101283,          0.00744843,          2.01478786,          0.00000486,          0.00034383,          0.00252857,          2.02073087,          0.00001432,          0.00101186,          0.00744127,          2.01479313,          0.00000469,          0.00033189,          0.00244071,          2.02073392,          0.00001423,          0.00100490,          0.00739010
,,,,,   37.000000,    1.109232,          2.03730601,          0.00003140,          0.00222090,          0.01633262,          2.03730601,          0.00003140,          0.00222090,          0.01633262,          2.03730601,          0.00003140,          0.00222090,          0.01633262,          2.01478650,          0.00000491,          0.00034931,          0.00256883,          2.02073100,          0.00001442,          0.00102410,          0.00753133,          2.01478827,          0.00000489,          0.00034761,          0.00255636,          2.02073203,          0.00001440,          0.00102311,          0.00752402,          2.01479360,          0.00000472,          0.00033540,          0.00246658,          2.02073512,          0.00001430,          0.00101600,          0.00747173
,,,,,   37.200000,    1.115228,          2.03730853,          0.00003157,          0.00224548,          0.01651342,          2.03730853,          0.00003157,          0.00224548,          0.01651342,          2.03730853,          0.00003157,          0.00224548,          0.01651342,          2.01478689,          0.00000494,          0.00035315,          0.00259706,          2.02073216,          0.00001450,          0.00103544,          0.00761473,          2.01478869,          0.00000491,          0.00035141,          0.00258432,          2.02073320,          0.00001449,          0.00103443,          0.00760725,          2.01479407,          0.00000474,          0.00033894,          0.00249256,          2.02073632,          0.00001438,          0.00102716,          0.00755382
,,,,,   37.400000,    1.121224,          2.03731106,          0.00003175,          0.00227021,          0.01669527,          2.03731106,          0.00003175,          0.00227021,          0.01669527,          2.03731106,          0.00003175,          0.00227021,          0.01669527,          2.01478729,          0.00000497,          0.00035701,          0.00262544,          2.02073332,          0.00001458,          0.00104685,          0.00769861,          2.01478910,          0.00000494,          0.00035523,          0.00261242,          2.02073437,          0.00001457,          0.00104581,          0.00769097,          2.01479454,          0.00000476,          0.00034249,          0.00251868,          2.02073753,          0.00001446,          0.00103839,          0.00763638
,,,,,   37.600000,    1.127220,          2.03731361,          0.00003193,          0.00229508,          0.01687819,          2.03731361,          0.00003193,          0.00229508,          0.01687819,          2.03731361,          0.00003193,          0.00229508,          0.01687819,          2.01478769,          0.00000499,          0.00036089,          0.00265398,          2.02073449,          0.00001466,          0.00105832,          0.00778298,          2.01478952,          0.00000497,          0.00035908,          0.00264068,          2.02073555,          0.00001465,          0.00105726,          0.00777517,          2.01479502,          0.00000479,          0.00034605,          0.00254491,          2.02073874,          0.00001454,          0.00104968,          0.00771940
,,,,,   37.800000,    1.133215,          2.03731617,          0.00003211,          0.00232010,          0.01706216,          2.03731617,          0.00003211,          0.00232010,          0.01706216,          2.03731617,          0.00003211,          0.00232010,          0.01706216,          2.01478809,          0.00000502,          0.00036479,          0.00268269,          2.02073566,          0.00001474,          0.00106986,          0.00786784,          2.01478994,          0.00000499,          0.00036294,          0.00266910,          2.02073674,          0.00001473,          0.00106878,          0.00785987,          2.01479550,          0.00000481,          0.00034964,          0.00257127,          2.02073996,          0.00001462,          0.00106103,          0.00780289
,,,,,   38.000000,    1.139211,          2.03731875,          0.00003228,          0.00234526,          0.01724720,          2.03731875,          0.00003228,          0.00234526,          0.01724720,          2.03731875,          0.00003228,          0.00234526,          0.01724720,          2.01478849,          0.00000505,          0.00036871,          0.00271155,          2.02073685,          0.00001483,          0.00108147,          0.00795319,          2.01479036,          0.00000502,          0.00036683,          0.00269768,          2.02073793,          0.00001481,          0.00108036,          0.00794504,          2.01479598,          0.00000484,          0.00035324,          0.00259775,          2.02074119,          0.00001470,          0.00107245,          0.00788685
,,,,,   38.200000,    1.145207,          2.03732134,          0.00003246,          0.00237056,          0.01743330,          2.03732134,          0.00003246,          0.00237056,          0.01743330,          2.03732134,          0.00003246,          0.00237056,          0.01743330,          2.01478889,          0.00000507,          0.00037266,          0.00274058,          2.02073804,          0.00001491,          0.00109314,          0.00803903,          2.01479079,          0.00000505,          0.00037073,          0.00272641,          2.02073913,          0.00001489,          0.00109201,          0.00803071,          2.01479646,          0.00000486,          0.00035686,          0.00262436,          2.02074243,          0.00001478,          0.00108393,          0.00797128
,,,,,   38.400000,    1.151203,          2.03732394,          0.00003264,          0.00239601,          0.01762046,          2.03732394,          0.00003264,          0.00239601,          0.01762046,          2.03732394,          0.00003264,          0.00239601,          0.01762046,          2.01478930,          0.00000510,          0.00037663,          0.00276977,          2.02073923,          0.00001499,          0.00110488,          0.00812536,          2.01479121,          0.00000508,          0.00037466,          0.00275530,          2.02074034,          0.00001497,          0.00110372,          0.00811687,          2.01479695,          0.00000488,          0.00036049,          0.00265108,          2.02074367,          0.00001486,          0.00109547,          0.00805618
,,,,,   38.600000,    1.157199,          2.03732656,          0.00003282,          0.00242161,          0.01780869,          2.03732656,          0.00003282,          0.00242161,          0.01780869,          2.03732656,          0.00003282,          0.00242161,          0.01780869,          2.01478971,          0.00000513,          0.00038062,          0.00279911,          2.02074043,          0.00001507,          0.00111668,          0.00821218,          2.01479164,          0.00000510,          0.00037861,          0.00278434,          2.02074155,          0.00001505,          0.00111551,          0.00820351,          2.01479744,          0.00000491,          0.00036414,          0.00267793,          2.02074492,          0.00001494,          0.00110708,          0.00814155
