../../../pdielec -processors 4 -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.1 -method mie -size 1.0 0.1 -sigma 5 -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1/0.1mu)
,,,,,,  411.800000,   12.345453,          4.94558312,          1.33980579,         -0.04418062,         42.88469781
,,,,,,  412.000000,   12.351449,          4.96092340,          1.33864730,         -0.04427702,         43.01771819
,,,,,,  412.200000,   12.357445,          4.97647658,          1.33748967,         -0.04437513,         43.15258467
,,,,,,  412.400000,   12.363441,          4.99224116,          1.33633283,         -0.04447490,         43.28928430
,,,,,,  412.600000,   12.369437,          5.00821574,          1.33517669,         -0.04457633,         43.42780485
,,,,,,  412.800000,   12.375433,          5.02439898,          1.33402118,         -0.04467940,         43.56813478
,,,,,,  413.000000,   12.381429,          5.04078963,          1.33286621,         -0.04478409,         43.71026321
,,,,,,  413.200000,   12.387424,          5.05738650,          1.33171172,         -0.04489038,         43.85417990
,,,,,,  413.400000,   12.393420,          5.07418850,          1.33055763,         -0.04499826,         43.99987525
,,,,,,  413.600000,   12.399416,          5.09119457,          1.32940387,         -0.04510771,         44.14734025
,,,,,,  413.800000,   12.405412,          5.10840376,          1.32825037,         -0.04521872,         44.29656649
,,,,,,  414.000000,   12.411408,          5.12581515,          1.32709705,         -0.04533127,         44.44754611
,,,,,,  414.200000,   12.417404,          5.14342791,          1.32594385,         -0.04544536,         44.60027183
,,,,,,  414.400000,   12.423399,          5.16124125,          1.32479070,         -0.04556096,         44.75473688
,,,,,,  414.600000,   12.429395,          5.17925445,          1.32363754,         -0.04567807,         44.91093500
,,,,,,  414.800000,   12.435391,          5.19746686,          1.32248430,         -0.04579668,         45.06886048
,,,,,,  415.000000,   12.441387,          5.21587786,          1.32133091,         -0.04591677,         45.22850804
,,,,,,  415.200000,   12.447383,          5.23448691,          1.32017732,         -0.04603833,         45.38987292
,,,,,,  415.400000,   12.453379,          5.25329351,          1.31902346,         -0.04616136,         45.55295081
,,,,,,  415.600000,   12.459375,          5.27229721,          1.31786927,         -0.04628584,         45.71773785
,,,,,,  415.800000,   12.465370,          5.29149762,          1.31671469,         -0.04641176,         45.88423062
,,,,,,  416.000000,   12.471366,          5.31089439,          1.31555966,         -0.04653912,         46.05242612
,,,,,,  416.200000,   12.477362,          5.33048724,          1.31440413,         -0.04666791,         46.22232177
,,,,,,  416.400000,   12.483358,          5.35027589,          1.31324803,         -0.04679812,         46.39391541
,,,,,,  416.600000,   12.489354,          5.37026016,          1.31209132,         -0.04692974,         46.56720526
,,,,,,  416.800000,   12.495350,          5.39043988,          1.31093393,         -0.04706277,         46.74218994
,,,,,,  417.000000,   12.501345,          5.41081494,          1.30977581,         -0.04719720,         46.91886842
,,,,,,  417.200000,   12.507341,          5.43138526,          1.30861691,         -0.04733302,         47.09724008
,,,,,,  417.400000,   12.513337,          5.45215080,          1.30745717,         -0.04747023,         47.27730462
,,,,,,  417.600000,   12.519333,          5.47311159,          1.30629654,         -0.04760882,         47.45906213
,,,,,,  417.800000,   12.525329,          5.49426766,          1.30513497,         -0.04774879,         47.64251303
,,,,,,  418.000000,   12.531325,          5.51561910,          1.30397241,         -0.04789013,         47.82765806
,,,,,,  418.200000,   12.537321,          5.53716604,          1.30280881,         -0.04803284,         48.01449832
,,,,,,  418.400000,   12.543316,          5.55890864,          1.30164412,         -0.04817692,         48.20303523
,,,,,,  418.600000,   12.549312,          5.58084711,          1.30047828,         -0.04832235,         48.39327050
,,,,,,  418.800000,   12.555308,          5.60298167,          1.29931125,         -0.04846914,         48.58520619
,,,,,,  419.000000,   12.561304,          5.62531259,          1.29814299,         -0.04861728,         48.77884465
,,,,,,  419.200000,   12.567300,          5.64784019,          1.29697344,         -0.04876678,         48.97418852
,,,,,,  419.400000,   12.573296,          5.67056481,          1.29580256,         -0.04891762,         49.17124076
,,,,,,  419.600000,   12.579292,          5.69348681,          1.29463031,         -0.04906981,         49.37000461
,,,,,,  419.800000,   12.585287,          5.71660661,          1.29345662,         -0.04922334,         49.57048359
,,,,,,  420.000000,   12.591283,          5.73992464,          1.29228147,         -0.04937821,         49.77268151
,,,,,,  420.200000,   12.597279,          5.76344137,          1.29110481,         -0.04953442,         49.97660245
,,,,,,  420.400000,   12.603275,          5.78715731,          1.28992658,         -0.04969198,         50.18225078
,,,,,,  420.600000,   12.609271,          5.81107299,          1.28874675,         -0.04985087,         50.38963113
,,,,,,  420.800000,   12.615267,          5.83518898,          1.28756528,         -0.05001109,         50.59874839
,,,,,,  421.000000,   12.621262,          5.85950586,          1.28638211,         -0.05017266,         50.80960772
,,,,,,  421.200000,   12.627258,          5.88402427,          1.28519722,         -0.05033556,         51.02221453
,,,,,,  421.400000,   12.633254,          5.90874487,          1.28401055,         -0.05049979,         51.23657451
,,,,,,  421.600000,   12.639250,          5.93366832,          1.28282206,         -0.05066536,         51.45269358
,,,,,,  421.800000,   12.645246,          5.95879535,          1.28163171,         -0.05083227,         51.67057791
,,,,,,  422.000000,   12.651242,          5.98412670,          1.28043947,         -0.05100052,         51.89023394
,,,,,,  422.200000,   12.657238,          6.00966313,          1.27924528,         -0.05117010,         52.11166834
,,,,,,  422.400000,   12.663233,          6.03540545,          1.27804912,         -0.05134102,         52.33488802
,,,,,,  422.600000,   12.669229,          6.06135447,          1.27685093,         -0.05151329,         52.55990013
,,,,,,  422.800000,   12.675225,          6.08751106,          1.27565068,         -0.05168689,         52.78671208
,,,,,,  423.000000,   12.681221,          6.11387609,          1.27444833,         -0.05186184,         53.01533149
,,,,,,  423.200000,   12.687217,          6.14045047,          1.27324384,         -0.05203813,         53.24576624
,,,,,,  423.400000,   12.693213,          6.16723513,          1.27203718,         -0.05221576,         53.47802441
,,,,,,  423.600000,   12.699209,          6.19423103,          1.27082829,         -0.05239475,         53.71211436
,,,,,,  423.800000,   12.705204,          6.22143917,          1.26961715,         -0.05257509,         53.94804463
,,,,,,  424.000000,   12.711200,          6.24886056,          1.26840371,         -0.05275678,         54.18582403
,,,,,,  424.200000,   12.717196,          6.27649623,          1.26718794,         -0.05293982,         54.42546157
,,,,,,  424.400000,   12.723192,          6.30434725,          1.26596979,         -0.05312423,         54.66696651
,,,,,,  424.600000,   12.729188,          6.33241472,          1.26474924,         -0.05330999,         54.91034831
,,,,,,  424.800000,   12.735184,          6.36069975,          1.26352625,         -0.05349712,         55.15561669
,,,,,,  425.000000,   12.741179,          6.38920350,          1.26230076,         -0.05368562,         55.40278155
,,,,,,  425.200000,   12.747175,          6.41792712,          1.26107276,         -0.05387550,         55.65185306
,,,,,,  425.400000,   12.753171,          6.44687182,          1.25984221,         -0.05406674,         55.90284158
,,,,,,  425.600000,   12.759167,          6.47603881,          1.25860905,         -0.05425937,         56.15575771
,,,,,,  425.800000,   12.765163,          6.50542935,          1.25737327,         -0.05445338,         56.41061226
,,,,,,  426.000000,   12.771159,          6.53504470,          1.25613482,         -0.05464878,         56.66741628
,,,,,,  426.200000,   12.777155,          6.56488618,          1.25489367,         -0.05484556,         56.92618102
,,,,,,  426.400000,   12.783150,          6.59495509,          1.25364977,         -0.05504375,         57.18691797
,,,,,,  426.600000,   12.789146,          6.62525279,          1.25240311,         -0.05524333,         57.44963883
,,,,,,  426.800000,   12.795142,          6.65578066,          1.25115363,         -0.05544433,         57.71435553
,,,,,,  427.000000,   12.801138,          6.68654010,          1.24990130,         -0.05564673,         57.98108023
,,,,,,  427.200000,   12.807134,          6.71753253,          1.24864610,         -0.05585054,         58.24982528
,,,,,,  427.400000,   12.813130,          6.74875941,          1.24738797,         -0.05605578,         58.52060328
,,,,,,  427.600000,   12.819126,          6.78022220,          1.24612689,         -0.05626245,         58.79342705
,,,,,,  427.800000,   12.825121,          6.81192243,          1.24486282,         -0.05647054,         59.06830963
,,,,,,  428.000000,   12.831117,          6.84386162,          1.24359573,         -0.05668007,         59.34526428
,,,,,,  428.200000,   12.837113,          6.87604131,          1.24232559,         -0.05689105,         59.62430449
,,,,,,  428.400000,   12.843109,          6.90846310,          1.24105234,         -0.05710348,         59.90544397
,,,,,,  428.600000,   12.849105,          6.94112859,          1.23977597,         -0.05731735,         60.18869666
,,,,,,  428.800000,   12.855101,          6.97403942,          1.23849644,         -0.05753270,         60.47407672
,,,,,,  429.000000,   12.861096,          7.00719724,          1.23721371,         -0.05774950,         60.76159855
,,,,,,  429.200000,   12.867092,          7.04060374,          1.23592774,         -0.05796779,         61.05127677
,,,,,,  429.400000,   12.873088,          7.07426063,          1.23463851,         -0.05818755,         61.34312623
,,,,,,  429.600000,   12.879084,          7.10816966,          1.23334598,         -0.05840880,         61.63716200
,,,,,,  429.800000,   12.885080,          7.14233259,          1.23205010,         -0.05863155,         61.93339941
,,,,,,  430.000000,   12.891076,          7.17675120,          1.23075086,         -0.05885579,         62.23185399
,,,,,,  430.200000,   12.897072,          7.21142733,          1.22944821,         -0.05908155,         62.53254153
,,,,,,  430.400000,   12.903067,          7.24636281,          1.22814212,         -0.05930882,         62.83547804
,,,,,,  430.600000,   12.909063,          7.28155953,          1.22683256,         -0.05953762,         63.14067977
,,,,,,  430.800000,   12.915059,          7.31701938,          1.22551949,         -0.05976794,         63.44816321
,,,,,,  431.000000,   12.921055,          7.35274429,          1.22420287,         -0.05999981,         63.75794509
,,,,,,  431.200000,   12.927051,          7.38873622,          1.22288268,         -0.06023322,         64.07004238
,,,,,,  431.400000,   12.933047,          7.42499716,          1.22155887,         -0.06046818,         64.38447229
,,,,,,  431.600000,   12.939042,          7.46152911,          1.22023142,         -0.06070471,         64.70125230
,,,,,,  431.800000,   12.945038,          7.49833413,          1.21890028,         -0.06094281,         65.02040009
,,,,,,  432.000000,   12.951034,          7.53541427,          1.21756543,         -0.06118249,         65.34193363
,,,,,,  432.200000,   12.957030,          7.57277165,          1.21622682,         -0.06142376,         65.66587112
,,,,,,  432.400000,   12.963026,          7.61040838,          1.21488444,         -0.06166662,         65.99223102
,,,,,,  432.600000,   12.969022,          7.64832663,          1.21353823,         -0.06191109,         66.32103203
,,,,,,  432.800000,   12.975018,          7.68652859,          1.21218817,         -0.06215718,         66.65229313
,,,,,,  433.000000,   12.981013,          7.72501647,          1.21083422,         -0.06240488,         66.98603355
,,,,,,  433.200000,   12.987009,          7.76379251,          1.20947635,         -0.06265423,         67.32227276
,,,,,,  433.400000,   12.993005,          7.80285900,          1.20811452,         -0.06290521,         67.66103053
,,,,,,  433.600000,   12.999001,          7.84221825,          1.20674869,         -0.06315784,         68.00232687
,,,,,,  433.800000,   13.004997,          7.88187259,          1.20537884,         -0.06341214,         68.34618206
,,,,,,  434.000000,   13.010993,          7.92182440,          1.20400493,         -0.06366811,         68.69261665
,,,,,,  434.200000,   13.016989,          7.96207607,          1.20262692,         -0.06392575,         69.04165149
,,,,,,  434.400000,   13.022984,          8.00263004,          1.20124477,         -0.06418509,         69.39330767
,,,,,,  434.600000,   13.028980,          8.04348878,          1.19985846,         -0.06444613,         69.74760657
,,,,,,  434.800000,   13.034976,          8.08465478,          1.19846795,         -0.06470888,         70.10456985
,,,,,,  435.000000,   13.040972,          8.12613058,          1.19707320,         -0.06497336,         70.46421948
,,,,,,  435.200000,   13.046968,          8.16791874,          1.19567418,         -0.06523956,         70.82657767
,,,,,,  435.400000,   13.052964,          8.21002186,          1.19427085,         -0.06550751,         71.19166695
,,,,,,  435.600000,   13.058959,          8.25244256,          1.19286318,         -0.06577722,         71.55951015
,,,,,,  435.800000,   13.064955,          8.29518352,          1.19145112,         -0.06604869,         71.93013036
,,,,,,  436.000000,   13.070951,          8.33824743,          1.19003466,         -0.06632193,         72.30355102
,,,,,,  436.200000,   13.076947,          8.38163703,          1.18861374,         -0.06659697,         72.67979582
,,,,,,  436.400000,   13.082943,          8.42535509,          1.18718834,         -0.06687380,         73.05888880
,,,,,,  436.600000,   13.088939,          8.46940442,          1.18575841,         -0.06715244,         73.44085427
,,,,,,  436.800000,   13.094935,          8.51378785,          1.18432393,         -0.06743291,         73.82571689
,,,,,,  437.000000,   13.100930,          8.55850827,          1.18288485,         -0.06771521,         74.21350160
,,,,,,  437.200000,   13.106926,          8.60356858,          1.18144115,         -0.06799936,         74.60423369
,,,,,,  437.400000,   13.112922,          8.64897175,          1.17999277,         -0.06828536,         74.99793876
,,,,,,  437.600000,   13.118918,          8.69472076,          1.17853970,         -0.06857324,         75.39464273
,,,,,,  437.800000,   13.124914,          8.74081864,          1.17708188,         -0.06886300,         75.79437185
,,,,,,  438.000000,   13.130910,          8.78726846,          1.17561929,         -0.06915465,         76.19715273
,,,,,,  438.200000,   13.136906,          8.83407331,          1.17415189,         -0.06944822,         76.60301230
,,,,,,  438.400000,   13.142901,          8.88123636,          1.17267963,         -0.06974370,         77.01197782
,,,,,,  438.600000,   13.148897,          8.92876078,          1.17120249,         -0.07004112,         77.42407692
,,,,,,  438.800000,   13.154893,          8.97664980,          1.16972042,         -0.07034049,         77.83933756
,,,,,,  439.000000,   13.160889,          9.02490668,          1.16823340,         -0.07064182,         78.25778809
,,,,,,  439.200000,   13.166885,          9.07353474,          1.16674137,         -0.07094513,         78.67945717
,,,,,,  439.400000,   13.172881,          9.12253731,          1.16524431,         -0.07125042,         79.10437386
,,,,,,  439.600000,   13.178876,          9.17191781,          1.16374217,         -0.07155772,         79.53256758
,,,,,,  439.800000,   13.184872,          9.22167966,          1.16223492,         -0.07186703,         79.96406813
,,,,,,  440.000000,   13.190868,          9.27182634,          1.16072251,         -0.07217838,         80.39890566
,,,,,,  440.200000,   13.196864,          9.32236137,          1.15920492,         -0.07249176,         80.83711074
,,,,,,  440.400000,   13.202860,          9.37328833,          1.15768210,         -0.07280721,         81.27871430
,,,,,,  440.600000,   13.208856,          9.42461082,          1.15615401,         -0.07312473,         81.72374767
,,,,,,  440.800000,   13.214852,          9.47633250,          1.15462062,         -0.07344434,         82.17224259
,,,,,,  441.000000,   13.220847,          9.52845709,          1.15308189,         -0.07376606,         82.62423118
,,,,,,  441.200000,   13.226843,          9.58098833,          1.15153777,         -0.07408989,         83.07974600
,,,,,,  441.400000,   13.232839,          9.63393003,          1.14998822,         -0.07441586,         83.53881999
,,,,,,  441.600000,   13.238835,          9.68728602,          1.14843322,         -0.07474397,         84.00148652
,,,,,,  441.800000,   13.244831,          9.74106022,          1.14687271,         -0.07507426,         84.46777939
,,,,,,  442.000000,   13.250827,          9.79525656,          1.14530666,         -0.07540672,         84.93773283
,,,,,,  442.200000,   13.256822,          9.84987905,          1.14373503,         -0.07574138,         85.41138151
,,,,,,  442.400000,   13.262818,          9.90493173,          1.14215777,         -0.07607826,         85.88876052
,,,,,,  442.600000,   13.268814,          9.96041871,          1.14057485,         -0.07641736,         86.36990542
,,,,,,  442.800000,   13.274810,         10.01634412,          1.13898623,         -0.07675871,         86.85485222
,,,,,,  443.000000,   13.280806,         10.07271219,          1.13739186,         -0.07710232,         87.34363737
,,,,,,  443.200000,   13.286802,         10.12952717,          1.13579170,         -0.07744822,         87.83629782
,,,,,,  443.400000,   13.292798,         10.18679337,          1.13418572,         -0.07779641,         88.33287097
,,,,,,  443.600000,   13.298793,         10.24451517,          1.13257386,         -0.07814691,         88.83339469
,,,,,,  443.800000,   13.304789,         10.30269698,          1.13095610,         -0.07849974,         89.33790737
,,,,,,  444.000000,   13.310785,         10.36134329,          1.12933238,         -0.07885493,         89.84644785
,,,,,,  444.200000,   13.316781,         10.42045863,          1.12770266,         -0.07921248,         90.35905551
,,,,,,  444.400000,   13.322777,         10.48004762,          1.12606691,         -0.07957242,         90.87577021
,,,,,,  444.600000,   13.328773,         10.54011489,          1.12442507,         -0.07993475,         91.39663233
,,,,,,  444.800000,   13.334769,         10.60066517,          1.12277711,         -0.08029952,         91.92168277
,,,,,,  445.000000,   13.340764,         10.66170324,          1.12112298,         -0.08066672,         92.45096296
,,,,,,  445.200000,   13.346760,         10.72323394,          1.11946264,         -0.08103638,         92.98451487
,,,,,,  445.400000,   13.352756,         10.78526216,          1.11779605,         -0.08140851,         93.52238100
,,,,,,  445.600000,   13.358752,         10.84779288,          1.11612315,         -0.08178315,         94.06460442
,,,,,,  445.800000,   13.364748,         10.91083113,          1.11444391,         -0.08216030,         94.61122875
,,,,,,  446.000000,   13.370744,         10.97438199,          1.11275829,         -0.08253998,         95.16229817
,,,,,,  446.200000,   13.376739,         11.03845064,          1.11106623,         -0.08292223,         95.71785744
,,,,,,  446.400000,   13.382735,         11.10304230,          1.10936769,         -0.08330704,         96.27795192
,,,,,,  446.600000,   13.388731,         11.16816227,          1.10766263,         -0.08369446,         96.84262753
,,,,,,  446.800000,   13.394727,         11.23381591,          1.10595099,         -0.08408449,         97.41193082
,,,,,,  447.000000,   13.400723,         11.30000867,          1.10423275,         -0.08447715,         97.98590893
,,,,,,  447.200000,   13.406719,         11.36674605,          1.10250784,         -0.08487248,         98.56460964
,,,,,,  447.400000,   13.412715,         11.43403364,          1.10077622,         -0.08527048,         99.14808133
,,,,,,  447.600000,   13.418710,         11.50187708,          1.09903785,         -0.08567118,         99.73637305
,,,,,,  447.800000,   13.424706,         11.57028211,          1.09729267,         -0.08607461,        100.32953447
,,,,,,  448.000000,   13.430702,         11.63925454,          1.09554065,         -0.08648077,        100.92761593
,,,,,,  448.200000,   13.436698,         11.70880024,          1.09378172,         -0.08688971,        101.53066843
,,,,,,  448.400000,   13.442694,         11.77892517,          1.09201586,         -0.08730142,        102.13874365
,,,,,,  448.600000,   13.448690,         11.84963537,          1.09024299,         -0.08771595,        102.75189395
,,,,,,  448.800000,   13.454686,         11.92093697,          1.08846309,         -0.08813332,        103.37017241
,,,,,,  449.000000,   13.460681,         11.99283616,          1.08667609,         -0.08855353,        103.99363279
,,,,,,  449.200000,   13.466677,         12.06533923,          1.08488195,         -0.08897663,        104.62232957
,,,,,,  449.400000,   13.472673,         12.13845255,          1.08308063,         -0.08940262,        105.25631799
,,,,,,  449.600000,   13.478669,         12.21218256,          1.08127206,         -0.08983155,        105.89565399
,,,,,,  449.800000,   13.484665,         12.28653581,          1.07945620,         -0.09026342,        106.54039428
,,,,,,  450.000000,   13.490661,         12.36151893,          1.07763299,         -0.09069826,        107.19059635
,,,,,,  450.200000,   13.496656,         12.43713863,          1.07580240,         -0.09113610,        107.84631844
,,,,,,  450.400000,   13.502652,         12.51340173,          1.07396436,         -0.09157697,        108.50761959
,,,,,,  450.600000,   13.508648,         12.59031512,          1.07211883,         -0.09202088,        109.17455963
,,,,,,  450.800000,   13.514644,         12.66788579,          1.07026574,         -0.09246786,        109.84719921
,,,,,,  451.000000,   13.520640,         12.74612084,          1.06840506,         -0.09291794,        110.52559981
,,,,,,  451.200000,   13.526636,         12.82502746,          1.06653673,         -0.09337114,        111.20982374
,,,,,,  451.400000,   13.532632,         12.90461292,          1.06466068,         -0.09382749,        111.89993415
,,,,,,  451.600000,   13.538627,         12.98488461,          1.06277688,         -0.09428702,        112.59599508
,,,,,,  451.800000,   13.544623,         13.06585001,          1.06088527,         -0.09474975,        113.29807143
,,,,,,  452.000000,   13.550619,         13.14751672,          1.05898578,         -0.09521570,        114.00622900
,,,,,,  452.200000,   13.556615,         13.22989243,          1.05707838,         -0.09568491,        114.72053449
,,,,,,  452.400000,   13.562611,         13.31298492,          1.05516300,         -0.09615740,        115.44105551
,,,,,,  452.600000,   13.568607,         13.39680212,          1.05323958,         -0.09663321,        116.16786064
,,,,,,  452.800000,   13.574602,         13.48135203,          1.05130807,         -0.09711234,        116.90101938
,,,,,,  453.000000,   13.580598,         13.56664279,          1.04936842,         -0.09759485,        117.64060219
,,,,,,  453.200000,   13.586594,         13.65268263,          1.04742057,         -0.09808075,        118.38668055
,,,,,,  453.400000,   13.592590,         13.73947991,          1.04546446,         -0.09857007,        119.13932689
,,,,,,  453.600000,   13.598586,         13.82704310,          1.04350003,         -0.09906284,        119.89861469
,,,,,,  453.800000,   13.604582,         13.91538079,          1.04152723,         -0.09955909,        120.66461844
,,,,,,  454.000000,   13.610578,         14.00450170,          1.03954599,         -0.10005886,        121.43741369
,,,,,,  454.200000,   13.616573,         14.09441465,          1.03755626,         -0.10056216,        122.21707704
,,,,,,  454.400000,   13.622569,         14.18512861,          1.03555799,         -0.10106903,        123.00368617
,,,,,,  454.600000,   13.628565,         14.27665267,          1.03355110,         -0.10157951,        123.79731987
,,,,,,  454.800000,   13.634561,         14.36899603,          1.03153554,         -0.10209361,        124.59805804
,,,,,,  455.000000,   13.640557,         14.46216805,          1.02951125,         -0.10261138,        125.40598173
,,,,,,  455.200000,   13.646553,         14.55617819,          1.02747817,         -0.10313284,        126.22117313
,,,,,,  455.400000,   13.652549,         14.65103609,          1.02543624,         -0.10365802,        127.04371559
,,,,,,  455.600000,   13.658544,         14.74675148,          1.02338539,         -0.10418697,        127.87369369
,,,,,,  455.800000,   13.664540,         14.84333426,          1.02132556,         -0.10471970,        128.71119318
,,,,,,  456.000000,   13.670536,         14.94079446,          1.01925669,         -0.10525626,        129.55630109
,,,,,,  456.200000,   13.676532,         15.03914227,          1.01717872,         -0.10579667,        130.40910566
,,,,,,  456.400000,   13.682528,         15.13838800,          1.01509158,         -0.10634097,        131.26969643
,,,,,,  456.600000,   13.688524,         15.23854213,          1.01299520,         -0.10688919,        132.13816424
,,,,,,  456.800000,   13.694519,         15.33961529,          1.01088953,         -0.10744137,        133.01460123
,,,,,,  457.000000,   13.700515,         15.44161827,          1.00877450,         -0.10799754,        133.89910089
,,,,,,  457.200000,   13.706511,         15.54456199,          1.00665004,         -0.10855774,        134.79175808
,,,,,,  457.400000,   13.712507,         15.64845755,          1.00451609,         -0.10912200,        135.69266905
,,,,,,  457.600000,   13.718503,         15.75331623,          1.00237257,         -0.10969035,        136.60193144
,,,,,,  457.800000,   13.724499,         15.85914945,          1.00021943,         -0.11026283,        137.51964434
,,,,,,  458.000000,   13.730495,         15.96596880,          0.99805659,         -0.11083949,        138.44590831
,,,,,,  458.200000,   13.736490,         16.07378604,          0.99588398,         -0.11142034,        139.38082537
,,,,,,  458.400000,   13.742486,         16.18261313,          0.99370154,         -0.11200544,        140.32449908
,,,,,,  458.600000,   13.748482,         16.29246218,          0.99150920,         -0.11259482,        141.27703451
,,,,,,  458.800000,   13.754478,         16.40334548,          0.98930688,         -0.11318852,        142.23853830
,,,,,,  459.000000,   13.760474,         16.51527552,          0.98709452,         -0.11378656,        143.20911870
,,,,,,  459.200000,   13.766470,         16.62826497,          0.98487204,         -0.11438900,        144.18888556
,,,,,,  459.400000,   13.772466,         16.74232669,          0.98263938,         -0.11499588,        145.17795038
,,,,,,  459.600000,   13.778461,         16.85747373,          0.98039645,         -0.11560722,        146.17642634
,,,,,,  459.800000,   13.784457,         16.97371933,          0.97814319,         -0.11622307,        147.18442833
,,,,,,  460.000000,   13.790453,         17.09107695,          0.97587953,         -0.11684347,        148.20207296
,,,,,,  460.200000,   13.796449,         17.20956024,          0.97360539,         -0.11746847,        149.22947863
,,,,,,  460.400000,   13.802445,         17.32918306,          0.97132069,         -0.11809809,        150.26676551
,,,,,,  460.600000,   13.808441,         17.44995948,          0.96902536,         -0.11873238,        151.31405562
,,,,,,  460.800000,   13.814436,         17.57190379,          0.96671932,         -0.11937139,        152.37147284
,,,,,,  461.000000,   13.820432,         17.69503049,          0.96440250,         -0.12001516,        153.43914295
,,,,,,  461.200000,   13.826428,         17.81935430,          0.96207482,         -0.12066372,        154.51719365
,,,,,,  461.400000,   13.832424,         17.94489019,          0.95973620,         -0.12131712,        155.60575460
,,,,,,  461.600000,   13.838420,         18.07165334,          0.95738657,         -0.12197541,        156.70495748
,,,,,,  461.800000,   13.844416,         18.19965916,          0.95502584,         -0.12263862,        157.81493600
,,,,,,  462.000000,   13.850412,         18.32892332,          0.95265393,         -0.12330681,        158.93582592
,,,,,,  462.200000,   13.856407,         18.45946171,          0.95027077,         -0.12398001,        160.06776515
,,,,,,  462.400000,   13.862403,         18.59129049,          0.94787627,         -0.12465827,        161.21089372
,,,,,,  462.600000,   13.868399,         18.72442606,          0.94547035,         -0.12534164,        162.36535387
,,,,,,  462.800000,   13.874395,         18.85888508,          0.94305293,         -0.12603016,        163.53129005
,,,,,,  463.000000,   13.880391,         18.99468446,          0.94062392,         -0.12672388,        164.70884899
,,,,,,  463.200000,   13.886387,         19.13184141,          0.93818325,         -0.12742284,        165.89817974
,,,,,,  463.400000,   13.892383,         19.27037337,          0.93573082,         -0.12812710,        167.09943368
,,,,,,  463.600000,   13.898378,         19.41029808,          0.93326655,         -0.12883669,        168.31276462
,,,,,,  463.800000,   13.904374,         19.55163356,          0.93079036,         -0.12955167,        169.53832879
,,,,,,  464.000000,   13.910370,         19.69439812,          0.92830215,         -0.13027209,        170.77628492
,,,,,,  464.200000,   13.916366,         19.83861035,          0.92580185,         -0.13099799,        172.02679427
,,,,,,  464.400000,   13.922362,         19.98428915,          0.92328935,         -0.13172942,        173.29002068
,,,,,,  464.600000,   13.928358,         20.13145371,          0.92076458,         -0.13246644,        174.56613062
,,,,,,  464.800000,   13.934353,         20.28012354,          0.91822744,         -0.13320910,        175.85529326
,,,,,,  465.000000,   13.940349,         20.43031848,          0.91567785,         -0.13395743,        177.15768048
,,,,,,  465.200000,   13.946345,         20.58205865,          0.91311570,         -0.13471151,        178.47346694
,,,,,,  465.400000,   13.952341,         20.73536452,          0.91054091,         -0.13547137,        179.80283016
,,,,,,  465.600000,   13.958337,         20.89025692,          0.90795339,         -0.13623707,        181.14595052
,,,,,,  465.800000,   13.964333,         21.04675696,          0.90535304,         -0.13700867,        182.50301137
,,,,,,  466.000000,   13.970329,         21.20488615,          0.90273977,         -0.13778621,        183.87419905
,,,,,,  466.200000,   13.976324,         21.36466633,          0.90011348,         -0.13856975,        185.25970295
,,,,,,  466.400000,   13.982320,         21.52611970,          0.89747407,         -0.13935935,        186.65971559
,,,,,,  466.600000,   13.988316,         21.68926883,          0.89482145,         -0.14015505,        188.07443266
,,,,,,  466.800000,   13.994312,         21.85413665,          0.89215551,         -0.14095692,        189.50405310
,,,,,,  467.000000,   14.000308,         22.02074649,          0.88947617,         -0.14176500,        190.94877914
,,,,,,  467.200000,   14.006304,         22.18912206,          0.88678332,         -0.14257936,        192.40881639
,,,,,,  467.400000,   14.012299,         22.35928747,          0.88407685,         -0.14340006,        193.88437387
,,,,,,  467.600000,   14.018295,         22.53126723,          0.88135668,         -0.14422714,        195.37566411
,,,,,,  467.800000,   14.024291,         22.70508625,          0.87862269,         -0.14506067,        196.88290321
,,,,,,  468.000000,   14.030287,         22.88076988,          0.87587477,         -0.14590070,        198.40631091
,,,,,,  468.200000,   14.036283,         23.05834389,          0.87311284,         -0.14674729,        199.94611064
,,,,,,  468.400000,   14.042279,         23.23783447,          0.87033678,         -0.14760051,        201.50252964
,,,,,,  468.600000,   14.048275,         23.41926829,          0.86754648,         -0.14846041,        203.07579898
,,,,,,  468.800000,   14.054270,         23.60267243,          0.86474183,         -0.14932705,        204.66615368
,,,,,,  469.000000,   14.060266,         23.78807447,          0.86192274,         -0.15020050,        206.27383277
,,,,,,  469.200000,   14.066262,         23.97550245,          0.85908908,         -0.15108080,        207.89907936
