../../../pdielec -processors 4 -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.1 -method mie -size 1.0 0.1 -sigma 5 -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1/0.1mu)
,,,,,,  558.800000,   16.752403,        130.06181515,          3.64322543,         -1.43800140,       1127.80667217
,,,,,,  559.000000,   16.758398,        131.47244846,          3.66377133,         -1.45757389,       1140.03871469
,,,,,,  559.200000,   16.764394,        132.59475169,          3.68840127,         -1.47468234,       1149.77055700
,,,,,,  559.400000,   16.770390,        133.37357487,          3.71685454,         -1.48861381,       1156.52397629
,,,,,,  559.600000,   16.776386,        133.75971743,          3.74871677,         -1.49867661,       1159.87233924
,,,,,,  559.800000,   16.782382,        133.71305332,          3.78341756,         -1.50423942,       1159.46770016
,,,,,,  560.000000,   16.788378,        133.20544997,          3.82023964,         -1.50477312,       1155.06611272
,,,,,,  560.200000,   16.794373,        132.22317715,          3.85834100,         -1.49989152,       1146.54851793
,,,,,,  560.400000,   16.800369,        130.76850872,          3.89679007,         -1.48938638,       1133.93463310
,,,,,,  560.600000,   16.806365,        128.86027266,          3.93461232,         -1.47325205,       1117.38772148
,,,,,,  560.800000,   16.812361,        126.53320314,          3.97084442,         -1.45169535,       1097.20897391
,,,,,,  561.000000,   16.818357,        123.83608285,          4.00459072,         -1.42512841,       1073.82140045
,,,,,,  561.200000,   16.824353,        120.82881563,          4.03507560,         -1.39414382,       1047.74444594
,,,,,,  561.400000,   16.830349,        117.57871183,          4.06168577,         -1.35947469,       1019.56177950
,,,,,,  561.600000,   16.836344,        114.15637468,          4.08399753,         -1.32194394,        989.88562386
,,,,,,  561.800000,   16.842340,        110.63162180,          4.10178650,         -1.28240906,        959.32138936
,,,,,,  562.000000,   16.848336,        107.06985217,          4.11501976,         -1.24170890,        928.43617106
,,,,,,  562.200000,   16.854332,        103.52918051,          4.12383327,         -1.20061825,        897.73389986
,,,,,,  562.400000,   16.860328,        100.05852782,          4.12849876,         -1.15981415,        867.63878507
,,,,,,  562.600000,   16.866324,         96.69670867,          4.12938549,         -1.11985567,        838.48739986
,,,,,,  562.800000,   16.872320,         93.47242263,          4.12692189,         -1.08117686,        810.52860730
,,,,,,  563.000000,   16.878315,         90.40496250,          4.12156102,         -1.04409063,        783.92970133
,,,,,,  563.200000,   16.884311,         87.50540586,          4.11375256,         -1.00880059,        758.78673893
,,,,,,  563.400000,   16.890307,         84.77805703,          4.10392209,         -0.97541758,        735.13704434
,,,,,,  563.600000,   16.896303,         82.22194179,          4.09245774,         -0.94397802,        712.97216971
,,,,,,  563.800000,   16.902299,         79.83221008,          4.07970315,         -0.91446177,        692.25005876
,,,,,,  564.000000,   16.908295,         77.60135877,          4.06595522,         -0.88680826,        672.90564943
,,,,,,  564.200000,   16.914290,         75.52023521,          4.05146535,         -0.86093000,        654.85957623
,,,,,,  564.400000,   16.920286,         73.57881884,          4.03644292,         -0.83672333,        638.02494772
,,,,,,  564.600000,   16.926282,         71.76680065,          4.02105979,         -0.81407661,        622.31237136
,,,,,,  564.800000,   16.932278,         70.07399183,          4.00545527,         -0.79287615,        607.63349674
,,,,,,  565.000000,   16.938274,         68.49059582,          3.98974106,         -0.77301030,        593.90337479
,,,,,,  565.200000,   16.944270,         67.00737621,          3.97400573,         -0.75437213,        581.04191366
,,,,,,  565.400000,   16.950266,         65.61574831,          3.95831878,         -0.73686103,        568.97467295
,,,,,,  565.600000,   16.956261,         64.30781702,          3.94273414,         -0.72038356,        557.63319171
,,,,,,  565.800000,   16.962257,         63.07637828,          3.92729312,         -0.70485380,        546.95500134
,,,,,,  566.000000,   16.968253,         61.91489717,          3.91202688,         -0.69019325,        536.88343539
,,,,,,  566.200000,   16.974249,         60.81747185,          3.89695847,         -0.67633062,        527.36731730
,,,,,,  566.400000,   16.980245,         59.77879002,          3.88210453,         -0.66320141,        518.36058234
,,,,,,  566.600000,   16.986241,         58.79408206,          3.86747665,         -0.65074743,        509.82187165
,,,,,,  566.800000,   16.992237,         57.85907384,          3.85308248,         -0.63891631,        501.71412298
,,,,,,  567.000000,   16.998232,         56.96994082,          3.83892670,         -0.62766100,        494.00417251
,,,,,,  567.200000,   17.004228,         56.12326427,          3.82501170,         -0.61693929,        486.66237533
,,,,,,  567.400000,   17.010224,         55.31598988,          3.81133828,         -0.60671332,        479.66224669
,,,,,,  567.600000,   17.016220,         54.54538864,          3.79790615,         -0.59694915,        472.98012234
,,,,,,  567.800000,   17.022216,         53.80901927,          3.78471436,         -0.58761634,        466.59483323
,,,,,,  568.000000,   17.028212,         53.10469152,          3.77176172,         -0.57868750,        460.48738709
,,,,,,  568.200000,   17.034207,         52.43042923,          3.75904711,         -0.57013791,        454.64064793
,,,,,,  568.400000,   17.040203,         51.78443190,          3.74656979,         -0.56194503,        449.03900301
,,,,,,  568.600000,   17.046199,         51.16503363,          3.73432961,         -0.55408809,        443.66800697
,,,,,,  568.800000,   17.052195,         50.57065856,          3.72232720,         -0.54654758,        438.51399485
,,,,,,  569.000000,   17.058191,         49.99977215,          3.71056403,         -0.53930469,        433.56366023
,,,,,,  569.200000,   17.064187,         49.45082914,          3.69904239,         -0.53234075,        428.80360372
,,,,,,  569.400000,   17.070183,         48.92222016,          3.68776519,         -0.52563659,        424.21987000
,,,,,,  569.600000,   17.076178,         48.41222126,          3.67673554,         -0.51917205,        419.79751003
,,,,,,  569.800000,   17.082174,         47.91895289,          3.66595622,         -0.51292540,        415.52022572
,,,,,,  570.000000,   17.088170,         47.44035738,          3.65542874,         -0.50687314,        411.37017438
,,,,,,  570.200000,   17.094166,         46.97420497,          3.64515247,         -0.50098996,        407.32802108
,,,,,,  570.400000,   17.100162,         46.51813779,          3.63512345,         -0.49524916,        403.37331996
,,,,,,  570.600000,   17.106158,         46.06975706,          3.62533351,         -0.48962355,        399.48527046
,,,,,,  570.800000,   17.112154,         45.62675125,          3.61576960,         -0.48408676,        395.64382854
,,,,,,  571.000000,   17.118149,         45.18705251,          3.60641364,         -0.47861490,        391.83106325
,,,,,,  571.200000,   17.124145,         44.74899816,          3.59724312,         -0.47318829,        388.03255695
,,,,,,  571.400000,   17.130141,         44.31146693,          3.58823237,         -0.46779295,        384.23858687
,,,,,,  571.600000,   17.136137,         43.87395998,          3.57935446,         -0.46242157,        380.44482730
,,,,,,  571.800000,   17.142133,         43.43660581,          3.57058330,         -0.45707362,        376.65239247
,,,,,,  572.000000,   17.148129,         43.00008501,          3.56189573,         -0.45175460,        372.86718416
,,,,,,  572.200000,   17.154124,         42.56548959,          3.55327313,         -0.44647466,        369.09867136
,,,,,,  572.400000,   17.160120,         42.13414588,          3.54470222,         -0.44124670,        365.35835513
,,,,,,  572.600000,   17.166116,         41.70743572,          3.53617517,         -0.43608448,        361.65821787
,,,,,,  572.800000,   17.172112,         41.28664554,          3.52768905,         -0.43100098,        358.00941469
,,,,,,  573.000000,   17.178108,         40.87286132,          3.51924477,         -0.42600723,        354.42136224
,,,,,,  573.200000,   17.184104,         40.46691362,          3.51084595,         -0.42111169,        350.90126282
,,,,,,  573.400000,   17.190100,         40.06936649,          3.50249775,         -0.41632008,        347.45400732
,,,,,,  573.600000,   17.196095,         39.68053755,          3.49420596,         -0.41163551,        344.08234998
,,,,,,  573.800000,   17.202091,         39.30053612,          3.48597632,         -0.40705892,        340.78723875
,,,,,,  574.000000,   17.208087,         38.92930800,          3.47781404,         -0.40258952,        337.56820361
,,,,,,  574.200000,   17.214083,         38.56667912,          3.46972359,         -0.39822521,        334.42373522
,,,,,,  574.400000,   17.220079,         38.21239372,          3.46170858,         -0.39396302,        331.35161569
,,,,,,  574.600000,   17.226075,         37.86614514,          3.45377180,         -0.38979941,        328.34918600
,,,,,,  574.800000,   17.232070,         37.52759931,          3.44591525,         -0.38573055,        325.41354929
,,,,,,  575.000000,   17.238066,         37.19641163,          3.43814026,         -0.38175249,        322.54171733
,,,,,,  575.200000,   17.244062,         36.87223849,          3.43044757,         -0.37786126,        319.73071061
,,,,,,  575.400000,   17.250058,         36.55474473,          3.42283746,         -0.37405300,        316.97762299
,,,,,,  575.600000,   17.256054,         36.24360822,          3.41530979,         -0.37032397,        314.27966099
,,,,,,  575.800000,   17.262050,         35.93852238,          3.40786413,         -0.36667062,        311.63416630
,,,,,,  576.000000,   17.268046,         35.63919768,          3.40049974,         -0.36308957,        309.03862821
,,,,,,  576.200000,   17.274041,         35.34536247,          3.39321571,         -0.35957762,        306.49069123
,,,,,,  576.400000,   17.280037,         35.05676367,          3.38601093,         -0.35613180,        303.98816077
,,,,,,  576.600000,   17.286033,         34.77316729,          3.37888416,         -0.35274933,        301.52900788
,,,,,,  576.800000,   17.292029,         34.49435880,          3.37183403,         -0.34942765,        299.11137222
,,,,,,  577.000000,   17.298025,         34.22014300,          3.36485915,         -0.34616440,        296.73356130
,,,,,,  577.200000,   17.304021,         33.95034333,          3.35795807,         -0.34295743,        294.39404401
,,,,,,  577.400000,   17.310017,         33.68480035,          3.35112935,         -0.33980479,        292.09143774
,,,,,,  577.600000,   17.316012,         33.42336960,          3.34437157,         -0.33670468,        289.82448998
,,,,,,  577.800000,   17.322008,         33.16591918,          3.33768337,         -0.33365544,        287.59205685
,,,,,,  578.000000,   17.328004,         32.91232724,          3.33106342,         -0.33065555,        285.39308182
,,,,,,  578.200000,   17.334000,         32.66247985,          3.32451048,         -0.32770355,        283.22657703
,,,,,,  578.400000,   17.339996,         32.41626936,          3.31802332,         -0.32479809,        281.09160888
,,,,,,  578.600000,   17.345992,         32.17359321,          3.31160079,         -0.32193785,        278.98728810
,,,,,,  578.800000,   17.351987,         31.93435325,          3.30524175,         -0.31912159,        276.91276353
,,,,,,  579.000000,   17.357983,         31.69845531,          3.29894511,         -0.31634810,        274.86721877
,,,,,,  579.200000,   17.363979,         31.46580907,          3.29270978,         -0.31361625,        272.84987045
,,,,,,  579.400000,   17.369975,         31.23632788,          3.28653473,         -0.31092491,        270.85996725
,,,,,,  579.600000,   17.375971,         31.00992872,          3.28041893,         -0.30827304,        268.89678939
,,,,,,  579.800000,   17.381967,         30.78653215,          3.27436137,         -0.30565961,        266.95964788
,,,,,,  580.000000,   17.387963,         30.56606218,          3.26836106,         -0.30308365,        265.04788378
,,,,,,  580.200000,   17.393958,         30.34844615,          3.26241704,         -0.30054423,        263.16086710
,,,,,,  580.400000,   17.399954,         30.13361461,          3.25652838,         -0.29804045,        261.29799567
,,,,,,  580.600000,   17.405950,         29.92150118,          3.25069415,         -0.29557146,        259.45869375
,,,,,,  580.800000,   17.411946,         29.71204233,          3.24491345,         -0.29313643,        257.64241061
,,,,,,  581.000000,   17.417942,         29.50517729,          3.23918540,         -0.29073458,        255.84861910
,,,,,,  581.200000,   17.423938,         29.30084779,          3.23350916,         -0.28836514,        254.07681419
,,,,,,  581.400000,   17.429934,         29.09899801,          3.22788387,         -0.28602740,        252.32651157
,,,,,,  581.600000,   17.435929,         28.89957432,          3.22230873,         -0.28372064,        250.59724639
,,,,,,  581.800000,   17.441925,         28.70252521,          3.21678294,         -0.28144421,        248.88857199
,,,,,,  582.000000,   17.447921,         28.50780116,          3.21130573,         -0.27919743,        247.20005885
,,,,,,  582.200000,   17.453917,         28.31535448,          3.20587633,         -0.27697971,        245.53129349
,,,,,,  582.400000,   17.459913,         28.12513923,          3.20049402,         -0.27479041,        243.88187755
,,,,,,  582.600000,   17.465909,         27.93711111,          3.19515807,         -0.27262898,        242.25142692
,,,,,,  582.800000,   17.471904,         27.75122737,          3.18986779,         -0.27049483,        240.63957091
,,,,,,  583.000000,   17.477900,         27.56744673,          3.18462247,         -0.26838744,        239.04595152
,,,,,,  583.200000,   17.483896,         27.38572929,          3.17942147,         -0.26630626,        237.47022272
,,,,,,  583.400000,   17.489892,         27.20603644,          3.17426412,         -0.26425079,        235.91204985
,,,,,,  583.600000,   17.495888,         27.02833083,          3.16914978,         -0.26222054,        234.37110896
,,,,,,  583.800000,   17.501884,         26.85257629,          3.16407784,         -0.26021502,        232.84708631
,,,,,,  584.000000,   17.507880,         26.67873773,          3.15904768,         -0.25823377,        231.33967784
,,,,,,  584.200000,   17.513875,         26.50678116,          3.15405871,         -0.25627634,        229.84858867
,,,,,,  584.400000,   17.519871,         26.33667359,          3.14911036,         -0.25434229,        228.37353267
,,,,,,  584.600000,   17.525867,         26.16838296,          3.14420205,         -0.25243120,        226.91423205
,,,,,,  584.800000,   17.531863,         26.00187818,          3.13933322,         -0.25054266,        225.47041698
,,,,,,  585.000000,   17.537859,         25.83712898,          3.13450334,         -0.24867625,        224.04182519
,,,,,,  585.200000,   17.543855,         25.67410597,          3.12971188,         -0.24683159,        222.62820166
,,,,,,  585.400000,   17.549850,         25.51278053,          3.12495831,         -0.24500830,        221.22929831
,,,,,,  585.600000,   17.555846,         25.35312481,          3.12024213,         -0.24320601,        219.84487368
,,,,,,  585.800000,   17.561842,         25.19511171,          3.11556284,         -0.24142436,        218.47469266
,,,,,,  586.000000,   17.567838,         25.03871481,          3.11091996,         -0.23966300,        217.11852623
,,,,,,  586.200000,   17.573834,         24.88390837,          3.10631300,         -0.23792158,        215.77615121
,,,,,,  586.400000,   17.579830,         24.73066731,          3.10174150,         -0.23619977,        214.44735004
,,,,,,  586.600000,   17.585826,         24.57896715,          3.09720500,         -0.23449724,        213.13191054
,,,,,,  586.800000,   17.591821,         24.42878403,          3.09270306,         -0.23281369,        211.82962570
,,,,,,  587.000000,   17.597817,         24.28009464,          3.08823524,         -0.23114879,        210.54029353
,,,,,,  587.200000,   17.603813,         24.13287625,          3.08380110,         -0.22950225,        209.26371681
,,,,,,  587.400000,   17.609809,         23.98710664,          3.07940023,         -0.22787376,        207.99970297
,,,,,,  587.600000,   17.615805,         23.84276413,          3.07503220,         -0.22626305,        206.74806387
,,,,,,  587.800000,   17.621801,         23.69982751,          3.07069663,         -0.22466983,        205.50861571
,,,,,,  588.000000,   17.627797,         23.55827606,          3.06639309,         -0.22309382,        204.28117882
,,,,,,  588.200000,   17.633792,         23.41808952,          3.06212122,         -0.22153476,        203.06557755
,,,,,,  588.400000,   17.639788,         23.27924809,          3.05788062,         -0.21999239,        201.86164012
,,,,,,  588.600000,   17.645784,         23.14173240,          3.05367092,         -0.21846643,        200.66919849
,,,,,,  588.800000,   17.651780,         23.00552347,          3.04949175,         -0.21695666,        199.48808828
,,,,,,  589.000000,   17.657776,         22.87060275,          3.04534274,         -0.21546281,        198.31814856
,,,,,,  589.200000,   17.663772,         22.73695209,          3.04122355,         -0.21398465,        197.15922185
,,,,,,  589.400000,   17.669767,         22.60455369,          3.03713382,         -0.21252194,        196.01115393
,,,,,,  589.600000,   17.675763,         22.47339014,          3.03307322,         -0.21107445,        194.87379378
,,,,,,  589.800000,   17.681759,         22.34344438,          3.02904139,         -0.20964196,        193.74699345
,,,,,,  590.000000,   17.687755,         22.21469969,          3.02503802,         -0.20822424,        192.63060802
,,,,,,  590.200000,   17.693751,         22.08713970,          3.02106278,         -0.20682108,        191.52449545
,,,,,,  590.400000,   17.699747,         21.96074835,          3.01711534,         -0.20543227,        190.42851652
,,,,,,  590.600000,   17.705743,         21.83550990,          3.01319540,         -0.20405759,        189.34253478
,,,,,,  590.800000,   17.711738,         21.71140893,          3.00930265,         -0.20269685,        188.26641642
,,,,,,  591.000000,   17.717734,         21.58843029,          3.00543678,         -0.20134985,        187.20003021
,,,,,,  591.200000,   17.723730,         21.46655915,          3.00159749,         -0.20001638,        186.14324745
,,,,,,  591.400000,   17.729726,         21.34578095,          2.99778449,         -0.19869626,        185.09594188
,,,,,,  591.600000,   17.735722,         21.22608140,          2.99399750,         -0.19738931,        184.05798962
,,,,,,  591.800000,   17.741718,         21.10744647,          2.99023623,         -0.19609533,        183.02926909
,,,,,,  592.000000,   17.747714,         20.98986242,          2.98650039,         -0.19481414,        182.00966098
,,,,,,  592.200000,   17.753709,         20.87331572,          2.98278972,         -0.19354557,        180.99904815
,,,,,,  592.400000,   17.759705,         20.75779313,          2.97910395,         -0.19228944,        179.99731562
,,,,,,  592.600000,   17.765701,         20.64328162,          2.97544280,         -0.19104559,        179.00435048
,,,,,,  592.800000,   17.771697,         20.52976840,          2.97180603,         -0.18981384,        178.02004183
,,,,,,  593.000000,   17.777693,         20.41724090,          2.96819336,         -0.18859404,        177.04428076
,,,,,,  593.200000,   17.783689,         20.30568681,          2.96460455,         -0.18738601,        176.07696029
,,,,,,  593.400000,   17.789684,         20.19509398,          2.96103935,         -0.18618960,        175.11797530
,,,,,,  593.600000,   17.795680,         20.08545051,          2.95749751,         -0.18500466,        174.16722251
,,,,,,  593.800000,   17.801676,         19.97674470,          2.95397878,         -0.18383103,        173.22460044
,,,,,,  594.000000,   17.807672,         19.86896504,          2.95048294,         -0.18266856,        172.29000933
,,,,,,  594.200000,   17.813668,         19.76210023,          2.94700975,         -0.18151711,        171.36335112
,,,,,,  594.400000,   17.819664,         19.65613915,          2.94355897,         -0.18037653,        170.44452944
,,,,,,  594.600000,   17.825660,         19.55107087,          2.94013038,         -0.17924667,        169.53344951
,,,,,,  594.800000,   17.831655,         19.44688464,          2.93672375,         -0.17812741,        168.63001816
,,,,,,  595.000000,   17.837651,         19.34356990,          2.93333886,         -0.17701859,        167.73414375
,,,,,,  595.200000,   17.843647,         19.24111626,          2.92997550,         -0.17592009,        166.84573615
,,,,,,  595.400000,   17.849643,         19.13951348,          2.92663345,         -0.17483178,        165.96470673
,,,,,,  595.600000,   17.855639,         19.03875153,          2.92331250,         -0.17375351,        165.09096828
,,,,,,  595.800000,   17.861635,         18.93882049,          2.92001243,         -0.17268518,        164.22443502
,,,,,,  596.000000,   17.867630,         18.83971064,          2.91673306,         -0.17162664,        163.36502253
,,,,,,  596.200000,   17.873626,         18.74141240,          2.91347416,         -0.17057778,        162.51264777
,,,,,,  596.400000,   17.879622,         18.64391635,          2.91023554,         -0.16953847,        161.66722900
,,,,,,  596.600000,   17.885618,         18.54721320,          2.90701701,         -0.16850859,        160.82868578
,,,,,,  596.800000,   17.891614,         18.45129383,          2.90381837,         -0.16748803,        159.99693893
,,,,,,  597.000000,   17.897610,         18.35614925,          2.90063944,         -0.16647667,        159.17191051
,,,,,,  597.200000,   17.903606,         18.26177061,          2.89748001,         -0.16547440,        158.35352380
,,,,,,  597.400000,   17.909601,         18.16814920,          2.89433991,         -0.16448110,        157.54170325
,,,,,,  597.600000,   17.915597,         18.07527644,          2.89121894,         -0.16349667,        156.73637450
,,,,,,  597.800000,   17.921593,         17.98314388,          2.88811694,         -0.16252099,        155.93746430
,,,,,,  598.000000,   17.927589,         17.89174321,          2.88503372,         -0.16155396,        155.14490052
,,,,,,  598.200000,   17.933585,         17.80106624,          2.88196911,         -0.16059548,        154.35861214
,,,,,,  598.400000,   17.939581,         17.71110490,          2.87892292,         -0.15964543,        153.57852918
,,,,,,  598.600000,   17.945577,         17.62185123,          2.87589500,         -0.15870373,        152.80458273
,,,,,,  598.800000,   17.951572,         17.53329742,          2.87288516,         -0.15777026,        152.03670491
,,,,,,  599.000000,   17.957568,         17.44543574,          2.86989325,         -0.15684494,        151.27482883
,,,,,,  599.200000,   17.963564,         17.35825860,          2.86691910,         -0.15592765,        150.51888860
,,,,,,  599.400000,   17.969560,         17.27175851,          2.86396254,         -0.15501832,        149.76881929
,,,,,,  599.600000,   17.975556,         17.18592810,          2.86102342,         -0.15411684,        149.02455692
,,,,,,  599.800000,   17.981552,         17.10076008,          2.85810157,         -0.15322312,        148.28603845
,,,,,,  600.000000,   17.987547,         17.01624731,          2.85519685,         -0.15233707,        147.55320174
,,,,,,  600.200000,   17.993543,         16.93238271,          2.85230909,         -0.15145861,        146.82598556
,,,,,,  600.400000,   17.999539,         16.84915932,          2.84943814,         -0.15058763,        146.10432954
,,,,,,  600.600000,   18.005535,         16.76657028,          2.84658385,         -0.14972406,        145.38817418
,,,,,,  600.800000,   18.011531,         16.68460884,          2.84374608,         -0.14886781,        144.67746084
,,,,,,  601.000000,   18.017527,         16.60326831,          2.84092468,         -0.14801879,        143.97213169
,,,,,,  601.200000,   18.023523,         16.52254213,          2.83811949,         -0.14717693,        143.27212971
,,,,,,  601.400000,   18.029518,         16.44242381,          2.83533039,         -0.14634214,        142.57739871
,,,,,,  601.600000,   18.035514,         16.36290696,          2.83255722,         -0.14551433,        141.88788325
,,,,,,  601.800000,   18.041510,         16.28398528,          2.82979985,         -0.14469344,        141.20352869
,,,,,,  602.000000,   18.047506,         16.20565255,          2.82705814,         -0.14387938,        140.52428112
,,,,,,  602.200000,   18.053502,         16.12790265,          2.82433195,         -0.14307207,        139.85008739
,,,,,,  602.400000,   18.059498,         16.05072952,          2.82162115,         -0.14227144,        139.18089509
,,,,,,  602.600000,   18.065494,         15.97412721,          2.81892561,         -0.14147741,        138.51665249
,,,,,,  602.800000,   18.071489,         15.89808983,          2.81624519,         -0.14068991,        137.85730861
,,,,,,  603.000000,   18.077485,         15.82261159,          2.81357977,         -0.13990887,        137.20281311
,,,,,,  603.200000,   18.083481,         15.74768675,          2.81092921,         -0.13913421,        136.55311639
,,,,,,  603.400000,   18.089477,         15.67330966,          2.80829339,         -0.13836587,        135.90816946
,,,,,,  603.600000,   18.095473,         15.59947477,          2.80567219,         -0.13760377,        135.26792402
,,,,,,  603.800000,   18.101469,         15.52617657,          2.80306548,         -0.13684785,        134.63233241
,,,,,,  604.000000,   18.107464,         15.45340964,          2.80047313,         -0.13609803,        134.00134759
,,,,,,  604.200000,   18.113460,         15.38116863,          2.79789504,         -0.13535426,        133.37492317
,,,,,,  604.400000,   18.119456,         15.30944825,          2.79533107,         -0.13461646,        132.75301334
,,,,,,  604.600000,   18.125452,         15.23824329,          2.79278112,         -0.13388457,        132.13557290
,,,,,,  604.800000,   18.131448,         15.16754862,          2.79024505,         -0.13315853,        131.52255727
,,,,,,  605.000000,   18.137444,         15.09735915,          2.78772277,         -0.13243827,        130.91392242
,,,,,,  605.200000,   18.143440,         15.02766987,          2.78521415,         -0.13172373,        130.30962490
,,,,,,  605.400000,   18.149435,         14.95847584,          2.78271908,         -0.13101485,        129.70962182
,,,,,,  605.600000,   18.155431,         14.88977218,          2.78023745,         -0.13031157,        129.11387086
,,,,,,  605.800000,   18.161427,         14.82155406,          2.77776916,         -0.12961382,        128.52233023
,,,,,,  606.000000,   18.167423,         14.75381673,          2.77531408,         -0.12892156,        127.93495867
,,,,,,  606.200000,   18.173419,         14.68655549,          2.77287212,         -0.12823472,        127.35171547
,,,,,,  606.400000,   18.179415,         14.61976571,          2.77044317,         -0.12755324,        126.77256040
,,,,,,  606.600000,   18.185411,         14.55344281,          2.76802712,         -0.12687707,        126.19745377
,,,,,,  606.800000,   18.191406,         14.48758227,          2.76562386,         -0.12620615,        125.62635639
,,,,,,  607.000000,   18.197402,         14.42217962,          2.76323331,         -0.12554043,        125.05922955
,,,,,,  607.200000,   18.203398,         14.35723045,          2.76085534,         -0.12487986,        124.49603503
,,,,,,  607.400000,   18.209394,         14.29273042,          2.75848987,         -0.12422437,        123.93673510
,,,,,,  607.600000,   18.215390,         14.22867523,          2.75613679,         -0.12357391,        123.38129248
,,,,,,  607.800000,   18.221386,         14.16506062,          2.75379601,         -0.12292845,        122.82967037
,,,,,,  608.000000,   18.227381,         14.10188242,          2.75146743,         -0.12228791,        122.28183240
,,,,,,  608.200000,   18.233377,         14.03913647,          2.74915095,         -0.12165226,        121.73774269
,,,,,,  608.400000,   18.239373,         13.97681870,          2.74684647,         -0.12102143,        121.19736576
,,,,,,  608.600000,   18.245369,         13.91492505,          2.74455391,         -0.12039539,        120.66066660
,,,,,,  608.800000,   18.251365,         13.85345154,          2.74227316,         -0.11977408,        120.12761059
,,,,,,  609.000000,   18.257361,         13.79239423,          2.74000414,         -0.11915746,        119.59816356
,,,,,,  609.200000,   18.263357,         13.73174923,          2.73774676,         -0.11854548,        119.07229175
,,,,,,  609.400000,   18.269352,         13.67151268,          2.73550092,         -0.11793808,        118.54996180
,,,,,,  609.600000,   18.275348,         13.61168079,          2.73326654,         -0.11733523,        118.03114076
,,,,,,  609.800000,   18.281344,         13.55224980,          2.73104352,         -0.11673688,        117.51579606
,,,,,,  610.000000,   18.287340,         13.49321600,          2.72883179,         -0.11614298,        117.00389555
,,,,,,  610.200000,   18.293336,         13.43457573,          2.72663124,         -0.11555349,        116.49540745
,,,,,,  610.400000,   18.299332,         13.37632537,          2.72444181,         -0.11496836,        115.99030034
,,,,,,  610.600000,   18.305327,         13.31846134,          2.72226340,         -0.11438756,        115.48854319
,,,,,,  610.800000,   18.311323,         13.26098009,          2.72009593,         -0.11381103,        114.99010534
,,,,,,  611.000000,   18.317319,         13.20387814,          2.71793932,         -0.11323874,        114.49495650
,,,,,,  611.200000,   18.323315,         13.14715204,          2.71579348,         -0.11267064,        114.00306671
,,,,,,  611.400000,   18.329311,         13.09079836,          2.71365833,         -0.11210669,        113.51440637
,,,,,,  611.600000,   18.335307,         13.03481375,          2.71153380,         -0.11154686,        113.02894625
,,,,,,  611.800000,   18.341303,         12.97919485,          2.70941980,         -0.11099110,        112.54665743
,,,,,,  612.000000,   18.347298,         12.92393839,          2.70731626,         -0.11043937,        112.06751135
,,,,,,  612.200000,   18.353294,         12.86904110,          2.70522309,         -0.10989163,        111.59147975
,,,,,,  612.400000,   18.359290,         12.81449976,          2.70314022,         -0.10934784,        111.11853474
,,,,,,  612.600000,   18.365286,         12.76031119,          2.70106758,         -0.10880797,        110.64864871
,,,,,,  612.800000,   18.371282,         12.70647224,          2.69900508,         -0.10827198,        110.18179440
,,,,,,  613.000000,   18.377278,         12.65297982,          2.69695265,         -0.10773982,        109.71794484
,,,,,,  613.200000,   18.383274,         12.59983083,          2.69491023,         -0.10721147,        109.25707338
,,,,,,  613.400000,   18.389269,         12.54702225,          2.69287773,         -0.10668689,        108.79915366
,,,,,,  613.600000,   18.395265,         12.49455107,          2.69085508,         -0.10616603,        108.34415964
,,,,,,  613.800000,   18.401261,         12.44241432,          2.68884221,         -0.10564887,        107.89206556
,,,,,,  614.000000,   18.407257,         12.39060906,          2.68683906,         -0.10513537,        107.44284596
,,,,,,  614.200000,   18.413253,         12.33913239,          2.68484554,         -0.10462549,        106.99647566
,,,,,,  614.400000,   18.419249,         12.28798144,          2.68286159,         -0.10411921,        106.55292976
,,,,,,  614.600000,   18.425244,         12.23715337,          2.68088714,         -0.10361648,        106.11218365
,,,,,,  614.800000,   18.431240,         12.18664537,          2.67892212,         -0.10311727,        105.67421299
,,,,,,  615.000000,   18.437236,         12.13645466,          2.67696647,         -0.10262156,        105.23899370
,,,,,,  615.200000,   18.443232,         12.08657851,          2.67502011,         -0.10212929,        104.80650200
,,,,,,  615.400000,   18.449228,         12.03701420,          2.67308299,         -0.10164046,        104.37671433
,,,,,,  615.600000,   18.455224,         11.98775904,          2.67115503,         -0.10115502,        103.94960742
,,,,,,  615.800000,   18.461220,         11.93881037,          2.66923617,         -0.10067293,        103.52515826
,,,,,,  616.000000,   18.467215,         11.89016558,          2.66732634,         -0.10019418,        103.10334406
