    2.7949547088    0.0966621381    0.1971868140
   -0.3921265258    3.3464781366    0.8248092173
   -0.0633021235    0.1663962964    3.4312165902
    2.7949545349    0.0966621638    0.1971868936
   -0.3921264396    3.3464782049    0.8248090006
   -0.0633018504    0.1663963174    3.4312165521
    1.2828913247    0.0334765977   -0.0169340052
    0.0277767305    1.1704964735   -0.0620719943
    0.0238953708   -0.0601861959    1.1537615623
    1.2828913327    0.0334765926   -0.0169340018
    0.0277767420    1.1704964769   -0.0620720067
    0.0238953664   -0.0601862005    1.1537615691
   -0.4488696680    0.1440099118    0.0884805030
    0.3313769997   -0.9482939856   -0.6365869441
    0.1842646581   -0.3577051896   -0.8025618038
   -0.4488695987    0.1440098937    0.0884805285
    0.3313769916   -0.9482940198   -0.6365868492
    0.1842647335   -0.3577051979   -0.8025618122
   -1.2657275553   -0.2167833964    0.4099843052
   -0.2402904665   -1.1203494520    0.0887318947
    0.4181307096    0.1080126713   -1.3079780080
   -1.2657274495   -0.2167834186    0.4099843207
   -0.2402904728   -1.1203494491    0.0887319012
    0.4181305741    0.1080126741   -1.3079779691
   -1.3563542663   -0.2863376221   -0.5312495856
   -0.1070528201   -1.0463587912   -0.3762638964
   -0.2446230481   -0.2617204059   -1.2962180106
   -1.3563542908   -0.2863376301   -0.5312496025
   -0.1070530342   -1.0463587964   -0.3762637981
   -0.2446233710   -0.2617203984   -1.2962179180
   -1.0068945895    0.2289723793   -0.1474680306
    0.3803161499   -1.4019723850    0.1613816903
   -0.3183654847    0.4052028237   -1.1782203815
   -1.0068944831    0.2289723901   -0.1474681392
    0.3803161453   -1.4019724127    0.1613817847
   -0.3183655348    0.4052028053   -1.1782203704
