../../../pdielec -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.01 -vf 0.1 -vf 0.2 -method maxwell -method mie -size 0 -size 0.1 -size 1.2 -sigma 5 -csv command.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),maxwell_sphere_real_dielectric(vf=0.01),maxwell_sphere_real_dielectric(vf=0.01/0.1mu),maxwell_sphere_real_dielectric(vf=0.01/1.2mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1.2mu),maxwell_sphere_real_dielectric(vf=0.2),maxwell_sphere_real_dielectric(vf=0.2/0.1mu),maxwell_sphere_real_dielectric(vf=0.2/1.2mu),mie_sphere_real_dielectric(vf=0.01),mie_sphere_real_dielectric(vf=0.01/0.1mu),mie_sphere_real_dielectric(vf=0.01/1.2mu),mie_sphere_real_dielectric(vf=0.1),mie_sphere_real_dielectric(vf=0.1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1.2mu),mie_sphere_real_dielectric(vf=0.2),mie_sphere_real_dielectric(vf=0.2/0.1mu),mie_sphere_real_dielectric(vf=0.2/1.2mu),maxwell_sphere_imag_dielectric(vf=0.01),maxwell_sphere_imag_dielectric(vf=0.01/0.1mu),maxwell_sphere_imag_dielectric(vf=0.01/1.2mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1.2mu),maxwell_sphere_imag_dielectric(vf=0.2),maxwell_sphere_imag_dielectric(vf=0.2/0.1mu),maxwell_sphere_imag_dielectric(vf=0.2/1.2mu),mie_sphere_imag_dielectric(vf=0.01),mie_sphere_imag_dielectric(vf=0.01/0.1mu),mie_sphere_imag_dielectric(vf=0.01/1.2mu),mie_sphere_imag_dielectric(vf=0.1),mie_sphere_imag_dielectric(vf=0.1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1.2mu),mie_sphere_imag_dielectric(vf=0.2),mie_sphere_imag_dielectric(vf=0.2/0.1mu),mie_sphere_imag_dielectric(vf=0.2/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01),mie_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1),mie_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2),mie_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu)
,,,,,,  568.800000,   17.052195,         33.00446904,         32.86392446,          6.81727906,         47.50157311,         47.14679499,          7.76096586,        154.45154802,        154.14938312,        112.59227361,         33.59564533,         33.36352285,         50.91672516,         33.59564533,         33.36352285,         50.91672516,         33.59564533,         33.36352285,         50.91672516,          1.75968219,          1.76012535,          1.80719276,          0.23001503,          0.23243466,          0.50427183,         -0.73624873,         -0.73334784,         -0.39469116,          2.25797108,          2.25591108,          2.12399234,          5.27621589,          5.24484296,          3.39005314,         10.10022083,         10.01353528,          5.11372791,          0.02446028,          0.02435918,          0.00512006,          0.13205762,          0.13164110,          0.03080431,          0.15744547,          0.15704694,          0.03947381,         -0.02820407,         -0.02799641,         -0.04145899,         -0.43148679,         -0.42722685,         -0.52531128,         -1.19507609,         -1.18170427,         -1.29667011,         28.61920722,         28.49733662,          5.91147586,        411.90099518,        408.82460309,         67.29776199,       2678.59534600,       2673.35501330,       1952.64562865,         29.13183467,         28.93055401,         44.15148466,        291.31834667,        289.30554012,        441.51484656,        582.63669335,        578.61108024,        883.02969311
,,,,,,  569.000000,   17.058191,         32.50336664,         32.36589299,          6.73384687,         46.13641758,         45.80020903,          7.63397350,        153.20614547,        152.90389230,        111.23253584,         33.08157250,         32.84431442,         50.48734894,         33.08157250,         32.84431442,         50.48734894,         33.08157250,         32.84431442,         50.48734894,          1.76158935,          1.76202589,          1.80845725,          0.24042477,          0.24281788,          0.51189467,         -0.72377045,         -0.72089384,         -0.38491034,          2.25577966,          2.25375035,          2.12330833,          5.24296669,          5.21214646,          3.38170009,         10.00853358,          9.92349950,          5.09365968,          0.02409346,          0.02399453,          0.00505739,          0.13062843,          0.13021828,          0.03051701,          0.15616052,          0.15576651,          0.03918532,         -0.02774924,         -0.02753782,         -0.04108827,         -0.42338576,         -0.41910908,         -0.52003317,         -1.17097896,         -1.15762003,         -1.28262299,         28.18468566,         28.06547796,          5.83912920,        400.06330466,        397.14793516,         66.19657156,       2656.99679607,       2651.75493258,       1929.06420590,         28.68606604,         28.48033214,         43.77915911,        286.86066041,        284.80332140,        437.79159111,        573.72132082,        569.60664279,        875.58318222
,,,,,,  569.200000,   17.064187,         32.01372895,         31.87923521,          6.65196508,         44.84555185,         44.52648251,          7.51071680,        151.95956641,        151.65719423,        109.86433575,         32.57933680,         32.33805851,         50.07390881,         32.57933680,         32.33805851,         50.07390881,         32.57933680,         32.33805851,         50.07390881,          1.76346853,          1.76389859,          1.80970646,          0.25072319,          0.25309022,          0.51944741,         -0.71139328,         -0.70854065,         -0.37519982,          2.25362271,          2.25162308,          2.12264415,          5.21032347,          5.18003645,          3.37359361,          9.91863898,          9.83519647,          5.07419193,          0.02373481,          0.02363797,          0.00499586,          0.12922226,          0.12881833,          0.03023372,          0.15489120,          0.15450165,          0.03890001,         -0.02730528,         -0.02709102,         -0.04073107,         -0.41550358,         -0.41122305,         -0.51495302,         -1.14756453,         -1.13425233,         -1.26911112,         27.76010550,         27.64348178,          5.76812694,        388.86980420,        386.10305414,         65.12777417,       2635.37784226,       2630.13391490,       1905.33602413,         28.25056176,         28.04134181,         43.42065225,        282.50561762,        280.41341813,        434.20652245,        565.01123525,        560.82683626,        868.41304490
,,,,,,  569.400000,   17.070183,         31.53520829,         31.40360681,          6.57159547,         43.62315268,         43.31992390,          7.39102734,        150.71167774,        150.40915529,        108.48726837,         32.08857741,         31.84426694,         49.67400670,         32.08857741,         31.84426694,         49.67400670,         32.08857741,         31.84426694,         49.67400670,          1.76532032,          1.76574406,          1.81094066,          0.26091206,          0.26325341,          0.52693101,         -0.69911600,         -0.69628705,         -0.36555887,          2.25149942,          2.24952860,          2.12200071,          5.17827045,          5.14849919,          3.36574644,          9.83048815,          9.74858329,          5.05535800,          0.02338408,          0.02328928,          0.00493545,          0.12783862,          0.12744079,          0.02995436,          0.15363725,          0.15325208,          0.03861781,         -0.02687183,         -0.02665556,         -0.04038544,         -0.40783265,         -0.40355949,         -0.51004578,         -1.12480818,         -1.11157201,         -1.25607241,         27.34516528,         27.23104952,          5.69843594,        378.26999874,        375.64060720,         64.08990937,       2613.73617660,       2608.48964299,       1881.45406044,         27.82500895,         27.61315970,         43.07388462,        278.25008947,        276.13159697,        430.73884617,        556.50017893,        552.26319393,        861.47769234
,,,,,,  569.600000,   17.076178,         31.06747005,         30.93867642,          6.49270100,         42.46394300,         42.17537589,          7.27474714,        149.46234396,        149.15963939,        107.10090767,         31.60894712,         31.36247569,         49.28466177,         31.60894712,         31.36247569,         49.28466177,         31.60894712,         31.36247569,         49.28466177,          1.76714534,          1.76756288,          1.81216012,          0.27099310,          0.27330918,          0.53434642,         -0.68693740,         -0.68413186,         -0.35598674,          2.24940903,          2.24746621,          2.12137875,          5.14679239,          5.11752109,          3.35816909,          9.74403389,          9.66361771,          5.03718622,          0.02304103,          0.02294822,          0.00487612,          0.12647702,          0.12608517,          0.02967887,          0.15239842,          0.15201757,          0.03833869,         -0.02644858,         -0.02623101,         -0.04004893,         -0.40036564,         -0.39610959,         -0.50528040,         -1.10268638,         -1.08955140,         -1.24342990,         26.93957482,         26.82789384,          5.63002408,        368.21812909,        365.71587341,         63.08160744,       2592.06944879,       2586.81975675,       1857.41092598,         27.40910652,         27.19538344,         42.73627145,        274.09106522,        271.95383439,        427.36271448,        548.18213044,        543.90766878,        854.72542896
,,,,,,  569.800000,   17.082174,         30.61019212,         30.48412500,          6.41524578,         41.36314012,         41.08816412,          7.16172789,        148.21142697,        147.90850784,        105.70480478,         31.14011173,         30.89224466,         48.90232006,         31.14011173,         30.89224466,         48.90232006,         31.14011173,         30.89224466,         48.90232006,          1.76894413,          1.76935560,          1.81336511,          0.28096801,          0.28325922,          0.54169456,         -0.67485631,         -0.67207389,         -0.34648268,          2.24735079,          2.24543525,          2.12077855,          5.11587455,          5.08708879,          3.35086710,          9.65923061,          9.58025825,          5.01969326,          0.02270546,          0.02261457,          0.00481786,          0.12513701,          0.12475101,          0.02940716,          0.15117448,          0.15079788,          0.03806260,         -0.02603521,         -0.02581696,         -0.03971864,         -0.39309556,         -0.38886501,         -0.50061974,         -1.08117657,         -1.06816424,         -1.23109133,         26.54305483,         26.43373809,          5.56286023,        358.67272307,        356.28832020,         62.10158216,       2570.37526394,       2565.12185094,       1833.19883651,         27.00256470,         26.78763141,         42.40473100,        270.02564697,        267.87631407,        424.04731002,        540.05129393,        535.75262815,        848.09462005
,,,,,,  570.000000,   17.088170,         30.16306432,         30.03964532,          6.33919497,         40.31640724,         40.05404957,          7.05183013,        146.95878596,        146.65561921,        104.29848619,         30.68174949,         30.43315682,         48.52298303,         30.68174949,         30.43315682,         48.52298303,         30.68174949,         30.43315682,         48.52298303,          1.77071726,          1.77112280,          1.81455587,          0.29083845,          0.29310518,          0.54897635,         -0.66287156,         -0.66011199,         -0.33704599,          2.24532396,          2.24343505,          2.12019978,          5.08550267,          5.05718916,          3.34383807,          9.57603427,          9.49846428,          5.00287666,          0.02237714,          0.02228813,          0.00476064,          0.12381813,          0.12343786,          0.02913918,          0.14996518,          0.14959278,          0.03778951,         -0.02563141,         -0.02541303,         -0.03939131,         -0.38601571,         -0.38181783,         -0.49602177,         -1.06025720,         -1.04738562,         -1.21895168,         26.15533633,         26.04831586,          5.49691420,        349.59617494,        347.32118951,         61.14862434,       2548.65118012,       2543.39347271,       1808.80957995,         26.60510446,         26.38954199,         42.07579600,        266.05104460,        263.89541989,        420.75795999,        532.10208919,        527.79083977,        841.51591998
,,,,,,  570.200000,   17.094166,         29.72578786,         29.60494142,          6.26451481,         39.31980872,         39.06918461,          6.94492263,        145.70427728,        145.40082917,        102.88145164,         30.23355050,         29.98481714,         48.14248263,         30.23355050,         29.98481714,         48.14248263,         30.23355050,         29.98481714,         48.14248263,          1.77246528,          1.77286500,          1.81573266,          0.30060603,          0.30284866,          0.55619267,         -0.65098201,         -0.64824502,         -0.32767595,          2.24332785,          2.24146495,          2.11964124,          5.05566295,          5.02780936,          3.33706888,          9.49440233,          9.41819612,          4.98670776,          0.02205587,          0.02196867,          0.00470443,          0.12251994,          0.12214528,          0.02887485,          0.14877029,          0.14840202,          0.03751936,         -0.02523689,         -0.02501886,         -0.03906354,         -0.37911965,         -0.37496054,         -0.49144217,         -1.03990762,         -1.02719195,         -1.20689948,         25.77616024,         25.67137051,          5.43215669,        340.95435750,        338.78111744,         60.22159595,       2526.89470591,       2521.63211908,       1784.23448049,         26.21645710,         26.00077263,         41.74585220,        262.16457102,        260.00772631,        417.45852201,        524.32914204,        520.01545262,        834.91704402
,,,,,,  570.400000,   17.100162,         29.29807488,         29.17972815,          6.19117253,         38.36976928,         38.13007313,          6.84088173,        144.44775425,        144.14399036,        101.45317184,         29.79521625,         29.54685131,         47.75689431,         29.79521625,         29.54685131,         47.75689431,         29.79521625,         29.54685131,         47.75689431,          1.77418869,          1.77458273,          1.81689573,          0.31027236,          0.31249126,          0.56334441,         -0.63918654,         -0.63647185,         -0.31837185,          2.24136177,          2.23952432,          2.11910075,          5.02634204,          4.99893683,          3.33053410,          9.41429365,          9.33941507,          4.97112735,          0.02174144,          0.02165602,          0.00464921,          0.12124200,          0.12087286,          0.02861410,          0.14758959,          0.14722538,          0.03725211,         -0.02485137,         -0.02463411,         -0.03873211,         -0.37240122,         -0.36828602,         -0.48683851,         -1.02010804,         -1.00756084,         -1.19482682,         25.40527694,         25.30265479,          5.36855931,        332.71626845,        330.63778812,         59.31942476,       2505.10329770,       2499.83523430,       1759.46435889,         25.83636377,         25.62099876,         41.41149651,        258.36363767,        256.20998763,        414.11496513,        516.72727534,        512.41997526,        828.22993026
,,,,,,  570.600000,   17.106158,         28.87964795,         28.76373065,          6.11913634,         37.46303712,         37.23353448,          6.73959081,        143.18906705,        142.88495220,        100.01308593,         29.36645908,         29.11890446,         47.36302475,         29.36645908,         29.11890446,         47.36302475,         29.36645908,         29.11890446,         47.36302475,          1.77588802,          1.77627649,          1.81804531,          0.31983899,          0.32203452,          0.57043242,         -0.62748404,         -0.62479140,         -0.30913301,          2.23942506,          2.23761252,          2.11857522,          4.99752704,          4.97055934,          3.32419630,          9.33566846,          9.26208343,          4.95604605,          0.02143367,          0.02134997,          0.00459496,          0.11998391,          0.11962016,          0.02835689,          0.14642286,          0.14606264,          0.03698773,         -0.02447458,         -0.02425843,         -0.03839442,         -0.36585451,         -0.36178753,         -0.48217526,         -1.00083952,         -0.98847106,         -1.18264179,         25.04244586,         24.94193035,          5.30609448,        324.85371028,        322.86362113,         58.44109950,       2483.27435697,       2478.00020702,       1734.48948845,         25.46457502,         25.24991267,         41.06995990,        254.64575018,        252.49912666,        410.69959902,        509.29150035,        504.99825331,        821.39919804
,,,,,,  570.800000,   17.112154,         28.47023962,         28.35668396,          6.04837539,         36.59665067,         36.37667107,          6.64093976,        141.92806250,        141.62356073,         98.56059868,         28.94700173,         28.70063987,         46.95886083,         28.94700173,         28.70063987,         46.95886083,         28.94700173,         28.70063987,         46.95886083,          1.77756377,          1.77794677,          1.81918163,          0.32930744,          0.33147997,          0.57745756,         -0.61587342,         -0.61320256,         -0.29995875,          2.23751706,          2.23572894,          2.11806090,          4.96920544,          4.94266496,          3.31800886,          9.25848833,          9.18616455,          4.94135077,          0.02113236,          0.02105034,          0.00454165,          0.11874525,          0.11838678,          0.02810313,          0.14526986,          0.14491359,          0.03672617,         -0.02410626,         -0.02389154,         -0.03804880,         -0.35947385,         -0.35545866,         -0.47742854,         -0.98208389,         -0.96990244,         -1.17028043,         24.68743510,         24.58896743,          5.24473545,        317.34100251,        315.43349061,         57.58566544,       2461.40522736,       2456.12436738,       1709.29954603,         25.10085043,         24.88722235,         40.71949672,        251.00850432,        248.87222355,        407.19496722,        502.01700864,        497.74444709,        814.38993444
,,,,,,  571.000000,   17.118149,         28.06959201,         27.95833256,          5.97885974,         35.76790894,         35.55683941,          6.54482455,        140.66458392,        140.35965848,         97.09507728,         28.53657689,         28.29173770,         46.54385072,         28.53657689,         28.29173770,         46.54385072,         28.53657689,         28.29173770,         46.54385072,          1.77921640,          1.77959406,          1.82030492,          0.33867922,          0.34082909,          0.58442065,         -0.60435361,         -0.60170428,         -0.29084838,          2.23563715,          2.23387297,          2.11755373,          4.94136512,          4.91524206,          3.31192092,          9.18271607,          9.11162278,          4.92691657,          0.02083735,          0.02075696,          0.00448927,          0.11752562,          0.11717234,          0.02785278,          0.14413040,          0.14377801,          0.03646740,         -0.02374615,         -0.02353312,         -0.03769479,         -0.35325378,         -0.34929331,         -0.47258927,         -0.96382374,         -0.95183584,         -1.15771501,         24.34002103,         24.24354448,          5.18445626,        310.15472374,        308.32447385,         56.75222033,       2439.49319170,       2434.20498393,       1683.88355745,         24.74495822,         24.53265050,         40.35962848,        247.44958215,        245.32650499,        403.59628477,        494.89916430,        490.65300999,        807.19256954
,,,,,,  571.200000,   17.124145,         27.67745638,         27.56842999,          5.91056033,         34.97434483,         34.77162415,          6.45114674,        139.39847095,        139.09308419,         95.61584791,         28.13492676,         27.89189386,         46.11892703,         28.13492676,         27.89189386,         46.11892703,         28.13492676,         27.89189386,         46.11892703,          1.78084641,          1.78121883,          1.82141541,          0.34795578,          0.35008334,          0.59132251,         -0.59292354,         -0.59029549,         -0.28180125,          2.23378472,          2.23204402,          2.11704987,          4.91399436,          4.88827936,          3.30588332,          9.10831570,          9.03842352,          4.91262132,          0.02054845,          0.02046965,          0.00443778,          0.11632465,          0.11597644,          0.02760577,          0.14300425,          0.14265568,          0.03621137,         -0.02339402,         -0.02318290,         -0.03733310,         -0.34718909,         -0.34328570,         -0.46766380,         -0.94604237,         -0.93425303,         -1.14495598,         23.99998796,         23.90544776,          5.12523169,        303.27348125,        301.51562682,         55.93991077,       2417.53546873,       2412.23926043,       1658.22983648,         24.39667483,         24.18593341,         39.99116386,        243.96674829,        241.85933405,        399.91163857,        487.93349659,        483.71866810,        799.82327714
,,,,,,  571.400000,   17.130141,         27.29359275,         27.18673844,          5.84344891,         34.21370155,         34.01881509,          6.35981316,        138.12955934,        137.82367270,         94.12219172,         27.74180268,         27.50081888,         45.68626445,         27.74180268,         27.50081888,         45.68626445,         27.74180268,         27.50081888,         45.68626445,          1.78245423,          1.78282152,          1.82251331,          0.35713856,          0.35924414,          0.59816394,         -0.58158219,         -0.57897517,         -0.27281670,          2.23195918,          2.23024152,          2.11654610,          4.88708180,          4.86176587,          3.29985409,          9.03525241,          8.96653316,          4.89835945,          0.02026550,          0.02018824,          0.00438718,          0.11514194,          0.11479872,          0.02736204,          0.14189121,          0.14154641,          0.03595804,         -0.02304963,         -0.02284061,         -0.03696549,         -0.34127475,         -0.33743032,         -0.46267164,         -0.92872377,         -0.91713670,         -1.13204708,         23.66712780,         23.57447108,          5.06703729,        296.67770548,        294.98778401,         55.14792876,       2395.52920984,       2390.22433245,       1632.32591659,         24.05578465,         23.84682006,         39.61598861,        240.55784647,        238.46820060,        396.15988608,        481.11569294,        476.93640119,        792.31977217
,,,,,,  571.600000,   17.136137,         26.91776955,         26.81302843,          5.77749809,         33.48391142,         33.29638654,          6.27073552,        136.85768073,        136.55125471,         92.61334044,         27.35696472,         27.11823689,         45.24885075,         27.35696472,         27.11823689,         45.24885075,         27.35696472,         27.11823689,         45.24885075,          1.78404033,          1.78440259,          1.82359884,          0.36622896,          0.36831290,          0.60494573,         -0.57032852,         -0.56774229,         -0.26389409,          2.23015996,          2.22846492,          2.11604009,          4.86061644,          4.83569094,          3.29380216,          8.96349252,          8.89591910,          4.88405149,          0.01998834,          0.01991258,          0.00433744,          0.11397713,          0.11363879,          0.02712153,          0.14079108,          0.14044999,          0.03570739,         -0.02271276,         -0.02250600,         -0.03659436,         -0.33550595,         -0.33172193,         -0.45764131,         -0.91185257,         -0.90047033,         -1.11905528,         23.34123975,         23.25041545,          5.00984927,        290.34946699,        288.72338018,         54.37550870,       2373.47149550,       2368.15726380,       1606.15847412,         23.72207962,         23.51507125,         39.23669351,        237.22079616,        235.15071250,        392.36693506,        474.44159232,        470.30142499,        784.73387013
,,,,,,  571.800000,   17.142133,         26.54976324,         26.44707843,          5.71268125,         32.78307709,         32.60247909,          6.18383008,        135.58266248,        135.27565655,         91.08847143,         26.98018132,         26.74388469,         44.80999684,         26.98018132,         26.74388469,         44.80999684,         26.98018132,         26.74388469,         44.80999684,          1.78560513,          1.78596246,          1.82467220,          0.37522838,          0.37729100,          0.61166866,         -0.55916153,         -0.55659585,         -0.25503278,          2.22838649,          2.22671366,          2.11553050,          4.83458761,          4.81004419,          3.28770871,          8.89300340,          8.82654970,          4.86964787,          0.01971680,          0.01964251,          0.00428854,          0.11282986,          0.11249632,          0.02688419,          0.13970366,          0.13936623,          0.03545937,         -0.02238320,         -0.02217883,         -0.03622238,         -0.32987804,         -0.32615551,         -0.45260537,         -0.89541401,         -0.88423819,         -1.10605865,         23.02212997,         22.93308876,          4.95364455,        284.27231341,        282.70629167,         53.62192447,       2351.35933158,       2346.03504279,       1579.71324191,         23.39535894,         23.19045875,         38.85614956,        233.95358944,        231.90458750,        388.56149558,        467.90717888,        463.80917500,        777.12299117
,,,,,,  572.000000,   17.148129,         26.18935802,         26.08867456,          5.64897250,         32.10945485,         31.93538326,          6.09901737,        134.30432742,        133.99670000,         89.54670197,         26.61122893,         26.37751090,         44.37290412,         26.61122893,         26.37751090,         44.37290412,         26.61122893,         26.37751090,         44.37290412,          1.78714905,          1.78750155,          1.82573359,          0.38413816,          0.38617977,          0.61833349,         -0.54808022,         -0.54553485,         -0.24623214,          2.22663824,          2.22498721,          2.11501688,          4.80898496,          4.78481556,          3.28156637,          8.82375348,          8.75839428,          4.85512732,          0.01945075,          0.01937788,          0.00424046,          0.11169979,          0.11137094,          0.02664997,          0.13862876,          0.13829493,          0.03521394,         -0.02206072,         -0.02185886,         -0.03585213,         -0.32438657,         -0.32072629,         -0.44759588,         -0.87939392,         -0.86842527,         -1.09313516,         22.70961133,         22.62230555,          4.89840071,        278.43112430,        276.92169505,         52.88648689,       2329.18964549,       2323.85457834,       1552.97491165,         23.07542880,         22.87276458,         38.47713280,        230.75428796,        228.72764578,        384.77132797,        461.50857592,        457.45529155,        769.54265593
,,,,,,  572.200000,   17.154124,         25.83634545,         25.73761022,          5.58634674,         31.46143965,         31.29352499,          6.01622188,        133.02249362,        132.71420199,         87.98708296,         26.24989173,         26.01887515,         43.94036049,         26.24989173,         26.01887515,         43.94036049,         26.24989173,         26.01887515,         43.94036049,          1.78867252,          1.78902028,          1.82678322,          0.39295962,          0.39498054,          0.62494097,         -0.53708361,         -0.53455833,         -0.23749156,          2.22491466,          2.22328507,          2.11449950,          4.78379847,          4.75999529,          3.27537697,          8.75571217,          8.69142308,          4.84049170,          0.01919003,          0.01911855,          0.00419319,          0.11058657,          0.11026233,          0.02641880,          0.13756618,          0.13723590,          0.03497108,         -0.02174514,         -0.02154587,         -0.03548587,         -0.31902727,         -0.31542971,         -0.44264118,         -0.86377870,         -0.85301724,         -1.08035444,         22.40350310,         22.31788669,          4.84409595,        272.81198188,        271.35594130,         52.16854130,       2306.95928204,       2301.61269582,       1525.92702333,         22.76210201,         22.56178031,         38.10206069,        227.62102009,        225.61780308,        381.02060689,        455.24204019,        451.23560615,        762.04121377
,,,,,,  572.400000,   17.160120,         25.49052422,         25.39368587,          5.52477953,         30.83755187,         30.67545275,          5.93537184,        131.73697414,        131.42797441,         86.40859163,         25.89596125,         25.66774740,         43.51458193,         25.89596125,         25.66774740,         43.51458193,         25.89596125,         25.66774740,         43.51458193,          1.79017592,          1.79051904,          1.82782127,          0.40169407,          0.40369461,          0.63149182,         -0.52617075,         -0.52366532,         -0.22881041,          2.22321526,          2.22160671,          2.11397911,          4.75901842,          4.73557387,          3.26914879,          8.68884985,          8.62560724,          4.82575922,          0.01893450,          0.01886437,          0.00414670,          0.10948986,          0.10917015,          0.02619064,          0.13651573,          0.13618895,          0.03473074,         -0.02143625,         -0.02123965,         -0.03512539,         -0.31379601,         -0.31026141,         -0.43776411,         -0.84855528,         -0.83800040,         -1.06777307,         22.10363069,         22.01965913,          4.79070910,        267.40205579,        265.99644359,         51.46746534,       2284.66499922,       2279.30613268,       1498.55183953,         22.45519782,         22.25730645,         37.73285478,        224.55197819,        222.57306454,        377.32854776,        449.10395638,        445.14612909,        754.65709553
,,,,,,  572.600000,   17.166116,         25.15169981,         25.05670868,          5.46424714,         30.23642542,         30.07982593,          5.85639898,        130.44757677,        130.13782381,         84.81012331,         25.54923610,         25.32390725,         43.09717688,         25.54923610,         25.32390725,         43.09717688,         25.54923610,         25.32390725,         43.09717688,          1.79165964,          1.79199821,          1.82884795,          0.41034278,          0.41232323,          0.63798679,         -0.51534069,         -0.51285488,         -0.22018810,          2.22153952,          2.21995166,          2.11345672,          4.73463538,          4.71154211,          3.26289380,          8.62313782,          8.56091876,          4.81095783,          0.01868402,          0.01861521,          0.00410099,          0.10840935,          0.10809407,          0.02596544,          0.13547724,          0.13515391,          0.03449289,         -0.02113388,         -0.02094000,         -0.03477199,         -0.30868883,         -0.30521722,         -0.43298146,         -0.83371111,         -0.82336166,         -1.05543309,         21.80982545,         21.72745567,          4.73821957,        262.18950036,        260.83157723,         50.78266694,       2262.30346362,       2256.93153392,       1470.83020220,         22.15454160,         21.95915190,         37.37090981,        221.54541598,        219.59151903,        373.70909806,        443.09083195,        439.18303806,        747.41819612
,,,,,,  572.800000,   17.172112,         24.81968424,         24.72649231,          5.40472649,         29.65679721,         29.50540461,          5.77923828,        129.15410377,        128.84355111,         83.19048196,         25.20952169,         24.98714335,         42.68919353,         25.20952169,         24.98714335,         42.68919353,         25.20952169,         24.98714335,         42.68919353,          1.79312408,          1.79345818,          1.82986343,          0.41890700,          0.42086765,          0.64442657,         -0.50459248,         -0.50212608,         -0.21162404,          2.21988697,          2.21831943,          2.11293346,          4.71064021,          4.68789105,          3.25662552,          8.55854825,          8.49733050,          4.79611978,          0.01843847,          0.01837094,          0.00405603,          0.10734472,          0.10703379,          0.02574314,          0.13445052,          0.13413058,          0.03425750,         -0.02083783,         -0.02064672,         -0.03442650,         -0.30370191,         -0.30029316,         -0.42830435,         -0.81923409,         -0.80908851,         -1.04336270,         21.52192437,         21.44111473,          4.68660736,        257.16336285,        255.85059030,         50.11358240,       2239.87124572,       2234.48544727,       1442.74136888,         21.85996461,         21.66713340,         37.01713469,        218.59964609,        216.67133399,        370.17134690,        437.19929217,        433.34266798,        740.34269380
