../../../pdielec -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.01 -vf 0.1 -vf 0.2 -method maxwell -method mie -size 0 -size 0.1 -size 1.2 -sigma 5 -csv command.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.01/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1.2mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/0.1mu),mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.2/1.2mu),maxwell_sphere_real_dielectric(vf=0.01),maxwell_sphere_real_dielectric(vf=0.01/0.1mu),maxwell_sphere_real_dielectric(vf=0.01/1.2mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1.2mu),maxwell_sphere_real_dielectric(vf=0.2),maxwell_sphere_real_dielectric(vf=0.2/0.1mu),maxwell_sphere_real_dielectric(vf=0.2/1.2mu),mie_sphere_real_dielectric(vf=0.01),mie_sphere_real_dielectric(vf=0.01/0.1mu),mie_sphere_real_dielectric(vf=0.01/1.2mu),mie_sphere_real_dielectric(vf=0.1),mie_sphere_real_dielectric(vf=0.1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1.2mu),mie_sphere_real_dielectric(vf=0.2),mie_sphere_real_dielectric(vf=0.2/0.1mu),mie_sphere_real_dielectric(vf=0.2/1.2mu),maxwell_sphere_imag_dielectric(vf=0.01),maxwell_sphere_imag_dielectric(vf=0.01/0.1mu),maxwell_sphere_imag_dielectric(vf=0.01/1.2mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1.2mu),maxwell_sphere_imag_dielectric(vf=0.2),maxwell_sphere_imag_dielectric(vf=0.2/0.1mu),maxwell_sphere_imag_dielectric(vf=0.2/1.2mu),mie_sphere_imag_dielectric(vf=0.01),mie_sphere_imag_dielectric(vf=0.01/0.1mu),mie_sphere_imag_dielectric(vf=0.01/1.2mu),mie_sphere_imag_dielectric(vf=0.1),mie_sphere_imag_dielectric(vf=0.1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1.2mu),mie_sphere_imag_dielectric(vf=0.2),mie_sphere_imag_dielectric(vf=0.2/0.1mu),mie_sphere_imag_dielectric(vf=0.2/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01),mie_sphere_absorption_coefficent_cm-1(vf=0.01/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.01/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1),mie_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1.2mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2),mie_sphere_absorption_coefficent_cm-1(vf=0.2/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.2/1.2mu)
,,,,,,  383.400000,   11.494043,          0.54316167,          0.54323542,          0.30044020,          0.57677280,          0.57686019,          0.31976641,          0.63516175,          0.63527698,          0.35368437,          0.54042039,          0.65527322,         17.84999290,          0.54042039,          0.65527322,         17.84999290,          0.54042039,          0.65527322,         17.84999290,          2.05929452,          2.05930699,          2.06110484,          2.65082302,          2.65097328,          2.67270433,          3.45998606,          3.46036414,          3.51529122,          1.94171652,          1.94141866,          1.95889439,          1.45594368,          1.45336333,          1.60317432,          0.99806170,          0.99378599,          1.23797185,          0.00064604,          0.00064613,          0.00035750,          0.00778331,          0.00778471,          0.00433288,          0.01958492,          0.01958954,          0.01099248,         -0.00062416,         -0.00075675,         -0.02070705,         -0.00540472,         -0.00654756,         -0.18764496,         -0.00894980,         -0.01082864,         -0.33212211,          0.47099247,          0.47105642,          0.26052110,          5.00137729,          5.00213510,          2.77279455,         11.01537234,         11.01737065,          6.13381558,          0.46861542,          0.56820790,         15.47828705,          4.68615423,          5.68207897,        154.78287049,          9.37230845,         11.36415794,        309.56574099
,,,,,,  383.600000,   11.500039,          0.54485424,          0.54492854,          0.30121995,          0.57860791,          0.57869595,          0.32061961,          0.63726163,          0.63737771,          0.35467735,          0.54210197,          0.66488312,         17.51863969,          0.54210197,          0.66488312,         17.51863969,          0.54210197,          0.66488312,         17.51863969,          2.05934624,          2.05935875,          2.06116169,          2.65144619,          2.65159689,          2.67339334,          3.46155414,          3.46193342,          3.51703942,          1.94166655,          1.94136228,          1.95856027,          1.45551097,          1.45287533,          1.60033589,          0.99734517,          0.99297851,          1.23341229,          0.00064772,          0.00064781,          0.00035825,          0.00780492,          0.00780633,          0.00434274,          0.01964387,          0.01964853,          0.01102033,         -0.00062576,         -0.00076743,         -0.02031032,         -0.00541791,         -0.00663900,         -0.18389135,         -0.00896975,         -0.01097726,         -0.32508970,          0.47246015,          0.47252458,          0.26119724,          5.01729011,          5.01805359,          2.78019288,         11.05178973,         11.05380292,          6.15103648,          0.47007357,          0.57654094,         15.19096032,          4.70073571,          5.76540943,        151.90960320,          9.40147141,         11.53081886,        303.81920641
,,,,,,  383.800000,   11.506035,          0.54655354,          0.54662840,          0.30200257,          0.58045052,          0.58053923,          0.32147606,          0.63937053,          0.63948748,          0.35567438,          0.54379023,          0.67526133,         17.21503598,          0.54379023,          0.67526133,         17.21503598,          0.54379023,          0.67526133,         17.21503598,          2.05939810,          2.05941064,          2.06121869,          2.65207109,          2.65222223,          2.67408435,          3.46312693,          3.46350743,          3.51879314,          1.94161645,          1.94130569,          1.95823057,          1.45507720,          1.45238559,          1.59752142,          0.99662705,          0.99216832,          1.22885557,          0.00064941,          0.00064950,          0.00035899,          0.00782661,          0.00782803,          0.00435263,          0.01970309,          0.01970777,          0.01104831,         -0.00062738,         -0.00077899,         -0.01994625,         -0.00543114,         -0.00673798,         -0.18044144,         -0.00898975,         -0.01113825,         -0.31861392,          0.47393367,          0.47399858,          0.26187588,          5.03326801,          5.03403720,          2.78761949,         11.08836369,         11.09039188,          6.16832749,          0.47153751,          0.58554022,         14.92769604,          4.71537513,          5.85540219,        149.27696044,          9.43075025,         11.71080439,        298.55392088
,,,,,,  384.000000,   11.512030,          0.54825962,          0.54833504,          0.30278809,          0.58230068,          0.58239005,          0.32233580,          0.64148852,          0.64160634,          0.35667547,          0.54548520,          0.68649285,         16.94202376,          0.54548520,          0.68649285,         16.94202376,          0.54548520,          0.68649285,         16.94202376,          2.05945010,          2.05946267,          2.06127584,          2.65269772,          2.65284932,          2.67477737,          3.46470447,          3.46508619,          3.52055241,          1.94156622,          1.94124894,          1.95791283,          1.45464237,          1.45189452,          1.59479825,          0.99590732,          0.99135605,          1.22441857,          0.00065111,          0.00065120,          0.00035975,          0.00784840,          0.00784983,          0.00436257,          0.01976256,          0.01976728,          0.01107640,         -0.00062900,         -0.00079153,         -0.01961810,         -0.00544442,         -0.00684533,         -0.17732734,         -0.00900982,         -0.01131299,         -0.31275773,          0.47541306,          0.47547846,          0.26255703,          5.04931133,          5.05008626,          2.79507454,         11.12509512,         11.12713841,          6.18568900,          0.47300728,          0.59527941,         14.69095861,          4.73007278,          5.95279414,        146.90958615,          9.46014557,         11.90558828,        293.81917230
,,,,,,  384.200000,   11.518026,          0.54997250,          0.55004849,          0.30357653,          0.58415843,          0.58424846,          0.32319884,          0.64361564,          0.64373433,          0.35768064,          0.54718693,          0.69867124,         16.69919570,          0.54718693,          0.69867124,         16.69919570,          0.54718693,          0.69867124,         16.69919570,          2.05950223,          2.05951484,          2.06133315,          2.65332610,          2.65347814,          2.67547240,          3.46628677,          3.46666971,          3.52231725,          1.94151586,          1.94119209,          1.95761615,          1.45420647,          1.45140264,          1.59224936,          0.99518599,          0.99054258,          1.22024943,          0.00065281,          0.00065290,          0.00036050,          0.00787027,          0.00787171,          0.00437254,          0.01982229,          0.01982704,          0.01110462,         -0.00063062,         -0.00080514,         -0.01932537,         -0.00545774,         -0.00696196,         -0.17454759,         -0.00902996,         -0.01150297,         -0.30752595,          0.47689836,          0.47696425,          0.26324070,          5.06542041,          5.06620113,          2.80255818,         11.16198489,         11.16404340,          6.20312143,          0.47448290,          0.60583968,         14.48039481,          4.74482898,          6.05839683,        144.80394812,          9.48965796,         12.11679366,        289.60789624
,,,,,,  384.400000,   11.524022,          0.55169223,          0.55176879,          0.30436789,          0.58602380,          0.58611450,          0.32406518,          0.64575193,          0.64587151,          0.35868993,          0.54889544,          0.71189869,         16.48266540,          0.54889544,          0.71189869,         16.48266540,          0.54889544,          0.71189869,         16.48266540,          2.05955449,          2.05956714,          2.06139061,          2.65395623,          2.65410873,          2.67616945,          3.46787385,          3.46825802,          3.52408769,          1.94146537,          1.94113522,          1.95734956,          1.45376952,          1.45091064,          1.58995844,          0.99446304,          0.98972904,          1.21650107,          0.00065452,          0.00065461,          0.00036126,          0.00789223,          0.00789368,          0.00438255,          0.01988229,          0.01988707,          0.01113295,         -0.00063225,         -0.00081994,         -0.01906356,         -0.00547111,         -0.00708887,         -0.17206424,         -0.00905015,         -0.01170985,         -0.30285872,          0.47838958,          0.47845597,          0.26392692,          5.08159561,          5.08238216,          2.81007056,         11.19903390,         11.20110775,          6.22062517,          0.47596440,          0.61730962,         14.29263461,          4.75964401,          6.17309615,        142.92634613,          9.51928803,         12.34619231,        285.85269225
,,,,,,  384.600000,   11.530018,          0.55341883,          0.55349597,          0.30516219,          0.58789683,          0.58798822,          0.32493487,          0.64789746,          0.64801794,          0.35970336,          0.55061077,          0.72628532,         16.28536412,          0.55061077,          0.72628532,         16.28536412,          0.55061077,          0.72628532,         16.28536412,          2.05960690,          2.05961958,          2.06144824,          2.65458812,          2.65474107,          2.67686853,          3.46946574,          3.46985114,          3.52586375,          1.94141475,          1.94107843,          1.95712037,          1.45333149,          1.45041943,          1.58799521,          0.99373848,          0.98891691,          1.21330497,          0.00065623,          0.00065633,          0.00036202,          0.00791428,          0.00791574,          0.00439260,          0.01994255,          0.01994737,          0.01116141,         -0.00063389,         -0.00083607,         -0.01882447,         -0.00548453,         -0.00722715,         -0.16980542,         -0.00907040,         -0.01193539,         -0.29863474,          0.47988678,          0.47995367,          0.26461568,          5.09783728,          5.09862970,          2.81761184,         11.23624305,         11.23833235,          6.23820065,          0.47745182,          0.62978472,         14.12154850,          4.77451819,          6.29784715,        141.21548504,          9.54903638,         12.59569431,        282.43097008
,,,,,,  384.800000,   11.536014,          0.55515235,          0.55523007,          0.30595946,          0.58977757,          0.58986964,          0.32580790,          0.65005228,          0.65017365,          0.36072095,          0.55233296,          0.74194780,         16.09783550,          0.55233296,          0.74194780,         16.09783550,          0.55233296,          0.74194780,         16.09783550,          2.05965944,          2.05967215,          2.06150601,          2.65522177,          2.65537518,          2.67756965,          3.47106245,          3.47144909,          3.52764546,          1.94136400,          1.94102187,          1.95693286,          1.45289238,          1.44993017,          1.58640271,          0.99301230,          0.98810811,          1.21074789,          0.00065795,          0.00065805,          0.00036278,          0.00793642,          0.00793789,          0.00440269,          0.02000308,          0.02000793,          0.01119000,         -0.00063554,         -0.00085364,         -0.01859713,         -0.00549799,         -0.00737792,         -0.16767323,         -0.00909072,         -0.01218146,         -0.29468407,          0.48138996,          0.48145736,          0.26530701,          5.11414576,          5.11494411,          2.82518217,         11.27361323,         11.27571810,          6.25584827,          0.47894518,          0.64336614,         13.95893657,          4.78945182,          6.43366142,        139.58936570,          9.57890364,         12.86732283,        279.17873140
,,,,,,  385.000000,   11.542010,          0.55689281,          0.55697112,          0.30675969,          0.59166606,          0.59175881,          0.32668430,          0.65221644,          0.65233871,          0.36174272,          0.55406204,          0.75900657,         15.90945621,          0.55406204,          0.75900657,         15.90945621,          0.55406204,          0.75900657,         15.90945621,          2.05971211,          2.05972487,          2.06156395,          2.65585720,          2.65601107,          2.67827282,          3.47266400,          3.47305190,          3.52943285,          1.94131312,          1.94096570,          1.95678733,          1.45245220,          1.44944434,          1.58518849,          0.99228449,          0.98730506,          1.20885511,          0.00065968,          0.00065978,          0.00036354,          0.00795865,          0.00796013,          0.00441282,          0.02006388,          0.02006876,          0.01121871,         -0.00063719,         -0.00087280,         -0.01836927,         -0.00551150,         -0.00754237,         -0.16555620,         -0.00911110,         -0.01245001,         -0.29080911,          0.48289917,          0.48296708,          0.26600092,          5.13052143,          5.13132573,          2.83278173,         11.31114536,         11.31326592,          6.27356846,          0.48044452,          0.65815833,         13.79558700,          4.80444520,          6.58158334,        137.95587002,          9.60889040,         13.16316667,        275.91174004
,,,,,,  385.200000,   11.548005,          0.55864027,          0.55871916,          0.30756292,          0.59356234,          0.59365578,          0.32756409,          0.65438998,          0.65451317,          0.36276870,          0.55579804,          0.77758127,         15.70991780,          0.55579804,          0.77758127,         15.70991780,          0.55579804,          0.77758127,         15.70991780,          2.05976493,          2.05977772,          2.06162204,          2.65649441,          2.65664873,          2.67897805,          3.47427043,          3.47465957,          3.53122595,          1.94126210,          1.94091013,          1.95667983,          1.45201093,          1.44896380,          1.58432149,          0.99155505,          0.98651083,          1.20758337,          0.00066142,          0.00066151,          0.00036431,          0.00798097,          0.00798246,          0.00442298,          0.02012494,          0.02012986,          0.01124754,         -0.00063884,         -0.00089368,         -0.01812896,         -0.00552506,         -0.00772166,         -0.16334458,         -0.00913155,         -0.01274296,         -0.28681138,          0.48441444,          0.48448286,          0.26669742,          5.14696463,          5.14777494,          2.84041065,         11.34884036,         11.35097672,          6.29136163,          0.48194986,          0.67426504,         13.62256101,          4.81949865,          6.74265037,        136.22561006,          9.63899729,         13.48530073,        272.45122012
,,,,,,  385.400000,   11.554001,          0.56039474,          0.56047423,          0.30836914,          0.59546644,          0.59556059,          0.32844728,          0.65657297,          0.65669708,          0.36379891,          0.55754101,          0.79778357,         15.49069085,          0.55754101,          0.79778357,         15.49069085,          0.55754101,          0.79778357,         15.49069085,          2.05981789,          2.05983071,          2.06168030,          2.65713340,          2.65728819,          2.67968535,          3.47588174,          3.47627214,          3.53302477,          1.94121095,          1.94085545,          1.95660266,          1.45156859,          1.44849090,          1.58373597,          0.99082397,          0.98572924,          1.20682611,          0.00066316,          0.00066325,          0.00036508,          0.00800338,          0.00800488,          0.00443319,          0.02018628,          0.02019123,          0.01127650,         -0.00064050,         -0.00091641,         -0.01786634,         -0.00553867,         -0.00791687,         -0.16094579,         -0.00915206,         -0.01306208,         -0.28251912,          0.48593580,          0.48600473,          0.26739653,          5.16347574,          5.16429210,          2.84806910,         11.38669914,         11.38885144,          6.30922821,          0.48346125,          0.69178308,         13.43246246,          4.83461247,          6.91783080,        134.32462459,          9.66922494,         13.83566161,        268.64924918
,,,,,,  385.600000,   11.559997,          0.56215627,          0.56223636,          0.30917839,          0.59737842,          0.59747327,          0.32933390,          0.65876546,          0.65889049,          0.36483338,          0.55929098,          0.81970648,         15.24613299,          0.55929098,          0.81970648,         15.24613299,          0.55929098,          0.81970648,         15.24613299,          2.05987098,          2.05988384,          2.06173871,          2.65777419,          2.65792944,          2.68039471,          3.47749797,          3.47788963,          3.53482935,          1.94115967,          1.94080199,          1.95654560,          1.45112515,          1.44802849,          1.58334196,          0.99009125,          0.98496502,          1.20643056,          0.00066491,          0.00066500,          0.00036586,          0.00802588,          0.00802739,          0.00444344,          0.02024789,          0.02025287,          0.01130558,         -0.00064217,         -0.00094109,         -0.01757489,         -0.00555232,         -0.00812891,         -0.15829649,         -0.00917263,         -0.01340888,         -0.27780977,          0.48746328,          0.48753273,          0.26809825,          5.18005510,          5.18087756,          2.85575725,         11.42472264,         11.42689099,          6.32716861,          0.48497870,          0.71079313,         13.22039870,          4.84978699,          7.10793125,        132.20398695,          9.69957398,         14.21586250,        264.40797391
,,,,,,  385.800000,   11.565993,          0.56392489,          0.56400558,          0.30999068,          0.59929832,          0.59939387,          0.33022396,          0.66096750,          0.66109346,          0.36587213,          0.56104798,          0.84340918,         14.97396720,          0.56104798,          0.84340918,         14.97396720,          0.56104798,          0.84340918,         14.97396720,          2.05992422,          2.05993711,          2.06179728,          2.65841678,          2.65857249,          2.68110616,          3.47911913,          3.47951205,          3.53663971,          1.94110826,          1.94075014,          1.95649753,          1.45068061,          1.44758008,          1.58303975,          0.98935688,          0.98422388,          1.20622263,          0.00066666,          0.00066676,          0.00036663,          0.00804847,          0.00804999,          0.00445373,          0.02030977,          0.02031479,          0.01133480,         -0.00064385,         -0.00096779,         -0.01725199,         -0.00556603,         -0.00835834,         -0.15536825,         -0.00919326,         -0.01378429,         -0.27262172,          0.48899691,          0.48906688,          0.26880261,          5.19670310,          5.19753170,          2.86347526,         11.46291180,         11.46509632,          6.34518328,          0.48650225,          0.73134647,         12.98439522,          4.86502251,          7.31346472,        129.84395222,          9.73004502,         14.62692945,        259.68790444
,,,,,,  386.000000,   11.571989,          0.56570065,          0.56578195,          0.31080602,          0.60122617,          0.60132244,          0.33111749,          0.66317915,          0.66330605,          0.36691519,          0.56281206,          0.86889619,         14.67504982,          0.56281206,          0.86889619,         14.67504982,          0.56281206,          0.86889619,         14.67504982,          2.05997759,          2.05999053,          2.06185602,          2.65906118,          2.65921736,          2.68181971,          3.48074524,          3.48113944,          3.53845589,          1.94105671,          1.94070039,          1.95644806,          1.45023498,          1.44714978,          1.58273444,          0.98862086,          0.98351262,          1.20603299,          0.00066842,          0.00066852,          0.00036741,          0.00807116,          0.00807269,          0.00446406,          0.02037193,          0.02037698,          0.01136414,         -0.00064553,         -0.00099651,         -0.01689862,         -0.00557978,         -0.00860518,         -0.15216579,         -0.00921396,         -0.01418837,         -0.26695296,          0.49053672,          0.49060722,          0.26950962,          5.21342010,          5.21425488,          2.87122328,         11.50126756,         11.50346837,          6.36327265,          0.48803194,          0.75344706,         12.72519462,          4.88031936,          7.53447062,        127.25194617,          9.76063871,         15.06894124,        254.50389233
,,,,,,  386.200000,   11.577985,          0.56748358,          0.56756548,          0.31162443,          0.60316202,          0.60325900,          0.33201449,          0.66540046,          0.66552830,          0.36796258,          0.56458324,          0.89609045,         14.35258362,          0.56458324,          0.89609045,         14.35258362,          0.56458324,          0.89609045,         14.35258362,          2.06003111,          2.06004408,          2.06191491,          2.65970739,          2.65986404,          2.68253535,          3.48237633,          3.48277181,          3.54027790,          1.94100502,          1.94065330,          1.95638863,          1.44978825,          1.44674239,          1.58234691,          0.98788318,          0.98283910,          1.20571751,          0.00067019,          0.00067029,          0.00036819,          0.00809394,          0.00809548,          0.00447444,          0.02043437,          0.02043945,          0.01139361,         -0.00064722,         -0.00102715,         -0.01651847,         -0.00559358,         -0.00886866,         -0.14871929,         -0.00923472,         -0.01461987,         -0.26084869,          0.49208276,          0.49215378,          0.27021929,          5.23020647,          5.23104748,          2.87900149,         11.53979086,         11.54200810,          6.38143714,          0.48956778,          0.77702806,         12.44557410,          4.89567784,          7.77028055,        124.45574095,          9.79135569,         15.54056111,        248.91148191
,,,,,,  386.400000,   11.583981,          0.56927371,          0.56935623,          0.31244592,          0.60510591,          0.60520362,          0.33291500,          0.66763148,          0.66776028,          0.36901432,          0.56636157,          0.92480019,         14.01108854,          0.56636157,          0.92480019,         14.01108854,          0.56636157,          0.92480019,         14.01108854,          2.06008477,          2.06009777,          2.06197397,          2.66035543,          2.66051255,          2.68325311,          3.48401242,          3.48440918,          3.54210577,          1.94095321,          1.94060948,          1.95631307,          1.44934042,          1.44636327,          1.58181908,          0.98714384,          0.98221213,          1.20516784,          0.00067197,          0.00067207,          0.00036898,          0.00811681,          0.00811836,          0.00448485,          0.02049708,          0.02050221,          0.01142321,         -0.00064891,         -0.00105950,         -0.01611678,         -0.00560742,         -0.00914687,         -0.14507381,         -0.00925555,         -0.01507568,         -0.25438320,          0.49363504,          0.49370659,          0.27093163,          5.24706258,          5.24790987,          2.88681005,         11.57848267,         11.58071645,          6.39967720,          0.49110983,          0.80192316,         12.14945303,          4.91109830,          8.01923161,        121.49453027,          9.82219660,         16.03846323,        242.98906055
,,,,,,  386.600000,   11.589976,          0.57107109,          0.57115423,          0.31327052,          0.60705789,          0.60715633,          0.33381902,          0.66987227,          0.67000204,          0.37007045,          0.56814708,          0.95468168,         13.65545469,          0.56814708,          0.95468168,         13.65545469,          0.56814708,          0.95468168,         13.65545469,          2.06013857,          2.06015161,          2.06203319,          2.66100530,          2.66116290,          2.68397298,          3.48565353,          3.48605158,          3.54393954,          1.94090125,          1.94056959,          1.95621754,          1.44889147,          1.44601810,          1.58111358,          0.98640283,          0.98164108,          1.20431211,          0.00067375,          0.00067385,          0.00036977,          0.00813977,          0.00814133,          0.00449530,          0.02056008,          0.02056524,          0.01145294,         -0.00065061,         -0.00109316,         -0.01569918,         -0.00562132,         -0.00943641,         -0.14127934,         -0.00927644,         -0.01555025,         -0.24764204,          0.49519360,          0.49526569,          0.27164666,          5.26398881,          5.26484243,          2.89464912,         11.61734394,         11.61959440,          6.41799327,          0.49265810,          0.82783434,         11.84107180,          4.92658104,          8.27834336,        118.41071799,          9.85316208,         16.55668672,        236.82143599
,,,,,,  386.800000,   11.595972,          0.57287575,          0.57295951,          0.31409823,          0.60901800,          0.60911718,          0.33472658,          0.67212290,          0.67225363,          0.37113099,          0.56993982,          0.98520247,         13.29029028,          0.56993982,          0.98520247,         13.29029028,          0.56993982,          0.98520247,         13.29029028,          2.06019251,          2.06020559,          2.06209258,          2.66165701,          2.66181508,          2.68469499,          3.48729968,          3.48769903,          3.54577923,          1.94084916,          1.94053430,          1.95609997,          1.44844141,          1.44571254,          1.58020979,          0.98566015,          0.98113528,          1.20310872,          0.00067554,          0.00067564,          0.00037056,          0.00816283,          0.00816440,          0.00450580,          0.02062336,          0.02062855,          0.01148280,         -0.00065232,         -0.00112751,         -0.01527100,         -0.00563527,         -0.00973202,         -0.13738370,         -0.00929740,         -0.01603499,         -0.24070895,          0.49675847,          0.49683111,          0.27236440,          5.28098555,          5.28184554,          2.90251887,         11.65637566,         11.65864291,          6.43638580,          0.49421264,          0.85429987,         11.52442632,          4.94212640,          8.54299871,        115.24426319,          9.88425280,         17.08599743,        230.48852637
,,,,,,  387.000000,   11.601968,          0.57468772,          0.57477212,          0.31492908,          0.61098629,          0.61108620,          0.33563770,          0.67438340,          0.67451511,          0.37219597,          0.57173981,          1.01561338,         12.91962073,          0.57173981,          1.01561338,         12.91962073,          0.57173981,          1.01561338,         12.91962073,          2.06024660,          2.06025971,          2.06215213,          2.66231057,          2.66246911,          2.68541913,          3.48895090,          3.48935155,          3.54762487,          1.94079694,          1.94050417,          1.95595953,          1.44799024,          1.44545157,          1.57909846,          0.98491579,          0.98070295,          1.20153718,          0.00067733,          0.00067743,          0.00037135,          0.00818599,          0.00818757,          0.00451634,          0.02068692,          0.02069215,          0.01151280,         -0.00065403,         -0.00116170,         -0.01483688,         -0.00564926,         -0.01002634,         -0.13342912,         -0.00931843,         -0.01651780,         -0.23365901,          0.49832970,          0.49840288,          0.27308485,          5.29805316,          5.29891957,          2.91041948,         11.69557878,         11.69786296,          6.45485523,          0.49577347,          0.88067012,         11.20300716,          4.95773470,          8.80670122,        112.03007157,          9.91546940,         17.61340244,        224.06014315
,,,,,,  387.200000,   11.607964,          0.57650706,          0.57659209,          0.31576308,          0.61296279,          0.61306345,          0.33655240,          0.67665385,          0.67678654,          0.37326540,          0.57354710,          1.04494157,         12.54687099,          0.57354710,          1.04494157,         12.54687099,          0.57354710,          1.04494157,         12.54687099,          2.06030082,          2.06031398,          2.06221184,          2.66296598,          2.66312500,          2.68614542,          3.49060721,          3.49100917,          3.54947649,          1.94074457,          1.94047961,          1.95579609,          1.44753795,          1.44523871,          1.57777704,          0.98416974,          0.98034993,          1.19958991,          0.00067913,          0.00067924,          0.00037215,          0.00820924,          0.00821083,          0.00452692,          0.02075077,          0.02075604,          0.01154292,         -0.00065575,         -0.00119463,         -0.01440076,         -0.00566331,         -0.01030979,         -0.12945180,         -0.00933951,         -0.01698299,         -0.22655732,          0.49990730,          0.49998104,          0.27380804,          5.31519205,          5.31606492,          2.91835111,         11.73495431,         11.73725555,          6.47340202,          0.49734063,          0.90610152,         10.87978420,          4.97340627,          9.06101516,        108.79784205,          9.94681255,         18.12203032,        217.59568409
,,,,,,  387.400000,   11.613960,          0.57833380,          0.57841947,          0.31660025,          0.61494756,          0.61504897,          0.33747069,          0.67893430,          0.67906798,          0.37433932,          0.57536173,          1.07201928,         12.17500464,          0.57536173,          1.07201928,         12.17500464,          0.57536173,          1.07201928,         12.17500464,          2.06035520,          2.06036839,          2.06227172,          2.66362325,          2.66378275,          2.68687386,          3.49226864,          3.49267191,          3.55133411,          1.94069207,          1.94046074,          1.95560986,          1.44708453,          1.44507499,          1.57624661,          0.98342201,          0.98007802,          1.19726656,          0.00068094,          0.00068105,          0.00037295,          0.00823258,          0.00823419,          0.00453754,          0.02081491,          0.02082021,          0.01157318,         -0.00065748,         -0.00122494,         -0.01396607,         -0.00567740,         -0.01057089,         -0.12548318,         -0.00936067,         -0.01741170,         -0.21946085,          0.50149132,          0.50156561,          0.27453398,          5.33240258,          5.33328196,          2.92631393,         11.77450322,         11.77682165,          6.49202662,          0.49891415,          0.92958144,         10.55732726,          4.98914145,          9.29581444,        105.57327261,          9.97828290,         18.59162887,        211.14654522
