directory,electrons,magnetization,kpnts,kpnt_1,kpnt_2,kpnt_3,energy_cutoff_eV,final_free_energy_eV,final_energy_without_entropy_eV,pressure_GPa,a_A,b_A,c_A,alpha,beta,gamma,volume,eps0_xx,eps0_yy,eps0_zz,eps0_xy,eps0_xz,eps0_yz,epsinf_xx,epsinf_yy,epsinf_zz,epsinf_xy,epsinf_xz,epsinf_yz, c11_gpa, c22_gpa, c33_gpa, c44_gpa, c55_gpa, c66_gpa, c12_gpa,  c13_gpa, c23_gpa, f1_cm1, f2_cm1, f3_cm1, f4_cm1, f5_cm1, f6_cm1
../AsparticAcid/phonon.castep,104,0.0,2,2,2,2,1000.0,-5466.767864337,-5466.767864337,-0.0071,7.59699149619,7.0282512,5.11269082826,90.0,98.7718370684,90.0,269.791814,4.57813,3.64606,4.31117,0.0,0.1615,0.0,2.68359,2.2017,2.56293,0.0,-0.05896,0.0,0,0,0,0,0,0,0,0,0,-0.060041,-0.049265,-0.034699,50.016139,77.003454,84.517475,101.268442,104.719637,106.03468,115.289848,119.8187,137.266914,142.296787,150.985976,153.247018,165.883166,180.000989,196.133238,216.762878,225.868522,291.884164,293.337084,371.128415,374.41135,385.313251,414.892354,455.49226,474.591612,544.879007,546.920751,560.633909,561.864529,609.744687,610.102269,668.792187,678.278901,761.036275,769.70588,787.324253,793.59355,867.672764,875.54982,893.764685,896.082132,941.380391,941.59253,998.583928,999.915263,1071.294617,1074.888208,1127.695815,1128.391764,1144.286436,1147.301818,1157.198076,1165.081209,1252.346433,1252.866226,1265.59041,1269.106655,1287.336071,1289.954857,1336.370243,1340.623847,1351.730447,1352.899381,1385.682858,1397.65078,1422.353939,1423.025394,1473.962142,1475.943366,1507.128197,1509.137191,1558.647535,1578.301691,1613.333629,1623.823949,1638.698167,1642.016749,1655.640959,1666.651221,2288.488312,2307.021392,2945.928509,2947.296479,2960.70624,2979.802809,3018.235868,3018.755533,3039.833077,3053.667027,3074.469058,3075.105265,3088.733242,3089.649374
../MgO/phonon.castep,8,0.0,56,11,11,11,1000.0,-464.5596402124,-464.5596402124,0.0029,3.00303031522,3.00303031522,3.00303031522,60.0,60.0,60.0,19.149797,10.00326,10.00326,10.00326,0.0,0.0,0.0,3.13969,3.13969,3.13969,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.031107,-0.031107,-0.031107,388.282104,388.282104,388.282104
../Na2SO42/phonon.castep,78,0.0,105,7,6,5,550.0,-6315.378192188,-6315.378192188,-2.0538,4.78,5.57500002426,6.09099999802,101.870999762,103.337000441,97.4180003207,151.880428,inf,inf,inf,inf,inf,inf,2.26111,2.20331,2.34564,-0.04199,-0.10634,0.07345,0,0,0,0,0,0,0,0,0,-40.997833,-0.039337,-0.031772,-0.022472,72.777252,81.505677,103.772281,110.077977,121.843352,125.472509,165.351236,188.600398,192.57071,199.831718,210.702315,216.388781,239.310472,331.17366,351.833773,477.977487,496.179347,525.219278,537.804015,559.76504,577.759085,613.068192,687.164264,712.112064,985.914402,1114.611056,1154.219538,1349.012426,1356.868136,1417.592599,1430.779384,2506.582913
