../../../pdielec -processors 4 -size 0 -size 0.1 -size 1 -size 3 -vmin 300 -vmax 800 -sphere -method maxwell -sigma 10 -csv command1.csv phonon -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   4,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   5,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1mu),maxwell_sphere_real_dielectric(vf=0.1/3mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1mu),maxwell_sphere_imag_dielectric(vf=0.1/3mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  426.600000,   12.789146,          2.49291244,          2.49421604,          2.24510369,         12.46645537,          2.84078631,          2.84109668,          2.87264442,          3.13653970,          0.03129916,          0.03131724,          0.02834539,         -0.16451951,         21.61682331,         21.62812728,         19.46799615,        108.10053304
,,,,,,  426.800000,   12.795142,          2.50310817,          2.50442090,          2.25442512,         12.54183355,          2.84203499,          2.84234658,          2.87402092,          3.13902667,          0.03141935,          0.03143755,          0.02845656,         -0.16550288,         21.70523369,         21.71661678,         19.54882519,        108.75416081
,,,,,,  427.000000,   12.801138,          2.51336080,          2.51468273,          2.26380044,         12.61779615,          2.84328845,          2.84360126,          2.87540292,          3.14152579,          0.03154022,          0.03155855,          0.02856838,         -0.16649413,         21.79413748,         21.80560034,         19.63012155,        109.41285626
,,,,,,  427.200000,   12.807134,          2.52367075,          2.52500196,          2.27323007,         12.69434897,          2.84454672,          2.84486075,          2.87679048,          3.14403714,          0.03166178,          0.03168023,          0.02868087,         -0.16749336,         21.88353831,         21.89508160,         19.71188881,        110.07666970
,,,,,,  427.400000,   12.813130,          2.53403845,          2.53537900,          2.28271442,         12.77149788,          2.84580982,          2.84612509,          2.87818361,          3.14656080,          0.03178404,          0.03180261,          0.02879403,         -0.16850064,         21.97343982,         21.98506420,         19.79413056,        110.74565204
,,,,,,  427.600000,   12.819126,          2.54446430,          2.54581429,          2.29225391,         12.84924883,          2.84707777,          2.84739429,          2.87958236,          3.14909685,          0.03190699,          0.03192569,          0.02890786,         -0.16951606,         22.06384569,         22.07555184,         19.87685045,        111.41985481
,,,,,,  427.800000,   12.825121,          2.55494876,          2.55630825,          2.30184896,         12.92760783,          2.84835062,          2.84866838,          2.88098675,          3.15164538,          0.03203064,          0.03204948,          0.02902237,         -0.17053971,         22.15475964,         22.16654824,         19.96005215,        112.09933019
,,,,,,  428.000000,   12.831117,          2.56549223,          2.56686131,          2.31150000,         13.00658096,          2.84962838,          2.84994739,          2.88239682,          3.15420648,          0.03215501,          0.03217397,          0.02913756,         -0.17157166,         22.24618543,         22.25805716,         20.04373938,        112.78413097
,,,,,,  428.200000,   12.837113,          2.57609517,          2.57747392,          2.32120747,         13.08617441,          2.85091108,          2.85123136,          2.88381261,          3.15678024,          0.03228009,          0.03229918,          0.02925345,         -0.17261201,         22.33812684,         22.35008239,         20.12791588,        113.47431061
,,,,,,  428.400000,   12.843109,          2.58675801,          2.58814651,          2.33097180,         13.16639440,          2.85219876,          2.85252030,          2.88523414,          3.15936674,          0.03240589,          0.03242511,          0.02937003,         -0.17366085,         22.43058768,         22.44262775,         20.21258543,        114.16992323
,,,,,,  428.600000,   12.849105,          2.59748120,          2.59887953,          2.34079343,         13.24724726,          2.85349143,          2.85381426,          2.88666145,          3.16196607,          0.03253241,          0.03255177,          0.02948731,         -0.17471827,         22.52357181,         22.53569711,         20.29775185,        114.87102363
,,,,,,  428.800000,   12.855101,          2.60826519,          2.60967343,          2.35067281,         13.32873937,          2.85478914,          2.85511324,          2.88809458,          3.16457831,          0.03265967,          0.03267916,          0.02960530,         -0.17578435,         22.61708313,         22.62929437,         20.38341900,        115.57766726
,,,,,,  429.000000,   12.861096,          2.61911043,          2.62052865,          2.36061037,         13.41087723,          2.85609190,          2.85641729,          2.88953357,          3.16720357,          0.03278766,          0.03280728,          0.02972400,         -0.17685919,         22.71112555,         22.72342345,         20.46959077,        116.28991029
,,,,,,  429.200000,   12.867092,          2.63001737,          2.63144567,          2.37060659,         13.49366738,          2.85739974,          2.85772644,          2.89097844,          3.16984194,          0.03291640,          0.03293616,          0.02984342,         -0.17794289,         22.80570305,         22.81808834,         20.55627108,        117.00780957
,,,,,,  429.400000,   12.873088,          2.64098648,          2.64242494,          2.38066191,         13.57711646,          2.85871271,          2.85904071,          2.89242923,          3.17249349,          0.03304588,          0.03306578,          0.02996357,         -0.17903553,         22.90081963,         22.91329303,         20.64346392,        117.73142266
,,,,,,  429.600000,   12.879084,          2.65201822,          2.65346693,          2.39077680,         13.66123120,          2.86003082,          2.86036013,          2.89388599,          3.17515833,          0.03317612,          0.03319615,          0.03008445,         -0.18013722,         22.99647931,         23.00904157,         20.73117329,        118.46080785
,,,,,,  429.800000,   12.885080,          2.66311306,          2.66457211,          2.40095172,         13.74601840,          2.86135410,          2.86168474,          2.89534873,          3.17783655,          0.03330712,          0.03332729,          0.03020606,         -0.18124805,         23.09268618,         23.10533805,         20.81940322,        119.19602416
,,,,,,  430.000000,   12.891076,          2.67427149,          2.67574096,          2.41118715,         13.83148495,          2.86268259,          2.86301455,          2.89681752,          3.18052825,          0.03343888,          0.03345919,          0.03032841,         -0.18236812,         23.18944435,         23.20218659,         20.90815782,        119.93713135
,,,,,,  430.200000,   12.897072,          2.68549396,          2.68697394,          2.42148356,         13.91763783,          2.86401631,          2.86434961,          2.89829237,          3.18323351,          0.03357141,          0.03359187,          0.03045151,         -0.18349752,         23.28675797,         23.29959134,         20.99744120,        120.68418994
,,,,,,  430.400000,   12.903067,          2.69678098,          2.69827156,          2.43184143,         14.00448411,          2.86535531,          2.86568995,          2.89977332,          3.18595244,          0.03370473,          0.03372533,          0.03057537,         -0.18463637,         23.38463123,         23.39755650,         21.08725754,        121.43726118
,,,,,,  430.600000,   12.909063,          2.70813303,          2.70963429,          2.44226125,         14.09203094,          2.86669959,          2.86703559,          2.90126042,          3.18868512,          0.03383883,          0.03385957,          0.03069999,         -0.18578477,         23.48306836,         23.49608631,         21.17761104,        122.19640715
,,,,,,  430.800000,   12.915059,          2.71955059,          2.72106264,          2.45274350,         14.18028557,          2.86804921,          2.86838656,          2.90275370,          3.19143167,          0.03397371,          0.03399460,          0.03082537,         -0.18694281,         23.58207364,         23.59518506,         21.26850595,        122.96169068
,,,,,,  431.000000,   12.921055,          2.73103417,          2.73255709,          2.46328869,         14.26925535,          2.86940418,          2.86974291,          2.90425320,          3.19419217,          0.03410940,          0.03413043,          0.03095153,         -0.18811060,         23.68165137,         23.69485705,         21.35994656,        123.73317540
,,,,,,  431.200000,   12.927051,          2.74258427,          2.74411815,          2.47389731,         14.35894769,          2.87076455,          2.87110465,          2.90575896,          3.19696673,          0.03424589,          0.03426707,          0.03107847,         -0.18928825,         23.78180590,         23.79510665,         21.45193721,        124.51092577
,,,,,,  431.400000,   12.933047,          2.75420140,          2.75574634,          2.48456986,         14.44937014,          2.87213034,          2.87247182,          2.90727102,          3.19975544,          0.03438318,          0.03440452,          0.03120619,         -0.19047586,         23.88254163,         23.89593825,         21.54448227,        125.29500706
,,,,,,  431.600000,   12.939042,          2.76588606,          2.76744215,          2.49530687,         14.54053030,          2.87350158,          2.87384445,          2.90878941,          3.20255841,          0.03452129,          0.03454278,          0.03133471,         -0.19167356,         23.98386299,         23.99735631,         21.63758617,        126.08548538
,,,,,,  431.800000,   12.945038,          2.77763878,          2.77920611,          2.50610883,         14.63243592,          2.87487831,          2.87522258,          2.91031417,          3.20537574,          0.03466023,          0.03468186,          0.03146402,         -0.19288144,         24.08577446,         24.09936530,         21.73125337,        126.88242768
,,,,,,  432.000000,   12.951034,          2.78946007,          2.79103874,          2.51697627,         14.72509479,          2.87626055,          2.87660623,          2.91184535,          3.20820752,          0.03479999,          0.03482178,          0.03159414,         -0.19409962,         24.18828055,         24.20196975,         21.82548837,        127.68590179
,,,,,,  432.200000,   12.957030,          2.80135045,          2.80294057,          2.52790972,         14.81851486,          2.87764835,          2.87799545,          2.91338299,          3.21105387,          0.03494059,          0.03496253,          0.03172508,         -0.19532821,         24.29138583,         24.30517423,         21.92029573,        128.49597639
,,,,,,  432.400000,   12.963026,          2.81331047,          2.81491213,          2.53890971,         14.91270414,          2.87904173,          2.87939025,          2.91492712,          3.21391489,          0.03508203,          0.03510413,          0.03185683,         -0.19656734,         24.39509491,         24.40898337,         22.01568006,        129.31272108
,,,,,,  432.600000,   12.969022,          2.82534066,          2.82695396,          2.54997677,         15.00767075,          2.88044073,          2.88079069,          2.91647778,          3.21679068,          0.03522432,          0.03524657,          0.03198941,         -0.19781711,         24.49941243,         24.51340180,         22.11164599,        130.13620632
,,,,,,  432.800000,   12.975018,          2.83744156,          2.83906659,          2.56111144,         15.10342295,          2.88184539,          2.88219678,          2.91803502,          3.21968135,          0.03536746,          0.03538987,          0.03212282,         -0.19907765,         24.60434308,         24.61843425,         22.20819822,        130.96650351
,,,,,,  433.000000,   12.981013,          2.84961371,          2.85125058,          2.57231428,         15.19996905,          2.88325572,          2.88360857,          2.91959888,          3.22258700,          0.03551146,          0.03553404,          0.03225708,         -0.20034907,         24.70989162,         24.72408546,         22.30534150,        131.80368500
,,,,,,  433.200000,   12.987009,          2.86185767,          2.86350649,          2.58358582,         15.29731752,          2.88467178,          2.88502608,          2.92116940,          3.22550775,          0.03565634,          0.03567907,          0.03239218,         -0.20163150,         24.81606282,         24.83036022,         22.40308060,        132.64782403
,,,,,,  433.400000,   12.993005,          2.87417399,          2.87583486,          2.59492664,         15.39547692,          2.88609359,          2.88644936,          2.92274662,          3.22844370,          0.03580209,          0.03582499,          0.03252813,         -0.20292506,         24.92286152,         24.93726337,         22.50142036,        133.49899485
,,,,,,  433.600000,   12.999001,          2.88656325,          2.88823626,          2.60633729,         15.49445591,          2.88752119,          2.88787843,          2.92433059,          3.23139497,          0.03594872,          0.03597178,          0.03266495,         -0.20422987,         25.03029259,         25.04479980,         22.60036567,        134.35727264
,,,,,,  433.800000,   13.004997,          2.89902599,          2.90071126,          2.61781834,         15.59426329,          2.88895461,          2.88931334,          2.92592134,          3.23436165,          0.03609625,          0.03611947,          0.03280264,         -0.20554608,         25.13836096,         25.15297445,         22.69992147,        135.22273361
,,,,,,  434.000000,   13.010993,          2.91156281,          2.91326044,          2.62937037,         15.69490795,          2.89039389,          2.89075411,          2.92751892,          3.23734388,          0.03624467,          0.03626806,          0.03294120,         -0.20687379,         25.24707161,         25.26179230,         22.80009274,        136.09545494
,,,,,,  434.200000,   13.016989,          2.92417427,          2.92588437,          2.64099396,         15.79639891,          2.89183906,          2.89220078,          2.92912338,          3.24034175,          0.03639400,          0.03641756,          0.03308065,         -0.20821315,         25.35642955,         25.37125839,         22.90088451,        136.97551485
,,,,,,  434.400000,   13.022984,          2.93686097,          2.93858365,          2.65268969,         15.89874532,          2.89329016,          2.89365339,          2.93073475,          3.24335538,          0.03654424,          0.03656797,          0.03322099,         -0.20956428,         25.46643986,         25.48137778,         23.00230188,        137.86299257
,,,,,,  434.600000,   13.028980,          2.94962349,          2.95135886,          2.66445817,         16.00195644,          2.89474723,          2.89511198,          2.93235309,          3.24638488,          0.03669540,          0.03671930,          0.03336223,         -0.21092732,         25.57710765,         25.59215562,         23.10434998,        138.75796841
,,,,,,  434.800000,   13.034976,          2.96246242,          2.96421060,          2.67629997,         16.10604164,          2.89621030,          2.89657658,          2.93397843,          3.24943038,          0.03684748,          0.03687156,          0.03350437,         -0.21230241,         25.68843811,         25.70359708,         23.20703400,        139.66052373
,,,,,,  435.000000,   13.040972,          2.97537839,          2.97713947,          2.68821572,         16.21101043,          2.89767940,          2.89804722,          2.93561082,          3.25249199,          0.03700050,          0.03702475,          0.03364743,         -0.21368969,         25.80043644,         25.81570739,         23.31035920,        140.57074098
,,,,,,  435.200000,   13.046968,          2.98837198,          2.99014609,          2.70020603,         16.31687246,          2.89915458,          2.89952395,          2.93725031,          3.25556982,          0.03715447,          0.03717889,          0.03379141,         -0.21508929,         25.91310793,         25.92849185,         23.41433087,        141.48870370
,,,,,,  435.400000,   13.052964,          3.00144381,          3.00323107,          2.71227150,         16.42363748,          2.90063588,          2.90100680,          2.93889695,          3.25866399,          0.03730938,          0.03733399,          0.03393633,         -0.21650135,         26.02645789,         26.04195578,         23.51895436,        142.41449657
,,,,,,  435.600000,   13.058959,          3.01459451,          3.01639503,          2.72441277,         16.53131539,          2.90212332,          2.90249581,          2.94055077,          3.26177463,          0.03746525,          0.03749004,          0.03408218,         -0.21792603,         26.14049171,         26.15610456,         23.62423509,        143.34820540
,,,,,,  435.800000,   13.064955,          3.02782470,          3.02963859,          2.73663046,         16.63991621,          2.90361695,          2.90399102,          2.94221182,          3.26490185,          0.03762209,          0.03764706,          0.03422898,         -0.21936346,         26.25521482,         26.27094365,         23.73017852,        144.28991713
,,,,,,  436.000000,   13.070951,          3.04113501,          3.04296240,          2.74892521,         16.74945012,          2.90511681,          2.90549246,          2.94388016,          3.26804578,          0.03777990,          0.03780505,          0.03437673,         -0.22081380,         26.37063269,         26.38647854,         23.83679018,        145.23971990
,,,,,,  436.200000,   13.076947,          3.05452608,          3.05636708,          2.76129767,         16.85992741,          2.90662293,          2.90700018,          2.94555583,          3.27120654,          0.03793870,          0.03796403,          0.03452545,         -0.22227720,         26.48675088,         26.50271478,         23.94407565,        146.19770304
,,,,,,  436.400000,   13.082943,          3.06799856,          3.06985330,          2.77374849,         16.97135853,          2.90813535,          2.90851421,          2.94723887,          3.27438424,          0.03809848,          0.03812400,          0.03467514,         -0.22375380,         26.60357496,         26.61965796,         24.05204055,        147.16395708
,,,,,,  436.600000,   13.088939,          3.08155310,          3.08342169,          2.78627832,         17.08375405,          2.90965412,          2.91003459,          2.94892935,          3.27757903,          0.03825927,          0.03828497,          0.03482581,         -0.22524376,         26.72111060,         26.73731376,         24.16069060,        148.13857377
,,,,,,  436.800000,   13.094935,          3.09519035,          3.09707293,          2.79888782,         17.19712470,          2.91117926,          2.91156136,          2.95062729,          3.28079102,          0.03842106,          0.03844695,          0.03497747,         -0.22674724,         26.83936350,         26.85568789,         24.27003156,        149.12164614
,,,,,,  437.000000,   13.100930,          3.10891099,          3.11080767,          2.81157767,         17.31148135,          2.91271083,          2.91309456,          2.95233276,          3.28402033,          0.03858387,          0.03860995,          0.03513012,         -0.22826440,         26.95833941,         26.97478612,         24.38006922,        150.11326846
,,,,,,  437.200000,   13.106926,          3.12271568,          3.12462659,          2.82434855,         17.42683503,          2.91424886,          2.91463424,          2.95404580,          3.28726711,          0.03874770,          0.03877397,          0.03528378,         -0.22979540,         27.07804417,         27.09461429,         24.49080949,        151.11353630
,,,,,,  437.400000,   13.112922,          3.13660509,          3.13853037,          2.83720114,         17.54319691,          2.91579339,          2.91618042,          2.95576647,          3.29053147,          0.03891256,          0.03893903,          0.03543846,         -0.23134040,         27.19848365,         27.21517828,         24.60225830,        152.12254656
,,,,,,  437.600000,   13.118918,          3.15057993,          3.15251969,          2.85013613,         17.66057832,          2.91734446,          2.91773316,          2.95749480,          3.29381354,          0.03907846,          0.03910513,          0.03559417,         -0.23289957,         27.31966379,         27.33648406,         24.71442164,        153.14039744
,,,,,,  437.800000,   13.124914,          3.16464087,          3.16659524,          2.86315422,         17.77899073,          2.91890211,          2.91929249,          2.95923086,          3.29711347,          0.03924541,          0.03927228,          0.03575090,         -0.23447308,         27.44159059,         27.45853762,         24.82730560,        154.16718850
,,,,,,  438.000000,   13.130910,          3.17878861,          3.18075774,          2.87625612,         17.89844580,          2.92046639,          2.92085845,          2.96097470,          3.30043138,          0.03941343,          0.03944049,          0.03590868,         -0.23606110,         27.56427010,         27.58134504,         24.94091630,        155.20302070
,,,,,,  438.200000,   13.136906,          3.19302386,          3.19500788,          2.88944255,         18.01895531,          2.92203734,          2.92243110,          2.96272636,          3.30376740,          0.03958251,          0.03960977,          0.03606751,         -0.23766379,         27.68770846,         27.70491245,         25.05525994,        156.24799638
,,,,,,  438.400000,   13.142901,          3.20734734,          3.20934638,          2.90271423,         18.14053124,          2.92361499,          2.92401046,          2.96448591,          3.30712167,          0.03975266,          0.03978013,          0.03622740,         -0.23928135,         27.81191183,         27.82924605,         25.17034278,        157.30221929
,,,,,,  438.600000,   13.148897,          3.22175977,          3.22377395,          2.91607188,         18.26318572,          2.92519939,          2.92559658,          2.96625338,          3.31049432,          0.03992391,          0.03995158,          0.03638837,         -0.24091394,         27.93688647,         27.95435210,         25.28617116,        158.36579465
,,,,,,  438.800000,   13.154893,          3.23626187,          3.23829134,          2.92951624,         18.38693105,          2.92679059,          2.92718951,          2.96802884,          3.31388549,          0.04009625,          0.04012413,          0.03655041,         -0.24256175,         28.06263868,         28.08023691,         25.40275147,        159.43882912
,,,,,,  439.000000,   13.160889,          3.25085437,          3.25289928,          2.94304807,         18.51177971,          2.92838863,          2.92878928,          2.96981234,          3.31729533,          0.04026969,          0.04029778,          0.03671354,         -0.24422495,         28.18917484,         28.20690688,         25.52009017,        160.52143088
,,,,,,  439.200000,   13.166885,          3.26553802,          3.26759850,          2.95666811,         18.63774434,          2.92999354,          2.93039595,          2.97160393,          3.32072396,          0.04044425,          0.04047255,          0.03687778,         -0.24590375,         28.31650139,         28.33436845,         25.63819381,        161.61370960
,,,,,,  439.400000,   13.172881,          3.28031357,          3.28238977,          2.97037713,         18.76483778,          2.93160538,          2.93200955,          2.97340366,          3.32417153,          0.04061993,          0.04064844,          0.03704312,         -0.24759832,         28.44462483,         28.46262814,         25.75706899,        162.71577651
,,,,,,  439.600000,   13.178876,          3.29518179,          3.29727383,          2.98417589,         18.89307302,          2.93322419,          2.93363013,          2.97521160,          3.32763819,          0.04079674,          0.04082547,          0.03720958,         -0.24930886,         28.57355173,         28.59169255,         25.87672239,        163.82774440
,,,,,,  439.800000,   13.184872,          3.31014342,          3.31225147,          2.99806518,         19.02246326,          2.93485001,          2.93525773,          2.97702780,          3.33112407,          0.04097470,          0.04100364,          0.03737718,         -0.25103557,         28.70328874,         28.72156831,         25.99716076,        164.94972764
,,,,,,  440.000000,   13.190868,          3.32519925,          3.32732345,          3.01204578,         19.15302188,          2.93648289,          2.93689241,          2.97885231,          3.33462931,          0.04115381,          0.04118297,          0.03754591,         -0.25277863,         28.83384255,         28.85226215,         26.11839092,        166.08184226
,,,,,,  440.200000,   13.196864,          3.34035006,          3.34249056,          3.02611849,         19.28476244,          2.93812287,          2.93853420,          2.98068519,          3.33815407,          0.04133409,          0.04136347,          0.03771580,         -0.25453826,         28.96521995,         28.98378087,         26.24041977,        167.22420588
,,,,,,  440.400000,   13.202860,          3.35559664,          3.35775358,          3.04028411,         19.41769871,          2.93977000,          2.94018315,          2.98252650,          3.34169849,          0.04151553,          0.04154514,          0.03788685,         -0.25631465,         29.09742779,         29.11613132,         26.36325429,        168.37693785
,,,,,,  440.600000,   13.208856,          3.37093978,          3.37311332,          3.05454345,         19.55184464,          2.94142433,          2.94183931,          2.98437629,          3.34526271,          0.04169816,          0.04172799,          0.03805906,         -0.25810801,         29.23047297,         29.24932044,         26.48690151,        169.54015917
,,,,,,  440.800000,   13.214852,          3.38638029,          3.38857059,          3.06889734,         19.68721440,          2.94308590,          2.94350272,          2.98623462,          3.34884689,          0.04188199,          0.04191204,          0.03823247,         -0.25991856,         29.36436250,         29.38335523,         26.61136858,        170.71399262
,,,,,,  441.000000,   13.220847,          3.40191899,          3.40412619,          3.08334661,         19.82382233,          2.94475475,          2.94517343,          2.98810156,          3.35245118,          0.04206701,          0.04209730,          0.03840706,         -0.26174650,         29.49910344,         29.51824277,         26.73666268,        171.89856269
,,,,,,  441.200000,   13.226843,          3.41755670,          3.41978097,          3.09789209,         19.96168300,          2.94643095,          2.94685149,          2.98997716,          3.35607572,          0.04225326,          0.04228378,          0.03858286,         -0.26359205,         29.63470291,         29.65399021,         26.86279112,        173.09399571
,,,,,,  441.400000,   13.232839,          3.43329425,          3.43553574,          3.11253464,         20.10081119,          2.94811453,          2.94853695,          2.99186147,          3.35972067,          0.04244072,          0.04247148,          0.03875988,         -0.26545543,         29.77116814,         29.79060478,         26.98976124,        174.30041978
,,,,,,  441.600000,   13.238835,          3.44913249,          3.45139136,          3.12727512,         20.24122189,          2.94980554,          2.95022985,          2.99375457,          3.36338619,          0.04262943,          0.04266042,          0.03893812,         -0.26733687,         29.90850641,         29.92809377,         27.11758049,        175.51796489
,,,,,,  441.800000,   13.244831,          3.46507225,          3.46734866,          3.14211438,         20.38293031,          2.95150403,          2.95193024,          2.99565651,          3.36707242,          0.04281938,          0.04285060,          0.03911760,         -0.26923659,         30.04672508,         30.06646458,         27.24625640,        176.74676289
,,,,,,  442.000000,   13.250827,          3.48111440,          3.48340852,          3.15705332,         20.52595187,          2.95321006,          2.95363818,          2.99756735,          3.37077953,          0.04301059,          0.04304205,          0.03929833,         -0.27115482,         30.18583160,         30.20572465,         27.37579659,        177.98694755
,,,,,,  442.200000,   13.256822,          3.49725981,          3.49957181,          3.17209281,         20.67030222,          2.95492366,          2.95535371,          2.99948716,          3.37450768,          0.04320307,          0.04323477,          0.03948033,         -0.27309179,         30.32583349,         30.34588152,         27.50620874,        179.23865459
,,,,,,  442.400000,   13.262818,          3.51350935,          3.51583939,          3.18723376,         20.81599725,          2.95664489,          2.95707689,          3.00141599,          3.37825701,          0.04339682,          0.04342878,          0.03966359,         -0.27504774,         30.46673834,         30.48694281,         27.63750065,        180.50202171
,,,,,,  442.600000,   13.268814,          3.52986391,          3.53221216,          3.20247707,         20.96305305,          2.95837380,          2.95880775,          3.00335392,          3.38202770,          0.04359187,          0.04362407,          0.03984814,         -0.27702291,         30.60855383,         30.62891621,         27.76968016,        181.77718860
,,,,,,  442.800000,   13.274810,          3.54632438,          3.54869101,          3.21782366,         21.11148599,          2.96011045,          2.96054636,          3.00530100,          3.38581989,          0.04378823,          0.04382068,          0.04003399,         -0.27901755,         30.75128773,         30.77180951,         27.90275525,        183.06429704
,,,,,,  443.000000,   13.280806,          3.56289167,          3.56527686,          3.23327446,         21.26131265,          2.96185487,          2.96229277,          3.00725729,          3.38963377,          0.04398589,          0.04401860,          0.04022115,         -0.28103189,         30.89494788,         30.91563055,         28.03673395,        184.36349087
,,,,,,  443.200000,   13.286802,          3.57956669,          3.58197061,          3.24883040,         21.41254987,          2.96360714,          2.96404702,          3.00922287,          3.39346949,          0.04418489,          0.04421784,          0.04040963,         -0.28306621,         31.03954220,         31.06038729,         28.17162441,        185.67491603
,,,,,,  443.400000,   13.292798,          3.59635037,          3.59877319,          3.26449244,         21.56521471,          2.96536728,          2.96580917,          3.01119780,          3.39732721,          0.04438522,          0.04441843,          0.04059945,         -0.28512074,         31.18507872,         31.20608775,         28.30743484,        186.99872066
,,,,,,  443.600000,   13.298793,          3.61324364,          3.61568555,          3.28026154,         21.71932453,          2.96713537,          2.96757927,          3.01318214,          3.40120710,          0.04458690,          0.04462038,          0.04079061,         -0.28719576,         31.33156552,         31.35274006,         28.44417358,        188.33505506
,,,,,,  443.800000,   13.304789,          3.63024744,          3.63270861,          3.29613865,         21.87489690,          2.96891144,          2.96935738,          3.01517597,          3.40510933,          0.04478995,          0.04482368,          0.04098314,         -0.28929151,         31.47901080,         31.50035241,         28.58184902,        189.68407177
,,,,,,  444.000000,   13.310785,          3.64736273,          3.64984335,          3.31212477,         22.03194969,          2.97069557,          2.97114355,          3.01717934,          3.40903407,          0.04499437,          0.04502837,          0.04117703,         -0.29140828,         31.62742282,         31.64893310,         28.72046969,        191.04592560
,,,,,,  444.200000,   13.316781,          3.66459047,          3.66709073,          3.32822089,         22.19050101,          2.97248779,          2.97293783,          3.01919233,          3.41298149,          0.04520018,          0.04523444,          0.04137232,         -0.29354634,         31.77680996,         31.79849050,         28.86004418,        192.42077369
,,,,,,  444.400000,   13.322777,          3.68193164,          3.68445172,          3.34442802,         22.35056926,          2.97428817,          2.97474028,          3.02121501,          3.41695177,          0.04540739,          0.04544192,          0.04156900,         -0.29570595,         31.92718065,         31.94903309,         29.00058121,        193.80877549
,,,,,,  444.600000,   13.328773,          3.69938722,          3.70192732,          3.36074716,         22.51217309,          2.97609675,          2.97655095,          3.02324744,          3.42094506,          0.04561601,          0.04565081,          0.04176709,         -0.29788741,         32.07854345,         32.10056942,         29.14208957,        195.21009288
,,,,,,  444.800000,   13.334769,          3.71695821,          3.71951851,          3.37717934,         22.67533146,          2.97791360,          2.97836990,          3.02528970,          3.42496156,          0.04582605,          0.04586114,          0.04196662,         -0.30009099,         32.23090699,         32.25310817,         29.28457817,        196.62489015
,,,,,,  445.000000,   13.340764,          3.73464561,          3.73722631,          3.39372561,         22.84006361,          2.97973877,          2.98019719,          3.02734185,          3.42900143,          0.04603754,          0.04607290,          0.04216758,         -0.30231699,         32.38428001,         32.40665807,         29.42805602,        198.05333408
,,,,,,  445.200000,   13.346760,          3.75245045,          3.75505175,          3.41038701,         23.00638904,          2.98157232,          2.98203286,          3.02940397,          3.43306486,          0.04625048,          0.04628611,          0.04236999,         -0.30456569,         32.53867133,         32.56122797,         29.57253223,        199.49559397
,,,,,,  445.400000,   13.352756,          3.77037375,          3.77299584,          3.42716460,         23.17432760,          2.98341431,          2.98387699,          3.03147612,          3.43715202,          0.04646488,          0.04650080,          0.04257388,         -0.30683741,         32.69408987,         32.71682681,         29.71801601,        200.95184167
,,,,,,  445.600000,   13.358752,          3.78841655,          3.79105964,          3.44405947,         23.34389938,          2.98526478,          2.98572962,          3.03355839,          3.44126308,          0.04668076,          0.04671697,          0.04277924,         -0.30913244,         32.85054465,         32.87346364,         29.86451668,        202.42225165
,,,,,,  445.800000,   13.364748,          3.80657991,          3.80924419,          3.46107269,         23.51512483,          2.98712381,          2.98759082,          3.03565085,          3.44539825,          0.04689813,          0.04693463,          0.04298611,         -0.31145109,         33.00804479,         33.03114759,         30.01204367,        203.90700104
,,,,,,  446.000000,   13.370744,          3.82486488,          3.82755056,          3.47820538,         23.68802467,          2.98899144,          2.98946064,          3.03775356,          3.44955768,          0.04711701,          0.04715380,          0.04319448,         -0.31379368,         33.16659951,         33.18988790,         30.16060652,        205.40626968
,,,,,,  446.200000,   13.376739,          3.84327255,          3.84597984,          3.49545863,         23.86261998,          2.99086774,          2.99133914,          3.03986661,          3.45374158,          0.04733741,          0.04737449,          0.04340438,         -0.31616052,         33.32621814,         33.34969392,         30.31021489,        206.92024014
,,,,,,  446.400000,   13.382735,          3.86180399,          3.86453311,          3.51283358,         24.03893211,          2.99275277,          2.99322639,          3.04199006,          3.45795011,          0.04755934,          0.04759672,          0.04361583,         -0.31855194,         33.48691009,         33.51057508,         30.46087852,        208.44909782
