../../../pdielec -processors 4 -size 0 -size 0.1 -size 1 -size 3 -vmin 300 -vmax 800 -sphere -method maxwell -sigma 10 -csv command1.csv phonon -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   4,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   5,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1mu),maxwell_sphere_real_dielectric(vf=0.1/3mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1mu),maxwell_sphere_imag_dielectric(vf=0.1/3mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  372.200000,   11.158275,          1.75266500,          1.75330999,          1.66224122,          3.16835957,          2.76061501,          2.76078352,          2.77771055,          2.91777550,          0.02486283,          0.02487274,          0.02365298,         -0.04620812,         15.19790627,         15.20349925,         14.41381344,         27.47383662
,,,,,,  372.400000,   11.164271,          1.76021822,          1.76086831,          1.66953925,          3.18762145,          2.76160635,          2.76177553,          2.77877132,          2.91945556,          0.02496105,          0.02497103,          0.02374860,         -0.04647746,         15.26340268,         15.26903974,         14.47709697,         27.64086243
,,,,,,  372.600000,   11.170267,          1.76781851,          1.76847372,          1.67688448,          3.20703461,          2.76260158,          2.76277143,          2.77983640,          2.92114426,          0.02505989,          0.02506994,          0.02384485,         -0.04674895,         15.32930711,         15.33498865,         14.54078972,         27.80919999
,,,,,,  372.800000,   11.176263,          1.77546625,          1.77612665,          1.68427733,          3.22660069,          2.76360073,          2.76377126,          2.78090584,          2.92284169,          0.02515935,          0.02516948,          0.02394173,         -0.04702260,         15.39562310,         15.40134958,         14.60489543,         27.97886362
,,,,,,  373.000000,   11.182259,          1.78316188,          1.78382750,          1.69171824,          3.24632138,          2.76460382,          2.76477504,          2.78197965,          2.92454792,          0.02525943,          0.02526964,          0.02403925,         -0.04729845,         15.46235429,         15.46812613,         14.66941787,         28.14986786
,,,,,,  373.200000,   11.188255,          1.79090581,          1.79157672,          1.69920765,          3.26619837,          2.76561088,          2.76578279,          2.78305787,          2.92626301,          0.02536015,          0.02537044,          0.02413741,         -0.04757651,         15.52950431,         15.53532196,         14.73436088,         28.32222747
,,,,,,  373.400000,   11.194250,          1.79869846,          1.79937471,          1.70674600,          3.28623339,          2.76662194,          2.76679453,          2.78414052,          2.92798705,          0.02546151,          0.02547188,          0.02423622,         -0.04785682,         15.59707686,         15.60294077,         14.79972834,         28.49595742
,,,,,,  373.600000,   11.200246,          1.80654028,          1.80722191,          1.71433376,          3.30642820,          2.76763701,          2.76781030,          2.78522764,          2.92972011,          0.02556352,          0.02557397,          0.02433569,         -0.04813939,         15.66507568,         15.67098630,         14.86552415,         28.67107290
,,,,,,  373.800000,   11.206242,          1.81443168,          1.81511875,          1.72197138,          3.32678457,          2.76865613,          2.76883012,          2.78631924,          2.93146227,          0.02566618,          0.02567670,          0.02443582,         -0.04842426,         15.73350455,         15.73946234,         14.93175229,         28.84758934
,,,,,,  374.000000,   11.212238,          1.82237313,          1.82306569,          1.72965931,          3.34730430,          2.76967932,          2.76985401,          2.78741537,          2.93321360,          0.02576949,          0.02578010,          0.02453662,         -0.04871145,         15.80236728,         15.80837272,         14.99841678,         29.02552240
,,,,,,  374.200000,   11.218234,          1.83036505,          1.83106316,          1.73739803,          3.36798924,          2.77070660,          2.77088200,          2.78851605,          2.93497419,          0.02587347,          0.02588415,          0.02463809,         -0.04900099,         15.87166776,         15.87772130,         15.06552168,         29.20488794
,,,,,,  374.400000,   11.224230,          1.83840791,          1.83911162,          1.74518802,          3.38884124,          2.77173800,          2.77191412,          2.78962132,          2.93674411,          0.02597811,          0.02598888,          0.02474024,         -0.04929290,         15.94140989,         15.94751202,         15.13307111,         29.38570212
,,,,,,  374.600000,   11.230225,          1.84650216,          1.84721153,          1.75302976,          3.40986218,          2.77277355,          2.77295038,          2.79073119,          2.93852345,          0.02608343,          0.02609428,          0.02484308,         -0.04958722,         16.01159763,         16.01774883,         15.20106923,         29.56798129
,,,,,,  374.800000,   11.236221,          1.85464825,          1.85536334,          1.76092372,          3.43105399,          2.77381328,          2.77399083,          2.79184571,          2.94031228,          0.02618943,          0.02620037,          0.02494662,         -0.04988397,         16.08223500,         16.08843576,         15.26952026,         29.75174209
,,,,,,  375.000000,   11.242217,          1.86284667,          1.86356753,          1.76887041,          3.45241861,          2.77485720,          2.77503548,          2.79296491,          2.94211069,          0.02629612,          0.02630714,          0.02505085,         -0.05018318,         16.15332604,         16.15957685,         15.33842847,         29.93700138
,,,,,,  375.200000,   11.248213,          1.87109788,          1.87182457,          1.77687032,          3.47395801,          2.77590536,          2.77608436,          2.79408881,          2.94391876,          0.02640351,          0.02641461,          0.02515580,         -0.05048487,         16.22487485,         16.23117622,         15.40779819,         30.12377630
,,,,,,  375.400000,   11.254209,          1.87940236,          1.88013494,          1.78492395,          3.49567421,          2.77695776,          2.77713751,          2.79521745,          2.94573658,          0.02651159,          0.02652278,          0.02526145,         -0.05078909,         16.29688559,         16.30323803,         15.47763379,         30.31208425
,,,,,,  375.600000,   11.260205,          1.88776060,          1.88849912,          1.79303183,          3.51756924,          2.77801445,          2.77819494,          2.79635085,          2.94756424,          0.02662038,          0.02663166,          0.02536783,         -0.05109586,         16.36936247,         16.37576648,         15.54793970,         30.50194291
,,,,,,  375.800000,   11.266201,          1.89617308,          1.89691761,          1.80119446,          3.53964517,          2.77907545,          2.77925668,          2.79748906,          2.94940181,          0.02672988,          0.02674125,          0.02547494,         -0.05140520,         16.44230972,         16.44876583,         15.61872041,         30.69337020
,,,,,,  376.000000,   11.272196,          1.90464030,          1.90539090,          1.80941237,          3.56190410,          2.78014079,          2.78032277,          2.79863210,          2.95124940,          0.02684011,          0.02685156,          0.02558278,         -0.05171716,         16.51573165,         16.52224038,         15.68998046,         30.88638436
,,,,,,  376.200000,   11.278192,          1.91316276,          1.91391950,          1.81768608,          3.58434817,          2.78121050,          2.78139323,          2.79978001,          2.95310708,          0.02695106,          0.02696260,          0.02569137,         -0.05203176,         16.58963262,         16.59619451,         15.76172446,         31.08100389
,,,,,,  376.400000,   11.284188,          1.92174098,          1.92250391,          1.82601615,          3.60697954,          2.78228460,          2.78246808,          2.80093282,          2.95497495,          0.02706274,          0.02707438,          0.02580071,         -0.05234903,         16.66401703,         16.67063262,         15.83395705,         31.27724759
,,,,,,  376.600000,   11.290184,          1.93037547,          1.93114465,          1.83440310,          3.62980042,          2.78336312,          2.78354737,          2.80209056,          2.95685310,          0.02717517,          0.02718690,          0.02591080,         -0.05266902,         16.73888934,         16.74555918,         15.90668297,         31.47513456
,,,,,,  376.800000,   11.296180,          1.93906674,          1.93984224,          1.84284750,          3.65281304,          2.78444610,          2.78463111,          2.80325327,          2.95874162,          0.02728834,          0.02730016,          0.02602166,         -0.05299174,         16.81425407,         16.82097870,         15.97990698,         31.67468420
,,,,,,  377.000000,   11.302176,          1.94781532,          1.94859721,          1.85134990,          3.67601968,          2.78553356,          2.78571934,          2.80442098,          2.96064060,          0.02740227,          0.02741418,          0.02613329,         -0.05331723,         16.89011578,         16.89689578,         16.05363394,         31.87591622
,,,,,,  377.200000,   11.308172,          1.95662175,          1.95741009,          1.85991086,          3.69942265,          2.78662553,          2.78681209,          2.80559372,          2.96255015,          0.02751696,          0.02752897,          0.02624571,         -0.05364554,         16.96647910,         16.97331503,         16.12786872,         32.07885064
,,,,,,  377.400000,   11.314167,          1.96548657,          1.96628143,          1.86853096,          3.72302428,          2.78772204,          2.78790938,          2.80677154,          2.96447036,          0.02763242,          0.02764452,          0.02635891,         -0.05397668,         17.04334871,         17.05024115,         16.20261631,         32.28350781
,,,,,,  377.600000,   11.320163,          1.97441032,          1.97521176,          1.87721078,          3.74682698,          2.78882312,          2.78901125,          2.80795446,          2.96640132,          0.02774866,          0.02776086,          0.02647290,         -0.05431071,         17.12072936,         17.12767888,         16.27788173,         32.48990841
,,,,,,  377.800000,   11.326159,          1.98339356,          1.98420165,          1.88595091,          3.77083315,          2.78992880,          2.79011773,          2.80914252,          2.96834313,          0.02786568,          0.02787797,          0.02658770,         -0.05464765,         17.19862583,         17.20563303,         16.35367007,         32.69807344
,,,,,,  378.000000,   11.332155,          1.99243685,          1.99325166,          1.89475193,          3.79504526,          2.79103912,          2.79122884,          2.81033576,          2.97029590,          0.02798349,          0.02799588,          0.02670332,         -0.05498754,         17.27704298,         17.28410846,         16.42998649,         32.90802426
,,,,,,  378.200000,   11.338151,          2.00154075,          2.00236235,          1.90361445,          3.81946582,          2.79215410,          2.79234463,          2.81153421,          2.97225972,          0.02810210,          0.02811459,          0.02681975,         -0.05533042,         17.35598574,         17.36311010,         16.50683622,         33.11978258
,,,,,,  378.400000,   11.344147,          2.01070583,          2.01153430,          1.91253909,          3.84409737,          2.79327378,          2.79346511,          2.81273792,          2.97423470,          0.02822152,          0.02823411,          0.02693702,         -0.05567632,         17.43545907,         17.44264293,         16.58422455,         33.33337044
,,,,,,  378.600000,   11.350142,          2.01993269,          2.02076809,          1.92152646,          3.86894250,          2.79439818,          2.79459033,          2.81394691,          2.97622095,          0.02834175,          0.02835445,          0.02705512,         -0.05602530,         17.51546803,         17.52271201,         16.66215684,         33.54881028
,,,,,,  378.800000,   11.356138,          2.02922190,          2.03006431,          1.93057719,          3.89400382,          2.79552734,          2.79572031,          2.81516122,          2.97821856,          0.02846281,          0.02847561,          0.02717406,         -0.05637737,         17.59601771,         17.60332244,         16.74063853,         33.76612489
,,,,,,  379.000000,   11.362134,          2.03857407,          2.03942355,          1.93969191,          3.91928403,          2.79666129,          2.79685508,          2.81638090,          2.98022764,          0.02858469,          0.02859760,          0.02729386,         -0.05673259,         17.67711329,         17.68447940,         16.81967513,         33.98533744
,,,,,,  379.200000,   11.368130,          2.04798980,          2.04884643,          1.94887127,          3.94478583,          2.79780007,          2.79799469,          2.81760597,          2.98224831,          0.02870742,          0.02872043,          0.02741453,         -0.05709099,         17.75875999,         17.76618813,         16.89927220,         34.20647151
,,,,,,  379.400000,   11.374126,          2.05746969,          2.05833356,          1.95811591,          3.97051198,          2.79894370,          2.79913915,          2.81883648,          2.98428067,          0.02883099,          0.02884411,          0.02753606,         -0.05745262,         17.84096311,         17.84845395,         16.97943542,         34.42955104
,,,,,,  379.600000,   11.380122,          2.06701437,          2.06788554,          1.96742651,          3.99646530,          2.80009222,          2.80028851,          2.82007247,          2.98632484,          0.02895542,          0.02896864,          0.02765848,         -0.05781751,         17.92372803,         17.93128222,         17.06017049,         34.65460040
,,,,,,  379.800000,   11.386118,          2.07662447,          2.07750302,          1.97680372,          4.02264865,          2.80124566,          2.80144280,          2.82131398,          2.98838093,          0.02908072,          0.02909405,          0.02778179,         -0.05818571,         18.00706017,         18.01467839,         17.14148323,         34.88164438
,,,,,,  380.000000,   11.392113,          2.08630061,          2.08718663,          1.98624823,          4.04906492,          2.80240406,          2.80260205,          2.82256104,          2.99044904,          0.02920688,          0.02922032,          0.02790600,         -0.05855727,         18.09096505,         18.09864797,         17.22337952,         35.11070817
,,,,,,  380.200000,   11.398109,          2.09604345,          2.09693701,          1.99576072,          4.07571708,          2.80356745,          2.80376630,          2.82381370,          2.99252931,          0.02933393,          0.02934748,          0.02803112,         -0.05893223,         18.17544822,         18.18319655,         17.30586531,         35.34181740
,,,,,,  380.400000,   11.404105,          2.10585363,          2.10675481,          2.00534189,          4.10260814,          2.80473587,          2.80493557,          2.82507199,          2.99462184,          0.02946187,          0.02947553,          0.02815715,         -0.05931062,         18.26051535,         18.26832977,         17.38894666,         35.57499814
,,,,,,  380.600000,   11.410101,          2.11573181,          2.11664069,          2.01499245,          4.12974115,          2.80590934,          2.80610992,          2.82633596,          2.99672675,          0.02959071,          0.02960448,          0.02828412,         -0.05969251,         18.34617215,         18.35405338,         17.47262968,         35.81027692
,,,,,,  380.800000,   11.416097,          2.12567866,          2.12659533,          2.02471311,          4.15711922,          2.80708792,          2.80728936,          2.82760565,          2.99884418,          0.02972045,          0.02973434,          0.02841202,         -0.06007793,         18.43242442,         18.44037317,         17.55692059,         36.04768073
,,,,,,  381.000000,   11.422093,          2.13569486,          2.13661940,          2.03450473,          4.18474551,          2.80827162,          2.80847394,          2.82888110,          3.00097423,          0.02985112,          0.02986512,          0.02854087,         -0.06046693,         18.51927801,         18.52729502,         17.64182674,         36.28723701
,,,,,,  381.200000,   11.428088,          2.14578109,          2.14671359,          2.04436779,          4.21262331,          2.80946048,          2.80966369,          2.83016235,          3.00311703,          0.02998271,          0.02999682,          0.02867068,         -0.06085956,         18.60673888,         18.61482489,         17.72735239,         36.52897410
,,,,,,  381.400000,   11.434084,          2.15593805,          2.15687860,          2.05430315,          4.24075580,          2.81065455,          2.81085865,          2.83144945,          3.00527272,          0.03011523,          0.03012947,          0.02880146,         -0.06125587,         18.69481305,         18.70296880,         17.81350505,         36.77291967
,,,,,,  381.600000,   11.440080,          2.16616644,          2.16711512,          2.06431158,          4.26914635,          2.81185386,          2.81205886,          2.83274243,          3.00744141,          0.03024870,          0.03026306,          0.02893322,         -0.06165591,         18.78350662,         18.79173287,         17.90029128,         37.01910301
,,,,,,  381.800000,   11.446076,          2.17646698,          2.17742387,          2.07439384,          4.29779836,          2.81305845,          2.81326435,          2.83404135,          3.00962323,          0.03038313,          0.03039760,          0.02906597,         -0.06205974,         18.87282577,         18.88112329,         17.98771772,         37.26755358
,,,,,,  382.000000,   11.452072,          2.18684037,          2.18780558,          2.08455071,          4.32671529,          2.81426835,          2.81447516,          2.83534624,          3.01181833,          0.03051852,          0.03053312,          0.02919971,         -0.06246739,         18.96277676,         18.97114633,         18.07579111,         37.51830135
,,,,,,  382.200000,   11.458068,          2.19728737,          2.19826097,          2.09478298,          4.35590066,          2.81548360,          2.81569132,          2.83665715,          3.01402683,          0.03065489,          0.03066961,          0.02933447,         -0.06287893,         19.05336594,         19.06180835,         18.16451828,         37.77137684
,,,,,,  382.400000,   11.464064,          2.20780871,          2.20879080,          2.10509144,          4.38535806,          2.81670423,          2.81691288,          2.83797412,          3.01624886,          0.03079224,          0.03080708,          0.02947025,         -0.06329441,         19.14459974,         19.15311579,         18.25390614,         38.02681109
,,,,,,  382.600000,   11.470059,          2.21840513,          2.21939582,          2.11547690,          4.41509112,          2.81793030,          2.81813988,          2.83929720,          3.01848457,          0.03093059,          0.03094556,          0.02960706,         -0.06371388,         19.23648467,         19.24507518,         18.34396174,         38.28463575
,,,,,,  382.800000,   11.476055,          2.22907741,          2.23007678,          2.12594019,          4.44510356,          2.81916183,          2.81937234,          2.84062644,          3.02073409,          0.03106995,          0.03108504,          0.02974492,         -0.06413740,         19.32902733,         19.33769312,         18.43469217,         38.54488302
,,,,,,  383.000000,   11.482051,          2.23982645,          2.24083459,          2.13648213,          4.47539916,          2.82039887,          2.82061033,          2.84196189,          3.02299757,          0.03121032,          0.03122554,          0.02988383,         -0.06456503,         19.42223558,         19.43097749,         18.52610468,         38.80758569
,,,,,,  383.200000,   11.488047,          2.25065276,          2.25166978,          2.14710358,          4.50598178,          2.82164146,          2.82185386,          2.84330358,          3.02527515,          0.03135171,          0.03136706,          0.03002381,         -0.06499682,         19.51611391,         19.52493278,         18.61820657,         39.07277716
,,,,,,  383.400000,   11.494043,          2.26155727,          2.26258326,          2.15780538,          4.53685534,          2.82288963,          2.82310298,          2.84465156,          3.02756698,          0.03149415,          0.03150963,          0.03016487,         -0.06543283,         19.61067032,         19.61956701,         18.71100528,         39.34049144
,,,,,,  383.600000,   11.500039,          2.27254078,          2.27357585,          2.16858842,          4.56802384,          2.82414342,          2.82435774,          2.84600589,          3.02987320,          0.03163763,          0.03165324,          0.03030702,         -0.06587313,         19.70591177,         19.71488716,         18.80450834,         39.61076319
,,,,,,  383.800000,   11.506035,          2.28360411,          2.28464835,          2.17945356,          4.59949133,          2.82540288,          2.82561817,          2.84736661,          3.03219396,          0.03178217,          0.03179792,          0.03045028,         -0.06631778,         19.80184534,         19.81090030,         18.89872339,         39.88362770
,,,,,,  384.000000,   11.512030,          2.29474807,          2.29580160,          2.19040171,          4.63126198,          2.82666805,          2.82688431,          2.84873378,          3.03452941,          0.03192778,          0.03194367,          0.03059464,         -0.06676683,         19.89847816,         19.90761360,         18.99365819,         40.15912093
,,,,,,  384.200000,   11.518026,          2.30597352,          2.30703643,          2.20143376,          4.66334001,          2.82793897,          2.82815621,          2.85010743,          3.03687972,          0.03207448,          0.03209050,          0.03074014,         -0.06722035,         19.99581751,         20.00503432,         19.08932059,         40.43727953
,,,,,,  384.400000,   11.524022,          2.31728129,          2.31835369,          2.21255065,          4.69572972,          2.82921568,          2.82943391,          2.85148763,          3.03924503,          0.03222227,          0.03223842,          0.03088678,         -0.06767841,         20.09387072,         20.10316984,         19.18571857,         40.71814084
,,,,,,  384.600000,   11.530018,          2.32867225,          2.32975424,          2.22375329,          4.72843550,          2.83049823,          2.83071745,          2.85287441,          3.04162551,          0.03237116,          0.03238746,          0.03103457,         -0.06814107,         20.19264526,         20.20202761,         19.28286023,         41.00174289
,,,,,,  384.800000,   11.536014,          2.34014726,          2.34123897,          2.23504265,          4.76146182,          2.83178665,          2.83200687,          2.85426784,          3.04402132,          0.03252117,          0.03253761,          0.03118353,         -0.06860841,         20.29214868,         20.30161522,         19.38075377,         41.28812447
,,,,,,  385.000000,   11.542010,          2.35170721,          2.35280874,          2.24641968,          4.79481325,          2.83308099,          2.83330222,          2.85566796,          3.04643262,          0.03267231,          0.03268890,          0.03133367,         -0.06908048,         20.39238865,         20.40194034,         19.47940752,         41.57732511
,,,,,,  385.200000,   11.548005,          2.36335300,          2.36446446,          2.25788535,          4.82849442,          2.83438130,          2.83460355,          2.85707483,          3.04885958,          0.03282460,          0.03284132,          0.03148500,         -0.06955736,         20.49337294,         20.50301075,         19.57882993,         41.86938511
,,,,,,  385.400000,   11.554001,          2.37508554,          2.37620704,          2.26944065,          4.86251008,          2.83568762,          2.83591089,          2.85848849,          3.05130236,          0.03297803,          0.03299490,          0.03163754,         -0.07003912,         20.59510942,         20.60483434,         19.67902959,         42.16434555
,,,,,,  385.600000,   11.559997,          2.38690574,          2.38803740,          2.28108659,          4.89686506,          2.83699999,          2.83722429,          2.85990901,          3.05376115,          0.03313264,          0.03314966,          0.03179130,         -0.07052584,         20.69760608,         20.70741912,         19.78001520,         42.46224831
,,,,,,  385.800000,   11.565993,          2.39881454,          2.39995649,          2.29282419,          4.93156428,          2.83831846,          2.83854380,          2.86133643,          3.05623611,          0.03328842,          0.03330559,          0.03194629,         -0.07101759,         20.80087103,         20.81077320,         19.88179558,         42.76313610
,,,,,,  386.000000,   11.571989,          2.41081289,          2.41196523,          2.30465448,          4.96661277,          2.83964308,          2.83986946,          2.86277082,          3.05872743,          0.03344539,          0.03346271,          0.03210253,         -0.07151444,         20.90491247,         20.91490481,         19.98437970,         43.06705249
,,,,,,  386.200000,   11.577985,          2.42290175,          2.42406461,          2.31657851,          5.00201565,          2.84097389,          2.84120133,          2.86421222,          3.06123528,          0.03360357,          0.03362104,          0.03226004,         -0.07201647,         21.00973875,         21.01982231,         20.08777666,         43.37404190
,,,,,,  386.400000,   11.583981,          2.43508209,          2.43625560,          2.32859734,          5.03777814,          2.84231093,          2.84253943,          2.86566069,          3.06375984,          0.03376297,          0.03378060,          0.03241883,         -0.07252377,         21.11535831,         21.12553415,         20.19199570,         43.68414965
,,,,,,  386.600000,   11.589976,          2.44735490,          2.44853918,          2.34071205,          5.07390558,          2.84365427,          2.84388384,          2.86711629,          3.06630131,          0.03392360,          0.03394138,          0.03257890,         -0.07303641,         21.22177971,         21.23204892,         20.29704618,         43.99742198
,,,,,,  386.800000,   11.595972,          2.45972119,          2.46091636,          2.35292375,          5.11040340,          2.84500393,          2.84523458,          2.86857908,          3.06885986,          0.03408547,          0.03410342,          0.03274029,         -0.07355447,         21.32901167,         21.33937533,         20.40293762,         44.31390604
,,,,,,  387.000000,   11.601968,          2.47218197,          2.47338816,          2.36523354,          5.14727717,          2.84635998,          2.84659171,          2.87004911,          3.07143570,          0.03424861,          0.03426671,          0.03290300,         -0.07407805,         21.43706298,         21.44752221,         20.50967969,         44.63364998
,,,,,,  387.200000,   11.607964,          2.48473827,          2.48595561,          2.37764256,          5.18453253,          2.84772246,          2.84795529,          2.87152643,          3.07402902,          0.03441302,          0.03443128,          0.03306705,         -0.07460722,         21.54594260,         21.55649853,         20.61728218,         44.95670290
,,,,,,  387.400000,   11.613960,          2.49739114,          2.49861977,          2.39015196,          5.22217528,          2.84909142,          2.84932535,          2.87301113,          3.07664001,          0.03457871,          0.03459714,          0.03323246,         -0.07514208,         21.65565960,         21.66631338,         20.72575506,         45.28311493
,,,,,,  387.600000,   11.619956,          2.51014165,          2.51138169,          2.40276289,          5.26021131,          2.85046691,          2.85070195,          2.87450324,          3.07926889,          0.03474571,          0.03476431,          0.03339924,         -0.07568271,         21.76622319,         21.77697598,         20.83510844,         45.61293724
,,,,,,  387.800000,   11.625952,          2.52299086,          2.52424245,          2.41547655,          5.29864665,          2.85184899,          2.85208514,          2.87600283,          3.08191584,          0.03491403,          0.03493279,          0.03356740,         -0.07622921,         21.87764271,         21.88849569,         20.94535257,         45.94622207
,,,,,,  388.000000,   11.631947,          2.53593987,          2.53720316,          2.42829414,          5.33748744,          2.85323769,          2.85347497,          2.87750996,          3.08458109,          0.03508367,          0.03510261,          0.03373697,         -0.07678167,         21.98992763,         22.00088201,         21.05649789,         46.28302274
,,,,,,  388.200000,   11.637943,          2.54898979,          2.55026491,          2.44121688,          5.37673997,          2.85463308,          2.85487149,          2.87902470,          3.08726484,          0.03525467,          0.03527378,          0.03390797,         -0.07734018,         22.10308758,         22.11414456,         21.16855498,         46.62339370
,,,,,,  388.400000,   11.643939,          2.56214175,          2.56342884,          2.45424600,          5.41641065,          2.85603521,          2.85627476,          2.88054710,          3.08996731,          0.03542703,          0.03544631,          0.03408040,         -0.07790485,         22.21713231,         22.22829313,         21.28153459,         46.96739057
,,,,,,  388.600000,   11.649935,          2.57539688,          2.57669610,          2.46738277,          5.45650603,          2.85744412,          2.85768482,          2.88207723,          3.09268872,          0.03560077,          0.03562023,          0.03425428,         -0.07847577,         22.33207172,         22.34333764,         21.39544763,         47.31507014
,,,,,,  388.800000,   11.655931,          2.58875635,          2.59006783,          2.48062847,          5.49703280,          2.85885988,          2.85910174,          2.88361516,          3.09542928,          0.03577590,          0.03579554,          0.03442964,         -0.07905304,         22.44791586,         22.45928815,         21.51030521,         47.66649043
,,,,,,  389.000000,   11.661927,          2.60222133,          2.60354523,          2.49398439,          5.53799779,          2.86028253,          2.86052556,          2.88516095,          3.09818924,          0.03595244,          0.03597226,          0.03460650,         -0.07963678,         22.56467493,         22.57615489,         21.62611858,         48.02171069
,,,,,,  389.200000,   11.667922,          2.61579302,          2.61712949,          2.50745186,          5.57940799,          2.86171213,          2.86195634,          2.88671466,          3.10096881,          0.03613041,          0.03615041,          0.03478486,         -0.08022708,         22.68235929,         22.69394823,         21.74289919,         48.38079149
,,,,,,  389.400000,   11.673918,          2.62947263,          2.63082182,          2.52103221,          5.62127064,          2.86314874,          2.86339413,          2.88827636,          3.10376823,          0.03630982,          0.03633001,          0.03496475,         -0.08082406,         22.80097944,         22.81267869,         21.86065866,         48.74379557
,,,,,,  389.600000,   11.679914,          2.64326138,          2.64462345,          2.53472681,          5.66359282,          2.86459241,          2.86483900,          2.88984612,          3.10658774,          0.03649069,          0.03651106,          0.03514619,         -0.08142783,         22.92054605,         22.93235696,         21.97940881,         49.11078449
,,,,,,  389.800000,   11.685910,          2.65716053,          2.65853564,          2.54853704,          5.70638210,          2.86604321,          2.86629100,          2.89142401,          3.10942758,          0.03667304,          0.03669360,          0.03532920,         -0.08203850,         23.04106993,         23.05299389,         22.09916164,         49.48182369
,,,,,,  390.000000,   11.691906,          2.67117135,          2.67255965,          2.56246431,          5.74964609,          2.86750117,          2.86775018,          2.89301009,          3.11228800,          0.03685688,          0.03687764,          0.03551379,         -0.08265618,         23.16256210,         23.17460050,         22.21992933,         49.85697926
,,,,,,  390.200000,   11.697902,          2.68529512,          2.68669678,          2.57651004,          5.79339258,          2.86896637,          2.86921660,          2.89460444,          3.11516925,          0.03704224,          0.03706319,          0.03569999,         -0.08328101,         23.28503370,         23.29718795,         22.34172429,         50.23631875
,,,,,,  390.400000,   11.703898,          2.69953314,          2.70094833,          2.59067569,          5.83762953,          2.87043887,          2.87069033,          2.89620712,          3.11807159,          0.03722912,          0.03725027,          0.03588782,         -0.08391309,         23.40849606,         23.42076762,         22.46455910,         50.61991123
,,,,,,  390.600000,   11.709893,          2.71388675,          2.71531564,          2.60496274,          5.88236511,          2.87191871,          2.87217141,          2.89781821,          3.12099526,          0.03741756,          0.03743891,          0.03607729,         -0.08455257,         23.53296069,         23.54535101,         22.58844656,         51.00782736
,,,,,,  390.800000,   11.715889,          2.72835729,          2.72980004,          2.61937268,          5.92760762,          2.87340596,          2.87365992,          2.89943778,          3.12394055,          0.03760756,          0.03762911,          0.03626843,         -0.08519955,         23.65843927,         23.67094984,         22.71339967,         51.40013938
,,,,,,  391.000000,   11.721885,          2.74294613,          2.74440293,          2.63390704,          5.97336561,          2.87490069,          2.87515591,          2.90106590,          3.12690772,          0.03779915,          0.03782090,          0.03646126,         -0.08585418,         23.78494366,         23.79757600,         22.83943166,         51.79692121
,,,,,,  391.200000,   11.727881,          2.75765466,          2.75912567,          2.64856737,          6.01964779,          2.87640295,          2.87665944,          2.90270264,          3.12989703,          0.03799234,          0.03801430,          0.03665581,         -0.08651659,         23.91248590,         23.92524155,         22.96655596,         52.19824848
,,,,,,  391.400000,   11.733877,          2.77248428,          2.77396970,          2.66335525,          6.06646309,          2.87791281,          2.87817058,          2.90434809,          3.13290878,          0.03818716,          0.03820933,          0.03685208,         -0.08718692,         24.04107824,         24.05395875,         23.09478623,         52.60419856
,,,,,,  391.600000,   11.739873,          2.78743645,          2.78893644,          2.67827227,          6.11382063,          2.87943032,          2.87968938,          2.90600232,          3.13594324,          0.03838362,          0.03840600,          0.03705011,         -0.08786530,         24.17073310,         24.18374006,         23.22413637,         53.01485064
,,,,,,  391.800000,   11.745869,          2.80251259,          2.80402736,          2.69332006,          6.16172978,          2.88095555,          2.88121592,          2.90766540,          3.13900071,          0.03858174,          0.03860434,          0.03724992,         -0.08855188,         24.30146310,         24.31459812,         23.35462048,         53.43028579
,,,,,,  392.000000,   11.751864,          2.81771421,          2.81924393,          2.70850028,          6.21020008,          2.88248857,          2.88275025,          2.90933741,          3.14208147,          0.03878155,          0.03880437,          0.03745153,         -0.08924681,         24.43328106,         24.44654577,         23.48625292,         53.85058698
