../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -LO 1 0 0 -LO 0 1 0 -LO 0 0 1 -csv command.csv -masses program -program qe zno.ph.dynG -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   2,  125.47,         0.007009,                  29.618226,     3.7711,     5.0
   3,  135.90,         0.001087,                   4.595150,     0.5851,     5.0
   4,  136.82,         1.656212,                6998.489467,   891.0754,     5.0
   5,  275.86,         0.000300,                   1.268479,     0.1615,     5.0
   6,  540.08,        32.351955,              136706.419895, 17406.0020,     5.0
   7,  551.39,       112.493688,              475353.326894, 60523.8654,     5.0
   8,  588.61,       112.074439,              473581.751110, 60298.3013,     5.0
   9,  618.67,         0.040824,                 172.505559,    21.9641,     5.0
  10,  651.95,         0.014144,                  59.766292,     7.6097,     5.0
  11,  706.47,         0.004565,                  19.289302,     2.4560,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,   64.600000,    1.936659,          0.08534267,          0.00194311,          0.10413659,          4.27931461,          2.62051121,          5.93918291,          0.00431111,          0.00007681,          0.00619730,          0.36736576,          0.00836431,          0.44826602
,,,,,,   64.800000,    1.942655,          0.08612323,          0.00195838,          0.10507363,          4.27965977,          2.62051736,          5.93967909,          0.00433729,          0.00007718,          0.00623403,          0.37072577,          0.00843004,          0.45229959
,,,,,,   65.000000,    1.948651,          0.08691062,          0.00197375,          0.10601871,          4.28000703,          2.62052354,          5.94017822,          0.00436365,          0.00007754,          0.00627101,          0.37411518,          0.00849621,          0.45636780
,,,,,,   65.200000,    1.954647,          0.08770492,          0.00198923,          0.10697193,          4.28035639,          2.62052975,          5.94068030,          0.00439020,          0.00007791,          0.00630825,          0.37753429,          0.00856282,          0.46047104
,,,,,,   65.400000,    1.960643,          0.08850619,          0.00200481,          0.10793338,          4.28070788,          2.62053599,          5.94118536,          0.00441695,          0.00007828,          0.00634575,          0.38098345,          0.00862988,          0.46460968
,,,,,,   65.600000,    1.966639,          0.08931451,          0.00202049,          0.10890314,          4.28106150,          2.62054226,          5.94169341,          0.00444388,          0.00007865,          0.00638352,          0.38446297,          0.00869739,          0.46878412
,,,,,,   65.800000,    1.972634,          0.09012997,          0.00203628,          0.10988131,          4.28141728,          2.62054856,          5.94220449,          0.00447101,          0.00007903,          0.00642155,          0.38797319,          0.00876536,          0.47299474
,,,,,,   66.000000,    1.978630,          0.09095264,          0.00205218,          0.11086798,          4.28177523,          2.62055489,          5.94271860,          0.00449833,          0.00007940,          0.00645986,          0.39151444,          0.00883379,          0.47724195
,,,,,,   66.200000,    1.984626,          0.09178260,          0.00206818,          0.11186324,          4.28213536,          2.62056125,          5.94323578,          0.00452586,          0.00007978,          0.00649844,          0.39508708,          0.00890268,          0.48152614
,,,,,,   66.400000,    1.990622,          0.09261993,          0.00208429,          0.11286719,          4.28249769,          2.62056764,          5.94375604,          0.00455358,          0.00008016,          0.00653730,          0.39869144,          0.00897204,          0.48584774
,,,,,,   66.600000,    1.996618,          0.09346471,          0.00210052,          0.11387992,          4.28286224,          2.62057406,          5.94427941,          0.00458151,          0.00008054,          0.00657644,          0.40232788,          0.00904187,          0.49020715
,,,,,,   66.800000,    2.002614,          0.09431703,          0.00211685,          0.11490154,          4.28322902,          2.62058051,          5.94480591,          0.00460965,          0.00008092,          0.00661586,          0.40599676,          0.00911218,          0.49460481
,,,,,,   67.000000,    2.008609,          0.09517696,          0.00213329,          0.11593214,          4.28359805,          2.62058699,          5.94533556,          0.00463799,          0.00008131,          0.00665558,          0.40969844,          0.00918297,          0.49904113
,,,,,,   67.200000,    2.014605,          0.09604460,          0.00214985,          0.11697183,          4.28396935,          2.62059350,          5.94586839,          0.00466654,          0.00008170,          0.00669558,          0.41343329,          0.00925424,          0.50351655
,,,,,,   67.400000,    2.020601,          0.09692004,          0.00216652,          0.11802070,          4.28434293,          2.62060005,          5.94640441,          0.00469531,          0.00008209,          0.00673587,          0.41720168,          0.00932601,          0.50803153
,,,,,,   67.600000,    2.026597,          0.09780335,          0.00218331,          0.11907886,          4.28471881,          2.62060662,          5.94694365,          0.00472429,          0.00008248,          0.00677647,          0.42100399,          0.00939826,          0.51258649
,,,,,,   67.800000,    2.032593,          0.09869463,          0.00220021,          0.12014642,          4.28509700,          2.62061323,          5.94748614,          0.00475349,          0.00008287,          0.00681736,          0.42484060,          0.00947102,          0.51718190
,,,,,,   68.000000,    2.038589,          0.09959398,          0.00221723,          0.12122349,          4.28547753,          2.62061986,          5.94803189,          0.00478291,          0.00008327,          0.00685856,          0.42871191,          0.00954428,          0.52181823
,,,,,,   68.200000,    2.044585,          0.10050147,          0.00223437,          0.12231016,          4.28586041,          2.62062653,          5.94858094,          0.00481255,          0.00008366,          0.00690007,          0.43261831,          0.00961804,          0.52649593
,,,,,,   68.400000,    2.050580,          0.10141721,          0.00225162,          0.12340656,          4.28624566,          2.62063323,          5.94913331,          0.00484242,          0.00008406,          0.00694188,          0.43656021,          0.00969232,          0.53121548
,,,,,,   68.600000,    2.056576,          0.10234129,          0.00226900,          0.12451280,          4.28663330,          2.62063996,          5.94968902,          0.00487252,          0.00008447,          0.00698402,          0.44053800,          0.00976712,          0.53597738
,,,,,,   68.800000,    2.062572,          0.10327381,          0.00228649,          0.12562898,          4.28702334,          2.62064673,          5.95024810,          0.00490284,          0.00008487,          0.00702647,          0.44455210,          0.00984244,          0.54078210
,,,,,,   69.000000,    2.068568,          0.10421486,          0.00230411,          0.12675523,          4.28741581,          2.62065352,          5.95081057,          0.00493340,          0.00008528,          0.00706925,          0.44860294,          0.00991828,          0.54563014
,,,,,,   69.200000,    2.074564,          0.10516454,          0.00232186,          0.12789166,          4.28781072,          2.62066035,          5.95137645,          0.00496420,          0.00008568,          0.00711235,          0.45269094,          0.00999466,          0.55052201
,,,,,,   69.400000,    2.080560,          0.10612295,          0.00233973,          0.12903839,          4.28820809,          2.62066721,          5.95194579,          0.00499524,          0.00008610,          0.00715579,          0.45681652,          0.01007158,          0.55545823
,,,,,,   69.600000,    2.086556,          0.10709020,          0.00235772,          0.13019554,          4.28860795,          2.62067411,          5.95251859,          0.00502652,          0.00008651,          0.00719955,          0.46098014,          0.01014904,          0.56043930
,,,,,,   69.800000,    2.092551,          0.10806639,          0.00237584,          0.13136324,          4.28901030,          2.62068104,          5.95309490,          0.00505804,          0.00008692,          0.00724366,          0.46518223,          0.01022704,          0.56546577
,,,,,,   70.000000,    2.098547,          0.10905162,          0.00239409,          0.13254161,          4.28941517,          2.62068800,          5.95367473,          0.00508981,          0.00008734,          0.00728811,          0.46942324,          0.01030560,          0.57053817
,,,,,,   70.200000,    2.104543,          0.11004600,          0.00241247,          0.13373077,          4.28982258,          2.62069499,          5.95425811,          0.00512183,          0.00008776,          0.00733291,          0.47370365,          0.01038472,          0.57565703
,,,,,,   70.400000,    2.110539,          0.11104963,          0.00243098,          0.13493085,          4.29023255,          2.62070202,          5.95484507,          0.00515411,          0.00008818,          0.00737806,          0.47802390,          0.01046440,          0.58082292
,,,,,,   70.600000,    2.116535,          0.11206264,          0.00244963,          0.13614200,          4.29064510,          2.62070908,          5.95543564,          0.00518664,          0.00008861,          0.00742357,          0.48238447,          0.01054465,          0.58603639
,,,,,,   70.800000,    2.122531,          0.11308512,          0.00246840,          0.13736432,          4.29106025,          2.62071618,          5.95602984,          0.00521943,          0.00008904,          0.00746943,          0.48678585,          0.01062548,          0.59129802
,,,,,,   71.000000,    2.128526,          0.11411720,          0.00248731,          0.13859797,          4.29147802,          2.62072331,          5.95662771,          0.00525248,          0.00008946,          0.00751566,          0.49122851,          0.01070688,          0.59660839
,,,,,,   71.200000,    2.134522,          0.11515898,          0.00250636,          0.13984308,          4.29189844,          2.62073047,          5.95722928,          0.00528580,          0.00008990,          0.00756226,          0.49571296,          0.01078888,          0.60196808
,,,,,,   71.400000,    2.140518,          0.11621058,          0.00252555,          0.14109979,          4.29232151,          2.62073767,          5.95783456,          0.00531939,          0.00009033,          0.00760923,          0.50023970,          0.01087146,          0.60737769
,,,,,,   71.600000,    2.146514,          0.11727213,          0.00254487,          0.14236823,          4.29274727,          2.62074490,          5.95844361,          0.00535325,          0.00009077,          0.00765658,          0.50480923,          0.01095465,          0.61283783
,,,,,,   71.800000,    2.152510,          0.11834374,          0.00256434,          0.14364856,          4.29317574,          2.62075217,          5.95905643,          0.00538739,          0.00009121,          0.00770431,          0.50942208,          0.01103844,          0.61834911
,,,,,,   72.000000,    2.158506,          0.11942553,          0.00258394,          0.14494091,          4.29360693,          2.62075947,          5.95967307,          0.00542181,          0.00009165,          0.00775243,          0.51407876,          0.01112284,          0.62391216
,,,,,,   72.200000,    2.164502,          0.12051764,          0.00260369,          0.14624543,          4.29404087,          2.62076681,          5.96029355,          0.00545651,          0.00009209,          0.00780095,          0.51877982,          0.01120785,          0.62952761
,,,,,,   72.400000,    2.170497,          0.12162017,          0.00262359,          0.14756228,          4.29447759,          2.62077419,          5.96091791,          0.00549150,          0.00009254,          0.00784986,          0.52352580,          0.01129349,          0.63519612
,,,,,,   72.600000,    2.176493,          0.12273327,          0.00264363,          0.14889161,          4.29491710,          2.62078160,          5.96154618,          0.00552677,          0.00009299,          0.00789917,          0.52831724,          0.01137976,          0.64091833
,,,,,,   72.800000,    2.182489,          0.12385706,          0.00266382,          0.15023357,          4.29535943,          2.62078904,          5.96217839,          0.00556234,          0.00009345,          0.00794889,          0.53315470,          0.01146666,          0.64669492
,,,,,,   73.000000,    2.188485,          0.12499168,          0.00268416,          0.15158831,          4.29580460,          2.62079653,          5.96281457,          0.00559821,          0.00009390,          0.00799902,          0.53803876,          0.01155421,          0.65252656
,,,,,,   73.200000,    2.194481,          0.12613725,          0.00270465,          0.15295601,          4.29625264,          2.62080404,          5.96345476,          0.00563437,          0.00009436,          0.00804957,          0.54296999,          0.01164241,          0.65841394
,,,,,,   73.400000,    2.200477,          0.12729391,          0.00272529,          0.15433682,          4.29670357,          2.62081160,          5.96409898,          0.00567084,          0.00009482,          0.00810055,          0.54794897,          0.01173126,          0.66435776
,,,,,,   73.600000,    2.206472,          0.12846181,          0.00274608,          0.15573090,          4.29715741,          2.62081919,          5.96474728,          0.00570762,          0.00009528,          0.00815195,          0.55297631,          0.01182078,          0.67035872
,,,,,,   73.800000,    2.212468,          0.12964109,          0.00276703,          0.15713843,          4.29761419,          2.62082682,          5.96539968,          0.00574471,          0.00009575,          0.00820378,          0.55805260,          0.01191096,          0.67641756
,,,,,,   74.000000,    2.218464,          0.13083187,          0.00278814,          0.15855957,          4.29807394,          2.62083449,          5.96605622,          0.00578212,          0.00009622,          0.00825606,          0.56317845,          0.01200182,          0.68253500
,,,,,,   74.200000,    2.224460,          0.13203432,          0.00280941,          0.15999450,          4.29853667,          2.62084219,          5.96671694,          0.00581985,          0.00009669,          0.00830878,          0.56835450,          0.01209337,          0.68871180
,,,,,,   74.400000,    2.230456,          0.13324857,          0.00283084,          0.16144339,          4.29900242,          2.62084993,          5.96738187,          0.00585790,          0.00009717,          0.00836195,          0.57358138,          0.01218561,          0.69494870
,,,,,,   74.600000,    2.236452,          0.13447479,          0.00285243,          0.16290643,          4.29947120,          2.62085771,          5.96805105,          0.00589628,          0.00009765,          0.00841558,          0.57885973,          0.01227854,          0.70124648
,,,,,,   74.800000,    2.242448,          0.13571311,          0.00287418,          0.16438379,          4.29994305,          2.62086553,          5.96872451,          0.00593499,          0.00009813,          0.00846967,          0.58419021,          0.01237219,          0.70760592
,,,,,,   75.000000,    2.248443,          0.13696369,          0.00289610,          0.16587566,          4.30041800,          2.62087339,          5.96940230,          0.00597404,          0.00009862,          0.00852423,          0.58957348,          0.01246655,          0.71402782
,,,,,,   75.200000,    2.254439,          0.13822670,          0.00291819,          0.16738223,          4.30089606,          2.62088129,          5.97008444,          0.00601343,          0.00009910,          0.00857927,          0.59501021,          0.01256162,          0.72051299
,,,,,,   75.400000,    2.260435,          0.13950229,          0.00294045,          0.16890368,          4.30137727,          2.62088922,          5.97077097,          0.00605316,          0.00009959,          0.00863478,          0.60050110,          0.01265743,          0.72706224
,,,,,,   75.600000,    2.266431,          0.14079062,          0.00296287,          0.17044022,          4.30186166,          2.62089719,          5.97146194,          0.00609324,          0.00010009,          0.00869079,          0.60604683,          0.01275398,          0.73367642
,,,,,,   75.800000,    2.272427,          0.14209185,          0.00298548,          0.17199204,          4.30234924,          2.62090521,          5.97215739,          0.00613368,          0.00010059,          0.00874728,          0.61164813,          0.01285127,          0.74035638
,,,,,,   76.000000,    2.278423,          0.14340616,          0.00300825,          0.17355934,          4.30284006,          2.62091326,          5.97285734,          0.00617448,          0.00010109,          0.00880428,          0.61730571,          0.01294932,          0.74710298
,,,,,,   76.200000,    2.284419,          0.14473372,          0.00303121,          0.17514233,          4.30333413,          2.62092135,          5.97356185,          0.00621564,          0.00010159,          0.00886179,          0.62302031,          0.01304813,          0.75391709
,,,,,,   76.400000,    2.290414,          0.14607470,          0.00305434,          0.17674121,          4.30383150,          2.62092949,          5.97427095,          0.00625717,          0.00010210,          0.00891980,          0.62879266,          0.01314771,          0.76079962
,,,,,,   76.600000,    2.296410,          0.14742926,          0.00307766,          0.17835619,          4.30433218,          2.62093766,          5.97498468,          0.00629907,          0.00010261,          0.00897834,          0.63462353,          0.01324807,          0.76775147
,,,,,,   76.800000,    2.302406,          0.14879761,          0.00310115,          0.17998749,          4.30483620,          2.62094588,          5.97570309,          0.00634135,          0.00010312,          0.00903741,          0.64051369,          0.01334922,          0.77477357
,,,,,,   77.000000,    2.308402,          0.15017990,          0.00312484,          0.18163533,          4.30534360,          2.62095413,          5.97642622,          0.00638401,          0.00010364,          0.00909701,          0.64646392,          0.01345116,          0.78186685
,,,,,,   77.200000,    2.314398,          0.15157634,          0.00314871,          0.18329993,          4.30585441,          2.62096243,          5.97715410,          0.00642706,          0.00010416,          0.00915716,          0.65247501,          0.01355392,          0.78903227
,,,,,,   77.400000,    2.320394,          0.15298710,          0.00317277,          0.18498151,          4.30636866,          2.62097077,          5.97788679,          0.00647050,          0.00010469,          0.00921785,          0.65854777,          0.01365748,          0.79627081
,,,,,,   77.600000,    2.326389,          0.15441238,          0.00319702,          0.18668031,          4.30688638,          2.62097915,          5.97862432,          0.00651434,          0.00010522,          0.00927910,          0.66468303,          0.01376188,          0.80358345
,,,,,,   77.800000,    2.332385,          0.15585237,          0.00322146,          0.18839656,          4.30740760,          2.62098757,          5.97936674,          0.00655859,          0.00010575,          0.00934091,          0.67088163,          0.01386710,          0.81097120
,,,,,,   78.000000,    2.338381,          0.15730728,          0.00324611,          0.19013049,          4.30793235,          2.62099604,          5.98011410,          0.00660324,          0.00010628,          0.00940330,          0.67714440,          0.01397317,          0.81843509
,,,,,,   78.200000,    2.344377,          0.15877730,          0.00327095,          0.19188235,          4.30846066,          2.62100455,          5.98086644,          0.00664831,          0.00010682,          0.00946627,          0.68347223,          0.01408010,          0.82597615
,,,,,,   78.400000,    2.350373,          0.16026263,          0.00329599,          0.19365239,          4.30899258,          2.62101310,          5.98162381,          0.00669380,          0.00010737,          0.00952982,          0.68986598,          0.01418789,          0.83359544
,,,,,,   78.600000,    2.356369,          0.16176348,          0.00332123,          0.19544085,          4.30952813,          2.62102169,          5.98238625,          0.00673971,          0.00010791,          0.00959397,          0.69632656,          0.01429655,          0.84129405
,,,,,,   78.800000,    2.362365,          0.16328007,          0.00334668,          0.19724799,          4.31006734,          2.62103033,          5.98315381,          0.00678606,          0.00010847,          0.00965873,          0.70285487,          0.01440610,          0.84907306
,,,,,,   79.000000,    2.368360,          0.16481261,          0.00337233,          0.19907407,          4.31061025,          2.62103902,          5.98392654,          0.00683284,          0.00010902,          0.00972409,          0.70945183,          0.01451654,          0.85693360
,,,,,,   79.200000,    2.374356,          0.16636132,          0.00339820,          0.20091935,          4.31115690,          2.62104774,          5.98470449,          0.00688006,          0.00010958,          0.00979008,          0.71611840,          0.01462789,          0.86487680
,,,,,,   79.400000,    2.380352,          0.16792642,          0.00342428,          0.20278411,          4.31170732,          2.62105652,          5.98548771,          0.00692774,          0.00011014,          0.00985670,          0.72285553,          0.01474015,          0.87290382
,,,,,,   79.600000,    2.386348,          0.16950814,          0.00345058,          0.20466861,          4.31226155,          2.62106533,          5.98627625,          0.00697587,          0.00011071,          0.00992396,          0.72966418,          0.01485334,          0.88101583
,,,,,,   79.800000,    2.392344,          0.17110670,          0.00347709,          0.20657313,          4.31281961,          2.62107419,          5.98707015,          0.00702446,          0.00011128,          0.00999187,          0.73654536,          0.01496746,          0.88921404
,,,,,,   80.000000,    2.398340,          0.17272235,          0.00350382,          0.20849796,          4.31338156,          2.62108310,          5.98786947,          0.00707353,          0.00011186,          0.01006043,          0.74350008,          0.01508254,          0.89749965
,,,,,,   80.200000,    2.404336,          0.17435532,          0.00353078,          0.21044339,          4.31394742,          2.62109206,          5.98867427,          0.00712306,          0.00011244,          0.01012966,          0.75052935,          0.01519858,          0.90587392
,,,,,,   80.400000,    2.410331,          0.17600585,          0.00355796,          0.21240970,          4.31451724,          2.62110106,          5.98948459,          0.00717308,          0.00011302,          0.01019956,          0.75763423,          0.01531559,          0.91433810
,,,,,,   80.600000,    2.416327,          0.17767420,          0.00358537,          0.21439720,          4.31509105,          2.62111010,          5.99030049,          0.00722358,          0.00011361,          0.01027015,          0.76481577,          0.01543358,          0.92289348
,,,,,,   80.800000,    2.422323,          0.17936060,          0.00361302,          0.21640619,          4.31566889,          2.62111920,          5.99112202,          0.00727458,          0.00011420,          0.01034144,          0.77207507,          0.01555258,          0.93154138
,,,,,,   81.000000,    2.428319,          0.18106532,          0.00364089,          0.21843698,          4.31625081,          2.62112834,          5.99194925,          0.00732609,          0.00011480,          0.01041343,          0.77941321,          0.01567257,          0.94028311
,,,,,,   81.200000,    2.434315,          0.18278862,          0.00366901,          0.22048989,          4.31683683,          2.62113753,          5.99278221,          0.00737810,          0.00011540,          0.01048613,          0.78683132,          0.01579360,          0.94912005
,,,,,,   81.400000,    2.440311,          0.18453077,          0.00369736,          0.22256523,          4.31742700,          2.62114676,          5.99362098,          0.00743062,          0.00011601,          0.01055956,          0.79433054,          0.01591565,          0.95805357
,,,,,,   81.600000,    2.446306,          0.18629202,          0.00372596,          0.22466334,          4.31802137,          2.62115605,          5.99446561,          0.00748368,          0.00011662,          0.01063373,          0.80191204,          0.01603875,          0.96708508
,,,,,,   81.800000,    2.452302,          0.18807267,          0.00375480,          0.22678454,          4.31861997,          2.62116538,          5.99531615,          0.00753726,          0.00011723,          0.01070865,          0.80957698,          0.01616292,          0.97621601
,,,,,,   82.000000,    2.458298,          0.18987297,          0.00378390,          0.22892919,          4.31922285,          2.62117477,          5.99617268,          0.00759138,          0.00011785,          0.01078432,          0.81732659,          0.01628815,          0.98544784
,,,,,,   82.200000,    2.464294,          0.19169323,          0.00381324,          0.23109761,          4.31983004,          2.62118420,          5.99703524,          0.00764604,          0.00011848,          0.01086076,          0.82516208,          0.01641447,          0.99478203
,,,,,,   82.400000,    2.470290,          0.19353374,          0.00384284,          0.23329017,          4.32044160,          2.62119368,          5.99790390,          0.00770126,          0.00011911,          0.01093799,          0.83308469,          0.01654190,          1.00422011
,,,,,,   82.600000,    2.476286,          0.19539477,          0.00387270,          0.23550722,          4.32105756,          2.62120322,          5.99877872,          0.00775705,          0.00011974,          0.01101600,          0.84109571,          0.01667043,          1.01376363
,,,,,,   82.800000,    2.482282,          0.19727665,          0.00390283,          0.23774913,          4.32167798,          2.62121280,          5.99965976,          0.00781340,          0.00012038,          0.01109482,          0.84919642,          0.01680010,          1.02341415
,,,,,,   83.000000,    2.488277,          0.19917967,          0.00393322,          0.24001627,          4.32230289,          2.62122243,          6.00054709,          0.00787033,          0.00012103,          0.01117446,          0.85738814,          0.01693091,          1.03317328
,,,,,,   83.200000,    2.494273,          0.20110414,          0.00396387,          0.24230903,          4.32293234,          2.62123212,          6.00144077,          0.00792785,          0.00012168,          0.01125492,          0.86567222,          0.01706288,          1.04304265
,,,,,,   83.400000,    2.500269,          0.20305038,          0.00399480,          0.24462777,          4.32356638,          2.62124186,          6.00234088,          0.00798596,          0.00012234,          0.01133623,          0.87405001,          0.01719602,          1.05302392
,,,,,,   83.600000,    2.506265,          0.20501872,          0.00402601,          0.24697291,          4.32420506,          2.62125165,          6.00324746,          0.00804468,          0.00012300,          0.01141838,          0.88252291,          0.01733035,          1.06311879
,,,,,,   83.800000,    2.512261,          0.20700948,          0.00405750,          0.24934484,          4.32484842,          2.62126149,          6.00416060,          0.00810401,          0.00012366,          0.01150141,          0.89109234,          0.01746589,          1.07332898
,,,,,,   84.000000,    2.518257,          0.20902300,          0.00408927,          0.25174397,          4.32549652,          2.62127139,          6.00508036,          0.00816397,          0.00012433,          0.01158531,          0.89975974,          0.01760264,          1.08365627
,,,,,,   84.200000,    2.524252,          0.21105963,          0.00412132,          0.25417071,          4.32614939,          2.62128134,          6.00600681,          0.00822455,          0.00012501,          0.01167011,          0.90852659,          0.01774063,          1.09410243
,,,,,,   84.400000,    2.530248,          0.21311970,          0.00415367,          0.25662550,          4.32680710,          2.62129135,          6.00694002,          0.00828578,          0.00012569,          0.01175581,          0.91739438,          0.01787988,          1.10466931
,,,,,,   84.600000,    2.536244,          0.21520358,          0.00418631,          0.25910877,          4.32746970,          2.62130141,          6.00788007,          0.00834766,          0.00012638,          0.01184243,          0.92636464,          0.01802039,          1.11535877
,,,,,,   84.800000,    2.542240,          0.21731163,          0.00421925,          0.26162095,          4.32813723,          2.62131152,          6.00882703,          0.00841020,          0.00012708,          0.01192999,          0.93543892,          0.01816219,          1.12617271
,,,,,,   85.000000,    2.548236,          0.21944421,          0.00425250,          0.26416250,          4.32880974,          2.62132169,          6.00978096,          0.00847340,          0.00012778,          0.01201849,          0.94461882,          0.01830529,          1.13711306
,,,,,,   85.200000,    2.554232,          0.22160170,          0.00428605,          0.26673388,          4.32948730,          2.62133191,          6.01074195,          0.00853729,          0.00012848,          0.01210796,          0.95390594,          0.01844971,          1.14818181
,,,,,,   85.400000,    2.560228,          0.22378448,          0.00431991,          0.26933556,          4.33016995,          2.62134220,          6.01171008,          0.00860187,          0.00012920,          0.01219841,          0.96330194,          0.01859548,          1.15938097
,,,,,,   85.600000,    2.566223,          0.22599294,          0.00435409,          0.27196801,          4.33085775,          2.62135254,          6.01268542,          0.00866716,          0.00012991,          0.01228986,          0.97280850,          0.01874260,          1.17071259
,,,,,,   85.800000,    2.572219,          0.22822749,          0.00438859,          0.27463171,          4.33155076,          2.62136293,          6.01366804,          0.00873315,          0.00013064,          0.01238231,          0.98242732,          0.01889109,          1.18217878
,,,,,,   86.000000,    2.578215,          0.23048852,          0.00442341,          0.27732718,          4.33224903,          2.62137339,          6.01465804,          0.00879987,          0.00013137,          0.01247579,          0.99216015,          0.01904098,          1.19378167
,,,,,,   86.200000,    2.584211,          0.23277646,          0.00445856,          0.28005491,          4.33295262,          2.62138390,          6.01565548,          0.00886732,          0.00013211,          0.01257031,          1.00200877,          0.01919229,          1.20552344
,,,,,,   86.400000,    2.590207,          0.23509171,          0.00449404,          0.28281542,          4.33366159,          2.62139447,          6.01666046,          0.00893552,          0.00013285,          0.01266589,          1.01197500,          0.01934503,          1.21740632
,,,,,,   86.600000,    2.596203,          0.23743471,          0.00452986,          0.28560923,          4.33437599,          2.62140510,          6.01767306,          0.00900447,          0.00013360,          0.01276254,          1.02206068,          0.01949922,          1.22943257
,,,,,,   86.800000,    2.602199,          0.23980590,          0.00456602,          0.28843689,          4.33509589,          2.62141579,          6.01869336,          0.00907419,          0.00013436,          0.01286029,          1.03226770,          0.01965488,          1.24160452
,,,,,,   87.000000,    2.608194,          0.24220572,          0.00460253,          0.29129895,          4.33582135,          2.62142654,          6.01972145,          0.00914470,          0.00013512,          0.01295915,          1.04259797,          0.01981204,          1.25392452
,,,,,,   87.200000,    2.614190,          0.24463464,          0.00463939,          0.29419596,          4.33655243,          2.62143735,          6.02075742,          0.00921600,          0.00013589,          0.01305913,          1.05305347,          0.01997072,          1.26639499
,,,,,,   87.400000,    2.620186,          0.24709311,          0.00467661,          0.29712850,          4.33728920,          2.62144822,          6.02180136,          0.00928810,          0.00013667,          0.01316027,          1.06363619,          0.02013093,          1.27901839
,,,,,,   87.600000,    2.626182,          0.24958161,          0.00471419,          0.30009715,          4.33803171,          2.62145916,          6.02285335,          0.00936102,          0.00013745,          0.01326256,          1.07434817,          0.02029270,          1.29179722
,,,,,,   87.800000,    2.632178,          0.25210062,          0.00475214,          0.30310250,          4.33878003,          2.62147016,          6.02391349,          0.00943478,          0.00013824,          0.01336605,          1.08519150,          0.02045606,          1.30473405
,,,,,,   88.000000,    2.638174,          0.25465063,          0.00479046,          0.30614517,          4.33953423,          2.62148122,          6.02498188,          0.00950938,          0.00013904,          0.01347073,          1.09616829,          0.02062101,          1.31783150
,,,,,,   88.200000,    2.644169,          0.25723216,          0.00482916,          0.30922577,          4.34029437,          2.62149234,          6.02605861,          0.00958484,          0.00013984,          0.01357664,          1.10728071,          0.02078760,          1.33109224
,,,,,,   88.400000,    2.650165,          0.25984570,          0.00486824,          0.31234494,          4.34106053,          2.62150353,          6.02714378,          0.00966117,          0.00014066,          0.01368379,          1.11853097,          0.02095583,          1.34451900
,,,,,,   88.600000,    2.656161,          0.26249179,          0.00490772,          0.31550331,          4.34183277,          2.62151478,          6.02823747,          0.00973839,          0.00014148,          0.01379221,          1.12992132,          0.02112574,          1.35811454
,,,,,,   88.800000,    2.662157,          0.26517097,          0.00494758,          0.31870157,          4.34261116,          2.62152610,          6.02933981,          0.00981651,          0.00014231,          0.01390192,          1.14145408,          0.02129735,          1.37188173
,,,,,,   89.000000,    2.668153,          0.26788376,          0.00498785,          0.32194037,          4.34339577,          2.62153749,          6.03045088,          0.00989554,          0.00014314,          0.01401293,          1.15313158,          0.02147068,          1.38582346
,,,,,,   89.200000,    2.674149,          0.27063074,          0.00502852,          0.32522040,          4.34418669,          2.62154894,          6.03157079,          0.00997551,          0.00014399,          0.01412527,          1.16495621,          0.02164576,          1.39994270
,,,,,,   89.400000,    2.680145,          0.27341247,          0.00506961,          0.32854238,          4.34498397,          2.62156046,          6.03269965,          0.01005642,          0.00014484,          0.01423896,          1.17693044,          0.02182261,          1.41424247
,,,,,,   89.600000,    2.686140,          0.27622953,          0.00511111,          0.33190702,          4.34578770,          2.62157205,          6.03383757,          0.01013830,          0.00014570,          0.01435403,          1.18905675,          0.02200127,          1.42872586
