../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -LO 1 0 0 -LO 0 1 0 -LO 0 0 1 -csv command.csv -masses program -program qe zno.ph.dynG -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   2,  125.47,         0.007009,                  29.618226,     3.7711,     5.0
   3,  135.90,         0.001087,                   4.595150,     0.5851,     5.0
   4,  136.82,         1.656212,                6998.489467,   891.0754,     5.0
   5,  275.86,         0.000300,                   1.268479,     0.1615,     5.0
   6,  540.08,        32.351955,              136706.419895, 17406.0020,     5.0
   7,  551.39,       112.493688,              475353.326894, 60523.8654,     5.0
   8,  588.61,       112.074439,              473581.751110, 60298.3013,     5.0
   9,  618.67,         0.040824,                 172.505559,    21.9641,     5.0
  10,  651.95,         0.014144,                  59.766292,     7.6097,     5.0
  11,  706.47,         0.004565,                  19.289302,     2.4560,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  142.400000,    4.269045,         52.49723038,          2.36089699,         34.02824848,          2.58150043,          2.62228728,          4.11783145,          0.94957468,          0.04235353,          0.76824105,        225.97940769,         10.16270953,        146.47788807
,,,,,,  142.600000,    4.275040,         48.82164845,          2.36252504,         31.99756160,          2.61791169,          2.61892013,          4.15834394,          0.88594077,          0.04229611,          0.72452843,        210.15750965,         10.16971761,        137.73659994
,,,,,,  142.800000,    4.281036,         45.46427385,          2.33443962,         30.13325579,          2.65420580,          2.61562998,          4.19760481,          0.82789734,          0.04170851,          0.68425074,        195.70536583,         10.04882123,        129.71151518
,,,,,,  143.000000,    4.287032,         42.39865077,          2.27882762,         28.41921722,          2.69010848,          2.61253512,          4.23560300,          0.77488906,          0.04063385,          0.64708012,        182.50909464,          9.80943398,        122.33327033
,,,,,,  143.200000,    4.293028,         39.59906629,          2.19967103,         26.84097999,          2.72541600,          2.60973100,          4.27234252,          0.72641415,          0.03914651,          0.61272380,        170.45801238,          9.46869677,        115.53959545
,,,,,,  143.400000,    4.299024,         37.04113130,          2.10208876,         25.38557872,          2.75998020,          2.60728222,          4.30783873,          0.68202123,          0.03734009,          0.58092019,        159.44713372,          9.04864444,        109.27467984
,,,,,,  143.600000,    4.305020,         34.70210836,          1.99160393,         24.04140364,          2.79369642,          2.60522072,          4.34211535,          0.64130563,          0.03531418,          0.55143541,        149.37858315,          8.57305181,        103.48854818
,,,,,,  143.800000,    4.311016,         32.56106196,          1.87350714,         22.79806275,          2.82649393,          2.60354931,          4.37520215,          0.60390526,          0.03316320,          0.52406013,        140.16224177,          8.06469276,         98.13646702
,,,,,,  144.000000,    4.317011,         30.59888887,          1.75241550,         21.64625349,          2.85832837,          2.60224834,          4.40713317,          0.56949662,          0.03096884,          0.49860678,        131.71587782,          7.54344208,         93.17839259
,,,,,,  144.200000,    4.323007,         28.79827113,          1.63204783,         20.57764523,          2.88917571,          2.60128335,          4.43794529,          0.53779082,          0.02879628,          0.47490712,        123.96494455,          7.02530782,         88.57846495
,,,,,,  144.400000,    4.329003,         27.14358237,          1.51518015,         19.58477286,          2.91902748,          2.60061209,          4.46767715,          0.50852992,          0.02669371,          0.45281004,        116.84217669,          6.52223954,         84.30454976
,,,,,,  144.600000,    4.334999,         25.62076845,          1.40372186,         18.66094106,          2.94788705,          2.60019005,          4.49636828,          0.48148362,          0.02469383,          0.43217962,        110.28707679,          6.04245655,         80.32782637
,,,,,,  144.800000,    4.340995,         24.21721678,          1.29885476,         17.80013879,          2.97576667,          2.59997415,          4.52405851,          0.45644613,          0.02281650,          0.41289346,        104.24535284,          5.59104600,         76.62241974
,,,,,,  145.000000,    4.346991,         22.92162380,          1.20119080,         16.99696325,          3.00268514,          2.59992507,          4.55078742,          0.43323342,          0.02107154,          0.39484116,         98.66834748,          5.17064202,         73.16507291
,,,,,,  145.200000,    4.352986,         21.72386617,          1.11092130,         16.24655230,          3.02866602,          2.60000834,          4.57659401,          0.41168082,          0.01946146,          0.37792300,         93.51248389,          4.78206822,         69.93485634
,,,,,,  145.400000,    4.358982,         20.61487942,          1.02794434,         15.54452467,          3.05373619,          2.60019458,          4.60151642,          0.39164077,          0.01798370,          0.36204880,         88.73874312,          4.42488589,         66.91291052
,,,,,,  145.600000,    4.364978,         19.58654558,          0.95196601,         14.88692715,          3.07792477,          2.60045931,          4.62559175,          0.37298089,          0.01663243,          0.34713686,         84.31218059,          4.09782981,         64.08221833
,,,,,,  145.800000,    4.370974,         18.63159071,          0.88257675,         14.27018774,          3.10126222,          2.60078251,          4.64885588,          0.35558229,          0.01539987,          0.33311309,         80.20148498,          3.79913700,         61.42740387
,,,,,,  146.000000,    4.376970,         17.74349237,          0.81930648,         13.69107445,          3.12377974,          2.60114800,          4.67134346,          0.33933804,          0.01427730,          0.31991016,         76.37857974,          3.52678403,         58.93455470
,,,,,,  146.200000,    4.382966,         16.91639651,          0.76166283,         13.14665879,          3.14550870,          2.60154288,          4.69308777,          0.32415181,          0.01325564,          0.30746684,         72.81826558,          3.27865136,         56.59106479
,,,,,,  146.400000,    4.388962,         16.14504339,          0.70915644,         12.63428347,          3.16648031,          2.60195694,          4.71412076,          0.30993675,          0.01232595,          0.29572736,         69.49790145,          3.05263249,         54.38549566
,,,,,,  146.600000,    4.394957,         15.42470169,          0.66131693,         12.15153396,          3.18672531,          2.60238222,          4.73447301,          0.29661438,          0.01147970,          0.28464084,         66.39712090,          2.84670273,         52.30745367
,,,,,,  146.800000,    4.400953,         14.75111005,          0.61770228,         11.69621317,          3.20627375,          2.60281251,          4.75417376,          0.28411375,          0.01070887,          0.27416079,         63.49758048,          2.65895924,         50.34748128
,,,,,,  147.000000,    4.406949,         14.12042531,          0.57790351,         11.26631914,          3.22515485,          2.60324308,          4.77325094,          0.27237057,          0.01000609,          0.26424472,         60.78273702,          2.48764157,         48.49696085
,,,,,,  147.200000,    4.412945,         13.52917682,          0.54154643,         10.86002520,          3.24339690,          2.60367032,          4.79173118,          0.26132651,          0.00936461,          0.25485370,         58.23765068,          2.33113900,         46.74802925
,,,,,,  147.400000,    4.418941,         12.97422591,          0.50829139,         10.47566234,          3.26102717,          2.60409154,          4.80963986,          0.25092862,          0.00877834,          0.24595203,         55.84881078,          2.18798946,         45.09350213
,,,,,,  147.600000,    4.424937,         12.45273019,          0.47783183,         10.11170361,          3.27807188,          2.60450475,          4.82700117,          0.24112869,          0.00824176,          0.23750693,         53.60398200,          2.05687334,         43.52680656
,,,,,,  147.800000,    4.430933,         11.96211194,          0.44989216,          9.76675018,          3.29455621,          2.60490854,          4.84383813,          0.23188284,          0.00774995,          0.22948827,         51.49206829,          1.93660434,         42.04192115
,,,,,,  148.000000,    4.436928,         11.50003018,          0.42422531,          9.43951895,          3.31050424,          2.60530194,          4.86017267,          0.22315102,          0.00729848,          0.22186834,         49.50299265,          1.82611888,         40.63332266
,,,,,,  148.200000,    4.442924,         11.06435592,          0.40061014,          9.12883148,          3.32593900,          2.60568429,          4.87602563,          0.21489665,          0.00688340,          0.21462157,         47.62759063,          1.72446511,         39.29593841
,,,,,,  148.400000,    4.448920,         10.65315028,          0.37884897,          8.83360415,          3.34088249,          2.60605525,          4.89141686,          0.20708628,          0.00650119,          0.20772440,         45.85751615,          1.63079203,         38.02510378
,,,,,,  148.600000,    4.454916,         10.26464507,          0.35876512,          8.55283927,          3.35535568,          2.60641462,          4.90636525,          0.19968927,          0.00614868,          0.20115504,         44.18515789,          1.54433915,         36.81652419
,,,,,,  148.800000,    4.460912,          9.89722559,          0.34020071,          8.28561722,          3.36937856,          2.60676241,          4.92088877,          0.19267752,          0.00582306,          0.19489339,         42.60356517,          1.46442688,         35.66624103
,,,,,,  149.000000,    4.466908,          9.54941530,          0.32301461,          8.03108935,          3.38297018,          2.60709872,          4.93500450,          0.18602523,          0.00552183,          0.18892080,         41.10638212,          1.39044766,         34.57060120
,,,,,,  149.200000,    4.472903,          9.21986224,          0.30708058,          7.78847161,          3.39614868,          2.60742372,          4.94872872,          0.17970870,          0.00524273,          0.18322001,         39.68778911,          1.32185806,         33.52622965
,,,,,,  149.400000,    4.478899,          8.90732691,          0.29228558,          7.55703882,          3.40893131,          2.60773769,          4.96207691,          0.17370609,          0.00498376,          0.17777502,         38.34245056,          1.25817155,         32.53000480
,,,,,,  149.600000,    4.484895,          8.61067148,          0.27852833,          7.33611953,          3.42133451,          2.60804091,          4.97506381,          0.16799728,          0.00474311,          0.17257096,         37.06546852,          1.19895214,         31.57903635
,,,,,,  149.800000,    4.490891,          8.32885010,          0.26571796,          7.12509139,          3.43337390,          2.60833372,          4.98770345,          0.16256374,          0.00451917,          0.16759401,         35.85234114,          1.14380868,         30.67064529
,,,,,,  150.000000,    4.496887,          8.06090036,          0.25377286,          6.92337694,          3.44506435,          2.60861647,          5.00000921,          0.15738831,          0.00431050,          0.16283133,         34.69892558,          1.09238982,         29.80234594
,,,,,,  150.200000,    4.502883,          7.80593554,          0.24261960,          6.73043985,          3.45642001,          2.60888952,          5.01199383,          0.15245516,          0.00411578,          0.15827094,         33.60140480,          1.04437955,         28.97182958
,,,,,,  150.400000,    4.508879,          7.56313766,          0.23219208,          6.54578149,          3.46745435,          2.60915323,          5.02366943,          0.14774961,          0.00393385,          0.15390170,         32.55625787,          0.99949326,         28.17694978
,,,,,,  150.600000,    4.514874,          7.33175138,          0.22243066,          6.36893781,          3.47818018,          2.60940796,          5.03504758,          0.14325808,          0.00376365,          0.14971320,         31.56023324,          0.95747429,         27.41570907
,,,,,,  150.800000,    4.520870,          7.11107834,          0.21328149,          6.19947658,          3.48860970,          2.60965409,          5.04613932,          0.13896797,          0.00360422,          0.14569573,         30.61032477,          0.91809082,         26.68624678
,,,,,,  151.000000,    4.526866,          6.90047218,          0.20469587,          6.03699478,          3.49875450,          2.60989196,          5.05695517,          0.13486756,          0.00345471,          0.14184022,         29.70375016,          0.88113320,         25.98682814
,,,,,,  151.200000,    4.532862,          6.69933403,          0.19662969,          5.88111632,          3.50862566,          2.61012192,          5.06750516,          0.13094600,          0.00331433,          0.13813817,         28.83793154,          0.84641154,         25.31583426
,,,,,,  151.400000,    4.538858,          6.50710845,          0.18904294,          5.73148995,          3.51823368,          2.61034430,          5.07779888,          0.12719315,          0.00318238,          0.13458164,         28.01047793,          0.81375361,         24.67175305
,,,,,,  151.600000,    4.544854,          6.32327973,          0.18189927,          5.58778727,          3.52758861,          2.61055943,          5.08784548,          0.12359960,          0.00305821,          0.13116319,         27.21916944,          0.78300299,         24.05317098
,,,,,,  151.800000,    4.550850,          6.14736860,          0.17516563,          5.44970106,          3.53670000,          2.61076761,          5.09765370,          0.12015657,          0.00294123,          0.12787585,         26.46194294,          0.75401740,         23.45876551
,,,,,,  152.000000,    4.556845,          5.97892917,          0.16881192,          5.31694362,          3.54557697,          2.61096915,          5.10723188,          0.11685587,          0.00283093,          0.12471305,         25.73687913,          0.72666724,         22.88729825
,,,,,,  152.200000,    4.562841,          5.81754627,          0.16281068,          5.18924533,          3.55422819,          2.61116432,          5.11658802,          0.11368984,          0.00272680,          0.12166867,         25.04219081,          0.70083431,         22.33760862
,,,,,,  152.400000,    4.568837,          5.66283292,          0.15713682,          5.06635333,          3.56266196,          2.61135342,          5.12572974,          0.11065135,          0.00262842,          0.11873692,         24.37621223,          0.67641065,         21.80860814
,,,,,,  152.600000,    4.574833,          5.51442812,          0.15176742,          4.94803029,          3.57088618,          2.61153669,          5.13466434,          0.10773372,          0.00253536,          0.11591237,         23.73738941,          0.65329755,         21.29927515
,,,,,,  152.800000,    4.580829,          5.37199479,          0.14668147,          4.83405325,          3.57890840,          2.61171438,          5.14339880,          0.10493067,          0.00244728,          0.11318992,         23.12427137,          0.63140460,         20.80864997
,,,,,,  153.000000,    4.586825,          5.23521792,          0.14185972,          4.72421266,          3.58673583,          2.61188674,          5.15193983,          0.10223637,          0.00236381,          0.11056475,         22.53550209,          0.61064890,         20.33583050
,,,,,,  153.200000,    4.592820,          5.10380286,          0.13728449,          4.61831137,          3.59437534,          2.61205399,          5.16029381,          0.09964531,          0.00228466,          0.10803233,         21.96981324,          0.59095436,         19.87996814
,,,,,,  153.400000,    4.598816,          4.97747379,          0.13293952,          4.51616379,          3.60183352,          2.61221634,          5.16846688,          0.09715233,          0.00220954,          0.10558838,         21.42601752,          0.57225103,         19.44026403
,,,,,,  153.600000,    4.604812,          4.85597228,          0.12880986,          4.41759512,          3.60911665,          2.61237400,          5.17646492,          0.09475260,          0.00213818,          0.10322888,         20.90300255,          0.55447452,         19.01596564
,,,,,,  153.800000,    4.610808,          4.73905606,          0.12488174,          4.32244056,          3.61623074,          2.61252718,          5.18429356,          0.09244158,          0.00207034,          0.10095001,         20.39972535,          0.53756553,         18.60636361
,,,,,,  154.000000,    4.616804,          4.62649775,          0.12114244,          4.23054465,          3.62318154,          2.61267604,          5.19195821,          0.09021497,          0.00200580,          0.09874818,         19.91520721,          0.52146934,         18.21078880
,,,,,,  154.200000,    4.622800,          4.51808384,          0.11758022,          4.14176068,          3.62997455,          2.61282078,          5.19946404,          0.08806877,          0.00194434,          0.09661998,         19.44852906,          0.50613543,         17.82860961
,,,,,,  154.400000,    4.628796,          4.41361369,          0.11418423,          4.05595006,          3.63661504,          2.61296155,          5.20681604,          0.08599918,          0.00188579,          0.09456221,         18.99882718,          0.49151706,         17.45922950
,,,,,,  154.600000,    4.634791,          4.31289859,          0.11094443,          3.97298183,          3.64310806,          2.61309852,          5.21401898,          0.08400264,          0.00182996,          0.09257182,         18.56528927,          0.47757101,         17.10208469
,,,,,,  154.800000,    4.640787,          4.21576093,          0.10785150,          3.89273211,          3.64945842,          2.61323184,          5.22107743,          0.08207577,          0.00177669,          0.09064592,         18.14715084,          0.46425722,         16.75664203
,,,,,,  155.000000,    4.646783,          4.12203347,          0.10489682,          3.81508373,          3.65567077,          2.61336166,          5.22799582,          0.08021541,          0.00172583,          0.08878180,         17.74369192,          0.45153853,         16.42239705
,,,,,,  155.200000,    4.652779,          4.03155857,          0.10207238,          3.73992571,          3.66174954,          2.61348811,          5.23477836,          0.07841854,          0.00167724,          0.08697685,         17.35423397,          0.43938044,         16.09887210
,,,,,,  155.400000,    4.658775,          3.94418758,          0.09937072,          3.66715295,          3.66769897,          2.61361133,          5.24142912,          0.07668235,          0.00163078,          0.08522863,         16.97813707,          0.42775089,         15.78561472
,,,,,,  155.600000,    4.664771,          3.85978020,          0.09678492,          3.59666581,          3.67352317,          2.61373144,          5.24795202,          0.07500415,          0.00158634,          0.08353481,         16.61479735,          0.41662007,         15.48219600
,,,,,,  155.800000,    4.670766,          3.77820398,          0.09430853,          3.52836980,          3.67922604,          2.61384856,          5.25435082,          0.07338141,          0.00154380,          0.08189317,         16.26364459,          0.40596020,         15.18820921
,,,,,,  156.000000,    4.676762,          3.69933373,          0.09193553,          3.46217525,          3.68481134,          2.61396281,          5.26062915,          0.07181174,          0.00150306,          0.08030161,         15.92413997,          0.39574541,         14.90326836
,,,,,,  156.200000,    4.682758,          3.62305111,          0.08966032,          3.39799703,          3.69028268,          2.61407429,          5.26679047,          0.07029286,          0.00146402,          0.07875813,         15.59577408,          0.38595154,         14.62700701
,,,,,,  156.400000,    4.688754,          3.54924418,          0.08747766,          3.33575429,          3.69564354,          2.61418310,          5.27283816,          0.06882263,          0.00142658,          0.07726085,         15.27806497,          0.37655607,         14.35907709
,,,,,,  156.600000,    4.694750,          3.47780693,          0.08538266,          3.27537016,          3.70089725,          2.61428935,          5.27877543,          0.06739901,          0.00139067,          0.07580794,         14.97055646,          0.36753792,         14.09914776
,,,,,,  156.800000,    4.700746,          3.40863901,          0.08337074,          3.21677157,          3.70604700,          2.61439313,          5.28460541,          0.06602006,          0.00135619,          0.07439770,         14.67281644,          0.35887741,         13.84690446
,,,,,,  157.000000,    4.706742,          3.34164528,          0.08143761,          3.15988900,          3.71109588,          2.61449452,          5.29033109,          0.06468396,          0.00132308,          0.07302848,         14.38443543,          0.35055608,         13.60204794
,,,,,,  157.200000,    4.712737,          3.27673553,          0.07957927,          3.10465628,          3.71604686,          2.61459362,          5.29595536,          0.06338895,          0.00129127,          0.07169872,         14.10502515,          0.34255666,         13.36429337
,,,,,,  157.400000,    4.718733,          3.21382420,          0.07779195,          3.05101041,          3.72090278,          2.61469051,          5.30148101,          0.06213338,          0.00126069,          0.07040693,         13.83421723,          0.33486297,         13.13336951
,,,,,,  157.600000,    4.724729,          3.15283004,          0.07607212,          2.99889134,          3.72566640,          2.61478525,          5.30691074,          0.06091569,          0.00123128,          0.06915171,         13.57166199,          0.32745979,         12.90901795
,,,,,,  157.800000,    4.730725,          3.09367592,          0.07441646,          2.94824188,          3.73034034,          2.61487794,          5.31224713,          0.05973437,          0.00120297,          0.06793169,         13.31702732,          0.32033287,         12.69099242
,,,,,,  158.000000,    4.736721,          3.03628850,          0.07282187,          2.89900745,          3.73492716,          2.61496864,          5.31749269,          0.05858800,          0.00117573,          0.06674558,         13.06999764,          0.31346880,         12.47905806
,,,,,,  158.200000,    4.742717,          2.98059811,          0.07128541,          2.85113601,          3.73942930,          2.61505742,          5.32264983,          0.05747523,          0.00114948,          0.06559216,         12.83027295,          0.30685497,         12.27299082
,,,,,,  158.400000,    4.748713,          2.92653843,          0.06980433,          2.80457789,          3.74384914,          2.61514434,          5.32772090,          0.05639477,          0.00112420,          0.06447024,         12.59756786,          0.30047951,         12.07257688
,,,,,,  158.600000,    4.754708,          2.87404639,          0.06837603,          2.75928565,          3.74818894,          2.61522946,          5.33270815,          0.05534539,          0.00109983,          0.06337870,         12.37161079,          0.29433125,         11.87761207
,,,,,,  158.800000,    4.760704,          2.82306192,          0.06699807,          2.71521400,          3.75245091,          2.61531285,          5.33761374,          0.05432592,          0.00107632,          0.06231647,         12.15214318,          0.28839966,         11.68790139
,,,,,,  159.000000,    4.766700,          2.77352779,          0.06566813,          2.67231964,          3.75663715,          2.61539457,          5.34243980,          0.05333524,          0.00105365,          0.06128251,         11.93891873,          0.28267482,         11.50325846
,,,,,,  159.200000,    4.772696,          2.72538948,          0.06438405,          2.63056119,          3.76074972,          2.61547466,          5.34718835,          0.05237229,          0.00103176,          0.06027584,         11.73170271,          0.27714736,         11.32350516
,,,,,,  159.400000,    4.778692,          2.67859500,          0.06314376,          2.58989906,          3.76479059,          2.61555319,          5.35186136,          0.05143605,          0.00101063,          0.05929552,         11.53027134,          0.27180842,         11.14847108
,,,,,,  159.600000,    4.784688,          2.63309476,          0.06194533,          2.55029538,          3.76876166,          2.61563020,          5.35646074,          0.05052554,          0.00099022,          0.05834065,         11.33441115,          0.26664967,         10.97799324
,,,,,,  159.800000,    4.790683,          2.58884144,          0.06078692,          2.51171392,          3.77266477,          2.61570573,          5.36098833,          0.04963985,          0.00097050,          0.05741037,         11.14391847,          0.26166319,         10.81191560
,,,,,,  160.000000,    4.796679,          2.54578987,          0.05966680,          2.47411997,          3.77650169,          2.61577985,          5.36544590,          0.04877809,          0.00095144,          0.05650384,         10.95859881,          0.25684152,         10.65008881
,,,,,,  160.200000,    4.802675,          2.50389690,          0.05858332,          2.43748029,          3.78027414,          2.61585258,          5.36983518,          0.04793940,          0.00093301,          0.05562028,         10.77826646,          0.25217757,         10.49236977
,,,,,,  160.400000,    4.808671,          2.46312130,          0.05753493,          2.40176304,          3.78398378,          2.61592398,          5.37415785,          0.04712298,          0.00091518,          0.05475893,         10.60274396,          0.24766467,         10.33862140
,,,,,,  160.600000,    4.814667,          2.42342368,          0.05652015,          2.36693769,          3.78763221,          2.61599409,          5.37841551,          0.04632806,          0.00089793,          0.05391905,         10.43186170,          0.24329644,         10.18871229
,,,,,,  160.800000,    4.820663,          2.38476634,          0.05553758,          2.33297496,          3.79122098,          2.61606294,          5.38260974,          0.04555389,          0.00088124,          0.05309994,         10.26545746,          0.23906689,         10.04251645
,,,,,,  161.000000,    4.826659,          2.34711325,          0.05458590,          2.29984678,          3.79475159,          2.61613057,          5.38674205,          0.04479976,          0.00086507,          0.05230094,         10.10337611,          0.23497030,          9.89991301
,,,,,,  161.200000,    4.832654,          2.31042992,          0.05366386,          2.26752622,          3.79822549,          2.61619702,          5.39081391,          0.04406500,          0.00084942,          0.05152141,          9.94546913,          0.23100126,          9.76078602
,,,,,,  161.400000,    4.838650,          2.27468331,          0.05277024,          2.23598741,          3.80164408,          2.61626233,          5.39482674,          0.04334894,          0.00083425,          0.05076071,          9.79159439,          0.22715461,          9.62502417
,,,,,,  161.600000,    4.844646,          2.23984180,          0.05190393,          2.20520553,          3.80500873,          2.61632652,          5.39878194,          0.04265097,          0.00081955,          0.05001826,          9.64161574,          0.22342548,          9.49252058
,,,,,,  161.800000,    4.850642,          2.20587509,          0.05106383,          2.17515673,          3.80832073,          2.61638963,          5.40268083,          0.04197049,          0.00080529,          0.04929348,          9.49540274,          0.21980921,          9.36317261
,,,,,,  162.000000,    4.856638,          2.17275413,          0.05024893,          2.14581810,          3.81158138,          2.61645170,          5.40652471,          0.04130692,          0.00079147,          0.04858583,          9.35283040,          0.21630138,          9.23688164
,,,,,,  162.200000,    4.862634,          2.14045110,          0.04945824,          2.11716762,          3.81479190,          2.61651275,          5.41031485,          0.04065972,          0.00077807,          0.04789478,          9.21377885,          0.21289780,          9.11355288
,,,,,,  162.400000,    4.868630,          2.10893927,          0.04869085,          2.08918412,          3.81795348,          2.61657281,          5.41405247,          0.04002834,          0.00076506,          0.04721982,          9.07813316,          0.20959445,          8.99309521
,,,,,,  162.600000,    4.874625,          2.07819305,          0.04794585,          2.06184725,          3.82106729,          2.61663191,          5.41773876,          0.03941230,          0.00075244,          0.04656046,          8.94578305,          0.20638754,          8.87542100
,,,,,,  162.800000,    4.880621,          2.04818782,          0.04722240,          2.03513742,          3.82413444,          2.61669007,          5.42137487,          0.03881109,          0.00074018,          0.04591623,          8.81662267,          0.20327341,          8.76044594
,,,,,,  163.000000,    4.886617,          2.01890000,          0.04651971,          2.00903579,          3.82715603,          2.61674733,          5.42496191,          0.03822425,          0.00072828,          0.04528668,          8.69055040,          0.20024861,          8.64808893
,,,,,,  163.200000,    4.892613,          1.99030691,          0.04583701,          1.98352421,          3.83013311,          2.61680371,          5.42850098,          0.03765133,          0.00071672,          0.04467137,          8.56746868,          0.19730984,          8.53827187
,,,,,,  163.400000,    4.898609,          1.96238677,          0.04517356,          1.95858522,          3.83306669,          2.61685922,          5.43199313,          0.03709190,          0.00070549,          0.04406988,          8.44728373,          0.19445395,          8.43091960
,,,,,,  163.600000,    4.904605,          1.93511865,          0.04452866,          1.93420201,          3.83595779,          2.61691391,          5.43543938,          0.03654554,          0.00069458,          0.04348181,          8.32990547,          0.19167792,          8.32595971
,,,,,,  163.800000,    4.910600,          1.90848243,          0.04390165,          1.91035837,          3.83880735,          2.61696777,          5.43884074,          0.03601186,          0.00068397,          0.04290677,          8.21524730,          0.18897888,          8.22332245
,,,,,,  164.000000,    4.916596,          1.88245877,          0.04329188,          1.88703869,          3.84161631,          2.61702085,          5.44219816,          0.03549045,          0.00067365,          0.04234437,          8.10322594,          0.18635410,          8.12294061
,,,,,,  164.200000,    4.922592,          1.85702906,          0.04269876,          1.86422791,          3.84438559,          2.61707316,          5.44551260,          0.03498097,          0.00066362,          0.04179427,          7.99376127,          0.18380095,          8.02474940
,,,,,,  164.400000,    4.928588,          1.83217539,          0.04212169,          1.84191152,          3.84711605,          2.61712472,          5.44878496,          0.03448304,          0.00065386,          0.04125610,          7.88677623,          0.18131691,          7.92868636
,,,,,,  164.600000,    4.934584,          1.80788052,          0.04156013,          1.82007553,          3.84980857,          2.61717555,          5.45201614,          0.03399633,          0.00064436,          0.04072954,          7.78219663,          0.17889959,          7.83469125
,,,,,,  164.800000,    4.940580,          1.78412788,          0.04101353,          1.79870645,          3.85246396,          2.61722567,          5.45520700,          0.03352050,          0.00063512,          0.04021425,          7.67995107,          0.17654670,          7.74270595
,,,,,,  165.000000,    4.946576,          1.76090147,          0.04048139,          1.77779124,          3.85508303,          2.61727509,          5.45835838,          0.03305524,          0.00062613,          0.03970992,          7.57997076,          0.17425604,          7.65267440
,,,,,,  165.200000,    4.952571,          1.73818591,          0.03996321,          1.75731733,          3.85766658,          2.61732384,          5.46147111,          0.03260023,          0.00061737,          0.03921625,          7.48218945,          0.17202550,          7.56454247
,,,,,,  165.400000,    4.958567,          1.71596638,          0.03945853,          1.73727258,          3.86021536,          2.61737194,          5.46454598,          0.03215519,          0.00060884,          0.03873295,          7.38654332,          0.16985308,          7.47825792
,,,,,,  165.600000,    4.964563,          1.69422858,          0.03896691,          1.71764528,          3.86273011,          2.61741939,          5.46758377,          0.03171983,          0.00060054,          0.03825972,          7.29297084,          0.16773683,          7.39377030
,,,,,,  165.800000,    4.970559,          1.67295872,          0.03848790,          1.69842410,          3.86521156,          2.61746622,          5.47058523,          0.03129386,          0.00059245,          0.03779631,          7.20141268,          0.16567490,          7.31103088
,,,,,,  166.000000,    4.976555,          1.65214353,          0.03802111,          1.67959811,          3.86766040,          2.61751243,          5.47355110,          0.03087704,          0.00058456,          0.03734244,          7.11181167,          0.16366553,          7.22999258
,,,,,,  166.200000,    4.982551,          1.63177018,          0.03756612,          1.66115674,          3.87007732,          2.61755806,          5.47648210,          0.03046909,          0.00057688,          0.03689786,          7.02411262,          0.16170701,          7.15060991
,,,,,,  166.400000,    4.988547,          1.61182631,          0.03712257,          1.64308977,          3.87246298,          2.61760310,          5.47937891,          0.03006977,          0.00056938,          0.03646232,          6.93826229,          0.15979770,          7.07283890
,,,,,,  166.600000,    4.994542,          1.59229998,          0.03669009,          1.62538733,          3.87481803,          2.61764758,          5.48224224,          0.02967885,          0.00056208,          0.03603559,          6.85420933,          0.15793603,          6.99663704
,,,,,,  166.800000,    5.000538,          1.57317968,          0.03626832,          1.60803987,          3.87714309,          2.61769151,          5.48507272,          0.02929609,          0.00055496,          0.03561743,          6.77190413,          0.15612051,          6.92196322
,,,,,,  167.000000,    5.006534,          1.55445427,          0.03585694,          1.59103815,          3.87943878,          2.61773489,          5.48787102,          0.02892126,          0.00054801,          0.03520761,          6.69129881,          0.15434967,          6.84877768
,,,,,,  167.200000,    5.012530,          1.53611302,          0.03545562,          1.57437324,          3.88170568,          2.61777776,          5.49063776,          0.02855416,          0.00054123,          0.03480593,          6.61234713,          0.15262214,          6.77704195
,,,,,,  167.400000,    5.018526,          1.51814555,          0.03506404,          1.55803649,          3.88394439,          2.61782010,          5.49337355,          0.02819458,          0.00053462,          0.03441218,          6.53500440,          0.15093656,          6.70671882
