../../../../pdielec -processors 4 -vmin 300 -vmax 800 -matrix ptfe -sigma 5 -sphere -needle 0 0 1 -plate 1 0 0 -csv command1.csv -masses program -hessian crystal -program crystal ZnO_CPHF.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   6,  373.28,        16.258071,               68700.105030,  8747.1690,     5.0
   7,  398.07,        15.468640,               65364.283764,  8322.4391,     5.0
   8,  398.07,        15.468640,               65364.283764,  8322.4391,     5.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  384.000000,   11.512030,          2.17479094,        531.94457844,        251.29123169,          2.64268903,         -0.57179465,          1.44002798,          0.01139572,          0.69263072,          1.02585527,          7.34536010,       1796.64371950,        848.73656293
,,,,,,  384.200000,   11.518026,          2.18532718,        514.14424862,        243.40678637,          2.64360131,         -0.52283118,          1.51444308,          0.01144694,          0.66886532,          1.01280779,          7.38094627,       1736.52307521,        822.10683545
,,,,,,  384.400000,   11.524022,          2.19593388,        496.44290407,        236.24300048,          2.64451769,         -0.47535215,          1.58813251,          0.01149851,          0.64628785,          1.00133749,          7.41677042,       1676.73675386,        797.91113640
,,,,,,  384.600000,   11.530018,          2.20661167,        478.83777390,        229.74542403,          2.64543819,         -0.42929579,          1.66118363,          0.01155042,          0.62482178,          0.99139411,          7.45283467,       1617.27539672,        775.96556089
,,,,,,  384.800000,   11.536014,          2.21736117,        461.32930784,        223.86471444,          2.64636285,         -0.38460334,          1.73368225,          0.01160269,          0.60439653,          0.98293488,          7.48914112,       1558.14052280,        756.10345423
,,,,,,  385.000000,   11.542010,          2.22818302,        443.92184798,        218.55642800,          2.64729169,         -0.34121888,          1.80571280,          0.01165530,          0.58494698,          0.97592411,          7.52569194,       1499.34679746,        738.17470773
,,,,,,  385.200000,   11.548005,          2.23907786,        426.62439732,        213.78073833,          2.64822474,         -0.29908921,          1.87735856,          0.01170827,          0.56641290,          0.97033294,          7.56248930,       1440.92462842,        722.04480773
,,,,,,  385.400000,   11.554001,          2.25004635,        409.45146206,        209.50211963,          2.64916203,         -0.25816372,          1.94870189,          0.01176160,          0.54873860,          0.96613904,          7.59953539,       1382.92301033,        707.59376580
,,,,,,  385.600000,   11.559997,          2.26108914,        392.42391715,        205.68902054,          2.65010358,         -0.21839422,          2.01982442,          0.01181529,          0.53187247,          0.96332642,          7.63683243,       1325.41244839,        694.71501713
,,,,,,  385.800000,   11.565993,          2.27220690,        375.56980791,        202.31354527,          2.65104943,         -0.17973488,          2.09080729,          0.01186935,          0.51576667,          0.96188534,          7.67438268,       1268.48766575,        683.31434364
,,,,,,  386.000000,   11.571989,          2.28340030,        358.92495442,        199.35115246,          2.65199961,         -0.14214206,          2.16173132,          0.01192378,          0.50037682,          0.96181221,          7.71218840,       1212.26964475,        673.30885688
,,,,,,  386.200000,   11.577985,          2.29467002,        342.53317832,        196.78037774,          2.65295414,         -0.10557420,          2.23267728,          0.01197858,          0.48566166,          0.96310957,          7.75025189,       1156.90639305,        664.62606089
,,,,,,  386.400000,   11.583981,          2.30601674,        326.44593883,        194.58258288,          2.65391306,         -0.06999174,          2.30372603,          0.01203376,          0.47158283,          0.96578612,          7.78857548,       1102.57171429,        657.20300501
,,,,,,  386.600000,   11.589976,          2.31744117,        310.72116958,        192.74173260,          2.65487639,         -0.03535698,          2.37495882,          0.01208931,          0.45810464,          0.96985682,          7.82716151,       1049.46127937,        650.98553006
,,,,,,  386.800000,   11.595972,          2.32894401,        295.42117658,        191.24419893,          2.65584416,         -0.00163401,          2.44645742,          0.01214525,          0.44519380,          0.97534301,          7.86601237,        997.78552695,        645.92760755
,,,,,,  387.000000,   11.601968,          2.34052597,        280.60960638,        190.07859216,          2.65681641,          0.03121139,          2.51830437,          0.01220157,          0.43281931,          0.98227264,          7.90513045,        947.75942337,        641.99076870
,,,,,,  387.200000,   11.607964,          2.35218777,        266.34770714,        189.23561722,          2.65779317,          0.06321188,          2.59058317,          0.01225829,          0.42095221,          0.99068054,          7.94451818,        899.58983440,        639.14361940
,,,,,,  387.400000,   11.613960,          2.36393013,        252.69032865,        188.70795414,          2.65877447,          0.09439857,          2.66337850,          0.01231539,          0.40956546,          1.00060868,          7.98417803,        853.46201530,        637.36143643
,,,,,,  387.600000,   11.619956,          2.37575379,        239.68225369,        188.49016121,          2.65976033,          0.12480116,          2.73677642,          0.01237290,          0.39863376,          1.01210665,          8.02411248,        809.52721999,        636.62584046
,,,,,,  387.800000,   11.625952,          2.38765950,        227.35544586,        188.57859980,          2.66075080,          0.15444799,          2.81086455,          0.01243081,          0.38813345,          1.02523210,          8.06432404,        767.89340554,        636.92454193
,,,,,,  388.000000,   11.631947,          2.39964802,        215.72761946,        188.97137957,          2.66174589,          0.18336612,          2.88573225,          0.01248912,          0.37804239,          1.04005127,          8.10481526,        728.62040207,        638.25115629
,,,,,,  388.200000,   11.637943,          2.41172009,        204.80224523,        189.66832360,          2.66274566,          0.21158139,          2.96147085,          0.01254784,          0.36833978,          1.05663967,          8.14558872,        691.71993199,        640.60508593
,,,,,,  388.400000,   11.643939,          2.42387650,        194.56980991,        190.67095262,          2.66375012,          0.23911849,          3.03817375,          0.01260697,          0.35900617,          1.07508281,          8.18664701,        657.15986430,        643.99146714
,,,,,,  388.600000,   11.649935,          2.43611802,        185.00994683,        191.98248826,          2.66475931,          0.26600101,          3.11593661,          0.01266652,          0.35002326,          1.09547707,          8.22799277,        624.87141045,        648.42118101
,,,,,,  388.800000,   11.655931,          2.44844544,        176.09398956,        193.60787526,          2.66577326,          0.29225151,          3.19485747,          0.01272648,          0.34137388,          1.11793065,          8.26962865,        594.75774958,        653.91092836
,,,,,,  389.000000,   11.661927,          2.46085956,        167.78755378,        195.55382289,          2.66679202,          0.31789156,          3.27503681,          0.01278688,          0.33304188,          1.14256474,          8.31155737,        566.70274860,        660.48336980
,,,,,,  389.200000,   11.667922,          2.47336119,        160.05286889,        197.82886629,          2.66781560,          0.34294181,          3.35657766,          0.01284770,          0.32501207,          1.16951477,          8.35378163,        540.57883722,        668.16733277
,,,,,,  389.400000,   11.673918,          2.48595114,        152.85070930,        200.44344857,          2.66884405,          0.36742202,          3.43958555,          0.01290895,          0.31727015,          1.19893186,          8.39630420,        516.25353093,        676.99808887
,,,,,,  389.600000,   11.679914,          2.49863024,        146.14188058,        203.41002495,          2.66987740,          0.39135109,          3.52416847,          0.01297064,          0.30980265,          1.23098453,          8.43912788,        493.59445052,        687.01770564
,,,,,,  389.800000,   11.685910,          2.51139932,        139.88828562,        206.74319061,          2.67091569,          0.41474715,          3.61043672,          0.01303277,          0.30259688,          1.26586052,          8.48225547,        472.47292288,        698.27547832
,,,,,,  390.000000,   11.691906,          2.52425923,        134.05363236,        210.45983422,          2.67195895,          0.43762756,          3.69850264,          0.01309534,          0.29564086,          1.30376903,          8.52568984,        452.76637157,        710.82844846
,,,,,,  390.200000,   11.697902,          2.53721082,        128.60385730,        214.57931972,          2.67300721,          0.46000894,          3.78848020,          0.01315837,          0.28892328,          1.34494307,          8.56943387,        434.35974702,        724.74201773
,,,,,,  390.400000,   11.703898,          2.55025497,        123.50733598,        219.12369905,          2.67406051,          0.48190727,          3.88048444,          0.01322185,          0.28243348,          1.38964232,          8.61349050,        417.14623758,        740.09066668
,,,,,,  390.600000,   11.709893,          2.56339254,        118.73494205,        224.11795962,          2.67511890,          0.50333783,          3.97463062,          0.01328578,          0.27616135,          1.43815627,          8.65786267,        401.02746895,        756.95879026
,,,,,,  390.800000,   11.715889,          2.57662443,        114.26000402,        229.59031017,          2.67618239,          0.52431531,          4.07103316,          0.01335018,          0.27009736,          1.49080780,          8.70255339,        385.91335814,        775.44166354
,,,,,,  391.000000,   11.721885,          2.58995152,        110.05819706,        235.57250987,          2.67725104,          0.54485381,          4.16980417,          0.01341505,          0.26423248,          1.54795730,          8.74756567,        371.72174798,        795.64655321
,,,,,,  391.200000,   11.727881,          2.60337473,        106.10739701,        242.10024586,          2.67832488,          0.56496685,          4.27105149,          0.01348038,          0.25855817,          1.61000731,          8.79290259,        358.37791407,        817.69399264
,,,,,,  391.400000,   11.733877,          2.61689498,        102.38751560,        249.21356511,          2.67940394,          0.58466742,          4.37487618,          0.01354620,          0.25306633,          1.67740778,          8.83856724,        345.81400830,        841.71924052
,,,,,,  391.600000,   11.739873,          2.63051319,         98.88032992,        256.95736727,          2.68048827,          0.60396803,          4.48136929,          0.01361249,          0.24774928,          1.75066203,          8.88456277,        333.96848267,        867.87394551
,,,,,,  391.800000,   11.745869,          2.64423030,         95.56931416,        265.38196577,          2.68157791,          0.62288066,          4.59060761,          0.01367927,          0.24259976,          1.83033353,          8.93089236,        322.78552132,        896.32804128
,,,,,,  392.000000,   11.751864,          2.65804728,         92.43947916,        274.54372492,          2.68267288,          0.64141685,          4.70264832,          0.01374654,          0.23761086,          1.91705347,          8.97755921,        312.21449826,        927.27189840
,,,,,,  392.200000,   11.757860,          2.67196507,         89.47722224,        284.50578123,          2.68377323,          0.65958771,          4.81752206,          0.01381430,          0.23277602,          2.01152928,          9.02456658,        302.20947048,        960.91876057
,,,,,,  392.400000,   11.763856,          2.68598466,         86.67018905,        295.33885705,          2.68487901,          0.67740391,          4.93522418,          0.01388257,          0.22808902,          2.11455415,          9.07191776,        292.72871112,        997.50749261
,,,,,,  392.600000,   11.769852,          2.70010703,         84.00714757,        307.12217394,          2.68599024,          0.69487573,          5.05570353,          0.01395133,          0.22354395,          2.22701749,          9.11961609,        283.73428397,       1037.30566547
,,,,,,  392.800000,   11.775848,          2.71433318,         81.47787415,        319.94447185,          2.68710698,          0.71201305,          5.17884829,          0.01402061,          0.21913518,          2.34991643,          9.16766494,        275.19165869,       1080.61299847
,,,,,,  393.000000,   11.781844,          2.72866413,         79.07305104,        333.90513683,          2.68822926,          0.72882541,          5.30446796,          0.01409041,          0.21485737,          2.48436807,          9.21606773,        267.06936452,       1127.76516822
,,,,,,  393.200000,   11.787839,          2.74310088,         76.78417446,        349.11543505,          2.68935712,          0.74532198,          5.43227068,          0.01416072,          0.21070542,          2.63162245,          9.26482791,        259.33867998,       1179.13797635
,,,,,,  393.400000,   11.793835,          2.75764449,         74.60347248,        365.69984194,          2.69049060,          0.76151160,          5.56183452,          0.01423156,          0.20667449,          2.79307560,          9.31394897,        251.97335534,       1235.15183886
,,,,,,  393.600000,   11.799831,          2.77229600,         72.52383169,        383.79744223,          2.69162975,          0.77740280,          5.69257145,          0.01430293,          0.20275996,          2.97028197,          9.36343448,        244.94936501,       1296.27651466
,,,,,,  393.800000,   11.805827,          2.78705648,         70.53873177,        403.56335596,          2.69277461,          0.79300378,          5.82368227,          0.01437484,          0.19895743,          3.16496506,          9.41328799,        238.24468668,       1363.03592196
,,,,,,  394.000000,   11.811823,          2.80192698,         68.64218728,        425.17011525,          2.69392522,          0.80832248,          5.95410037,          0.01444729,          0.19526271,          3.37902443,          9.46351316,        231.83910443,       1436.01278826
,,,,,,  394.200000,   11.817819,          2.81690862,         66.82869562,        448.80887222,          2.69508163,          0.82336655,          6.08242230,          0.01452028,          0.19167179,          3.61453619,          9.51411365,        225.71403326,       1515.85273016
,,,,,,  394.400000,   11.823815,          2.83200248,         65.09319074,        474.69025506,          2.69624387,          0.83814335,          6.20682265,          0.01459383,          0.18818086,          3.87374307,          9.56509318,        219.85236258,       1603.26714476
,,,,,,  394.600000,   11.829810,          2.84720968,         63.43100179,        503.04460007,          2.69741200,          0.85266002,          6.32495122,          0.01466794,          0.18478628,          4.15902825,          9.61645553,        214.23831657,       1699.03399334
,,,,,,  394.800000,   11.835806,          2.86253135,         61.83781619,        534.12116573,          2.69858605,          0.86692343,          6.43381097,          0.01474261,          0.18148456,          4.47286481,          9.66820449,        208.85732948,       1803.99514676
,,,,,,  395.000000,   11.841802,          2.87796863,         60.30964661,        568.18577260,          2.69976608,          0.88094021,          6.52961703,          0.01481785,          0.17827238,          4.81772993,          9.72034395,        203.69593412,       1919.04841449
,,,,,,  395.200000,   11.847798,          2.89352268,         58.84280146,        605.51610707,          2.70095212,          0.89471679,          6.60763989,          0.01489366,          0.17514656,          5.19596939,          9.77287779,        198.74166213,       2045.13168272
,,,,,,  395.400000,   11.853794,          2.90919468,         57.43385839,        646.39367942,          2.70214423,          0.90825936,          6.66204156,          0.01497006,          0.17210407,          5.60959435,          9.82580999,        193.98295453,       2183.19575293
,,,,,,  395.600000,   11.859790,          2.92498581,         56.07964059,        691.09116046,          2.70334244,          0.92157393,          6.68572193,          0.01504704,          0.16914199,          6.05998950,          9.87914456,        189.40908157,       2334.16157127
,,,,,,  395.800000,   11.865785,          2.94089727,         54.77719538,        739.85358756,          2.70454682,          0.93466627,          6.67020534,          0.01512462,          0.16625754,          6.54751094,          9.93288555,        185.01007067,       2498.85675182
,,,,,,  396.000000,   11.871781,          2.95693028,         53.52377511,        792.87183814,          2.70575739,          0.94754200,          6.60561524,          0.01520279,          0.16344806,          7.07095695,          9.98703707,        180.77664159,       2677.92598342
,,,,,,  396.200000,   11.877777,          2.97308608,         52.31681983,        850.24700060,          2.70697422,          0.96020654,          6.48080639,          0.01528158,          0.16071100,          7.62690917,         10.04160329,        176.70014805,       2871.71069234
,,,,,,  396.400000,   11.883773,          2.98936590,         51.15394167,        911.94510466,          2.70819735,          0.97266513,          6.28374545,          0.01536097,          0.15804392,          8.20897199,         10.09658843,        172.77252511,       3080.09614388
,,,,,,  396.600000,   11.889769,          3.00577102,         50.03291083,        977.74344829,          2.70942683,          0.98492285,          6.00224315,          0.01544099,          0.15544448,          8.80698879,         10.15199674,        168.98624152,       3302.33016152
,,,,,,  396.800000,   11.895765,          3.02230272,         48.95164276,       1047.17277273,          2.71066271,          0.99698462,          5.62512761,          0.01552163,          0.15291043,          9.40638666,         10.20783257,        165.33425676,       3536.82782303
,,,,,,  397.000000,   11.901761,          3.03896229,         47.90818665,       1119.46378639,          2.71190504,          1.00885518,          5.14388684,          0.01560290,          0.15043963,          9.98788479,         10.26410029,        161.80998201,       3780.99084476
,,,,,,  397.200000,   11.907756,          3.05575104,         46.90071500,       1193.51131842,          2.71315386,          1.02053915,          4.55467960,          0.01568481,          0.14803000,         10.52786403,         10.32080434,        158.40724479,       4031.08651030
,,,,,,  397.400000,   11.913752,          3.07267031,         45.92751404,       1267.87290896,          2.71440924,          1.03204100,          3.86041975,          0.01576736,          0.14567956,         10.99968209,         10.37794921,        155.12025689,       4282.24290896
,,,,,,  397.600000,   11.919748,          3.08972145,         44.98697512,       1340.81810563,          2.71567122,          1.04336505,          3.07242961,          0.01585057,          0.14338643,         11.37606923,         10.43553945,        151.94358508,       4528.61543494
,,,,,,  397.800000,   11.925744,          3.10690582,         44.07758683,       1410.43734969,          2.71693985,          1.05451549,          2.21103873,          0.01593443,          0.14114876,         11.63242859,         10.49357968,        148.87212457,       4763.75455030
,,,,,,  398.000000,   11.931740,          3.12422480,         43.19792780,       1474.80449901,          2.71821519,          1.06549639,          1.30460670,          0.01601896,          0.13896480,         11.75046391,         10.55207457,        145.90107469,       4981.15470673
,,,,,,  398.200000,   11.937736,          3.14167979,         42.34666015,       1532.16849204,          2.71949728,          1.07631170,          0.38683549,          0.01610417,          0.13683288,         11.72124472,         10.61102884,        143.02591678,       5174.90169087
,,,,,,  398.400000,   11.943732,          3.15927222,         41.52252352,       1581.13535381,          2.72078619,          1.08696522,         -0.50719273,          0.01619005,          0.13475137,         11.54680988,         10.67044731,        140.24239388,       5340.28734989
,,,,,,  398.600000,   11.949727,          3.17700352,         40.72432950,       1620.79991700,          2.72208197,          1.09746068,         -1.34532336,          0.01627662,          0.13271871,         11.23979505,         10.73033481,        137.54649223,       5474.25447959
,,,,,,  398.800000,   11.955723,          3.19487516,         39.95095669,       1650.80000105,          2.72338467,          1.10780168,         -2.10191200,          0.01636389,          0.13073340,         10.82120614,         10.79069628,        134.93442425,       5575.57981455
,,,,,,  399.000000,   11.961719,          3.21288859,         39.20134602,       1671.28877321,          2.72469435,          1.11799169,         -2.75990494,          0.01645186,          0.12879401,         10.31703579,         10.85153670,        132.40261295,       5644.78067742
,,,,,,  399.200000,   11.967715,          3.23104533,         38.47449654,       1682.84299379,          2.72601106,          1.12803412,         -3.31119751,          0.01654054,          0.12689915,          9.75466425,         10.91286112,        129.94767759,       5683.80507710
,,,,,,  399.400000,   11.973711,          3.24934689,         37.76946150,       1686.33703776,          2.72733486,          1.13793226,         -3.75557731,          0.01662994,          0.12504748,          9.15984476,         10.97467466,        127.56642053,       5695.60621657
,,,,,,  399.600000,   11.979707,          3.26779480,         37.08534476,       1682.81269022,          2.72866581,          1.14768929,         -4.09884362,          0.01672006,          0.12323772,          8.55470260,         11.03698251,        125.25581506,       5683.70272675
,,,,,,  399.800000,   11.985702,          3.28639062,         36.42129747,       1673.36639427,          2.73000397,          1.15730834,         -4.35070174,          0.01681092,          0.12146863,          7.95679310,         11.09978993,        123.01299424,       5651.79784609
,,,,,,  400.000000,   11.991698,          3.30513593,         35.77651507,       1659.06466207,          2.73134939,          1.16679241,         -4.52286418,          0.01690252,          0.11973902,          7.37901016,         11.16310223,        120.83524057,       5603.49372122
,,,,,,  400.200000,   11.997694,          3.32403232,         35.15023438,       1640.88915193,          2.73270213,          1.17614443,         -4.62757661,          0.01699487,          0.11804774,          6.83004322,         11.22692484,        118.71997647,       5542.10590478
,,,,,,  400.400000,   12.003690,          3.34308142,         34.54173105,       1619.70727868,          2.73406226,          1.18536725,         -4.67661381,          0.01708798,          0.11639369,          6.31510240,         11.29126320,        116.66475545,       5470.56409181
,,,,,,  400.600000,   12.009686,          3.36228487,         33.95031714,       1596.26195083,          2.73542983,          1.19446364,         -4.68068812,          0.01718185,          0.11477579,          5.83670714,         11.35612287,        114.66725396,       5391.37745708
,,,,,,  400.800000,   12.015682,          3.38164432,         33.37533886,       1571.17401860,          2.73680491,          1.20343630,         -4.64917141,          0.01727650,          0.11319301,          5.39541552,         11.42150946,        112.72526383,       5306.64292325
,,,,,,  401.000000,   12.021678,          3.40116148,         32.81617451,       1544.95213309,          2.73818755,          1.21228784,         -4.59003013,          0.01737193,          0.11164437,          4.99043676,         11.48742868,        110.83668527,       5218.07846028
,,,,,,  401.200000,   12.027673,          3.42083804,         32.27223254,       1518.00615246,          2.73957782,          1.22102081,         -4.50988970,          0.01746815,          0.11012890,          4.62011267,         11.55388630,        108.99952036,       5127.06836481
,,,,,,  401.400000,   12.033669,          3.44067574,         31.74294980,       1490.66154767,          2.74097579,          1.22963769,         -4.41416715,          0.01756518,          0.10864568,          4.28227700,         11.62088816,        107.21186700,       5034.71191558
,,,,,,  401.600000,   12.039665,          3.46067633,         31.22778982,       1463.17328951,          2.74238151,          1.23814088,         -4.30723127,          0.01766302,          0.10719382,          3.97451229,         11.68844020,        105.47191330,       4941.87027684
,,,,,,  401.800000,   12.045661,          3.48084160,         30.72624131,       1435.73842291,          2.74379505,          1.24653273,         -4.19256533,          0.01776167,          0.10577245,          3.69432600,         11.75654844,        103.77793236,       4849.20896819
,,,,,,  402.000000,   12.051657,          3.50117336,         30.23781669,       1408.50700412,          2.74521648,          1.25481553,         -4.07291874,          0.01786116,          0.10438074,          3.43926589,         11.82521897,        102.12827735,       4757.23480485
,,,,,,  402.200000,   12.057653,          3.52167342,         29.76205074,       1381.59135653,          2.74664587,          1.26299149,         -3.95044131,          0.01796148,          0.10301790,          3.20699145,         11.89445797,        100.52137705,       4666.32715928
,,,,,,  402.400000,   12.063649,          3.54234365,         29.29849938,       1355.07375324,          2.74808327,          1.27106279,         -3.82679820,          0.01806265,          0.10168313,          2.99531438,         11.96427171,         98.95573156,       4576.76390900
,,,,,,  402.600000,   12.069644,          3.56318593,         28.84673848,       1329.01270462,          2.74952876,          1.27903153,         -3.70326604,          0.01816467,          0.10037569,          2.80221803,         12.03466654,         97.42990833,       4488.74267294
,,,,,,  402.800000,   12.075640,          3.58420216,         28.40636274,       1303.44805113,          2.75098240,          1.28689975,         -3.58081202,          0.01826757,          0.09909485,          2.62586290,         12.10564890,         95.94253852,       4402.39801222
,,,,,,  403.000000,   12.081636,          3.60539428,         27.97698471,       1278.40505615,          2.75244427,          1.29466947,         -3.46015833,          0.01837134,          0.09783992,          2.46458340,         12.17722532,         94.49231350,       4317.81525403
,,,,,,  403.200000,   12.087632,          3.62676425,         27.55823381,       1253.89767588,          2.75391444,          1.30234263,         -3.34183395,          0.01847600,          0.09661021,          2.31687922,         12.24940243,         93.07798164,       4235.04153544
,,,,,,  403.400000,   12.093628,          3.64831406,         27.14975545,       1229.93115937,          2.75539296,          1.30992114,         -3.22621630,          0.01858155,          0.09540506,          2.18140383,         12.32218694,         91.69834525,       4154.09458512
,,,,,,  403.600000,   12.099624,          3.67004572,         26.75121014,       1206.50410815,          2.75687993,          1.31740683,         -3.11356441,          0.01868801,          0.09422384,          2.05695174,         12.39558566,         90.35225778,       4074.96967972
,,,,,,  403.800000,   12.105619,          3.69196128,         26.36227277,       1183.61010238,          2.75837541,          1.32480151,         -3.00404521,          0.01879539,          0.09306594,          1.94244534,         12.46960551,         89.03862116,       3997.64513625
,,,,,,  404.000000,   12.111615,          3.71406281,         25.98263183,       1161.23898095,          2.75987947,          1.33210695,         -2.89775449,          0.01890370,          0.09193075,          1.83692218,         12.54425347,         87.75638324,       3922.08663554
,,,,,,  404.200000,   12.117611,          3.73635242,         25.61198872,       1139.37784611,          2.76139218,          1.33932486,         -2.79473335,          0.01901295,          0.09081771,          1.73952295,         12.61953666,         86.50453552,       3848.25061540
,,,,,,  404.400000,   12.123607,          3.75883224,         25.25005711,       1118.01184937,          2.76291363,          1.34645691,         -2.69498126,          0.01912315,          0.08972625,          1.64948033,         12.69546228,         85.28211090,       3776.08692501
,,,,,,  404.600000,   12.129603,          3.78150443,         24.89656232,       1097.12480402,          2.76444388,          1.35350474,         -2.59846628,          0.01923431,          0.08865584,          1.56610882,         12.77203764,         84.08818164,       3705.54089377
,,,,,,  404.800000,   12.135599,          3.80437118,         24.55124073,       1076.69966048,          2.76598302,          1.36046993,         -2.50513317,          0.01934645,          0.08760594,          1.48879563,         12.84927015,         82.92185737,       3636.55493670
,,,,,,  405.000000,   12.141595,          3.82743474,         24.21383925,       1056.71887310,          2.76753112,          1.36735404,         -2.41490967,          0.01945956,          0.08657606,          1.41699246,         12.92716734,         81.78228329,       3569.06979329
,,,,,,  405.200000,   12.147590,          3.85069734,         23.88411480,       1037.16468124,          2.76908826,          1.37415859,         -2.32771147,          0.01957368,          0.08556570,          1.35020817,         13.00573682,         80.66863842,       3503.02547698
,,,,,,  405.400000,   12.153586,          3.87416128,         23.56183386,       1018.01932274,          2.77065452,          1.38088506,         -2.24344605,          0.01968880,          0.08457439,          1.28800236,         13.08498634,         79.58013400,       3438.36199607
,,,,,,  405.600000,   12.159582,          3.89782890,         23.24677197,        999.26519413,          2.77222998,          1.38753488,         -2.16201567,          0.01980494,          0.08360165,          1.22997958,         13.16492374,         78.51601190,       3375.01989473
,,,,,,  405.800000,   12.165578,          3.92170254,         22.93871330,        980.88496875,          2.77381472,          1.39410947,         -2.08331971,          0.01992212,          0.08264706,          1.17578431,         13.24555699,         77.47554322,       3312.94065222
,,,,,,  406.000000,   12.171574,          3.94578459,         22.63745029,        962.86168209,          2.77540883,          1.40061022,         -2.00725642,          0.02004034,          0.08171016,          1.12509646,         13.32689418,         76.45802690,       3252.06697083
,,,,,,  406.200000,   12.177570,          3.97007749,         22.34278324,        945.17879113,          2.77701238,          1.40703845,         -1.93372427,          0.02015961,          0.08079054,          1.07762745,         13.40894349,         75.46278844,       3192.34297652
,,,,,,  406.400000,   12.183565,          3.99458370,         22.05451993,        927.82021360,          2.77862546,          1.41339549,         -1.86262300,          0.02027996,          0.07988779,          1.03311673,         13.49171326,         74.48917863,       3133.71435134
,,,,,,  406.600000,   12.189561,          4.01930572,         21.77247532,        910.77035143,          2.78024816,          1.41968262,         -1.79385432,          0.02040139,          0.07900151,          0.99132870,         13.57521191,         73.53657248,       3076.12841281
,,,,,,  406.800000,   12.195557,          4.04424608,         21.49647119,        894.01410207,          2.78188056,          1.42590109,         -1.72732252,          0.02052392,          0.07813132,          0.95205006,         13.65944802,         72.60436805,       3019.53415207
,,,,,,  407.000000,   12.201553,          4.06940736,         21.22633584,        877.53686041,          2.78352275,          1.43205213,         -1.66293477,          0.02064755,          0.07727684,          0.91508737,         13.74443028,         71.69198544,       2963.88224033
,,,,,,  407.200000,   12.207549,          4.09479217,         20.96190381,        861.32451355,          2.78517482,          1.43813693,         -1.60060148,          0.02077231,          0.07643771,          0.88026498,         13.83016752,         70.79886582,       2909.12501121
,,,,,,  407.400000,   12.213545,          4.12040316,         20.70301562,        845.36343013,          2.78683686,          1.44415667,         -1.54023638,          0.02089820,          0.07561358,          0.84742317,         13.91666868,         69.92447050,       2855.21642475
,,,,,,  407.600000,   12.219541,          4.14624302,         20.44951746,        829.64044564,          2.78850896,          1.45011248,         -1.48175662,          0.02102525,          0.07480411,          0.81641647,         14.00394285,         69.06828004,       2802.11201786
,,,,,,  407.800000,   12.225536,          4.17231448,         20.20126099,        814.14284486,          2.79019121,          1.45600550,         -1.42508282,          0.02115346,          0.07400896,          0.78711223,         14.09199927,         68.22979340,       2749.76884485
,,,,,,  408.000000,   12.231532,          4.19862032,         19.95810310,        798.85834220,          2.79188370,          1.46183680,         -1.37013902,          0.02128284,          0.07322781,          0.75938934,         14.18084728,         67.40852719,       2698.14541108
,,,,,,  408.200000,   12.237528,          4.22516335,         19.71990564,        783.77506064,          2.79358652,          1.46760747,         -1.31685266,          0.02141343,          0.07246035,          0.73313704,         14.27049641,         66.60401489,       2647.20160194
,,,,,,  408.400000,   12.243524,          4.25194642,         19.48653529,        768.88150991,          2.79529978,          1.47331854,         -1.26515445,          0.02154522,          0.07170626,          0.70825393,         14.36095628,         65.81580613,       2596.89860899
,,,,,,  408.600000,   12.249520,          4.27897244,         19.25786328,        754.16656420,          2.79702357,          1.47897104,         -1.21497833,          0.02167823,          0.07096527,          0.68464704,         14.45223671,         65.04346603,       2547.19885480
,,,,,,  408.800000,   12.255516,          4.30624435,         19.03376525,        739.61943989,          2.79875799,          1.48456597,         -1.16626134,          0.02181249,          0.07023707,          0.66223103,         14.54434763,         64.28657454,       2498.06591766
,,,,,,  409.000000,   12.261512,          4.33376514,         18.81412104,        725.22967347,          2.80050313,          1.49010430,         -1.11894346,          0.02194799,          0.06952139,          0.64092749,         14.63729914,         63.54472584,       2449.46445707
,,,,,,  409.200000,   12.267507,          4.36153784,         18.59881453,        710.98709997,          2.80225909,          1.49558701,         -1.07296758,          0.02208477,          0.06881795,          0.62066423,         14.73110149,         62.81752775,       2401.36014084
