../../../pdielec -matrix ptfe -sigma 5 -method maxwell -method bruggeman -method ap -vf 0.5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -LO 1 1 1 -csv command.csv -masses program -eckart -program qe Na2SO42.dynG
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   93.38,         0.412906,                1744.777527,   222.1520,     5.0
   7,  120.60,         1.390946,                5877.583475,   748.3572,     5.0
   8,  136.86,         3.005715,               12700.949152,  1617.1351,     5.0
  11,  183.22,         0.476814,                2014.823992,   256.5354,     5.0
  13,  208.29,         3.111573,               13148.263779,  1674.0889,     5.0
  15,  235.01,         3.506549,               14817.274683,  1886.5940,     5.0
  18,  378.13,         0.120970,                 511.169484,    65.0841,     5.0
  20,  442.38,         0.206739,                 873.594953,   111.2296,     5.0
  21,  522.03,         6.490971,               27428.245360,  3492.2727,     5.0
  23,  529.61,         3.590284,               15171.104715,  1931.6450,     5.0
  25,  560.99,         1.775122,                7500.953464,   955.0511,     5.0
  27,  665.08,        19.947433,               84289.871605, 10732.1198,     5.0
  30,  997.61,         7.982137,               33729.317511,  4294.5501,     5.0
  32, 1178.43,        27.137842,              114673.663564, 14600.7043,     5.0
  34, 1194.33,        23.721719,              100238.494587, 12762.7615,     5.0
,,,,,cm-1,thz,maxwell_needle[0 0 1]_real_dielectric(vf=0.5),maxwell_needle[0 0 1]_imag_dielectric(vf=0.5),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(vf=0.5),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.5),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.5),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coeficient_cm-1(vf=0.5),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),maxwell_plate(1 0 0)_real_dielectric(vf=0.5),maxwell_plate(1 0 0)_imag_dielectric(vf=0.5),maxwell_plate(1 0 0)_absorption_coeficient_cm-1(vf=0.5),maxwell_plate(1 0 0)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),bruggeman_needle[0 0 1]_real_dielectric(vf=0.5),bruggeman_needle[0 0 1]_imag_dielectric(vf=0.5),bruggeman_needle[0 0 1]_absorption_coeficient_cm-1(vf=0.5),bruggeman_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.5),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.5),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coeficient_cm-1(vf=0.5),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),bruggeman_plate(1 0 0)_real_dielectric(vf=0.5),bruggeman_plate(1 0 0)_imag_dielectric(vf=0.5),bruggeman_plate(1 0 0)_absorption_coeficient_cm-1(vf=0.5),bruggeman_plate(1 0 0)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5),ap_noshape[0 0 1]_real_dielectric(vf=0.5),ap_noshape[0 0 1]_imag_dielectric(vf=0.5),ap_noshape[0 0 1]_absorption_coeficient_cm-1(vf=0.5),ap_noshape[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.5)
,,,,,  127.200000,    3.813360,          3.77346572,          1.64065245,        286.74428637,         52.45387229,          2.50008659,          1.69305758,        353.74313529,         64.70991097,          2.14247627,          0.75137560,        175.57469395,         32.11771956,          3.64378934,          0.91696408,        165.45045889,         30.26570242,          3.54394497,          0.99990398,        182.58628935,         33.40034435,          3.14160994,          0.77355715,        150.36564311,         27.50625075,          3.83461429,          1.34315864,        234.60884297,         42.91678291
,,,,,  127.400000,    3.819356,          3.65480222,          1.65697049,        294.19249752,         53.81636681,          2.48998679,          1.57374640,        331.86320514,         60.70743519,          2.18477779,          0.71446983,        165.89303607,         30.34666266,          3.69987508,          0.90346056,        162.09976181,         29.65276244,          3.60750202,          0.98818359,        179.22749057,         32.78592233,          3.19269935,          0.76087160,        147.00985308,         26.89237912,          3.92215288,          1.33477347,        231.07256861,         42.26989545
,,,,,  127.600000,    3.825352,          3.53482854,          1.65326690,        298.51683936,         54.60741474,          2.49132124,          1.46260337,        310.49551330,         56.79866270,          2.22600386,          0.68051875,        157.03173678,         28.72567322,          3.75621098,          0.89300919,        159.32741198,         29.14561900,          3.67113587,          0.97957211,        176.47580937,         32.28255979,          3.24342883,          0.75029134,        144.11003595,         26.36191820,          4.00987202,          1.33038641,        228.28863415,         41.76063284
,,,,,  127.800000,    3.831348,          3.41831040,          1.62986960,        299.45856142,         54.77968310,          2.50181472,          1.35993741,        289.98670795,         53.04700553,          2.26615435,          0.64924493,        148.91354467,         27.24061970,          3.81280532,          0.88546622,        157.09934260,         28.73804029,          3.73490092,          0.97394974,        174.29752191,         31.88408764,          3.29386403,          0.74171931,        141.63806325,         25.90972248,          4.09788305,          1.32990280,        226.21999924,         41.38221933
,,,,,  128.000000,    3.837343,          3.30959707,          1.58854065,        296.98767560,         54.32768620,          2.51951060,          1.26569129,        270.57282875,         49.49564222,          2.30524079,          0.62040065,        141.46825632,         25.87865985,          3.86968283,          0.88071407,        155.38622437,         28.42466112,          3.79886092,          0.97122383,        172.66423108,         31.58531122,          3.34407205,          0.73507562,        139.56984322,         25.53138486,          4.18630349,          1.33326226,        224.83628427,         41.12909761
,,,,,  128.200000,    3.843339,          3.21213981,          1.53216647,        291.30453318,         53.28807411,          2.54276728,          1.17956475,        252.39590375,         46.17055381,          2.34328336,          0.59376455,        134.63238875,         24.62818079,          3.92688137,          0.87866038,        154.16332509,         28.20095727,          3.86308706,          0.97132758,        171.55256788,         31.38195568,          3.39412105,          0.73029636,        137.88497852,         25.22317409,          4.27525577,          1.34043749,        224.11337031,         40.99685561
,,,,,  128.400000,    3.849335,          3.12821685,          1.46429484,        282.80538229,         51.73333214,          2.57023345,          1.10110836,        235.52271336,         43.08395639,          2.38030866,          0.56913871,        128.34873720,         23.47871811,          3.98444922,          0.87923709,        153.41033548,         28.06321356,          3.92765632,          0.97421904,        170.94391515,         31.27061539,          3.44407990,          0.72733266,        136.56647332,         24.98198113,          4.36486616,          1.35143363,        224.03305760,         40.98216408
,,,,,  128.600000,    3.855331,          3.05889205,          1.38864679,        272.02214306,         49.76076397,          2.60081356,          1.02979189,        219.96315180,         40.23765990,          2.41634779,          0.54634593,        122.56587752,         22.42086484,          4.04244294,          0.88239967,        153.11118536,         28.00849030,          3.99265024,          0.97988046,        170.82416708,         31.24870999,          3.49401798,          0.72614998,        135.60048715,         24.80527416,          4.45526385,          1.36628806,        224.58278823,         41.08272581
,,,,,  128.800000,    3.861327,          3.00416366,          1.30871079,        259.55175744,         47.47956764,          2.63363040,          0.96505211,        205.68657406,         37.62605848,          2.45143499,          0.52522747,        117.23765282,         21.44617752,          4.10092554,          0.88812651,        153.25387224,         28.03459188,          4.05815379,          0.98831790,        171.18353114,         31.31444813,          3.54400496,          0.72672755,        134.97613273,         24.69106157,          4.54658012,          1.38507058,        225.75543613,         41.29723722
,,,,,  129.000000,    3.867323,          2.96322221,          1.22747564,        245.99000961,         44.99872940,          2.66798919,          0.90632472,        192.63535904,         35.23861155,          2.48560654,          0.50564088,        112.32266982,         20.54708414,          4.15996505,          0.89641863,        153.83031527,         28.14004008,          4.12425448,          0.99956114,        172.01637735,         31.46679993,          3.59411068,          0.72905809,        134.68531495,         24.63786254,          4.63894753,          1.40788421,        227.54916607,         41.62536261
,,,,,  129.200000,    3.873319,          2.93473660,          1.14730691,        231.88018798,         42.41763253,          2.70334507,          0.85306471,        180.73553941,         33.06178834,          2.51889989,          0.48745823,        107.78382002,         19.71679646,          4.21963326,          0.90729956,        154.83624329,         28.32405358,          4.19104147,          1.01366401,        173.32113779,         31.70547857,          3.64440500,          0.73314768,        134.72260904,         24.64468471,          4.73249904,          1.43486633,        229.96736254,         42.06772110
,,,,,  129.400000,    3.879314,          2.91711059,          1.06993762,        217.68099002,         39.82018612,          2.73927493,          0.80475844,        169.90473066,         31.08051831,          2.55135301,          0.47056447,        103.58783430,         18.94922860,          4.28000456,          0.92081551,        156.27112295,         28.58653482,          4.25860476,          1.03070490,        175.10025809,         32.03093144,          3.69495762,          0.73901578,        135.08517592,         24.71100874,          4.82736700,          1.46619039,        233.01862974,         42.62588664
,,,,,  129.600000,    3.885310,          2.90868107,          0.99653215,        203.75290252,         37.27233370,          2.77545363,          0.76092993,        160.05777669,         29.27922395,          2.58300391,          0.45485599,         99.70487465,         18.23892231,          4.34115496,          0.93703596,        158.13813079,         28.92806487,          4.32703429,          1.05078781,        177.36020255,         32.44434103,          3.74583793,          0.74669548,        135.77271362,         24.83677939,          4.92368199,          1.50206813,        236.71686381,         43.30240125
,,,,,  129.800000,    3.891306,          2.90785249,          0.92778549,        190.35908748,         34.82221526,          2.81163429,          0.72114343,        151.11057938,         27.64252126,          2.61389023,          0.44023936,         96.10816414,         17.58097932,          4.40316099,          0.95605442,        160.44417251,         29.34990699,          4.39641897,          1.07404359,        180.11151458,         32.94763604,          3.79711483,          0.75623393,        136.78744368,         25.02240304,          5.02157133,          1.54275238,        241.08139957,         44.10080182
,,,,,  130.000000,    3.897302,          2.91317562,          0.86403036,        177.67566740,         32.50204873,          2.84763220,          0.68500339,        142.98255020,         26.15566826,          2.64404902,          0.42663026,         92.77365390,         16.97100038,          4.46609860,          0.97798960,        163.19995191,         29.85401922,          4.46684552,          1.10063168,        183.36893409,         33.54351284,          3.84885634,          0.76769296,        138.13413289,         25.26875167,          5.12115726,          1.58854040,        246.13723446,         45.02566111
,,,,,  130.200000,    3.903298,          2.92338421,          0.80533597,        165.80668577,         30.33086668,          2.88331173,          0.65215301,        135.59805677,         24.80482957,          2.67351647,          0.41395244,         89.67972533,         16.40503084,          4.53004191,          1.00298697,        166.42009163,         30.44307646,          4.53839705,          1.13074224,        187.15157459,         34.23546784,          3.90112932,          0.78114989,        139.82014989,         25.57717323,          5.22255455,          1.63977796,        251.91533351,         46.08264353
,,,,,  130.400000,    3.909294,          2.93740302,          0.75159060,        154.80017589,         28.31745581,          2.91857595,          0.62227187,        128.88716211,         23.57721169,          2.70232784,          0.40213690,         86.80692471,         15.87951202,          4.59506171,          1.03122063,        170.12331112,         31.12050304,          4.61115138,          1.16459871,        191.48316268,         35.02784132,          3.95399892,          0.79669855,        141.85555796,         25.94950859,          5.32586754,          1.69686407,        258.45302009,         47.27857661
,,,,,  130.600000,    3.915290,          2.95433867,          0.70256654,        144.66309211,         26.46308826,          2.95335820,          0.59507305,        122.78588338,         22.46111031,          2.73051729,          0.39112112,         84.13772743,         15.39123819,          4.66122367,          1.06289566,        174.33265841,         31.89051512,          4.68517874,          1.20246082,        196.39234354,         35.92587332,          4.00752788,          0.81445059,        144.25324510,         26.38811532,          5.43118625,          1.76025647,        265.79445821,         48.62153923
,,,,,  130.800000,    3.921285,          2.97346140,          0.65796842,        135.37397871,         24.76383917,          2.98761546,          0.57030023,        117.23613721,         21.44590027,          2.75811790,          0.38084836,         81.65632899,         14.93731822,          4.72858610,          1.09825086,        179.07580731,         32.75817505,          4.76053911,          1.24462820,        201.91305714,         36.93577245,          4.06177572,          0.83453692,        147.02909319,         26.89589870,          5.53858153,          1.83047799,        273.99123275,         50.12096776
,,,,,  131.000000,    3.927281,          2.99418326,          0.61746768,        126.89303887,         23.21242854,          3.02132308,          0.54772470,        112.18549101,         20.52199014,          2.78516158,          0.37126713,         79.34845981,         14.51514180,          4.79719715,          1.13756192,        184.38541774,         33.72945727,          4.83727860,          1.29144440,        208.08498801,         38.06479817,          4.11679754,          0.85710953,        150.20218833,         27.47635011,          5.64809876,          1.90812375,        283.10303484,         51.78778145
,,,,,  131.200000,    3.933277,          3.01603599,          0.58072621,        119.16973458,         21.79961149,          3.05447057,          0.52714256,        107.58680330,         19.68075637,          2.81167909,          0.36233058,         77.20122147,         14.12234944,          4.86709131,          1.18114519,        190.29956504,         34.81132688,          4.91542500,          1.34330157,        214.95409521,         39.32135772,          4.17264250,          0.88234354,        153.79507427,         28.13359348,          5.75974986,          1.99386929,        293.19845962,         53.63452836
,,,,,  131.400000,    3.939273,          3.03865052,          0.54741183,        112.14827218,         20.51518174,          3.08705834,          0.50837205,        103.39780945,         18.91446752,          2.83770004,          0.35399608,         75.20294177,         13.75680595,          4.93828492,          1.22936177,        196.86224144,         36.01183132,          4.99498209,          1.40064567,        222.57322508,         40.71511824,          4.22935196,          0.91043952,        157.83405423,         28.87244042,          5.87350316,          2.08847961,        304.35592315,         55.67555304
,,,,,  131.600000,    3.945269,          3.06173878,          0.51720778,        105.77139587,         19.34866554,          3.11909510,          0.49125121,         99.58068979,         18.21620529,          2.86325292,          0.34622480,         73.34304648,         13.41657699,          5.01077054,          1.28262221,        204.12393174,         37.34020574,          5.07592237,          1.46398222,        231.00281020,         42.25713460,          4.28695696,          0.94162612,        162.34953672,         29.69845354,          5.98927050,          2.19281910,        316.66470343,         57.92718706
,,,,,  131.800000,    3.951265,          3.08507814,          0.48981817,         99.98289183,         18.28977974,          3.15059579,          0.47563563,         96.10164378,         17.57978655,          2.88836511,          0.33898136,         71.61194588,         13.09990832,          5.08450977,          1.34139158,        212.14226293,         38.80699179,          5.15817790,          1.53388254,        240.31165503,         43.95999315,          4.34547500,          0.97616308,        167.37643523,         30.61801952,          6.10689088,          2.30786226,        330.22610743,         60.40796239
,,,,,  132.000000,    3.957260,          3.10849847,          0.46497051,         94.72914702,         17.32871697,          3.18158003,          0.46139653,         92.93048425,         16.99968922,          2.91306295,          0.33223346,         70.00093429,         12.80520743,          5.15942426,          1.40619488,        220.98272963,         40.42417035,          5.24162871,          1.61099036,        250.57780427,         45.83797052,          4.40490609,          1.01434439,        172.95461615,         31.63843110,          6.22610982,          2.43470489,        345.15476008,         63.13884729
,,,,,  132.200000,    3.963256,          3.13187144,          0.44241642,         89.96003758,         16.45630810,          3.21207081,          0.44841902,         90.04025963,         16.47098305,          2.93737175,          0.32595160,         68.50210103,         12.53102723,          5.23538426,          1.47762266,        230.71947462,         42.20530428,          5.32608810,          1.69602856,        261.88948333,         47.90720571,          4.46522749,          1.05650182,        179.12939486,         32.76797777,          6.34655329,          2.57457544,        361.58000134,         66.14350178
,,,,,  132.400000,    3.969252,          3.15510184,          0.42193117,         85.62935636,         15.66410051,          3.24209356,          0.43660050,         87.40690779,         15.98926638,          2.96131583,          0.32010886,         67.10825152,         12.27605160,          5.31219430,          1.55633648,        241.43612208,         44.16569088,          5.41128426,          1.78980557,        274.34608851,         50.18588120,          4.52638728,          1.10300851,        185.95207234,         34.01604398,          6.46769498,          2.72884564,        379.64736277,         69.44854782
,,,,,  132.600000,    3.975248,          3.17812057,          0.40331245,         81.69493425,         14.94438024,          3.27167538,          0.42584933,         85.00894249,         15.55060877,          2.98491863,          0.31468063,         65.81283719,         12.03908263,          5.38957517,          1.64307384,        253.22662133,         46.32251622,          5.49683719,          1.89322099,        288.05919293,         52.69440696,          4.58829610,          1.15428260,        193.48050700,         35.39321370,          6.58881528,          2.89903948,        399.52007164,         73.08384443
,,,,,  132.800000,    3.981244,          3.20087903,          0.38637886,         78.11856570,         14.29015839,          3.30084445,          0.41608360,         82.82717167,         15.15149941,          3.00820265,          0.30964440,         64.60989328,         11.81902919,          5.46714153,          1.73865175,        266.19605416,         48.69500281,          5.58222996,          2.00726926,        303.15349559,         55.45559406,          4.65081683,          1.21079057,        201.77968372,         36.91137458,          6.70895032,          3.08683861,        421.38049653,         77.08275213
,,,,,  133.000000,    3.987240,          3.22334466,          0.37096814,         74.86581622,         13.69513588,          3.32962959,          0.40723009,         80.84444582,         14.78880117,          3.03118962,          0.30497960,         63.49398354,         11.61489683,          5.54437416,          1.84396804,        280.46132289,         51.30453548,          5.66677315,          2.13304019,        319.76762755,         58.49480215,          4.71375172,          1.27304996,        210.92226543,         38.58381876,          6.82682888,          3.29408175,        445.43139817,         81.48236176
,,,,,  133.200000,    3.993236,          3.24549738,          0.35693538,         71.90576456,         13.15365631,          3.35805991,          0.39922326,         79.04543433,         14.45970963,          3.05390044,          0.30066742,         62.46015097,         11.42577878,          5.62058590,          1.95999871,        296.15160303,         54.17474420,          5.74956138,          2.27171401,        338.05465672,         61.84003182,          4.77682648,          1.34163087,        220.98905735,         40.42532787,          6.94079533,          3.52275429,        471.89677768,         86.32364964
,,,,,  133.400000,    3.999231,          3.26732679,          0.34415130,         69.21071493,         12.66065332,          3.38616457,          0.39200451,         77.41642723,         14.16171683,          3.07635529,          0.29669067,         61.50387400,         11.25084790,          5.69488049,          2.08778908,        313.40836402,         57.33150784,          5.82942076,          2.42454831,        358.18207338,         65.52192189,          4.83967068,          1.41715529,        232.06930447,         42.45222743,          7.04871660,          3.77496269,        501.02201386,         91.65150268
,,,,,  133.600000,    4.005227,          3.28882991,          0.33250065,         66.75590227,         12.21159667,          3.41397261,          0.38552137,         75.94515993,         13.89257924,          3.09857369,          0.29303363,         60.62102741,         11.08934958,          5.76610358,          2.22843579,        332.38471535,         60.80283458,          5.90484661,          2.59285240,        380.33093628,         69.57359330,          4.90179407,          1.50029322,        244.26070713,         44.68238967,          7.14787216,          4.05288641,        533.07284394,         97.51453197
,,,,,  133.800000,    4.011223,          3.31000947,          0.32188066,         64.51920463,         11.80243960,          3.44151275,          0.37972692,         74.62065848,         13.65028939,          3.12057448,          0.28968197,         59.80784743,         10.94059530,          5.83278597,          2.38305514,        353.24369725,         64.61854923,          5.97393163,          2.77794380,        404.69373740,         74.03025842,          4.96255847,          1.59175360,        257.66895978,         47.13514917,          7.23482731,          4.35869714,        568.33256009,        103.96455987
,,,,,  134.000000,    4.017219,          3.33087250,          0.31219968,         62.48087126,         11.42956912,          3.46881338,          0.37457919,         73.43310316,         13.43305097,          3.14237591,          0.28662258,         59.06090063,         10.80395700,          5.89308024,          2.55273240,        376.15502198,         68.80969708,          6.03428631,          2.98107933,        431.47036164,         78.92848201,          5.02114511,          1.69226797,        272.40659513,         49.83109144,          7.30529323,          4.69443222,        607.09656341,        111.05562385
,,,,,  134.200000,    4.023215,          3.35142926,          0.30337596,         60.62327072,         11.08975994,          3.49590247,          0.37004069,         72.37370828,         13.23925683,          3.16399568,          0.28384354,         58.37705605,         10.67886193,          5.94469399,          2.73844505,        401.28960368,         73.40754332,          6.08295602,          3.20335188,        460.86135628,         84.30495001,          5.07651813,          1.80256364,        288.59078949,         52.79165144,          7.35398223,          5.06180612,        649.66314262,        118.84228958
,,,,,  134.400000,    4.029211,          3.37169239,          0.29533652,         58.93066092,         10.78013237,          3.52280749,          0.36607796,         71.43461635,         13.06746959,          3.18545097,          0.28133401,         57.75346040,         10.56478814,          5.98482625,          2.94095169,        428.81106023,         78.44201842,          6.11634393,          3.44554225,        493.05749404,         90.19456029,          5.12738606,          1.92332271,        306.33971574,         56.03844642,          7.37447461,          5.46194088,        696.31905261,        127.37701289
,,,,,  134.600000,    4.035206,          3.39167623,          0.28801618,         57.38898148,         10.49811434,          3.54955549,          0.36266120,         70.60880494,         12.91640466,          3.20675851,          0.27908413,         57.18751573,         10.46126040,          6.01011841,          3.16063855,        458.86323076,         83.93943472,          6.13015529,          3.70791552,        528.22446608,         96.62762260,          5.17216471,          2.05512260,        325.76693836,         59.59225064,          7.35912551,          5.89499699,        747.31822124,        136.70624457
,,,,,  134.800000,    4.041202,          3.41139633,          0.28135667,         55.98566749,         10.24140739,          3.57617303,          0.35976391,         69.89000466,         12.78491518,          3.22793456,          0.27708497,         56.67685958,         10.36784653,          6.01663800,          3.39731678,        491.55272345,         89.91929397,          6.11938733,          3.98995406,        566.48149982,        103.62594709,          5.20894773,          2.19835378,        346.97327594,         63.47150674,          7.29905630,          6.35969050,        802.85183647,        146.86495844
,,,,,  135.000000,    4.047198,          3.43086904,          0.27530586,         54.70948346,         10.00795620,          3.60268622,          0.35736261,         69.27262710,         12.67197886,          3.24899500,          0.27532850,         56.21934717,         10.28415420,          5.99992157,          3.64996979,        526.92574404,         96.39004856,          6.07840055,          4.29002700,        607.87294705,        111.19764700,          5.23549444,          2.35311164,        370.03562761,         67.69028182,          7.18429445,          6.85269695,        863.00837174,        157.86933889
,,,,,  135.200000,    4.053194,          3.45011118,          0.26981709,         53.55037590,          9.79592171,          3.62912074,          0.35543661,         68.75170138,         12.57668639,          3.26995534,          0.27380748,         55.81303543,         10.20982796,          5.95511084,          3.91646110,        564.93904841,        103.34378786,          6.00111626,          4.60501189,        652.33264682,        119.33061957,          5.24924838,          2.51906245,        394.99241747,         72.25560476,          7.00414425,          7.36797102,        927.72310995,        169.70754727
,,,,,  135.400000,    4.059190,          3.46913985,          0.26484858,         52.49934270,          9.60365716,          3.65550191,          0.35396773,         68.32281841,         12.49823122,          3.29083079,          0.27251544,         55.45616880,         10.14454667,          5.87722109,          4.19323239,        605.42616163,        110.75005876,          5.88139159,          4.92991037,        699.64241028,        127.98495170,          5.24740407,          2.69528951,        421.82583426,         77.16421736,          6.74787982,          7.89605878,        996.71880202,        182.32886666
,,,,,  135.600000,    4.065186,          3.48797220,          0.26036283,         51.54831770,          9.42968701,          3.68185465,          0.35294013,         67.98208201,         12.43590062,          3.31163623,          0.27144664,         55.14716649,         10.08802116,          5.76157413,          4.47504921,        648.06209176,        118.54941080,          5.71361318,          5.25753647,        749.38849549,        137.08495796,          5.22703989,          2.88013551,        450.44191782,         82.39893158,          6.40583549,          8.42354580,       1069.44255291,        195.63215646
,,,,,  135.800000,    4.071182,          3.50662533,          0.25632626,         50.69006884,          9.27268833,          3.70820360,          0.35234016,         67.72606590,         12.38906782,          3.33238631,          0.27059601,         54.88461115,         10.03999215,          5.60440530,          4.75488146,        692.33253465,        126.64776278,          5.49351807,          5.57839657,        800.92343571,        146.51219784,          5.18533182,          3.07106984,        480.65078559,         87.92501237,          5.97090748,          8.93285775,       1145.00879897,        209.45542134
,,,,,  136.000000,    4.077177,          3.52511622,          0.25270871,         49.91810825,          9.13147428,          3.73457314,          0.35215615,         67.55177618,         12.35718516,          3.35309545,          0.26995914,         54.66723870,         10.00022841,          5.40360462,          5.02402807,        737.51658736,        134.91324057,          5.21918276,          5.88090749,        853.34423015,        156.10148623,          5.11984885,          3.26462265,        512.15082063,         93.68728521,          5.44035884,          9.40268020,       1222.16344121,        223.56925008
,,,,,  136.200000,    4.083173,          3.54346157,          0.24948310,         49.22661311,          9.00497970,          3.76098740,          0.35237834,         67.45661843,         12.33977804,          3.37377786,          0.26953225,         54.49392943,          9.96852510,          5.15948128,          5.27258684,        782.69373487,        143.17745520,          4.89202437,          6.15208611,        905.50034300,        165.64235666,          5.02890822,          3.45643445,        544.52194566,         99.60890576,          4.81764279,          9.80924004,       1299.28772978,        237.67752625
,,,,,  136.400000,    4.089169,          3.56167787,          0.24662517,         48.61035576,          8.89224830,          3.78747039,          0.35299875,         67.43836916,         12.33643972,          3.39444760,          0.26931214,         54.36369995,          9.94470234,          4.87536656,          5.49031286,        826.78470480,        151.24297634,          4.51755795,          6.37876093,        956.04366344,        174.88820044,          4.91193729,          3.64146229,        577.23323972,        105.59275312,          4.11377813,         10.12854060,       1374.45920023,        251.42857518
,,,,,  136.600000,    4.095165,          3.57978127,          0.24411310,         48.06464222,          8.79242142,          3.81404597,          0.35401107,         67.49515097,         12.34682676,          3.41511859,          0.26929618,         54.27569625,          9.92860390,          4.55783317,          5.66779319,        868.62975176,        158.89765284,          4.10560715,          6.54919626,       1003.52558203,        183.57402475,          4.76976125,          3.81435454,        609.66859461,        111.52612318,          3.34772384,         10.33935236,       1445.57792695,        264.43825937
,,,,,  136.800000,    4.101161,          3.59778762,          0.24192735,         47.58525786,          8.70472807,          3.84073795,          0.35541059,         67.62541118,         12.37065515,          3.43580464,          0.26948230,         54.22918752,          9.92009610,          4.21635391,          5.79772409,        907.09748366,        165.93452016,          3.66973258,          6.65482415,       1046.53351120,        191.44142624,          4.60472730,          3.96995712,        641.17009601,        117.28866427,          2.54532105,         10.42640527,       1510.54937156,        276.32342682
,,,,,  137.000000,    4.107157,          3.61571248,          0.24005039,         47.16841962,          8.62847623,          3.86757016,          0.35719414,         67.82790352,         12.40769689,          3.45651950,          0.26986897,         54.22356074,          9.91906680,          3.86236805,          5.87597490,        941.20538619,        172.17384784,          3.22584779,          6.69164204,       1083.84424950,        198.26664576,          4.42060124,          4.10386221,        671.09363466,        122.76255006,          1.73674194,         10.38297660,       1567.49486340,        286.74041400
,,,,,  137.200000,    4.113153,          3.63357105,          0.23846653,         46.81073374,          8.56304508,          3.89456644,          0.35936004,         68.10167268,         12.45777723,          3.47727686,          0.27045519,         54.25831615,          9.92542457,          3.50792409,          5.90213356,        970.22550112,        177.48247115,          2.79027350,          6.66085488,       1114.56120082,        203.88566981,          4.22223093,          4.21287892,        698.86657842,        127.84302948,          0.95289548,         10.21210326,       1614.94627555,        295.42065780
,,,,,  137.400000,    4.119148,          3.65137826,          0.23716175,         46.50915853,          8.50787820,          3.92175078,          0.36190806,         68.44604137,         12.52077228,          3.49809038,          0.27124045,         54.33306324,          9.93909799,          3.16422841,          5.87937595,        993.75041006,        181.78586141,          2.37770422,          6.56855338,       1138.20321868,        208.21048270,          4.01504069,          4.29531741,        724.03577509,        132.44720780,          0.22164833,          9.92602736,       1651.98137250,        302.19545450
,,,,,  137.600000,    4.125144,          3.66914874,          0.23612353,         46.26097147,          8.46247756,          3.94914729,          0.36483938,         68.86059978,         12.59660708,          3.51897376,          0.27222477,         54.44751750,          9.96003500,          2.84046038,          5.81372316,       1011.70598622,        185.07045867,          1.99959898,          6.42453588,       1154.72588390,        211.23295887,          3.80447132,          4.35103197,        746.29670683,        136.51937986,         -0.43520499,          9.54405607,       1678.27257652,        307.00488061
,,,,,  137.800000,    4.131140,          3.68689683,          0.23534076,         46.06374019,          8.42639822,          3.97678035,          0.36815658,         69.34519727,         12.68525406,          3.53994070,          0.27340866,         54.60149774,          9.98820247,          2.54309768,          5.71293687,       1024.31364776,        187.37676677,          1.66333674,          6.24064615,       1164.47603217,        213.01654465,          3.59548583,          4.38123942,        765.50016546,        140.03225113,         -1.00358972,          9.08949901,       1694.04748615,        309.89057053
,,,,,  138.000000,    4.137136,          3.70463664,          0.23480357,         45.91529680,          8.39924361,          4.00467459,          0.37186363,         69.89993608,         12.78673192,          3.56100499,          0.27479315,         54.79492398,         10.02358576,          2.27580272,          5.58536734,       1032.01812349,        188.78613953,          1.37219558,          6.02908856,       1168.09807284,        213.67912127,          3.39222529,          4.38818682,        781.63897052,        142.98450811,         -1.47728722,          8.58651700,       1699.98263395,        310.97628173
,,,,,  138.200000,    4.143132,          3.72238204,          0.23450327,         45.81371527,          8.38066139,          4.03285499,          0.37596592,         70.52516705,         12.90110486,          3.58218051,          0.27637975,         55.02781590,         10.06618847,          2.03975237,          5.43900571,       1035.40214522,        189.40517555,          1.12596855,          5.80108660,       1166.41931536,        213.37202768,          3.19784343,          4.37476182,        794.82118342,        145.39591836,         -1.85687748,          8.05755580,       1697.06375578,        310.44233400
,,,,,  138.400000,    4.149128,          3.74014671,          0.23443223,         45.75729146,          8.37033984,          4.06134696,          0.38047023,         71.22148720,         13.02848207,          3.60348125,          0.27817050,         55.30029189,         10.11603225,          1.83421269,          5.28086296,       1035.10678025,        189.35114471,          0.92191200,          5.56605704,       1160.33986565,        212.25991946,          3.01449963,          4.34412780,        805.23758423,        147.30138112,         -2.14802363,          7.52169842,       1686.44463553,        308.49978796
