       2.64068732      0.14143115      0.25915803
      -0.45150998      3.22461733      0.85746939
      -0.08125850      0.10258090      3.24633249
       2.64068732      0.14143115      0.25915803
      -0.45150998      3.22461733      0.85746939
      -0.08125850      0.10258090      3.24633249
       1.27490518      0.02287127     -0.03895001
       0.02943813      1.18825443     -0.04745292
       0.00368149     -0.04776239      1.20885888
       1.27490518      0.02287127     -0.03895001
       0.02943813      1.18825443     -0.04745292
       0.00368149     -0.04776239      1.20885888
      -0.41095747      0.12491605      0.05796544
       0.34699779     -0.93706084     -0.65954198
       0.17486020     -0.34359325     -0.76644723
      -0.41095747      0.12491605      0.05796544
       0.34699779     -0.93706084     -0.65954198
       0.17486020     -0.34359325     -0.76644723
      -1.23258556     -0.24001126      0.41589409
      -0.22579192     -1.10959332      0.05169398
       0.45793975      0.10608001     -1.30361486
      -1.23258556     -0.24001126      0.41589409
      -0.22579192     -1.10959332      0.05169398
       0.45793975      0.10608001     -1.30361486
      -1.30784329     -0.30420976     -0.54834448
      -0.10692267     -1.01043622     -0.34391666
      -0.24251665     -0.21923289     -1.24033818
      -1.30784329     -0.30420976     -0.54834448
      -0.10692267     -1.01043622     -0.34391666
      -0.24251665     -0.21923289     -1.24033818
      -0.96420648      0.25500258     -0.14572309
       0.40778871     -1.35578140      0.14174826
      -0.31270602      0.40192757     -1.14479114
      -0.96420648      0.25500258     -0.14572309
       0.40778871     -1.35578140      0.14174826
      -0.31270602      0.40192757     -1.14479114
