       2.93426232      0.15417564      0.23695319
      -0.36744497      3.28868621      0.63485985
      -0.03957262      0.02335445      3.31449489
       2.93426232      0.15417564      0.23695319
      -0.36744497      3.28868621      0.63485985
      -0.03957262      0.02335445      3.31449489
       1.25114411      0.02876233     -0.01925667
       0.04021940      1.18868536     -0.04266154
       0.00586950     -0.04020537      1.20956219
       1.25114411      0.02876233     -0.01925667
       0.04021940      1.18868536     -0.04266154
       0.00586950     -0.04020537      1.20956219
      -0.42291119      0.13902903      0.08323483
       0.31769391     -0.94387108     -0.61787329
       0.17444771     -0.37096613     -0.76866395
      -0.42291119      0.13902903      0.08323483
       0.31769391     -0.94387108     -0.61787329
       0.17444771     -0.37096613     -0.76866395
      -1.34048671     -0.27144702      0.47787473
      -0.28287307     -1.11285864      0.12806230
       0.49898265      0.13890752     -1.32103896
      -1.34048671     -0.27144702      0.47787473
      -0.28287307     -1.11285864      0.12806230
       0.49898265      0.13890752     -1.32103896
      -1.42852156     -0.32597646     -0.60878057
      -0.13621048     -0.99176808     -0.31270480
      -0.32360790     -0.21028935     -1.27180941
      -1.42852156     -0.32597646     -0.60878057
      -0.13621048     -0.99176808     -0.31270480
      -0.32360790     -0.21028935     -1.27180941
      -0.99348684      0.27545654     -0.17002550
       0.42861521     -1.42887374      0.21031748
      -0.31611938      0.45919897     -1.16254464
      -0.99348684      0.27545654     -0.17002550
       0.42861521     -1.42887374      0.21031748
      -0.31611938      0.45919897     -1.16254464
