../../../pdielec -program phonopy vasp OUTCAR -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -method bruggeman_iter -sphere -plate 0 0 1 -needle 0 0 1 -csv command.csv -sigma 5
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.30,         0.000000,                   0.000000,     0.0000,     5.0
   4,   91.30,         0.000000,                   0.000009,     0.0000,     5.0
   6,  350.41,        17.095344,               72238.083496,  9197.6385,     5.0
   7,  372.03,        16.403289,               69313.736756,  8825.2991,     5.0
   8,  372.03,        16.403059,               69312.765242,  8825.1754,     5.0
   9,  402.01,         0.000000,                   0.000010,     0.0000,     5.0
  10,  402.01,         0.000000,                   0.000000,     0.0000,     5.0
  11,  509.34,         0.000000,                   0.000001,     0.0000,     5.0
,,,,,,cm-1,thz,ap_noshape_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),maxwell_plate(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),bruggeman_iter_sphere_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),bruggeman_iter_plate(0 0 1)_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),bruggeman_iter_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01),maxwell_plate(0 0 1)_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),bruggeman_iter_sphere_real_dielectric(mf=0.01),bruggeman_iter_plate(0 0 1)_real_dielectric(mf=0.01),bruggeman_iter_needle[0 0 1]_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_plate(0 0 1)_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),bruggeman_iter_sphere_imag_dielectric(mf=0.01),bruggeman_iter_plate(0 0 1)_imag_dielectric(mf=0.01),bruggeman_iter_needle[0 0 1]_imag_dielectric(mf=0.01),ap_noshape_absorption_coefficent_cm-1(mf=0.01),maxwell_sphere_absorption_coefficent_cm-1(mf=0.01),maxwell_plate(0 0 1)_absorption_coefficent_cm-1(mf=0.01),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(mf=0.01),bruggeman_iter_sphere_absorption_coefficent_cm-1(mf=0.01),bruggeman_iter_plate(0 0 1)_absorption_coefficent_cm-1(mf=0.01),bruggeman_iter_needle[0 0 1]_absorption_coefficent_cm-1(mf=0.01)
,,,,,,   21.200000,    0.635560,          0.00527185,          0.00083474,          0.00324543,          0.00242470,          0.00084642,          0.00062751,          0.00096750,          2.03710645,          2.01475539,          2.02626532,          2.02062827,          2.01480557,          2.01428367,          2.01508105,          0.00001769,          0.00000279,          0.00001086,          0.00000810,          0.00000282,          0.00000209,          0.00000323,          0.00071686,          0.00011351,          0.00044131,          0.00032971,          0.00011509,          0.00008533,          0.00013156
,,,,,,   21.400000,    0.641556,          0.00537248,          0.00085064,          0.00330736,          0.00247098,          0.00086253,          0.00063945,          0.00098594,          2.03710787,          2.01475561,          2.02626620,          2.02062892,          2.01480579,          2.01428383,          2.01508131,          0.00001786,          0.00000281,          0.00001096,          0.00000818,          0.00000285,          0.00000211,          0.00000326,          0.00073055,          0.00011567,          0.00044973,          0.00033600,          0.00011729,          0.00008695,          0.00013407
,,,,,,   21.600000,    0.647552,          0.00547409,          0.00086669,          0.00336989,          0.00251772,          0.00087880,          0.00065149,          0.00100455,          2.03710931,          2.01475584,          2.02626708,          2.02062958,          2.01480602,          2.01428400,          2.01508158,          0.00001802,          0.00000284,          0.00001107,          0.00000826,          0.00000288,          0.00000213,          0.00000329,          0.00074436,          0.00011785,          0.00045823,          0.00034236,          0.00011950,          0.00008859,          0.00013660
,,,,,,   21.800000,    0.653548,          0.00557666,          0.00088288,          0.00343301,          0.00256490,          0.00089523,          0.00066365,          0.00102334,          2.03711075,          2.01475607,          2.02626797,          2.02063024,          2.01480625,          2.01428417,          2.01508184,          0.00001819,          0.00000286,          0.00001117,          0.00000833,          0.00000290,          0.00000215,          0.00000332,          0.00075831,          0.00012005,          0.00046682,          0.00034877,          0.00012173,          0.00009024,          0.00013915
,,,,,,   22.000000,    0.659543,          0.00568021,          0.00089923,          0.00349673,          0.00261253,          0.00091181,          0.00067592,          0.00104230,          2.03711222,          2.01475630,          2.02626886,          2.02063091,          2.01480649,          2.01428435,          2.01508211,          0.00001836,          0.00000289,          0.00001127,          0.00000841,          0.00000293,          0.00000217,          0.00000335,          0.00077239,          0.00012228,          0.00047548,          0.00035525,          0.00012399,          0.00009191,          0.00014173
,,,,,,   22.200000,    0.665539,          0.00578473,          0.00091574,          0.00356104,          0.00266061,          0.00092855,          0.00068830,          0.00106145,          2.03711369,          2.01475653,          2.02626977,          2.02063159,          2.01480672,          2.01428452,          2.01508238,          0.00001853,          0.00000292,          0.00001138,          0.00000849,          0.00000296,          0.00000219,          0.00000338,          0.00078660,          0.00012452,          0.00048423,          0.00036179,          0.00012626,          0.00009359,          0.00014433
,,,,,,   22.400000,    0.671535,          0.00589023,          0.00093239,          0.00362596,          0.00270914,          0.00094544,          0.00070080,          0.00108077,          2.03711518,          2.01475676,          2.02627068,          2.02063227,          2.01480696,          2.01428470,          2.01508265,          0.00001870,          0.00000294,          0.00001148,          0.00000857,          0.00000299,          0.00000221,          0.00000341,          0.00080095,          0.00012679,          0.00049305,          0.00036839,          0.00012856,          0.00009529,          0.00014696
,,,,,,   22.600000,    0.677531,          0.00599670,          0.00094920,          0.00369148,          0.00275811,          0.00096248,          0.00071341,          0.00110026,          2.03711668,          2.01475700,          2.02627161,          2.02063296,          2.01480720,          2.01428488,          2.01508292,          0.00001887,          0.00000297,          0.00001159,          0.00000864,          0.00000301,          0.00000223,          0.00000344,          0.00081543,          0.00012907,          0.00050196,          0.00037505,          0.00013088,          0.00009701,          0.00014961
,,,,,,   22.800000,    0.683527,          0.00610415,          0.00096616,          0.00375759,          0.00280753,          0.00097968,          0.00072614,          0.00111994,          2.03711820,          2.01475724,          2.02627254,          2.02063365,          2.01480744,          2.01428506,          2.01508320,          0.00001904,          0.00000300,          0.00001169,          0.00000872,          0.00000304,          0.00000225,          0.00000347,          0.00083004,          0.00013138,          0.00051095,          0.00038177,          0.00013322,          0.00009874,          0.00015229
,,,,,,   23.000000,    0.689523,          0.00621258,          0.00098327,          0.00382431,          0.00285741,          0.00099703,          0.00073898,          0.00113979,          2.03711973,          2.01475748,          2.02627348,          2.02063436,          2.01480769,          2.01428524,          2.01508348,          0.00001921,          0.00000302,          0.00001179,          0.00000880,          0.00000307,          0.00000227,          0.00000351,          0.00084478,          0.00013370,          0.00052003,          0.00038855,          0.00013558,          0.00010049,          0.00015499
,,,,,,   23.200000,    0.695519,          0.00632198,          0.00100054,          0.00389162,          0.00290773,          0.00101454,          0.00075193,          0.00115982,          2.03712127,          2.01475772,          2.02627442,          2.02063506,          2.01480793,          2.01428542,          2.01508376,          0.00001938,          0.00000305,          0.00001190,          0.00000888,          0.00000309,          0.00000229,          0.00000354,          0.00085966,          0.00013605,          0.00052918,          0.00039539,          0.00013796,          0.00010225,          0.00015771
,,,,,,   23.400000,    0.701514,          0.00643236,          0.00101795,          0.00395954,          0.00295850,          0.00103220,          0.00076500,          0.00118002,          2.03712283,          2.01475797,          2.02627538,          2.02063578,          2.01480818,          2.01428560,          2.01508404,          0.00001955,          0.00000308,          0.00001200,          0.00000896,          0.00000312,          0.00000231,          0.00000357,          0.00087467,          0.00013842,          0.00053841,          0.00040229,          0.00014036,          0.00010402,          0.00016046
,,,,,,   23.600000,    0.707510,          0.00654372,          0.00103552,          0.00402805,          0.00300973,          0.00105002,          0.00077818,          0.00120041,          2.03712440,          2.01475821,          2.02627634,          2.02063650,          2.01480843,          2.01428579,          2.01508433,          0.00001972,          0.00000310,          0.00001211,          0.00000903,          0.00000315,          0.00000233,          0.00000360,          0.00088981,          0.00014081,          0.00054773,          0.00040926,          0.00014278,          0.00010582,          0.00016323
,,,,,,   23.800000,    0.713506,          0.00665606,          0.00105325,          0.00409717,          0.00306140,          0.00106799,          0.00079147,          0.00122097,          2.03712599,          2.01475846,          2.02627732,          2.02063722,          2.01480868,          2.01428598,          2.01508462,          0.00001989,          0.00000313,          0.00001221,          0.00000911,          0.00000317,          0.00000235,          0.00000363,          0.00090509,          0.00014322,          0.00055713,          0.00041629,          0.00014522,          0.00010762,          0.00016603
,,,,,,   24.000000,    0.719502,          0.00676938,          0.00107112,          0.00416689,          0.00311353,          0.00108612,          0.00080488,          0.00124171,          2.03712758,          2.01475871,          2.02627830,          2.02063795,          2.01480894,          2.01428617,          2.01508491,          0.00002006,          0.00000316,          0.00001232,          0.00000919,          0.00000320,          0.00000237,          0.00000366,          0.00092049,          0.00014565,          0.00056661,          0.00042337,          0.00014769,          0.00010945,          0.00016885
,,,,,,   24.200000,    0.725498,          0.00688368,          0.00108915,          0.00423722,          0.00316610,          0.00110440,          0.00081840,          0.00126263,          2.03712919,          2.01475897,          2.02627929,          2.02063869,          2.01480920,          2.01428636,          2.01508520,          0.00002023,          0.00000318,          0.00001242,          0.00000927,          0.00000323,          0.00000239,          0.00000369,          0.00093604,          0.00014810,          0.00057617,          0.00043052,          0.00015018,          0.00011129,          0.00017169
,,,,,,   24.400000,    0.731494,          0.00699897,          0.00110733,          0.00430815,          0.00321913,          0.00112284,          0.00083204,          0.00128372,          2.03713082,          2.01475922,          2.02628028,          2.02063944,          2.01480946,          2.01428655,          2.01508550,          0.00002040,          0.00000321,          0.00001252,          0.00000935,          0.00000326,          0.00000241,          0.00000372,          0.00095171,          0.00015057,          0.00058582,          0.00043774,          0.00015268,          0.00011314,          0.00017456
,,,,,,   24.600000,    0.737489,          0.00711524,          0.00112567,          0.00437968,          0.00327262,          0.00114143,          0.00084579,          0.00130500,          2.03713246,          2.01475948,          2.02628129,          2.02064019,          2.01480972,          2.01428674,          2.01508580,          0.00002057,          0.00000324,          0.00001263,          0.00000942,          0.00000328,          0.00000243,          0.00000375,          0.00096752,          0.00015307,          0.00059554,          0.00044501,          0.00015521,          0.00011501,          0.00017745
,,,,,,   24.800000,    0.743485,          0.00723249,          0.00114416,          0.00445181,          0.00332655,          0.00116018,          0.00085965,          0.00132645,          2.03713411,          2.01475974,          2.02628230,          2.02064094,          2.01480998,          2.01428694,          2.01508610,          0.00002074,          0.00000326,          0.00001273,          0.00000950,          0.00000331,          0.00000245,          0.00000378,          0.00098347,          0.00015558,          0.00060535,          0.00045234,          0.00015776,          0.00011689,          0.00018037
,,,,,,   25.000000,    0.749481,          0.00735073,          0.00116280,          0.00452455,          0.00338094,          0.00117908,          0.00087363,          0.00134808,          2.03713578,          2.01476000,          2.02628333,          2.02064171,          2.01481025,          2.01428713,          2.01508641,          0.00002091,          0.00000329,          0.00001284,          0.00000958,          0.00000334,          0.00000247,          0.00000381,          0.00099955,          0.00015812,          0.00061524,          0.00045974,          0.00016033,          0.00011880,          0.00018331
,,,,,,   25.200000,    0.755477,          0.00746995,          0.00118159,          0.00459790,          0.00343578,          0.00119814,          0.00088772,          0.00136989,          2.03713746,          2.01476027,          2.02628436,          2.02064248,          2.01481051,          2.01428733,          2.01508671,          0.00002108,          0.00000332,          0.00001294,          0.00000966,          0.00000336,          0.00000249,          0.00000385,          0.00101576,          0.00016067,          0.00062522,          0.00046719,          0.00016292,          0.00012071,          0.00018628
,,,,,,   25.400000,    0.761473,          0.00759016,          0.00120054,          0.00467185,          0.00349108,          0.00121735,          0.00090193,          0.00139188,          2.03713915,          2.01476053,          2.02628540,          2.02064325,          2.01481078,          2.01428753,          2.01508702,          0.00002125,          0.00000334,          0.00001305,          0.00000974,          0.00000339,          0.00000251,          0.00000388,          0.00103210,          0.00016325,          0.00063527,          0.00047471,          0.00016553,          0.00012264,          0.00018927
,,,,,,   25.600000,    0.767469,          0.00771136,          0.00121964,          0.00474641,          0.00354683,          0.00123673,          0.00091625,          0.00141405,          2.03714086,          2.01476080,          2.02628645,          2.02064403,          2.01481106,          2.01428773,          2.01508733,          0.00002142,          0.00000337,          0.00001315,          0.00000981,          0.00000342,          0.00000253,          0.00000391,          0.00104858,          0.00016585,          0.00064541,          0.00048229,          0.00016817,          0.00012459,          0.00019228
,,,,,,   25.800000,    0.773465,          0.00783354,          0.00123890,          0.00482157,          0.00360303,          0.00125625,          0.00093068,          0.00143639,          2.03714258,          2.01476107,          2.02628750,          2.02064482,          2.01481133,          2.01428794,          2.01508765,          0.00002160,          0.00000340,          0.00001326,          0.00000989,          0.00000344,          0.00000255,          0.00000394,          0.00106520,          0.00016846,          0.00065563,          0.00048994,          0.00017082,          0.00012655,          0.00019532
,,,,,,   26.000000,    0.779460,          0.00795672,          0.00125831,          0.00489734,          0.00365969,          0.00127593,          0.00094523,          0.00145892,          2.03714431,          2.01476135,          2.02628857,          2.02064561,          2.01481161,          2.01428814,          2.01508796,          0.00002177,          0.00000342,          0.00001336,          0.00000997,          0.00000347,          0.00000257,          0.00000397,          0.00108195,          0.00017110,          0.00066594,          0.00049764,          0.00017350,          0.00012853,          0.00019838
,,,,,,   26.200000,    0.785456,          0.00808088,          0.00127787,          0.00497372,          0.00371681,          0.00129577,          0.00095989,          0.00148162,          2.03714606,          2.01476162,          2.02628964,          2.02064642,          2.01481189,          2.01428835,          2.01508828,          0.00002194,          0.00000345,          0.00001347,          0.00001005,          0.00000350,          0.00000259,          0.00000400,          0.00109883,          0.00017376,          0.00067632,          0.00050541,          0.00017620,          0.00013053,          0.00020147
,,,,,,   26.400000,    0.791452,          0.00820604,          0.00129759,          0.00505071,          0.00377438,          0.00131577,          0.00097467,          0.00150451,          2.03714782,          2.01476190,          2.02629072,          2.02064722,          2.01481217,          2.01428856,          2.01508860,          0.00002211,          0.00000348,          0.00001357,          0.00001013,          0.00000353,          0.00000261,          0.00000403,          0.00111585,          0.00017644,          0.00068679,          0.00051324,          0.00017892,          0.00013254,          0.00020458
,,,,,,   26.600000,    0.797448,          0.00833219,          0.00131746,          0.00512831,          0.00383241,          0.00133592,          0.00098956,          0.00152757,          2.03714959,          2.01476218,          2.02629181,          2.02064804,          2.01481245,          2.01428877,          2.01508893,          0.00002228,          0.00000350,          0.00001368,          0.00001021,          0.00000355,          0.00000263,          0.00000406,          0.00113300,          0.00017915,          0.00069734,          0.00052113,          0.00018166,          0.00013456,          0.00020772
,,,,,,   26.800000,    0.803444,          0.00845933,          0.00133748,          0.00520651,          0.00389090,          0.00135623,          0.00100457,          0.00155081,          2.03715138,          2.01476246,          2.02629291,          2.02064886,          2.01481274,          2.01428898,          2.01508925,          0.00002245,          0.00000353,          0.00001378,          0.00001028,          0.00000358,          0.00000265,          0.00000409,          0.00115029,          0.00018187,          0.00070798,          0.00052908,          0.00018442,          0.00013660,          0.00021088
,,,,,,   27.000000,    0.809440,          0.00858747,          0.00135766,          0.00528533,          0.00394984,          0.00137669,          0.00101969,          0.00157424,          2.03715319,          2.01476274,          2.02629401,          2.02064968,          2.01481302,          2.01428919,          2.01508958,          0.00002262,          0.00000356,          0.00001389,          0.00001036,          0.00000361,          0.00000267,          0.00000412,          0.00116772,          0.00018461,          0.00071869,          0.00053710,          0.00018720,          0.00013866,          0.00021406
,,,,,,   27.200000,    0.815435,          0.00871660,          0.00137799,          0.00536476,          0.00400924,          0.00139731,          0.00103493,          0.00159784,          2.03715500,          2.01476303,          2.02629513,          2.02065051,          2.01481331,          2.01428941,          2.01508991,          0.00002279,          0.00000358,          0.00001399,          0.00001044,          0.00000363,          0.00000269,          0.00000416,          0.00118528,          0.00018738,          0.00072949,          0.00054517,          0.00019001,          0.00014073,          0.00021727
,,,,,,   27.400000,    0.821431,          0.00884673,          0.00139848,          0.00544480,          0.00406911,          0.00141809,          0.00105028,          0.00162162,          2.03715683,          2.01476332,          2.02629625,          2.02065135,          2.01481360,          2.01428962,          2.01509024,          0.00002296,          0.00000361,          0.00001410,          0.00001052,          0.00000366,          0.00000271,          0.00000419,          0.00120297,          0.00019016,          0.00074038,          0.00055331,          0.00019283,          0.00014282,          0.00022051
,,,,,,   27.600000,    0.827427,          0.00897785,          0.00141913,          0.00552545,          0.00412942,          0.00143902,          0.00106574,          0.00164558,          2.03715868,          2.01476361,          2.02629738,          2.02065220,          2.01481390,          2.01428984,          2.01509058,          0.00002314,          0.00000364,          0.00001420,          0.00001060,          0.00000369,          0.00000273,          0.00000422,          0.00122080,          0.00019297,          0.00075135,          0.00056152,          0.00019568,          0.00014492,          0.00022376
,,,,,,   27.800000,    0.833423,          0.00910997,          0.00143992,          0.00560671,          0.00419020,          0.00146011,          0.00108132,          0.00166973,          2.03716053,          2.01476390,          2.02629852,          2.02065305,          2.01481419,          2.01429006,          2.01509092,          0.00002331,          0.00000366,          0.00001431,          0.00001068,          0.00000372,          0.00000275,          0.00000425,          0.00123877,          0.00019580,          0.00076240,          0.00056978,          0.00019854,          0.00014704,          0.00022705
,,,,,,   28.000000,    0.839419,          0.00924310,          0.00146087,          0.00568858,          0.00425144,          0.00148136,          0.00109701,          0.00169405,          2.03716240,          2.01476419,          2.02629967,          2.02065390,          2.01481449,          2.01429028,          2.01509126,          0.00002348,          0.00000369,          0.00001441,          0.00001076,          0.00000374,          0.00000277,          0.00000428,          0.00125687,          0.00019865,          0.00077353,          0.00057811,          0.00020143,          0.00014917,          0.00023036
,,,,,,   28.200000,    0.845415,          0.00937722,          0.00148198,          0.00577107,          0.00431314,          0.00150276,          0.00111282,          0.00171855,          2.03716429,          2.01476449,          2.02630083,          2.02065477,          2.01481479,          2.01429050,          2.01509160,          0.00002365,          0.00000372,          0.00001452,          0.00001083,          0.00000377,          0.00000279,          0.00000431,          0.00127511,          0.00020152,          0.00078475,          0.00058650,          0.00020434,          0.00015132,          0.00023369
,,,,,,   28.400000,    0.851411,          0.00951234,          0.00150324,          0.00585417,          0.00437530,          0.00152433,          0.00112875,          0.00174324,          2.03716619,          2.01476479,          2.02630200,          2.02065564,          2.01481510,          2.01429073,          2.01509195,          0.00002382,          0.00000374,          0.00001462,          0.00001091,          0.00000380,          0.00000281,          0.00000434,          0.00129348,          0.00020441,          0.00079605,          0.00059495,          0.00020728,          0.00015349,          0.00023704
,,,,,,   28.600000,    0.857406,          0.00964846,          0.00152466,          0.00593789,          0.00443792,          0.00154604,          0.00114478,          0.00176810,          2.03716810,          2.01476509,          2.02630317,          2.02065651,          2.01481540,          2.01429095,          2.01509230,          0.00002399,          0.00000377,          0.00001473,          0.00001099,          0.00000382,          0.00000283,          0.00000437,          0.00131199,          0.00020732,          0.00080743,          0.00060346,          0.00021023,          0.00015567,          0.00024043
,,,,,,   28.800000,    0.863402,          0.00978559,          0.00154623,          0.00602222,          0.00450100,          0.00156792,          0.00116094,          0.00179315,          2.03717003,          2.01476539,          2.02630435,          2.02065740,          2.01481571,          2.01429118,          2.01509265,          0.00002417,          0.00000380,          0.00001483,          0.00001107,          0.00000385,          0.00000285,          0.00000440,          0.00133064,          0.00021025,          0.00081890,          0.00061204,          0.00021320,          0.00015786,          0.00024383
,,,,,,   29.000000,    0.869398,          0.00992372,          0.00156796,          0.00610717,          0.00456454,          0.00158995,          0.00117721,          0.00181838,          2.03717197,          2.01476569,          2.02630554,          2.02065828,          2.01481602,          2.01429141,          2.01509300,          0.00002434,          0.00000382,          0.00001494,          0.00001115,          0.00000388,          0.00000287,          0.00000444,          0.00134942,          0.00021321,          0.00083045,          0.00062068,          0.00021620,          0.00016008,          0.00024726
,,,,,,   29.200000,    0.875394,          0.01006286,          0.00158984,          0.00619274,          0.00462855,          0.00161215,          0.00119359,          0.00184379,          2.03717392,          2.01476600,          2.02630674,          2.02065918,          2.01481633,          2.01429164,          2.01509336,          0.00002451,          0.00000385,          0.00001504,          0.00001123,          0.00000391,          0.00000289,          0.00000447,          0.00136834,          0.00021618,          0.00084208,          0.00062939,          0.00021922,          0.00016230,          0.00025072
,,,,,,   29.400000,    0.881390,          0.01020300,          0.00161188,          0.00627892,          0.00469302,          0.00163449,          0.00121009,          0.00186938,          2.03717589,          2.01476631,          2.02630795,          2.02066008,          2.01481664,          2.01429187,          2.01509372,          0.00002468,          0.00000388,          0.00001515,          0.00001131,          0.00000393,          0.00000291,          0.00000450,          0.00138739,          0.00021918,          0.00085380,          0.00063815,          0.00022226,          0.00016455,          0.00025420
,,,,,,   29.600000,    0.887386,          0.01034415,          0.00163407,          0.00636572,          0.00475795,          0.00165700,          0.00122670,          0.00189515,          2.03717787,          2.01476662,          2.02630916,          2.02066099,          2.01481696,          2.01429210,          2.01509408,          0.00002486,          0.00000390,          0.00001526,          0.00001139,          0.00000396,          0.00000293,          0.00000453,          0.00140659,          0.00022220,          0.00086560,          0.00064698,          0.00022532,          0.00016681,          0.00025770
,,,,,,   29.800000,    0.893382,          0.01048630,          0.00165642,          0.00645313,          0.00482335,          0.00167967,          0.00124343,          0.00192110,          2.03717986,          2.01476693,          2.02631039,          2.02066190,          2.01481727,          2.01429234,          2.01509444,          0.00002503,          0.00000393,          0.00001536,          0.00001147,          0.00000399,          0.00000295,          0.00000456,          0.00142592,          0.00022524,          0.00087749,          0.00065587,          0.00022840,          0.00016908,          0.00026123
,,,,,,   30.000000,    0.899377,          0.01062947,          0.00167892,          0.00654117,          0.00488921,          0.00170249,          0.00126028,          0.00194723,          2.03718187,          2.01476725,          2.02631162,          2.02066282,          2.01481759,          2.01429258,          2.01509481,          0.00002520,          0.00000396,          0.00001547,          0.00001154,          0.00000401,          0.00000297,          0.00000459,          0.00144539,          0.00022830,          0.00088946,          0.00066483,          0.00023150,          0.00017137,          0.00026478
,,,,,,   30.200000,    0.905373,          0.01077365,          0.00170158,          0.00662982,          0.00495554,          0.00172547,          0.00127723,          0.00197355,          2.03718389,          2.01476757,          2.02631286,          2.02066375,          2.01481792,          2.01429281,          2.01509518,          0.00002537,          0.00000399,          0.00001557,          0.00001162,          0.00000404,          0.00000299,          0.00000462,          0.00146499,          0.00023138,          0.00090152,          0.00067385,          0.00023463,          0.00017368,          0.00026836
,,,,,,   30.400000,    0.911369,          0.01091883,          0.00172440,          0.00671910,          0.00502233,          0.00174861,          0.00129431,          0.00200005,          2.03718593,          2.01476789,          2.02631411,          2.02066468,          2.01481824,          2.01429305,          2.01509555,          0.00002555,          0.00000401,          0.00001568,          0.00001170,          0.00000407,          0.00000301,          0.00000465,          0.00148473,          0.00023448,          0.00091366,          0.00068293,          0.00023777,          0.00017600,          0.00027196
,,,,,,   30.600000,    0.917365,          0.01106503,          0.00174737,          0.00680899,          0.00508959,          0.00177190,          0.00131150,          0.00202673,          2.03718798,          2.01476821,          2.02631537,          2.02066562,          2.01481857,          2.01429330,          2.01509592,          0.00002572,          0.00000404,          0.00001578,          0.00001178,          0.00000410,          0.00000303,          0.00000469,          0.00150461,          0.00023761,          0.00092588,          0.00069208,          0.00024094,          0.00017834,          0.00027559
,,,,,,   30.800000,    0.923361,          0.01121225,          0.00177050,          0.00689951,          0.00515731,          0.00179536,          0.00132881,          0.00205359,          2.03719005,          2.01476853,          2.02631664,          2.02066657,          2.01481890,          2.01429354,          2.01509630,          0.00002589,          0.00000407,          0.00001589,          0.00001186,          0.00000412,          0.00000305,          0.00000472,          0.00152463,          0.00024075,          0.00093819,          0.00070129,          0.00024413,          0.00018069,          0.00027925
,,,,,,   31.000000,    0.929357,          0.01136047,          0.00179378,          0.00699065,          0.00522550,          0.00181897,          0.00134623,          0.00208064,          2.03719212,          2.01476886,          2.02631791,          2.02066752,          2.01481923,          2.01429378,          2.01509668,          0.00002607,          0.00000409,          0.00001600,          0.00001194,          0.00000415,          0.00000307,          0.00000475,          0.00154479,          0.00024392,          0.00095058,          0.00071056,          0.00024734,          0.00018306,          0.00028292
,,,,,,   31.200000,    0.935352,          0.01150972,          0.00181722,          0.00708241,          0.00529416,          0.00184275,          0.00136376,          0.00210787,          2.03719421,          2.01476919,          2.02631920,          2.02066848,          2.01481956,          2.01429403,          2.01509706,          0.00002624,          0.00000412,          0.00001610,          0.00001202,          0.00000418,          0.00000309,          0.00000478,          0.00156508,          0.00024710,          0.00096306,          0.00071990,          0.00025057,          0.00018544,          0.00028663
,,,,,,   31.400000,    0.941348,          0.01165998,          0.00184082,          0.00717480,          0.00536329,          0.00186668,          0.00138142,          0.00213528,          2.03719632,          2.01476952,          2.02632049,          2.02066944,          2.01481990,          2.01429428,          2.01509744,          0.00002641,          0.00000415,          0.00001621,          0.00001210,          0.00000420,          0.00000311,          0.00000481,          0.00158551,          0.00025031,          0.00097562,          0.00072930,          0.00025383,          0.00018784,          0.00029035
,,,,,,   31.600000,    0.947344,          0.01181125,          0.00186457,          0.00726780,          0.00543288,          0.00189077,          0.00139918,          0.00216287,          2.03719844,          2.01476985,          2.02632179,          2.02067041,          2.01482023,          2.01429453,          2.01509783,          0.00002658,          0.00000417,          0.00001631,          0.00001218,          0.00000423,          0.00000313,          0.00000484,          0.00160608,          0.00025354,          0.00098827,          0.00073876,          0.00025710,          0.00019026,          0.00029411
,,,,,,   31.800000,    0.953340,          0.01196355,          0.00188848,          0.00736144,          0.00550295,          0.00191502,          0.00141707,          0.00219065,          2.03720057,          2.01477019,          2.02632310,          2.02067139,          2.01482057,          2.01429478,          2.01509822,          0.00002676,          0.00000420,          0.00001642,          0.00001226,          0.00000426,          0.00000315,          0.00000487,          0.00162679,          0.00025679,          0.00100100,          0.00074829,          0.00026040,          0.00019269,          0.00029788
,,,,,,   32.000000,    0.959336,          0.01211687,          0.00191255,          0.00745570,          0.00557348,          0.00193943,          0.00143507,          0.00221861,          2.03720272,          2.01477052,          2.02632442,          2.02067237,          2.01482091,          2.01429503,          2.01509861,          0.00002693,          0.00000423,          0.00001653,          0.00001234,          0.00000429,          0.00000317,          0.00000490,          0.00164764,          0.00026007,          0.00101382,          0.00075788,          0.00026372,          0.00019514,          0.00030168
,,,,,,   32.200000,    0.965332,          0.01227121,          0.00193678,          0.00755058,          0.00564449,          0.00196399,          0.00145318,          0.00224675,          2.03720488,          2.01477086,          2.02632574,          2.02067336,          2.01482126,          2.01429529,          2.01509900,          0.00002711,          0.00000425,          0.00001663,          0.00001242,          0.00000431,          0.00000319,          0.00000494,          0.00166863,          0.00026336,          0.00102672,          0.00076753,          0.00026706,          0.00019760,          0.00030551
,,,,,,   32.400000,    0.971328,          0.01242657,          0.00196116,          0.00764609,          0.00571596,          0.00198872,          0.00147141,          0.00227508,          2.03720706,          2.01477121,          2.02632708,          2.02067436,          2.01482160,          2.01429554,          2.01509940,          0.00002728,          0.00000428,          0.00001674,          0.00001250,          0.00000434,          0.00000321,          0.00000497,          0.00168975,          0.00026668,          0.00103971,          0.00077725,          0.00027042,          0.00020008,          0.00030936
,,,,,,   32.600000,    0.977323,          0.01258295,          0.00198569,          0.00774223,          0.00578791,          0.00201361,          0.00148976,          0.00230359,          2.03720925,          2.01477155,          2.02632842,          2.02067536,          2.01482195,          2.01429580,          2.01509979,          0.00002745,          0.00000431,          0.00001685,          0.00001258,          0.00000437,          0.00000323,          0.00000500,          0.00171102,          0.00027001,          0.00105278,          0.00078703,          0.00027381,          0.00020258,          0.00031324
