       2.07688232      0.00000000     -0.00000000
       0.00000000      2.07688232      0.00000000
      -0.00000000      0.00000000      2.12459737
       2.07688232      0.00000000     -0.00000000
       0.00000000      2.07688232      0.00000000
      -0.00000000      0.00000000      2.12459737
      -2.07711261      0.00000000     -0.00000000
       0.00000000     -2.07711261     -0.00000000
      -0.00000000      0.00000000     -2.11995264
      -2.07711261      0.00000000     -0.00000000
       0.00000000     -2.07711261      0.00000000
       0.00000000      0.00000000     -2.11995264
