directory,electrons,magnetization,kpnts,kpnt_1,kpnt_2,kpnt_3,energy_cutoff_eV,final_free_energy_eV,final_energy_without_entropy_eV,pressure_GPa,a_A,b_A,c_A,alpha,beta,gamma,volume,eps0_xx,eps0_yy,eps0_zz,eps0_xy,eps0_xz,eps0_yz,epsinf_xx,epsinf_yy,epsinf_zz,epsinf_xy,epsinf_xz,epsinf_yz, c11_gpa, c22_gpa, c33_gpa, c44_gpa, c55_gpa, c66_gpa, c12_gpa,  c13_gpa, c23_gpa, f1_cm1, f2_cm1, f3_cm1, f4_cm1, f5_cm1, f6_cm1
../AlAs/AlAs.out,8,None,None,4,4,4,81.63,None,None,-8.4792,3.97010064777,3.97010064777,3.97010064777,60.0,60.0,60.0,44.247583027,0,0,0,0.0,0.0,0.0,9.7606047646,9.7606048023,9.7606047662,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5697981378071079,0.5701030684203542,0.5718379695216339,344.2590225262497,344.25902512686565,344.25902554288325
../AlAs/AlAs.out_neutral ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral ,0.5697981378050276,0.5701030684070643,0.5718379695154342,344.2590225262497,344.2590251268656,344.25902554288325
../AlAs/AlAs.out_Intensities (Debye2/Angs2/amu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intensities (Debye2/Angs2/amu),0.00437576904827,0.0026042932937,0.000832827872838,5.20464778428,5.25989951284,5.31515091286
../AlAs/AlAs.out_Integrated Molar Absorption (L/mole/cm/cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Molar Absorption (L/mole/cm/cm),18.4902496904,11.0047017418,3.51919745946,21992.7596772,22226.2313815,22459.7016974
../BaTiO3/BaTiO3.out,30,None,None,4,4,4,1088.4,None,None,0.053216,4.18095875782,4.18095875782,4.18095875782,90.0,90.0,90.0,73.0848989283,0,0,0,0.0,0.0,0.0,7.7344505895,7.7344505895,7.7344505895,1.77761e-05,-1.15e-08,0.0,0,0,0,0,0,0,0,0,0,65.73941301188619,65.7394130118862,65.7540642214296,198.00668650029849,198.0066865002986,198.01500944254545,270.58721304258876,270.5872130465393,270.58721304653943,279.3522696765539,279.35277827269886,279.3527782726989,493.62666127875815,493.63166346177076,493.63166346177076
../BaTiO3/BaTiO3.out_neutral ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral ,65.73941301188579,65.73941301188603,65.75406422142966,198.00668650029843,198.00668650029863,198.01500944254533,270.58721304258864,270.5872130465393,270.58721304653943,279.3522696765539,279.35277827269874,279.3527782726989,493.6266612787583,493.6316634617707,493.63166346177076
../BaTiO3/BaTiO3.out_Intensities (Debye2/Angs2/amu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intensities (Debye2/Angs2/amu),1.64362122759,1.72570970856,1.68417933705,35.6262446402,35.9067559794,35.7794273386,3.33502788748e-08,2.76413244995e-08,3.76976705756e-09,33.276048348,33.2918976367,33.2768351076,20.4791113643,20.4809507193,20.4809505504
../BaTiO3/BaTiO3.out_Integrated Molar Absorption (L/mole/cm/cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Molar Absorption (L/mole/cm/cm),6945.2858593,7292.15894447,7116.66820663,150542.259352,151727.588067,151189.548162,0.000140924938414,0.000116801180805,1.59295276784e-05,140611.269899,140678.242654,140614.594431,86536.5329809,86544.3053594,86544.3046456
../Na2SO42/Na2SO42.out,62,None,105,7,6,5,1088.4,None,None,5.3391,4.7799999142,5.57499990016,6.09099989085,101.871,103.337,97.4179999997,151.880419803,0,0,0,0.0,0.0,0.0,2.3792570628,2.220460297,2.5308327102,-0.0525707979,-0.2665035464,0.0914913736,0,0,0,0,0,0,0,0,0,-16.51716840123397,-10.720483187000736,4.796476942461818,85.1951739440863,93.45809008793029,104.8231855188149,106.11336035362069,107.62199023176305,169.65000077980696,170.28725344135847,181.55187564749093,193.24616252974917,215.43045237986274,270.3046468248489,291.0879670515897,310.2370995099026,321.2426967822478,356.68798947728436,387.9598528042193,404.70769160731606,452.69720121195076,532.532570892713,535.7390384236286,541.0586390907245,560.2928404352714,572.9359313928136,615.204557259212,655.4324502984188,681.0630894612922,812.613706578366,1033.633295585768,1060.8394275925816,1230.272910846606,1244.3694513221703,1251.062140786486,1265.6776093403491
../Na2SO42/Na2SO42.out_neutral ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral ,-16.51716840122911,-10.72048318698028,4.796476942453621,85.19517394408545,93.45809008793094,104.823185518814,106.11336035361954,107.62199023176231,169.6500007798076,170.28725344135896,181.55187564749116,193.24616252974965,215.43045237986252,270.30464682484904,291.08796705159006,310.23709950990263,321.2426967822479,356.68798947728465,387.95985280421934,404.707691607316,452.6972012119508,532.532570892713,535.7390384236288,541.0586390907246,560.2928404352715,572.9359313928136,615.2045572592122,655.432450298419,681.0630894612922,812.6137065783662,1033.633295585768,1060.8394275925818,1230.2729108466062,1244.3694513221703,1251.062140786486,1265.6776093403498
../Na2SO42/Na2SO42.out_Intensities (Debye2/Angs2/amu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intensities (Debye2/Angs2/amu),0.000432427938223,0.00162668728264,0.000459921144196,0.604879794115,5.57119068741e-10,3.64463454689e-09,2.26117188399e-08,0.9743298921,5.15787735349e-09,2.77204280875,4.48611689694e-09,0.62428910747,2.3509321892e-10,2.57751928096,2.74844064884e-11,2.62376592401,4.42133016996e-11,3.93444617015e-10,0.167606003643,1.89216762253e-10,0.190629310205,5.76605609468,2.23267857181e-10,4.24969446128,3.75129331156e-10,2.08160824223,3.20668680141e-11,20.2951749717,2.02265539372e-10,1.40708902149e-11,8.10770522693,5.90307526379e-11,25.5193414203,1.50778176378e-10,22.9979164992,4.29845528052e-10
../Na2SO42/Na2SO42.out_Integrated Molar Absorption (L/mole/cm/cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Molar Absorption (L/mole/cm/cm),1.82726749576,6.87372978152,1.94344278692,2555.98005801,2.35416233687e-06,1.54007677413e-05,9.55480791298e-05,4117.12839206,2.17951265449e-05,11713.5440927,1.89565355597e-05,2637.99605253,9.93409905867e-07,10891.5654736,1.16138108057e-07,11086.9852885,1.86827727662e-07,1.66253957366e-06,708.235928995,7.99554350577e-07,805.5232132,24365.0466337,9.43440657306e-07,17957.5089156,1.58514650173e-06,8796.04378837,1.35501757481e-07,85759.2913605,8.5469326317e-07,5.94579536922e-08,34259.9192069,2.49440348347e-07,107834.529106,6.37128262103e-07,97179.9959592,1.81635526334e-06
