../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 qua_hf_2d_f_ir-int.out -optical_tensor 2.018 0 0 0 2.018 0 0 0 2.071 -masses program -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  143.36,         0.000137,                   0.577966,     0.0736,     5.0
   4,  143.36,         0.000125,                   0.526914,     0.0671,     5.0
   5,  219.76,         0.000015,                   0.062798,     0.0080,     5.0
   6,  285.80,         0.220859,                 933.263851,   118.8268,     5.0
   7,  285.80,         0.219970,                 929.504963,   118.3482,     5.0
   8,  383.15,         0.000003,                   0.012340,     0.0016,     5.0
   9,  395.26,         5.330176,               22523.190806,  2867.7417,     5.0
  10,  428.18,         2.826487,               11943.604000,  1520.7069,     5.0
  11,  428.18,         2.822143,               11925.247717,  1518.3697,     5.0
  12,  492.09,        10.485444,               44307.294148,  5641.3799,     5.0
  13,  492.09,        10.459705,               44198.527799,  5627.5313,     5.0
  14,  502.25,         0.000007,                   0.030802,     0.0039,     5.0
  15,  544.53,        10.684156,               45146.971138,  5748.2909,     5.0
  16,  739.67,         0.596466,                2520.427559,   320.9108,     5.0
  17,  739.67,         0.602299,                2545.073342,   324.0488,     5.0
  18,  824.10,         3.254740,               13753.228986,  1751.1155,     5.0
  19,  847.31,         4.970620,               21003.852794,  2674.2936,     5.0
  20,  847.31,         4.960699,               20961.928146,  2668.9556,     5.0
  21, 1124.43,        41.149179,              173879.971699, 22139.0856,     5.0
  22, 1124.43,        41.187535,              174042.049294, 22159.7220,     5.0
  23, 1131.32,        43.940335,              185674.281211, 23640.7837,     5.0
  24, 1139.50,         0.000004,                   0.018537,     0.0024,     5.0
  25, 1233.44,         0.611846,                2585.415876,   329.1854,     5.0
  26, 1233.44,         0.606878,                2564.422943,   326.5125,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,   55.800000,    1.672842,          0.00894470,          0.00793427,          0.01034413,          2.16336887,          2.15611771,          2.17336682,          0.00012691,          0.00011238,          0.00014710,          0.01313794,          0.01165382,          0.01519342
,,,,,,   56.000000,    1.678838,          0.00901078,          0.00799280,          0.01042068,          2.16337905,          2.15612671,          2.17337861,          0.00012739,          0.00011281,          0.00014766,          0.01323499,          0.01173979,          0.01530585
,,,,,,   56.200000,    1.684834,          0.00907712,          0.00805156,          0.01049753,          2.16338925,          2.15613575,          2.17339044,          0.00012787,          0.00011323,          0.00014822,          0.01333244,          0.01182610,          0.01541873
,,,,,,   56.400000,    1.690829,          0.00914373,          0.00811055,          0.01057470,          2.16339950,          2.15614483,          2.17340232,          0.00012835,          0.00011366,          0.00014878,          0.01343027,          0.01191275,          0.01553207
,,,,,,   56.600000,    1.696825,          0.00921060,          0.00816978,          0.01065217,          2.16340979,          2.15615394,          2.17341425,          0.00012884,          0.00011409,          0.00014934,          0.01352849,          0.01199974,          0.01564586
,,,,,,   56.800000,    1.702821,          0.00927774,          0.00822924,          0.01072995,          2.16342011,          2.15616308,          2.17342621,          0.00012932,          0.00011451,          0.00014991,          0.01362710,          0.01208707,          0.01576010
,,,,,,   57.000000,    1.708817,          0.00934514,          0.00828893,          0.01080803,          2.16343048,          2.15617226,          2.17343823,          0.00012980,          0.00011494,          0.00015047,          0.01372610,          0.01217475,          0.01587479
,,,,,,   57.200000,    1.714813,          0.00941280,          0.00834886,          0.01088643,          2.16344088,          2.15618147,          2.17345029,          0.00013028,          0.00011536,          0.00015103,          0.01382549,          0.01226277,          0.01598994
,,,,,,   57.400000,    1.720809,          0.00948074,          0.00840902,          0.01096514,          2.16345132,          2.15619071,          2.17346239,          0.00013077,          0.00011579,          0.00015159,          0.01392526,          0.01235114,          0.01610555
,,,,,,   57.600000,    1.726805,          0.00954893,          0.00846942,          0.01104415,          2.16346180,          2.15619999,          2.17347454,          0.00013125,          0.00011622,          0.00015215,          0.01402543,          0.01243985,          0.01622161
,,,,,,   57.800000,    1.732800,          0.00961740,          0.00853005,          0.01112348,          2.16347232,          2.15620931,          2.17348673,          0.00013174,          0.00011665,          0.00015272,          0.01412599,          0.01252890,          0.01633812
,,,,,,   58.000000,    1.738796,          0.00968613,          0.00859091,          0.01120312,          2.16348288,          2.15621865,          2.17349897,          0.00013222,          0.00011707,          0.00015328,          0.01422694,          0.01261830,          0.01645509
,,,,,,   58.200000,    1.744792,          0.00975512,          0.00865201,          0.01128307,          2.16349347,          2.15622804,          2.17351125,          0.00013270,          0.00011750,          0.00015384,          0.01432828,          0.01270804,          0.01657252
,,,,,,   58.400000,    1.750788,          0.00982439,          0.00871335,          0.01136333,          2.16350411,          2.15623745,          2.17352358,          0.00013319,          0.00011793,          0.00015441,          0.01443002,          0.01279813,          0.01669041
,,,,,,   58.600000,    1.756784,          0.00989392,          0.00877492,          0.01144390,          2.16351478,          2.15624690,          2.17353596,          0.00013367,          0.00011836,          0.00015497,          0.01453215,          0.01288856,          0.01680876
,,,,,,   58.800000,    1.762780,          0.00996372,          0.00883673,          0.01152479,          2.16352549,          2.15625639,          2.17354837,          0.00013416,          0.00011878,          0.00015554,          0.01463467,          0.01297934,          0.01692756
,,,,,,   59.000000,    1.768776,          0.01003379,          0.00889877,          0.01160599,          2.16353624,          2.15626591,          2.17356084,          0.00013465,          0.00011921,          0.00015610,          0.01473758,          0.01307047,          0.01704682
,,,,,,   59.200000,    1.774771,          0.01010412,          0.00896105,          0.01168750,          2.16354703,          2.15627546,          2.17357335,          0.00013513,          0.00011964,          0.00015667,          0.01484089,          0.01316195,          0.01716655
,,,,,,   59.400000,    1.780767,          0.01017473,          0.00902356,          0.01176932,          2.16355786,          2.15628505,          2.17358590,          0.00013562,          0.00012007,          0.00015724,          0.01494459,          0.01325377,          0.01728673
,,,,,,   59.600000,    1.786763,          0.01024560,          0.00908632,          0.01185146,          2.16356873,          2.15629467,          2.17359850,          0.00013610,          0.00012050,          0.00015780,          0.01504869,          0.01334594,          0.01740738
,,,,,,   59.800000,    1.792759,          0.01031674,          0.00914930,          0.01193392,          2.16357963,          2.15630432,          2.17361115,          0.00013659,          0.00012093,          0.00015837,          0.01515319,          0.01343846,          0.01752848
,,,,,,   60.000000,    1.798755,          0.01038816,          0.00921253,          0.01201668,          2.16359058,          2.15631402,          2.17362384,          0.00013708,          0.00012136,          0.00015894,          0.01525808,          0.01353133,          0.01765005
,,,,,,   60.200000,    1.804751,          0.01045984,          0.00927600,          0.01209977,          2.16360156,          2.15632374,          2.17363657,          0.00013757,          0.00012179,          0.00015950,          0.01536337,          0.01362454,          0.01777209
,,,,,,   60.400000,    1.810746,          0.01053179,          0.00933970,          0.01218317,          2.16361259,          2.15633350,          2.17364936,          0.00013806,          0.00012222,          0.00016007,          0.01546905,          0.01371811,          0.01789458
,,,,,,   60.600000,    1.816742,          0.01060402,          0.00940364,          0.01226688,          2.16362365,          2.15634329,          2.17366218,          0.00013854,          0.00012265,          0.00016064,          0.01557513,          0.01381203,          0.01801754
,,,,,,   60.800000,    1.822738,          0.01067651,          0.00946782,          0.01235091,          2.16363475,          2.15635312,          2.17367505,          0.00013903,          0.00012308,          0.00016121,          0.01568162,          0.01390630,          0.01814097
,,,,,,   61.000000,    1.828734,          0.01074928,          0.00953224,          0.01243526,          2.16364589,          2.15636298,          2.17368797,          0.00013952,          0.00012352,          0.00016178,          0.01578849,          0.01400092,          0.01826486
,,,,,,   61.200000,    1.834730,          0.01082232,          0.00959690,          0.01251993,          2.16365707,          2.15637288,          2.17370094,          0.00014001,          0.00012395,          0.00016235,          0.01589577,          0.01409589,          0.01838922
,,,,,,   61.400000,    1.840726,          0.01089563,          0.00966180,          0.01260491,          2.16366829,          2.15638281,          2.17371394,          0.00014050,          0.00012438,          0.00016292,          0.01600345,          0.01419121,          0.01851404
,,,,,,   61.600000,    1.846722,          0.01096921,          0.00972694,          0.01269022,          2.16367955,          2.15639278,          2.17372700,          0.00014099,          0.00012481,          0.00016349,          0.01611153,          0.01428688,          0.01863933
,,,,,,   61.800000,    1.852717,          0.01104307,          0.00979231,          0.01277584,          2.16369085,          2.15640278,          2.17374010,          0.00014148,          0.00012524,          0.00016406,          0.01622001,          0.01438291,          0.01876509
,,,,,,   62.000000,    1.858713,          0.01111720,          0.00985793,          0.01286178,          2.16370218,          2.15641282,          2.17375325,          0.00014197,          0.00012568,          0.00016463,          0.01632889,          0.01447929,          0.01889132
,,,,,,   62.200000,    1.864709,          0.01119160,          0.00992379,          0.01294804,          2.16371356,          2.15642289,          2.17376644,          0.00014246,          0.00012611,          0.00016520,          0.01643818,          0.01457602,          0.01901802
,,,,,,   62.400000,    1.870705,          0.01126628,          0.00998989,          0.01303462,          2.16372498,          2.15643299,          2.17377967,          0.00014295,          0.00012654,          0.00016577,          0.01654786,          0.01467311,          0.01914519
,,,,,,   62.600000,    1.876701,          0.01134123,          0.01005623,          0.01312152,          2.16373643,          2.15644313,          2.17379296,          0.00014344,          0.00012698,          0.00016635,          0.01665795,          0.01477055,          0.01927283
,,,,,,   62.800000,    1.882697,          0.01141646,          0.01012282,          0.01320874,          2.16374792,          2.15645331,          2.17380629,          0.00014394,          0.00012741,          0.00016692,          0.01676844,          0.01486835,          0.01940094
,,,,,,   63.000000,    1.888692,          0.01149196,          0.01018964,          0.01329628,          2.16375946,          2.15646352,          2.17381966,          0.00014443,          0.00012785,          0.00016749,          0.01687934,          0.01496650,          0.01952952
,,,,,,   63.200000,    1.894688,          0.01156773,          0.01025671,          0.01338414,          2.16377103,          2.15647376,          2.17383308,          0.00014492,          0.00012828,          0.00016807,          0.01699064,          0.01506501,          0.01965857
,,,,,,   63.400000,    1.900684,          0.01164378,          0.01032402,          0.01347233,          2.16378264,          2.15648404,          2.17384655,          0.00014541,          0.00012872,          0.00016864,          0.01710234,          0.01516387,          0.01978810
,,,,,,   63.600000,    1.906680,          0.01172011,          0.01039157,          0.01356084,          2.16379429,          2.15649435,          2.17386006,          0.00014591,          0.00012915,          0.00016922,          0.01721445,          0.01526310,          0.01991810
,,,,,,   63.800000,    1.912676,          0.01179672,          0.01045937,          0.01364967,          2.16380598,          2.15650470,          2.17387362,          0.00014640,          0.00012959,          0.00016979,          0.01732697,          0.01536267,          0.02004858
,,,,,,   64.000000,    1.918672,          0.01187360,          0.01052741,          0.01373882,          2.16381771,          2.15651508,          2.17388722,          0.00014690,          0.00013002,          0.00017037,          0.01743989,          0.01546261,          0.02017953
,,,,,,   64.200000,    1.924668,          0.01195076,          0.01059569,          0.01382830,          2.16382948,          2.15652550,          2.17390087,          0.00014739,          0.00013046,          0.00017094,          0.01755322,          0.01556290,          0.02031095
,,,,,,   64.400000,    1.930663,          0.01202819,          0.01066422,          0.01391811,          2.16384129,          2.15653595,          2.17391457,          0.00014789,          0.00013089,          0.00017152,          0.01766696,          0.01566356,          0.02044286
,,,,,,   64.600000,    1.936659,          0.01210591,          0.01073299,          0.01400824,          2.16385314,          2.15654644,          2.17392831,          0.00014838,          0.00013133,          0.00017210,          0.01778111,          0.01576457,          0.02057524
,,,,,,   64.800000,    1.942655,          0.01218390,          0.01080201,          0.01409869,          2.16386503,          2.15655696,          2.17394210,          0.00014888,          0.00013177,          0.00017267,          0.01789566,          0.01586594,          0.02070810
,,,,,,   65.000000,    1.948651,          0.01226217,          0.01087127,          0.01418947,          2.16387696,          2.15656752,          2.17395594,          0.00014937,          0.00013220,          0.00017325,          0.01801062,          0.01596767,          0.02084143
,,,,,,   65.200000,    1.954647,          0.01234072,          0.01094078,          0.01428058,          2.16388893,          2.15657811,          2.17396982,          0.00014987,          0.00013264,          0.00017383,          0.01812600,          0.01606976,          0.02097525
,,,,,,   65.400000,    1.960643,          0.01241955,          0.01101053,          0.01437201,          2.16390094,          2.15658874,          2.17398375,          0.00015036,          0.00013308,          0.00017441,          0.01824178,          0.01617222,          0.02110955
,,,,,,   65.600000,    1.966639,          0.01249866,          0.01108053,          0.01446377,          2.16391298,          2.15659940,          2.17399772,          0.00015086,          0.00013352,          0.00017499,          0.01835798,          0.01627503,          0.02124432
,,,,,,   65.800000,    1.972634,          0.01257805,          0.01115077,          0.01455586,          2.16392507,          2.15661010,          2.17401174,          0.00015136,          0.00013396,          0.00017557,          0.01847459,          0.01637821,          0.02137958
,,,,,,   66.000000,    1.978630,          0.01265772,          0.01122126,          0.01464828,          2.16393720,          2.15662083,          2.17402581,          0.00015186,          0.00013439,          0.00017615,          0.01859161,          0.01648174,          0.02151532
,,,,,,   66.200000,    1.984626,          0.01273767,          0.01129200,          0.01474102,          2.16394936,          2.15663160,          2.17403992,          0.00015235,          0.00013483,          0.00017673,          0.01870904,          0.01658565,          0.02165155
,,,,,,   66.400000,    1.990622,          0.01281790,          0.01136299,          0.01483409,          2.16396157,          2.15664241,          2.17405408,          0.00015285,          0.00013527,          0.00017731,          0.01882688,          0.01668991,          0.02178825
,,,,,,   66.600000,    1.996618,          0.01289842,          0.01143422,          0.01492750,          2.16397382,          2.15665324,          2.17406829,          0.00015335,          0.00013571,          0.00017789,          0.01894514,          0.01679454,          0.02192544
,,,,,,   66.800000,    2.002614,          0.01297921,          0.01150571,          0.01502123,          2.16398610,          2.15666412,          2.17408254,          0.00015385,          0.00013615,          0.00017847,          0.01906381,          0.01689953,          0.02206312
,,,,,,   67.000000,    2.008609,          0.01306029,          0.01157744,          0.01511530,          2.16399843,          2.15667503,          2.17409684,          0.00015435,          0.00013659,          0.00017905,          0.01918290,          0.01700489,          0.02220128
,,,,,,   67.200000,    2.014605,          0.01314166,          0.01164941,          0.01520969,          2.16401080,          2.15668597,          2.17411118,          0.00015485,          0.00013703,          0.00017963,          0.01930241,          0.01711061,          0.02233993
,,,,,,   67.400000,    2.020601,          0.01322330,          0.01172164,          0.01530442,          2.16402320,          2.15669695,          2.17412558,          0.00015535,          0.00013747,          0.00018022,          0.01942233,          0.01721670,          0.02247906
,,,,,,   67.600000,    2.026597,          0.01330523,          0.01179412,          0.01539948,          2.16403565,          2.15670796,          2.17414001,          0.00015585,          0.00013792,          0.00018080,          0.01954266,          0.01732315,          0.02261869
,,,,,,   67.800000,    2.032593,          0.01338744,          0.01186685,          0.01549487,          2.16404814,          2.15671901,          2.17415450,          0.00015635,          0.00013836,          0.00018138,          0.01966342,          0.01742997,          0.02275880
,,,,,,   68.000000,    2.038589,          0.01346994,          0.01193982,          0.01559059,          2.16406066,          2.15673010,          2.17416903,          0.00015685,          0.00013880,          0.00018197,          0.01978459,          0.01753716,          0.02289940
,,,,,,   68.200000,    2.044585,          0.01355272,          0.01201305,          0.01568665,          2.16407323,          2.15674122,          2.17418361,          0.00015735,          0.00013924,          0.00018255,          0.01990618,          0.01764472,          0.02304049
,,,,,,   68.400000,    2.050580,          0.01363579,          0.01208653,          0.01578304,          2.16408584,          2.15675237,          2.17419824,          0.00015786,          0.00013968,          0.00018314,          0.02002819,          0.01775264,          0.02318207
,,,,,,   68.600000,    2.056576,          0.01371914,          0.01216026,          0.01587977,          2.16409848,          2.15676356,          2.17421291,          0.00015836,          0.00014013,          0.00018373,          0.02015062,          0.01786094,          0.02332414
,,,,,,   68.800000,    2.062572,          0.01380278,          0.01223424,          0.01597683,          2.16411117,          2.15677479,          2.17422763,          0.00015886,          0.00014057,          0.00018431,          0.02027347,          0.01796960,          0.02346670
,,,,,,   69.000000,    2.068568,          0.01388671,          0.01230847,          0.01607423,          2.16412390,          2.15678605,          2.17424240,          0.00015936,          0.00014101,          0.00018490,          0.02039674,          0.01807863,          0.02360976
,,,,,,   69.200000,    2.074564,          0.01397092,          0.01238296,          0.01617196,          2.16413667,          2.15679735,          2.17425721,          0.00015987,          0.00014146,          0.00018549,          0.02052043,          0.01818803,          0.02375331
,,,,,,   69.400000,    2.080560,          0.01405542,          0.01245769,          0.01627003,          2.16414947,          2.15680868,          2.17427207,          0.00016037,          0.00014190,          0.00018607,          0.02064455,          0.01829781,          0.02389735
,,,,,,   69.600000,    2.086556,          0.01414021,          0.01253268,          0.01636844,          2.16416232,          2.15682005,          2.17428698,          0.00016088,          0.00014234,          0.00018666,          0.02076908,          0.01840795,          0.02404189
,,,,,,   69.800000,    2.092551,          0.01422529,          0.01260793,          0.01646718,          2.16417521,          2.15683145,          2.17430193,          0.00016138,          0.00014279,          0.00018725,          0.02089404,          0.01851847,          0.02418693
,,,,,,   70.000000,    2.098547,          0.01431065,          0.01268342,          0.01656627,          2.16418814,          2.15684289,          2.17431693,          0.00016188,          0.00014323,          0.00018784,          0.02101943,          0.01862936,          0.02433246
,,,,,,   70.200000,    2.104543,          0.01439631,          0.01275917,          0.01666569,          2.16420111,          2.15685437,          2.17433198,          0.00016239,          0.00014368,          0.00018843,          0.02114523,          0.01874062,          0.02447849
,,,,,,   70.400000,    2.110539,          0.01448225,          0.01283518,          0.01676545,          2.16421412,          2.15686588,          2.17434708,          0.00016290,          0.00014412,          0.00018902,          0.02127147,          0.01885225,          0.02462502
,,,,,,   70.600000,    2.116535,          0.01456848,          0.01291144,          0.01686555,          2.16422717,          2.15687743,          2.17436222,          0.00016340,          0.00014457,          0.00018961,          0.02139813,          0.01896426,          0.02477205
,,,,,,   70.800000,    2.122531,          0.01465501,          0.01298795,          0.01696599,          2.16424026,          2.15688901,          2.17437741,          0.00016391,          0.00014502,          0.00019020,          0.02152521,          0.01907665,          0.02491957
,,,,,,   71.000000,    2.128526,          0.01474182,          0.01306472,          0.01706677,          2.16425339,          2.15690063,          2.17439265,          0.00016442,          0.00014546,          0.00019079,          0.02165273,          0.01918941,          0.02506760
,,,,,,   71.200000,    2.134522,          0.01482893,          0.01314175,          0.01716789,          2.16426656,          2.15691228,          2.17440793,          0.00016492,          0.00014591,          0.00019138,          0.02178067,          0.01930254,          0.02521613
,,,,,,   71.400000,    2.140518,          0.01491633,          0.01321903,          0.01726936,          2.16427978,          2.15692397,          2.17442327,          0.00016543,          0.00014636,          0.00019198,          0.02190904,          0.01941605,          0.02536516
,,,,,,   71.600000,    2.146514,          0.01500402,          0.01329656,          0.01737116,          2.16429303,          2.15693569,          2.17443864,          0.00016594,          0.00014681,          0.00019257,          0.02203783,          0.01952994,          0.02551469
,,,,,,   71.800000,    2.152510,          0.01509200,          0.01337436,          0.01747331,          2.16430632,          2.15694746,          2.17445407,          0.00016645,          0.00014725,          0.00019316,          0.02216706,          0.01964420,          0.02566473
,,,,,,   72.000000,    2.158506,          0.01518027,          0.01345241,          0.01757580,          2.16431966,          2.15695925,          2.17446955,          0.00016696,          0.00014770,          0.00019376,          0.02229672,          0.01975884,          0.02581527
,,,,,,   72.200000,    2.164502,          0.01526884,          0.01353072,          0.01767864,          2.16433303,          2.15697108,          2.17448507,          0.00016747,          0.00014815,          0.00019435,          0.02242681,          0.01987386,          0.02596631
,,,,,,   72.400000,    2.170497,          0.01535770,          0.01360929,          0.01778182,          2.16434645,          2.15698295,          2.17450064,          0.00016798,          0.00014860,          0.00019495,          0.02255733,          0.01998926,          0.02611786
,,,,,,   72.600000,    2.176493,          0.01544686,          0.01368811,          0.01788535,          2.16435990,          2.15699486,          2.17451626,          0.00016849,          0.00014905,          0.00019554,          0.02268828,          0.02010504,          0.02626992
,,,,,,   72.800000,    2.182489,          0.01553631,          0.01376720,          0.01798922,          2.16437340,          2.15700680,          2.17453192,          0.00016900,          0.00014950,          0.00019614,          0.02281966,          0.02022120,          0.02642249
,,,,,,   73.000000,    2.188485,          0.01562605,          0.01384654,          0.01809344,          2.16438694,          2.15701877,          2.17454763,          0.00016951,          0.00014995,          0.00019673,          0.02295148,          0.02033774,          0.02657556
,,,,,,   73.200000,    2.194481,          0.01571610,          0.01392614,          0.01819800,          2.16440052,          2.15703079,          2.17456339,          0.00017002,          0.00015040,          0.00019733,          0.02308373,          0.02045466,          0.02672915
,,,,,,   73.400000,    2.200477,          0.01580643,          0.01400601,          0.01830291,          2.16441414,          2.15704284,          2.17457920,          0.00017053,          0.00015085,          0.00019793,          0.02321642,          0.02057196,          0.02688324
,,,,,,   73.600000,    2.206472,          0.01589707,          0.01408613,          0.01840817,          2.16442780,          2.15705492,          2.17459506,          0.00017104,          0.00015130,          0.00019853,          0.02334954,          0.02068965,          0.02703785
,,,,,,   73.800000,    2.212468,          0.01598800,          0.01416651,          0.01851378,          2.16444150,          2.15706704,          2.17461096,          0.00017156,          0.00015175,          0.00019913,          0.02348310,          0.02080771,          0.02719296
,,,,,,   74.000000,    2.218464,          0.01607923,          0.01424716,          0.01861974,          2.16445525,          2.15707920,          2.17462691,          0.00017207,          0.00015220,          0.00019972,          0.02361710,          0.02092617,          0.02734859
,,,,,,   74.200000,    2.224460,          0.01617075,          0.01432806,          0.01872605,          2.16446903,          2.15709139,          2.17464291,          0.00017258,          0.00015266,          0.00020032,          0.02375153,          0.02104500,          0.02750474
,,,,,,   74.400000,    2.230456,          0.01626258,          0.01440923,          0.01883270,          2.16448286,          2.15710362,          2.17465896,          0.00017310,          0.00015311,          0.00020092,          0.02388640,          0.02116422,          0.02766139
,,,,,,   74.600000,    2.236452,          0.01635470,          0.01449066,          0.01893971,          2.16449672,          2.15711589,          2.17467506,          0.00017361,          0.00015356,          0.00020152,          0.02402171,          0.02128382,          0.02781856
,,,,,,   74.800000,    2.242448,          0.01644712,          0.01457236,          0.01904707,          2.16451063,          2.15712819,          2.17469120,          0.00017413,          0.00015402,          0.00020213,          0.02415746,          0.02140381,          0.02797625
,,,,,,   75.000000,    2.248443,          0.01653985,          0.01465431,          0.01915478,          2.16452458,          2.15714052,          2.17470739,          0.00017464,          0.00015447,          0.00020273,          0.02429365,          0.02152419,          0.02813446
,,,,,,   75.200000,    2.254439,          0.01663287,          0.01473653,          0.01926284,          2.16453857,          2.15715290,          2.17472363,          0.00017516,          0.00015492,          0.00020333,          0.02443028,          0.02164495,          0.02829318
,,,,,,   75.400000,    2.260435,          0.01672619,          0.01481901,          0.01937126,          2.16455260,          2.15716531,          2.17473992,          0.00017567,          0.00015538,          0.00020393,          0.02456736,          0.02176610,          0.02845242
,,,,,,   75.600000,    2.266431,          0.01681981,          0.01490176,          0.01948002,          2.16456668,          2.15717776,          2.17475626,          0.00017619,          0.00015583,          0.00020454,          0.02470487,          0.02188764,          0.02861218
,,,,,,   75.800000,    2.272427,          0.01691374,          0.01498477,          0.01958915,          2.16458079,          2.15719024,          2.17477264,          0.00017671,          0.00015629,          0.00020514,          0.02484283,          0.02200957,          0.02877246
,,,,,,   76.000000,    2.278423,          0.01700797,          0.01506805,          0.01969863,          2.16459494,          2.15720276,          2.17478908,          0.00017722,          0.00015674,          0.00020574,          0.02498123,          0.02213189,          0.02893326
,,,,,,   76.200000,    2.284419,          0.01710250,          0.01515159,          0.01980846,          2.16460914,          2.15721531,          2.17480556,          0.00017774,          0.00015720,          0.00020635,          0.02512008,          0.02225459,          0.02909458
,,,,,,   76.400000,    2.290414,          0.01719733,          0.01523540,          0.01991865,          2.16462338,          2.15722791,          2.17482209,          0.00017826,          0.00015765,          0.00020695,          0.02525937,          0.02237769,          0.02925642
,,,,,,   76.600000,    2.296410,          0.01729247,          0.01531947,          0.02002919,          2.16463766,          2.15724054,          2.17483867,          0.00017878,          0.00015811,          0.00020756,          0.02539910,          0.02250118,          0.02941879
,,,,,,   76.800000,    2.302406,          0.01738791,          0.01540382,          0.02014010,          2.16465198,          2.15725320,          2.17485529,          0.00017930,          0.00015857,          0.00020817,          0.02553929,          0.02262506,          0.02958169
,,,,,,   77.000000,    2.308402,          0.01748365,          0.01548842,          0.02025136,          2.16466634,          2.15726590,          2.17487197,          0.00017982,          0.00015903,          0.00020877,          0.02567992,          0.02274933,          0.02974511
,,,,,,   77.200000,    2.314398,          0.01757970,          0.01557330,          0.02036298,          2.16468075,          2.15727864,          2.17488869,          0.00018034,          0.00015948,          0.00020938,          0.02582099,          0.02287400,          0.02990905
,,,,,,   77.400000,    2.320394,          0.01767606,          0.01565844,          0.02047495,          2.16469519,          2.15729142,          2.17490546,          0.00018086,          0.00015994,          0.00020999,          0.02596252,          0.02299905,          0.03007352
,,,,,,   77.600000,    2.326389,          0.01777272,          0.01574386,          0.02058729,          2.16470968,          2.15730423,          2.17492229,          0.00018138,          0.00016040,          0.00021060,          0.02610450,          0.02312451,          0.03023852
,,,,,,   77.800000,    2.332385,          0.01786969,          0.01582954,          0.02069999,          2.16472421,          2.15731708,          2.17493916,          0.00018190,          0.00016086,          0.00021121,          0.02624692,          0.02325035,          0.03040405
,,,,,,   78.000000,    2.338381,          0.01796696,          0.01591549,          0.02081305,          2.16473878,          2.15732996,          2.17495607,          0.00018242,          0.00016132,          0.00021182,          0.02638980,          0.02337660,          0.03057011
,,,,,,   78.200000,    2.344377,          0.01806455,          0.01600171,          0.02092647,          2.16475340,          2.15734289,          2.17497304,          0.00018295,          0.00016178,          0.00021243,          0.02653313,          0.02350324,          0.03073670
,,,,,,   78.400000,    2.350373,          0.01816244,          0.01608820,          0.02104025,          2.16476805,          2.15735585,          2.17499006,          0.00018347,          0.00016224,          0.00021304,          0.02667691,          0.02363027,          0.03090382
,,,,,,   78.600000,    2.356369,          0.01826064,          0.01617496,          0.02115439,          2.16478275,          2.15736884,          2.17500712,          0.00018399,          0.00016270,          0.00021365,          0.02682114,          0.02375771,          0.03107148
,,,,,,   78.800000,    2.362365,          0.01835914,          0.01626199,          0.02126890,          2.16479748,          2.15738187,          2.17502424,          0.00018452,          0.00016316,          0.00021426,          0.02696583,          0.02388554,          0.03123967
,,,,,,   79.000000,    2.368360,          0.01845796,          0.01634929,          0.02138377,          2.16481226,          2.15739494,          2.17504140,          0.00018504,          0.00016362,          0.00021488,          0.02711097,          0.02401377,          0.03140839
,,,,,,   79.200000,    2.374356,          0.01855709,          0.01643687,          0.02149900,          2.16482709,          2.15740805,          2.17505861,          0.00018556,          0.00016408,          0.00021549,          0.02725657,          0.02414240,          0.03157765
,,,,,,   79.400000,    2.380352,          0.01865653,          0.01652471,          0.02161461,          2.16484195,          2.15742119,          2.17507588,          0.00018609,          0.00016454,          0.00021610,          0.02740263,          0.02427143,          0.03174744
,,,,,,   79.600000,    2.386348,          0.01875628,          0.01661283,          0.02173057,          2.16485686,          2.15743437,          2.17509319,          0.00018661,          0.00016500,          0.00021672,          0.02754914,          0.02440086,          0.03191777
,,,,,,   79.800000,    2.392344,          0.01885634,          0.01670123,          0.02184691,          2.16487181,          2.15744759,          2.17511055,          0.00018714,          0.00016547,          0.00021733,          0.02769611,          0.02453069,          0.03208864
,,,,,,   80.000000,    2.398340,          0.01895671,          0.01678989,          0.02196361,          2.16488680,          2.15746084,          2.17512795,          0.00018767,          0.00016593,          0.00021795,          0.02784353,          0.02466092,          0.03226005
