../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 qua_hf_2d_f_ir-int.out -optical_tensor 2.018 0 0 0 2.018 0 0 0 2.071 -masses program -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  143.36,         0.000137,                   0.577966,     0.0736,     5.0
   4,  143.36,         0.000125,                   0.526914,     0.0671,     5.0
   5,  219.76,         0.000015,                   0.062798,     0.0080,     5.0
   6,  285.80,         0.220859,                 933.263851,   118.8268,     5.0
   7,  285.80,         0.219970,                 929.504963,   118.3482,     5.0
   8,  383.15,         0.000003,                   0.012340,     0.0016,     5.0
   9,  395.26,         5.330176,               22523.190806,  2867.7417,     5.0
  10,  428.18,         2.826487,               11943.604000,  1520.7069,     5.0
  11,  428.18,         2.822143,               11925.247717,  1518.3697,     5.0
  12,  492.09,        10.485444,               44307.294148,  5641.3799,     5.0
  13,  492.09,        10.459705,               44198.527799,  5627.5313,     5.0
  14,  502.25,         0.000007,                   0.030802,     0.0039,     5.0
  15,  544.53,        10.684156,               45146.971138,  5748.2909,     5.0
  16,  739.67,         0.596466,                2520.427559,   320.9108,     5.0
  17,  739.67,         0.602299,                2545.073342,   324.0488,     5.0
  18,  824.10,         3.254740,               13753.228986,  1751.1155,     5.0
  19,  847.31,         4.970620,               21003.852794,  2674.2936,     5.0
  20,  847.31,         4.960699,               20961.928146,  2668.9556,     5.0
  21, 1124.43,        41.149179,              173879.971699, 22139.0856,     5.0
  22, 1124.43,        41.187535,              174042.049294, 22159.7220,     5.0
  23, 1131.32,        43.940335,              185674.281211, 23640.7837,     5.0
  24, 1139.50,         0.000004,                   0.018537,     0.0024,     5.0
  25, 1233.44,         0.611846,                2585.415876,   329.1854,     5.0
  26, 1233.44,         0.606878,                2564.422943,   326.5125,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  233.200000,    6.991160,          0.30419587,          0.27754025,          0.37358960,          2.19505386,          2.18409108,          2.21102797,          0.00104027,          0.00094674,          0.00128221,          0.44680158,          0.40764992,          0.54872680
,,,,,,  233.400000,    6.997156,          0.30535157,          0.27872412,          0.37512065,          2.19513712,          2.18416684,          2.21113059,          0.00104334,          0.00094998,          0.00128640,          0.44849907,          0.40938878,          0.55097560
,,,,,,  233.600000,    7.003152,          0.30651443,          0.27991707,          0.37666233,          2.19522063,          2.18424286,          2.21123355,          0.00104644,          0.00095324,          0.00129061,          0.45020707,          0.41114100,          0.55324001
,,,,,,  233.800000,    7.009148,          0.30768452,          0.28111924,          0.37821476,          2.19530439,          2.18431915,          2.21133684,          0.00104956,          0.00095654,          0.00129485,          0.45192570,          0.41290673,          0.55552021
,,,,,,  234.000000,    7.015144,          0.30886193,          0.28233074,          0.37977808,          2.19538840,          2.18439569,          2.21144047,          0.00105269,          0.00095985,          0.00129912,          0.45365508,          0.41468617,          0.55781641
,,,,,,  234.200000,    7.021139,          0.31004674,          0.28355168,          0.38135242,          2.19547266,          2.18447250,          2.21154444,          0.00105585,          0.00096320,          0.00130342,          0.45539532,          0.41647949,          0.56012879
,,,,,,  234.400000,    7.027135,          0.31123904,          0.28478221,          0.38293791,          2.19555717,          2.18454958,          2.21164876,          0.00105902,          0.00096657,          0.00130775,          0.45714656,          0.41828688,          0.56245755
,,,,,,  234.600000,    7.033131,          0.31243890,          0.28602244,          0.38453469,          2.19564193,          2.18462692,          2.21175342,          0.00106222,          0.00096997,          0.00131212,          0.45890892,          0.42010853,          0.56480290
,,,,,,  234.800000,    7.039127,          0.31364643,          0.28727251,          0.38614291,          2.19572695,          2.18470454,          2.21185843,          0.00106544,          0.00097340,          0.00131652,          0.46068252,          0.42194463,          0.56716505
,,,,,,  235.000000,    7.045123,          0.31486170,          0.28853255,          0.38776271,          2.19581222,          2.18478243,          2.21196379,          0.00106868,          0.00097685,          0.00132094,          0.46246751,          0.42379537,          0.56954420
,,,,,,  235.200000,    7.051119,          0.31608481,          0.28980270,          0.38939423,          2.19589776,          2.18486060,          2.21206951,          0.00107194,          0.00098033,          0.00132541,          0.46426401,          0.42566096,          0.57194057
,,,,,,  235.400000,    7.057114,          0.31731586,          0.29108310,          0.39103763,          2.19598355,          2.18493905,          2.21217558,          0.00107522,          0.00098385,          0.00132990,          0.46607217,          0.42754161,          0.57435439
,,,,,,  235.600000,    7.063110,          0.31855493,          0.29237389,          0.39269306,          2.19606961,          2.18501777,          2.21228201,          0.00107852,          0.00098739,          0.00133443,          0.46789212,          0.42943751,          0.57678588
,,,,,,  235.800000,    7.069106,          0.31980214,          0.29367521,          0.39436067,          2.19615593,          2.18509678,          2.21238881,          0.00108185,          0.00099096,          0.00133899,          0.46972400,          0.43134889,          0.57923526
,,,,,,  236.000000,    7.075102,          0.32105756,          0.29498722,          0.39604063,          2.19624252,          2.18517607,          2.21249597,          0.00108520,          0.00099456,          0.00134359,          0.47156796,          0.43327596,          0.58170277
,,,,,,  236.200000,    7.081098,          0.32232131,          0.29631006,          0.39773309,          2.19632938,          2.18525565,          2.21260349,          0.00108857,          0.00099819,          0.00134822,          0.47342415,          0.43521895,          0.58418865
,,,,,,  236.400000,    7.087094,          0.32359349,          0.29764390,          0.39943822,          2.19641650,          2.18533553,          2.21271139,          0.00109196,          0.00100186,          0.00135289,          0.47529272,          0.43717808,          0.58669314
,,,,,,  236.600000,    7.093090,          0.32487419,          0.29898887,          0.40115619,          2.19650390,          2.18541569,          2.21281965,          0.00109538,          0.00100555,          0.00135759,          0.47717382,          0.43915357,          0.58921649
,,,,,,  236.800000,    7.099085,          0.32616354,          0.30034516,          0.40288718,          2.19659156,          2.18549615,          2.21292830,          0.00109882,          0.00100928,          0.00136233,          0.47906761,          0.44114568,          0.59175896
,,,,,,  237.000000,    7.105081,          0.32746163,          0.30171291,          0.40463136,          2.19667951,          2.18557690,          2.21303732,          0.00110228,          0.00101304,          0.00136711,          0.48097424,          0.44315463,          0.59432080
,,,,,,  237.200000,    7.111077,          0.32876858,          0.30309231,          0.40638890,          2.19676773,          2.18565796,          2.21314672,          0.00110577,          0.00101683,          0.00137192,          0.48289388,          0.44518068,          0.59690227
,,,,,,  237.400000,    7.117073,          0.33008450,          0.30448351,          0.40816000,          2.19685623,          2.18573932,          2.21325651,          0.00110928,          0.00102066,          0.00137677,          0.48482670,          0.44722407,          0.59950365
,,,,,,  237.600000,    7.123069,          0.33140951,          0.30588669,          0.40994483,          2.19694501,          2.18582098,          2.21336668,          0.00111282,          0.00102452,          0.00138167,          0.48677286,          0.44928506,          0.60212520
,,,,,,  237.800000,    7.129065,          0.33274371,          0.30730203,          0.41174359,          2.19703407,          2.18590295,          2.21347725,          0.00111638,          0.00102841,          0.00138660,          0.48873254,          0.45136391,          0.60476721
,,,,,,  238.000000,    7.135061,          0.33408724,          0.30872972,          0.41355647,          2.19712342,          2.18598523,          2.21358821,          0.00111997,          0.00103234,          0.00139157,          0.49070590,          0.45346088,          0.60742997
,,,,,,  238.200000,    7.141056,          0.33544021,          0.31016993,          0.41538368,          2.19721305,          2.18606783,          2.21369957,          0.00112359,          0.00103630,          0.00139657,          0.49269314,          0.45557626,          0.61011376
,,,,,,  238.400000,    7.147052,          0.33680275,          0.31162285,          0.41722540,          2.19730297,          2.18615074,          2.21381132,          0.00112723,          0.00104030,          0.00140163,          0.49469443,          0.45771031,          0.61281888
,,,,,,  238.600000,    7.153048,          0.33817498,          0.31308869,          0.41908186,          2.19739318,          2.18623397,          2.21392348,          0.00113089,          0.00104434,          0.00140672,          0.49670996,          0.45986332,          0.61554563
,,,,,,  238.800000,    7.159044,          0.33955703,          0.31456762,          0.42095325,          2.19748369,          2.18631753,          2.21403605,          0.00113459,          0.00104842,          0.00141185,          0.49873991,          0.46203557,          0.61829433
,,,,,,  239.000000,    7.165040,          0.34094904,          0.31605987,          0.42283981,          2.19757449,          2.18640141,          2.21414902,          0.00113831,          0.00105253,          0.00141703,          0.50078449,          0.46422738,          0.62106529
,,,,,,  239.200000,    7.171036,          0.34235114,          0.31756562,          0.42474173,          2.19766559,          2.18648561,          2.21426241,          0.00114206,          0.00105668,          0.00142225,          0.50284388,          0.46643902,          0.62385883
,,,,,,  239.400000,    7.177031,          0.34376346,          0.31908510,          0.42665925,          2.19775699,          2.18657015,          2.21437621,          0.00114584,          0.00106087,          0.00142751,          0.50491829,          0.46867082,          0.62667528
,,,,,,  239.600000,    7.183027,          0.34518615,          0.32061851,          0.42859261,          2.19784869,          2.18665502,          2.21449044,          0.00114964,          0.00106510,          0.00143282,          0.50700793,          0.47092309,          0.62951498
,,,,,,  239.800000,    7.189023,          0.34661934,          0.32216607,          0.43054202,          2.19794069,          2.18674023,          2.21460509,          0.00115348,          0.00106937,          0.00143818,          0.50911300,          0.47319614,          0.63237827
,,,,,,  240.000000,    7.195019,          0.34806319,          0.32372801,          0.43250773,          2.19803300,          2.18682578,          2.21472016,          0.00115734,          0.00107368,          0.00144357,          0.51123372,          0.47549031,          0.63526550
,,,,,,  240.200000,    7.201015,          0.34951784,          0.32530455,          0.43448998,          2.19812561,          2.18691167,          2.21483567,          0.00116123,          0.00107803,          0.00144902,          0.51337030,          0.47780593,          0.63817702
,,,,,,  240.400000,    7.207011,          0.35098344,          0.32689593,          0.43648903,          2.19821854,          2.18699791,          2.21495161,          0.00116516,          0.00108242,          0.00145452,          0.51552297,          0.48014334,          0.64111321
,,,,,,  240.600000,    7.213007,          0.35246015,          0.32850239,          0.43850512,          2.19831179,          2.18708450,          2.21506799,          0.00116911,          0.00108686,          0.00146006,          0.51769196,          0.48250290,          0.64407444
,,,,,,  240.800000,    7.219002,          0.35394813,          0.33012417,          0.44053852,          2.19840534,          2.18717145,          2.21518482,          0.00117310,          0.00109134,          0.00146565,          0.51987749,          0.48488496,          0.64706108
,,,,,,  241.000000,    7.224998,          0.35544753,          0.33176151,          0.44258949,          2.19849922,          2.18725875,          2.21530208,          0.00117711,          0.00109586,          0.00147129,          0.52207980,          0.48728988,          0.65007353
,,,,,,  241.200000,    7.230994,          0.35695852,          0.33341467,          0.44465829,          2.19859341,          2.18734641,          2.21541980,          0.00118116,          0.00110043,          0.00147698,          0.52429914,          0.48971803,          0.65311219
,,,,,,  241.400000,    7.236990,          0.35848127,          0.33508391,          0.44674522,          2.19868793,          2.18743444,          2.21553797,          0.00118525,          0.00110505,          0.00148272,          0.52653575,          0.49216981,          0.65617745
,,,,,,  241.600000,    7.242986,          0.36001595,          0.33676950,          0.44885054,          2.19878278,          2.18752283,          2.21565660,          0.00118936,          0.00110971,          0.00148852,          0.52878987,          0.49464559,          0.65926974
,,,,,,  241.800000,    7.248982,          0.36156273,          0.33847170,          0.45097455,          2.19887795,          2.18761159,          2.21577569,          0.00119351,          0.00111442,          0.00149436,          0.53106178,          0.49714578,          0.66238949
,,,,,,  242.000000,    7.254977,          0.36312180,          0.34019080,          0.45311755,          2.19897346,          2.18770073,          2.21589525,          0.00119769,          0.00111918,          0.00150026,          0.53335173,          0.49967078,          0.66553711
,,,,,,  242.200000,    7.260973,          0.36469333,          0.34192707,          0.45527983,          2.19906930,          2.18779025,          2.21601528,          0.00120191,          0.00112398,          0.00150622,          0.53565999,          0.50222101,          0.66871306
,,,,,,  242.400000,    7.266969,          0.36627751,          0.34368081,          0.45746171,          2.19916547,          2.18788016,          2.21613578,          0.00120616,          0.00112884,          0.00151223,          0.53798683,          0.50479690,          0.67191779
,,,,,,  242.600000,    7.272965,          0.36787453,          0.34545231,          0.45966349,          2.19926198,          2.18797045,          2.21625677,          0.00121044,          0.00113374,          0.00151830,          0.54033253,          0.50739887,          0.67515176
,,,,,,  242.800000,    7.278961,          0.36948459,          0.34724188,          0.46188551,          2.19935884,          2.18806113,          2.21637823,          0.00121477,          0.00113870,          0.00152442,          0.54269738,          0.51002738,          0.67841545
,,,,,,  243.000000,    7.284957,          0.37110789,          0.34904982,          0.46412809,          2.19945604,          2.18815220,          2.21650019,          0.00121913,          0.00114371,          0.00153060,          0.54508167,          0.51268288,          0.68170934
,,,,,,  243.200000,    7.290953,          0.37274462,          0.35087646,          0.46639156,          2.19955359,          2.18824368,          2.21662264,          0.00122352,          0.00114878,          0.00153685,          0.54748570,          0.51536583,          0.68503392
,,,,,,  243.400000,    7.296948,          0.37439500,          0.35272211,          0.46867628,          2.19965149,          2.18833555,          2.21674558,          0.00122796,          0.00115390,          0.00154315,          0.54990977,          0.51807672,          0.68838970
,,,,,,  243.600000,    7.302944,          0.37605924,          0.35458711,          0.47098259,          2.19974974,          2.18842784,          2.21686903,          0.00123243,          0.00115907,          0.00154951,          0.55235419,          0.52081602,          0.69177721
,,,,,,  243.800000,    7.308940,          0.37773755,          0.35647180,          0.47331086,          2.19984835,          2.18852054,          2.21699298,          0.00123694,          0.00116430,          0.00155594,          0.55481929,          0.52358424,          0.69519696
,,,,,,  244.000000,    7.314936,          0.37943016,          0.35837652,          0.47566146,          2.19994732,          2.18861365,          2.21711745,          0.00124150,          0.00116958,          0.00156243,          0.55730538,          0.52638189,          0.69864951
,,,,,,  244.200000,    7.320932,          0.38113729,          0.36030163,          0.47803476,          2.20004665,          2.18870718,          2.21724243,          0.00124609,          0.00117493,          0.00156898,          0.55981281,          0.52920948,          0.70213540
,,,,,,  244.400000,    7.326928,          0.38285917,          0.36224749,          0.48043115,          2.20014635,          2.18880114,          2.21736794,          0.00125072,          0.00118033,          0.00157560,          0.56234190,          0.53206756,          0.70565520
,,,,,,  244.600000,    7.332924,          0.38459605,          0.36421448,          0.48285102,          2.20024642,          2.18889553,          2.21749397,          0.00125540,          0.00118580,          0.00158229,          0.56489302,          0.53495667,          0.70920950
,,,,,,  244.800000,    7.338919,          0.38634815,          0.36620298,          0.48529478,          2.20034686,          2.18899036,          2.21762054,          0.00126012,          0.00119132,          0.00158904,          0.56746651,          0.53787737,          0.71279889
,,,,,,  245.000000,    7.344915,          0.38811574,          0.36821338,          0.48776285,          2.20044768,          2.18908562,          2.21774764,          0.00126488,          0.00119691,          0.00159586,          0.57006274,          0.54083023,          0.71642398
,,,,,,  245.200000,    7.350911,          0.38989907,          0.37024608,          0.49025565,          2.20054888,          2.18918133,          2.21787529,          0.00126968,          0.00120256,          0.00160276,          0.57268208,          0.54381584,          0.72008539
,,,,,,  245.400000,    7.356907,          0.39169839,          0.37230148,          0.49277361,          2.20065046,          2.18927749,          2.21800349,          0.00127453,          0.00120828,          0.00160972,          0.57532491,          0.54683481,          0.72378376
,,,,,,  245.600000,    7.362903,          0.39351397,          0.37438000,          0.49531718,          2.20075242,          2.18937411,          2.21813224,          0.00127942,          0.00121406,          0.00161676,          0.57799163,          0.54988774,          0.72751974
,,,,,,  245.800000,    7.368899,          0.39534608,          0.37648209,          0.49788681,          2.20085478,          2.18947118,          2.21826155,          0.00128437,          0.00121991,          0.00162387,          0.58068263,          0.55297527,          0.73129400
,,,,,,  246.000000,    7.374894,          0.39719500,          0.37860817,          0.50048297,          2.20095753,          2.18956872,          2.21839143,          0.00128935,          0.00122583,          0.00163106,          0.58339832,          0.55609805,          0.73510724
,,,,,,  246.200000,    7.380890,          0.39906102,          0.38075869,          0.50310614,          2.20106068,          2.18966673,          2.21852188,          0.00129439,          0.00123182,          0.00163833,          0.58613911,          0.55925673,          0.73896014
,,,,,,  246.400000,    7.386886,          0.40094443,          0.38293413,          0.50575682,          2.20116423,          2.18976522,          2.21865290,          0.00129947,          0.00123788,          0.00164567,          0.58890545,          0.56245200,          0.74285344
,,,,,,  246.600000,    7.392882,          0.40284551,          0.38513495,          0.50843549,          2.20126818,          2.18986418,          2.21878452,          0.00130461,          0.00124402,          0.00165309,          0.59169776,          0.56568456,          0.74678786
,,,,,,  246.800000,    7.398878,          0.40476459,          0.38736163,          0.51114268,          2.20137255,          2.18996364,          2.21891672,          0.00130979,          0.00125022,          0.00166060,          0.59451649,          0.56895510,          0.75076417
,,,,,,  247.000000,    7.404874,          0.40670198,          0.38961468,          0.51387891,          2.20147732,          2.19006359,          2.21904952,          0.00131502,          0.00125650,          0.00166819,          0.59736211,          0.57226437,          0.75478314
,,,,,,  247.200000,    7.410870,          0.40865798,          0.39189461,          0.51664473,          2.20158251,          2.19016404,          2.21918292,          0.00132031,          0.00126286,          0.00167586,          0.60023509,          0.57561312,          0.75884556
,,,,,,  247.400000,    7.416865,          0.41063294,          0.39420194,          0.51944068,          2.20168813,          2.19026499,          2.21931694,          0.00132565,          0.00126930,          0.00168362,          0.60313590,          0.57900211,          0.76295224
,,,,,,  247.600000,    7.422861,          0.41262719,          0.39653720,          0.52226735,          2.20179417,          2.19036646,          2.21945157,          0.00133105,          0.00127582,          0.00169146,          0.60606504,          0.58243213,          0.76710404
,,,,,,  247.800000,    7.428857,          0.41464107,          0.39890094,          0.52512530,          2.20190064,          2.19046844,          2.21958683,          0.00133649,          0.00128242,          0.00169940,          0.60902303,          0.58590399,          0.77130179
,,,,,,  248.000000,    7.434853,          0.41667494,          0.40129374,          0.52801514,          2.20200754,          2.19057095,          2.21972271,          0.00134200,          0.00128910,          0.00170742,          0.61201037,          0.58941851,          0.77554637
,,,,,,  248.200000,    7.440849,          0.41872917,          0.40371616,          0.53093749,          2.20211488,          2.19067399,          2.21985924,          0.00134756,          0.00129587,          0.00171554,          0.61502760,          0.59297656,          0.77983870
,,,,,,  248.400000,    7.446845,          0.42080411,          0.40616880,          0.53389297,          2.20222266,          2.19077757,          2.21999641,          0.00135318,          0.00130272,          0.00172376,          0.61807527,          0.59657899,          0.78417969
,,,,,,  248.600000,    7.452841,          0.42290015,          0.40865228,          0.53688222,          2.20233089,          2.19088169,          2.22013423,          0.00135886,          0.00130966,          0.00173207,          0.62115393,          0.60022671,          0.78857030
,,,,,,  248.800000,    7.458836,          0.42501769,          0.41116722,          0.53990591,          2.20243958,          2.19098636,          2.22027272,          0.00136460,          0.00131669,          0.00174048,          0.62426416,          0.60392064,          0.79301148
,,,,,,  249.000000,    7.464832,          0.42715712,          0.41371425,          0.54296473,          2.20254872,          2.19109159,          2.22041187,          0.00137040,          0.00132382,          0.00174899,          0.62740655,          0.60766171,          0.79750426
,,,,,,  249.200000,    7.470828,          0.42931886,          0.41629405,          0.54605936,          2.20265832,          2.19119739,          2.22055170,          0.00137627,          0.00133104,          0.00175760,          0.63058170,          0.61145091,          0.80204964
,,,,,,  249.400000,    7.476824,          0.43150332,          0.41890728,          0.54919053,          2.20276839,          2.19130376,          2.22069221,          0.00138220,          0.00133835,          0.00176631,          0.63379023,          0.61528921,          0.80664869
,,,,,,  249.600000,    7.482820,          0.43371095,          0.42155464,          0.55235898,          2.20287893,          2.19141071,          2.22083342,          0.00138819,          0.00134576,          0.00177514,          0.63703277,          0.61917764,          0.81130249
,,,,,,  249.800000,    7.488816,          0.43594217,          0.42423685,          0.55556545,          2.20298994,          2.19151824,          2.22097532,          0.00139425,          0.00135327,          0.00178407,          0.64030998,          0.62311726,          0.81601215
,,,,,,  250.000000,    7.494811,          0.43819745,          0.42695464,          0.55881073,          2.20310144,          2.19162638,          2.22111794,          0.00140037,          0.00136089,          0.00179311,          0.64362253,          0.62710914,          0.82077880
,,,,,,  250.200000,    7.500807,          0.44047726,          0.42970876,          0.56209562,          2.20321343,          2.19173511,          2.22126127,          0.00140657,          0.00136861,          0.00180227,          0.64697110,          0.63115438,          0.82560362
,,,,,,  250.400000,    7.506803,          0.44278207,          0.43249999,          0.56542093,          2.20332590,          2.19184446,          2.22140533,          0.00141284,          0.00137643,          0.00181154,          0.65035640,          0.63525412,          0.83048782
,,,,,,  250.600000,    7.512799,          0.44511238,          0.43532912,          0.56878750,          2.20343888,          2.19195444,          2.22155013,          0.00141918,          0.00138436,          0.00182093,          0.65377915,          0.63940954,          0.83543264
,,,,,,  250.800000,    7.518795,          0.44746869,          0.43819697,          0.57219621,          2.20355236,          2.19206503,          2.22169567,          0.00142559,          0.00139241,          0.00183045,          0.65724009,          0.64362183,          0.84043934
,,,,,,  251.000000,    7.524791,          0.44985153,          0.44110438,          0.57564795,          2.20366635,          2.19217627,          2.22184197,          0.00143207,          0.00140056,          0.00184008,          0.66074000,          0.64789222,          0.84550924
,,,,,,  251.200000,    7.530787,          0.45226143,          0.44405222,          0.57914363,          2.20378085,          2.19228816,          2.22198903,          0.00143864,          0.00140884,          0.00184984,          0.66427964,          0.65222200,          0.85064367
,,,,,,  251.400000,    7.536782,          0.45469894,          0.44704138,          0.58268419,          2.20389588,          2.19240069,          2.22213687,          0.00144528,          0.00141723,          0.00185973,          0.66785984,          0.65661245,          0.85584403
,,,,,,  251.600000,    7.542778,          0.45716461,          0.45007276,          0.58627060,          2.20401143,          2.19251390,          2.22228549,          0.00145200,          0.00142574,          0.00186975,          0.67148142,          0.66106493,          0.86111174
,,,,,,  251.800000,    7.548774,          0.45965904,          0.45314731,          0.58990386,          2.20412752,          2.19262778,          2.22243491,          0.00145880,          0.00143438,          0.00187991,          0.67514522,          0.66558082,          0.86644825
,,,,,,  252.000000,    7.554770,          0.46218281,          0.45626600,          0.59358499,          2.20424415,          2.19274234,          2.22258513,          0.00146568,          0.00144314,          0.00189020,          0.67885213,          0.67016154,          0.87185508
,,,,,,  252.200000,    7.560766,          0.46473655,          0.45942982,          0.59731505,          2.20436132,          2.19285760,          2.22273616,          0.00147265,          0.00145203,          0.00190064,          0.68260304,          0.67480855,          0.87733378
,,,,,,  252.400000,    7.566762,          0.46732087,          0.46263980,          0.60109512,          2.20447905,          2.19297356,          2.22288803,          0.00147971,          0.00146106,          0.00191122,          0.68639888,          0.67952335,          0.88288593
,,,,,,  252.600000,    7.572757,          0.46993643,          0.46589699,          0.60492633,          2.20459734,          2.19309023,          2.22304073,          0.00148685,          0.00147022,          0.00192194,          0.69024061,          0.68430750,          0.88851319
,,,,,,  252.800000,    7.578753,          0.47258389,          0.46920248,          0.60880981,          2.20471619,          2.19320763,          2.22319428,          0.00149409,          0.00147952,          0.00193282,          0.69412919,          0.68916258,          0.89421723
,,,,,,  253.000000,    7.584749,          0.47526394,          0.47255738,          0.61274676,          2.20483562,          2.19332577,          2.22334869,          0.00150141,          0.00148896,          0.00194384,          0.69806564,          0.69409025,          0.89999981
,,,,,,  253.200000,    7.590745,          0.47797729,          0.47596285,          0.61673841,          2.20495563,          2.19344465,          2.22350398,          0.00150883,          0.00149855,          0.00195503,          0.70205099,          0.69909218,          0.90586272
,,,,,,  253.400000,    7.596741,          0.48072466,          0.47942006,          0.62078599,          2.20507623,          2.19356429,          2.22366015,          0.00151635,          0.00150828,          0.00196638,          0.70608631,          0.70417013,          0.91180779
,,,,,,  253.600000,    7.602737,          0.48350680,          0.48293026,          0.62489082,          2.20519742,          2.19368470,          2.22381722,          0.00152396,          0.00151817,          0.00197789,          0.71017270,          0.70932589,          0.91783695
,,,,,,  253.800000,    7.608733,          0.48632447,          0.48649468,          0.62905422,          2.20531922,          2.19380590,          2.22397521,          0.00153168,          0.00152821,          0.00198957,          0.71431129,          0.71456130,          0.92395213
,,,,,,  254.000000,    7.614728,          0.48917848,          0.49011463,          0.63327757,          2.20544163,          2.19392788,          2.22413411,          0.00153950,          0.00153841,          0.00200142,          0.71850324,          0.71987827,          0.93015538
,,,,,,  254.200000,    7.620724,          0.49206963,          0.49379145,          0.63756230,          2.20556466,          2.19405068,          2.22429396,          0.00154742,          0.00154878,          0.00201345,          0.72274975,          0.72527877,          0.93644876
,,,,,,  254.400000,    7.626720,          0.49499877,          0.49752652,          0.64190985,          2.20568832,          2.19417429,          2.22445475,          0.00155545,          0.00155931,          0.00202566,          0.72705206,          0.73076481,          0.94283443
,,,,,,  254.600000,    7.632716,          0.49796676,          0.50132125,          0.64632175,          2.20581261,          2.19429873,          2.22461651,          0.00156359,          0.00157001,          0.00203805,          0.73141144,          0.73633850,          0.94931461
,,,,,,  254.800000,    7.638712,          0.50097450,          0.50517711,          0.65079955,          2.20593755,          2.19442402,          2.22477925,          0.00157185,          0.00158089,          0.00205064,          0.73582919,          0.74200197,          0.95589158
,,,,,,  255.000000,    7.644708,          0.50402291,          0.50909562,          0.65534485,          2.20606314,          2.19455017,          2.22494298,          0.00158022,          0.00159195,          0.00206341,          0.74030668,          0.74775746,          0.96256770
,,,,,,  255.200000,    7.650704,          0.50711293,          0.51307833,          0.65995931,          2.20618940,          2.19467719,          2.22510773,          0.00158870,          0.00160319,          0.00207639,          0.74484529,          0.75360724,          0.96934540
,,,,,,  255.400000,    7.656699,          0.51024555,          0.51712685,          0.66464464,          2.20631632,          2.19480510,          2.22527350,          0.00159731,          0.00161462,          0.00208957,          0.74944647,          0.75955370,          0.97622719
,,,,,,  255.600000,    7.662695,          0.51342177,          0.52124286,          0.66940261,          2.20644393,          2.19493391,          2.22544031,          0.00160604,          0.00162625,          0.00210296,          0.75411169,          0.76559927,          0.98321568
,,,,,,  255.800000,    7.668691,          0.51664263,          0.52542805,          0.67423504,          2.20657223,          2.19506363,          2.22560818,          0.00161490,          0.00163807,          0.00211657,          0.75884248,          0.77174646,          0.99031352
,,,,,,  256.000000,    7.674687,          0.51990921,          0.52968420,          0.67914381,          2.20670123,          2.19519429,          2.22577712,          0.00162389,          0.00165010,          0.00213039,          0.76364042,          0.77799788,          0.99752350
,,,,,,  256.200000,    7.680683,          0.52322262,          0.53401315,          0.68413086,          2.20683094,          2.19532590,          2.22594715,          0.00163301,          0.00166234,          0.00214444,          0.76850713,          0.78435622,          1.00484847
,,,,,,  256.400000,    7.686679,          0.52658399,          0.53841678,          0.68919822,          2.20696137,          2.19545847,          2.22611829,          0.00164227,          0.00167479,          0.00215873,          0.77344431,          0.79082426,          1.01229138
,,,,,,  256.600000,    7.692674,          0.52999452,          0.54289705,          0.69434795,          2.20709253,          2.19559202,          2.22629056,          0.00165167,          0.00168746,          0.00217325,          0.77845367,          0.79740485,          1.01985528
,,,,,,  256.800000,    7.698670,          0.53345542,          0.54745597,          0.69958219,          2.20722444,          2.19572657,          2.22646397,          0.00166121,          0.00170036,          0.00218801,          0.78353702,          0.80410097,          1.02754332
,,,,,,  257.000000,    7.704666,          0.53696794,          0.55209562,          0.70490319,          2.20735709,          2.19586213,          2.22663854,          0.00167089,          0.00171349,          0.00220302,          0.78869620,          0.81091568,          1.03535877
,,,,,,  257.200000,    7.710662,          0.54053339,          0.55681818,          0.71031321,          2.20749052,          2.19599873,          2.22681430,          0.00168073,          0.00172685,          0.00221829,          0.79393313,          0.81785214,          1.04330499
,,,,,,  257.400000,    7.716658,          0.54415312,          0.56162585,          0.71581465,          2.20762472,          2.19613638,          2.22699126,          0.00169072,          0.00174047,          0.00223382,          0.79924977,          0.82491364,          1.05138549
