       3.32019033      0.24356373      0.11366978
       0.24356373      3.60143351      0.19688183
      -0.12130972     -0.21011459      3.54907865
       3.74205509      0.00000000     -0.22733956
       0.00000000      3.17956875      0.00000000
       0.24261943      0.00000000      3.54907865
       3.32019033     -0.24356373      0.11366978
      -0.24356373      3.60143351     -0.19688183
      -0.12130972      0.21011459      3.54907865
      -1.17563909     -0.07088004     -0.13067725
      -0.03049340     -2.28538353     -0.73975273
      -0.06528559     -0.73754086     -1.77536212
      -2.05184341     -0.47538340      0.70598328
      -0.43499676     -1.40917921      0.25670655
       0.67137191      0.31223145     -1.77536212
      -1.96405144      0.48568348     -0.57530604
       0.52607012     -1.49697118      0.48304618
      -0.60608632      0.42530941     -1.77536212
      -1.96405144     -0.48568348     -0.57530604
      -0.52607012     -1.49697118     -0.48304618
      -0.60608632     -0.42530941     -1.77536212
      -1.17563909      0.07088004     -0.13067725
       0.03049340     -2.28538353      0.73975273
      -0.06528559      0.73754086     -1.77536212
      -2.05184341      0.47538340      0.70598328
       0.43499676     -1.40917921     -0.25670655
       0.67137191     -0.31223145     -1.77536212
