../../../pdielec -matrix ptfe -method ap -method maxwell -sphere -plate -1 -1 -2 -vmin 0 -vmax 2000 -vf 0.1 calcite.gout -masses program -csv command1.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  114.77,         2.386157,               10082.942949,  1283.8002,     5.0
   4,  114.77,         2.386165,               10082.976755,  1283.8045,     5.0
   5,  127.38,         3.359475,               14195.797145,  1807.4650,     5.0
   9,  249.29,         1.226152,                5181.227434,   659.6944,     5.0
  10,  249.29,         1.226152,                5181.226351,   659.6942,     5.0
  15,  320.71,         5.824938,               24613.856703,  3133.9336,     5.0
  16,  320.71,         5.824945,               24613.889414,  3133.9377,     5.0
  17,  338.14,         4.139440,               17491.616624,  2227.1018,     5.0
  20,  620.12,         3.383380,               14296.810138,  1820.3264,     5.0
  21,  620.12,         3.383372,               14296.778406,  1820.3224,     5.0
  22,  731.95,        26.890139,              113626.969350, 14467.4351,     5.0
  26, 1463.56,        16.971396,               71714.329831,  9130.9521,     5.0
  27, 1463.56,        16.971390,               71714.305879,  9130.9490,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(vf=0.1),ap_noshape_imag_dielectric(vf=0.1),ap_noshape_absorption_coeficient_cm-1(vf=0.1),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_absorption_coeficient_cm-1(vf=0.1),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(-1 -1 -2)_real_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_imag_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_absorption_coeficient_cm-1(vf=0.1),maxwell_plate(-1 -1 -2)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1)
,,,,,   18.600000,    0.557614,          2.49270451,          0.00240980,          0.07746819,          0.05702269,          2.28320569,          0.00079900,          0.02683814,          0.01975498,          2.38262560,          0.00174361,          0.05733225,          0.04220105
,,,,,   18.800000,    0.563610,          2.49289807,          0.00243827,          0.07922310,          0.05831444,          2.28326990,          0.00080817,          0.02743764,          0.02019626,          2.38276566,          0.00176420,          0.05863128,          0.04315724
,,,,,   19.000000,    0.569606,          2.49309392,          0.00246683,          0.08100035,          0.05962264,          2.28333484,          0.00081736,          0.02804440,          0.02064289,          2.38290736,          0.00178485,          0.05994685,          0.04412560
,,,,,   19.200000,    0.575602,          2.49329204,          0.00249547,          0.08280007,          0.06094737,          2.28340052,          0.00082657,          0.02865845,          0.02109488,          2.38305071,          0.00180557,          0.06127906,          0.04510621
,,,,,   19.400000,    0.581597,          2.49349245,          0.00252420,          0.08462237,          0.06228873,          2.28346693,          0.00083580,          0.02927983,          0.02155226,          2.38319572,          0.00182634,          0.06262800,          0.04609914
,,,,,   19.600000,    0.587593,          2.49369516,          0.00255302,          0.08646739,          0.06364681,          2.28353408,          0.00084504,          0.02990855,          0.02201505,          2.38334239,          0.00184719,          0.06399377,          0.04710446
,,,,,   19.800000,    0.593589,          2.49390018,          0.00258193,          0.08833525,          0.06502170,          2.28360197,          0.00085431,          0.03054465,          0.02248327,          2.38349072,          0.00186809,          0.06537647,          0.04812223
,,,,,   20.000000,    0.599585,          2.49410751,          0.00261093,          0.09022608,          0.06641350,          2.28367060,          0.00086360,          0.03118816,          0.02295694,          2.38364073,          0.00188907,          0.06677619,          0.04915253
,,,,,   20.200000,    0.605581,          2.49431715,          0.00264003,          0.09214001,          0.06782231,          2.28373997,          0.00087291,          0.03183911,          0.02343609,          2.38379242,          0.00191011,          0.06819302,          0.05019543
,,,,,   20.400000,    0.611577,          2.49452912,          0.00266922,          0.09407719,          0.06924822,          2.28381009,          0.00088224,          0.03249753,          0.02392074,          2.38394578,          0.00193122,          0.06962707,          0.05125101
,,,,,   20.600000,    0.617572,          2.49474343,          0.00269851,          0.09603774,          0.07069134,          2.28388095,          0.00089159,          0.03316345,          0.02441091,          2.38410084,          0.00195240,          0.07107844,          0.05231933
,,,,,   20.800000,    0.623568,          2.49496008,          0.00272789,          0.09802180,          0.07215176,          2.28395257,          0.00090096,          0.03383690,          0.02490663,          2.38425758,          0.00197365,          0.07254723,          0.05340047
,,,,,   21.000000,    0.629564,          2.49517907,          0.00275737,          0.10002951,          0.07362960,          2.28402493,          0.00091036,          0.03451793,          0.02540791,          2.38441603,          0.00199497,          0.07403354,          0.05449452
,,,,,   21.200000,    0.635560,          2.49540043,          0.00278696,          0.10206102,          0.07512495,          2.28409804,          0.00091977,          0.03520655,          0.02591479,          2.38457618,          0.00201636,          0.07553749,          0.05560154
,,,,,   21.400000,    0.641556,          2.49562415,          0.00281664,          0.10411646,          0.07663791,          2.28417191,          0.00092921,          0.03590280,          0.02642729,          2.38473805,          0.00203782,          0.07705917,          0.05672162
,,,,,   21.600000,    0.647552,          2.49585024,          0.00284642,          0.10619598,          0.07816861,          2.28424653,          0.00093867,          0.03660672,          0.02694543,          2.38490162,          0.00205936,          0.07859870,          0.05785484
,,,,,   21.800000,    0.653548,          2.49607872,          0.00287631,          0.10829974,          0.07971714,          2.28432190,          0.00094816,          0.03731834,          0.02746924,          2.38506692,          0.00208097,          0.08015619,          0.05900127
,,,,,   22.000000,    0.659543,          2.49630958,          0.00290630,          0.11042787,          0.08128361,          2.28439804,          0.00095766,          0.03803769,          0.02799874,          2.38523395,          0.00210266,          0.08173174,          0.06016100
,,,,,   22.200000,    0.665539,          2.49654285,          0.00293640,          0.11258053,          0.08286814,          2.28447494,          0.00096719,          0.03876481,          0.02853395,          2.38540272,          0.00212443,          0.08332547,          0.06133411
,,,,,   22.400000,    0.671535,          2.49677851,          0.00296661,          0.11475788,          0.08447084,          2.28455260,          0.00097675,          0.03949974,          0.02907492,          2.38557322,          0.00214627,          0.08493750,          0.06252069
,,,,,   22.600000,    0.677531,          2.49701660,          0.00299692,          0.11696007,          0.08609182,          2.28463102,          0.00098633,          0.04024250,          0.02962165,          2.38574547,          0.00216819,          0.08656793,          0.06372082
,,,,,   22.800000,    0.683527,          2.49725711,          0.00302735,          0.11918725,          0.08773120,          2.28471021,          0.00099593,          0.04099314,          0.03017418,          2.38591947,          0.00219018,          0.08821690,          0.06493458
,,,,,   23.000000,    0.689523,          2.49750005,          0.00305788,          0.12143960,          0.08938911,          2.28479016,          0.00100555,          0.04175169,          0.03073253,          2.38609523,          0.00221226,          0.08988451,          0.06616208
,,,,,   23.200000,    0.695519,          2.49774543,          0.00308853,          0.12371726,          0.09106565,          2.28487089,          0.00101520,          0.04251819,          0.03129674,          2.38627276,          0.00223442,          0.09157089,          0.06740339
,,,,,   23.400000,    0.701514,          2.49799327,          0.00311930,          0.12602041,          0.09276095,          2.28495239,          0.00102488,          0.04329268,          0.03186682,          2.38645206,          0.00225666,          0.09327616,          0.06865860
,,,,,   23.600000,    0.707510,          2.49824356,          0.00315017,          0.12834921,          0.09447513,          2.28503466,          0.00103458,          0.04407519,          0.03244281,          2.38663313,          0.00227899,          0.09500045,          0.06992781
,,,,,   23.800000,    0.713506,          2.49849633,          0.00318117,          0.13070383,          0.09620831,          2.28511771,          0.00104431,          0.04486577,          0.03302474,          2.38681599,          0.00230140,          0.09674388,          0.07121112
,,,,,   24.000000,    0.719502,          2.49875157,          0.00321228,          0.13308445,          0.09796063,          2.28520154,          0.00105406,          0.04566444,          0.03361263,          2.38700065,          0.00232389,          0.09850658,          0.07250860
,,,,,   24.200000,    0.725498,          2.49900930,          0.00324351,          0.13549123,          0.09973221,          2.28528614,          0.00106384,          0.04647126,          0.03420651,          2.38718710,          0.00234647,          0.10028867,          0.07382036
,,,,,   24.400000,    0.731494,          2.49926952,          0.00327487,          0.13792435,          0.10152318,          2.28537153,          0.00107364,          0.04728626,          0.03480641,          2.38737536,          0.00236914,          0.10209030,          0.07514650
,,,,,   24.600000,    0.737489,          2.49953226,          0.00330634,          0.14038399,          0.10333367,          2.28545771,          0.00108347,          0.04810948,          0.03541236,          2.38756543,          0.00239190,          0.10391159,          0.07648711
,,,,,   24.800000,    0.743485,          2.49979751,          0.00333794,          0.14287033,          0.10516381,          2.28554467,          0.00109333,          0.04894096,          0.03602440,          2.38775732,          0.00241474,          0.10575267,          0.07784230
,,,,,   25.000000,    0.749481,          2.50006529,          0.00336967,          0.14538355,          0.10701375,          2.28563241,          0.00110322,          0.04978074,          0.03664255,          2.38795104,          0.00243768,          0.10761369,          0.07921215
,,,,,   25.200000,    0.755477,          2.50033560,          0.00340152,          0.14792385,          0.10888360,          2.28572095,          0.00111313,          0.05062887,          0.03726683,          2.38814659,          0.00246070,          0.10949478,          0.08059678
,,,,,   25.400000,    0.761473,          2.50060846,          0.00343350,          0.15049140,          0.11077352,          2.28581028,          0.00112307,          0.05148538,          0.03789730,          2.38834398,          0.00248382,          0.11139608,          0.08199629
,,,,,   25.600000,    0.767469,          2.50088388,          0.00346561,          0.15308640,          0.11268365,          2.28590041,          0.00113304,          0.05235033,          0.03853396,          2.38854322,          0.00250703,          0.11331774,          0.08341078
,,,,,   25.800000,    0.773465,          2.50116187,          0.00349785,          0.15570904,          0.11461412,          2.28599133,          0.00114303,          0.05322375,          0.03917687,          2.38874432,          0.00253034,          0.11525990,          0.08484036
,,,,,   26.000000,    0.779460,          2.50144243,          0.00353022,          0.15835951,          0.11656507,          2.28608306,          0.00115306,          0.05410568,          0.03982604,          2.38894728,          0.00255374,          0.11722269,          0.08628513
,,,,,   26.200000,    0.785456,          2.50172558,          0.00356273,          0.16103802,          0.11853667,          2.28617558,          0.00116311,          0.05499618,          0.04048152,          2.38915211,          0.00257724,          0.11920628,          0.08774521
,,,,,   26.400000,    0.791452,          2.50201134,          0.00359537,          0.16374477,          0.12052905,          2.28626891,          0.00117320,          0.05589528,          0.04114333,          2.38935883,          0.00260084,          0.12121082,          0.08922071
,,,,,   26.600000,    0.797448,          2.50229970,          0.00362816,          0.16647995,          0.12254236,          2.28636305,          0.00118331,          0.05680303,          0.04181150,          2.38956743,          0.00262454,          0.12323644,          0.09071173
,,,,,   26.800000,    0.803444,          2.50259069,          0.00366108,          0.16924378,          0.12457675,          2.28645799,          0.00119345,          0.05771948,          0.04248608,          2.38977792,          0.00264834,          0.12528331,          0.09221838
,,,,,   27.000000,    0.809440,          2.50288430,          0.00369414,          0.17203646,          0.12663238,          2.28655375,          0.00120363,          0.05864467,          0.04316709,          2.38999032,          0.00267223,          0.12735159,          0.09374080
,,,,,   27.200000,    0.815435,          2.50318056,          0.00372734,          0.17485821,          0.12870941,          2.28665032,          0.00121383,          0.05957865,          0.04385458,          2.39020462,          0.00269624,          0.12944142,          0.09527908
,,,,,   27.400000,    0.821431,          2.50347948,          0.00376069,          0.17770923,          0.13080799,          2.28674771,          0.00122406,          0.06052147,          0.04454857,          2.39042085,          0.00272034,          0.13155298,          0.09683335
,,,,,   27.600000,    0.827427,          2.50378106,          0.00379418,          0.18058976,          0.13292828,          2.28684591,          0.00123433,          0.06147317,          0.04524909,          2.39063901,          0.00274455,          0.13368641,          0.09840373
,,,,,   27.800000,    0.833423,          2.50408533,          0.00382782,          0.18349999,          0.13507045,          2.28694494,          0.00124463,          0.06243381,          0.04595620,          2.39085910,          0.00276887,          0.13584190,          0.09999034
,,,,,   28.000000,    0.839419,          2.50439228,          0.00386161,          0.18644017,          0.13723465,          2.28704479,          0.00125495,          0.06340343,          0.04666992,          2.39108113,          0.00279329,          0.13801960,          0.10159329
,,,,,   28.200000,    0.845415,          2.50470193,          0.00389555,          0.18941052,          0.13942106,          2.28714546,          0.00126531,          0.06438208,          0.04739028,          2.39130512,          0.00281782,          0.14021967,          0.10321272
,,,,,   28.400000,    0.851411,          2.50501430,          0.00392964,          0.19241125,          0.14162984,          2.28724697,          0.00127571,          0.06536982,          0.04811733,          2.39153107,          0.00284246,          0.14244231,          0.10484876
,,,,,   28.600000,    0.857406,          2.50532939,          0.00396389,          0.19544262,          0.14386116,          2.28734930,          0.00128613,          0.06636669,          0.04885111,          2.39175899,          0.00286721,          0.14468766,          0.10650151
,,,,,   28.800000,    0.863402,          2.50564723,          0.00399829,          0.19850484,          0.14611520,          2.28745247,          0.00129659,          0.06737274,          0.04959164,          2.39198889,          0.00289208,          0.14695592,          0.10817113
,,,,,   29.000000,    0.869398,          2.50596781,          0.00403285,          0.20159816,          0.14839212,          2.28755648,          0.00130709,          0.06838803,          0.05033898,          2.39222078,          0.00291706,          0.14924726,          0.10985773
,,,,,   29.200000,    0.875394,          2.50629116,          0.00406757,          0.20472282,          0.15069212,          2.28766133,          0.00131761,          0.06941261,          0.05109315,          2.39245466,          0.00294215,          0.15156185,          0.11156146
,,,,,   29.400000,    0.881390,          2.50661728,          0.00410245,          0.20787907,          0.15301537,          2.28776702,          0.00132817,          0.07044654,          0.05185420,          2.39269056,          0.00296736,          0.15389989,          0.11328244
,,,,,   29.600000,    0.887386,          2.50694619,          0.00413749,          0.21106714,          0.15536204,          2.28787355,          0.00133877,          0.07148986,          0.05262216,          2.39292846,          0.00299269,          0.15626155,          0.11502080
,,,,,   29.800000,    0.893382,          2.50727791,          0.00417270,          0.21428730,          0.15773233,          2.28798093,          0.00134939,          0.07254263,          0.05339709,          2.39316840,          0.00301813,          0.15864702,          0.11677670
,,,,,   30.000000,    0.899377,          2.50761244,          0.00420808,          0.21753979,          0.16012642,          2.28808916,          0.00136006,          0.07360490,          0.05417901,          2.39341037,          0.00304370,          0.16105649,          0.11855026
,,,,,   30.200000,    0.905373,          2.50794980,          0.00424362,          0.22082488,          0.16254450,          2.28819824,          0.00137076,          0.07467674,          0.05496796,          2.39365438,          0.00306938,          0.16349016,          0.12034163
,,,,,   30.400000,    0.911369,          2.50829000,          0.00427933,          0.22414282,          0.16498677,          2.28830818,          0.00138149,          0.07575820,          0.05576400,          2.39390045,          0.00309519,          0.16594822,          0.12215096
,,,,,   30.600000,    0.917365,          2.50863306,          0.00431522,          0.22749387,          0.16745341,          2.28841898,          0.00139227,          0.07684933,          0.05656716,          2.39414858,          0.00312113,          0.16843086,          0.12397838
,,,,,   30.800000,    0.923361,          2.50897899,          0.00435128,          0.23087831,          0.16994462,          2.28853064,          0.00140307,          0.07795019,          0.05737748,          2.39439878,          0.00314719,          0.17093829,          0.12582404
,,,,,   31.000000,    0.929357,          2.50932780,          0.00438752,          0.23429641,          0.17246061,          2.28864317,          0.00141392,          0.07906084,          0.05819501,          2.39465107,          0.00317338,          0.17347070,          0.12768810
,,,,,   31.200000,    0.935352,          2.50967951,          0.00442393,          0.23774843,          0.17500157,          2.28875656,          0.00142480,          0.08018135,          0.05901978,          2.39490545,          0.00319969,          0.17602831,          0.12957070
